Forest,Agriculture,Other,Area_Total,forest_sp,agriculture_sp,generalist_sp,Sp_Total
786430000,1295070000,418500000,2500000000,46,34,96,176
1045930000,904470000,549600000,2500000000,44,31,92,167
921180000,1106970000,471850000,2500000000,45,27,90,162
602910000,1469760000,427330000,2500000000,46,32,95,173
700630000,863180000,936190000,2500000000,46,30,92,168
513130000,1454970000,531900000,2500000000,43,34,87,164
408770000,1834220000,257010000,2500000000,44,32,91,167
754660000,1310440000,434900000,2500000000,41,34,88,163
733390000,1418370000,348240000,2500000000,41,28,89,158
472420000,1600660000,426920000,2500000000,40,36,90,166
591120000,1523580000,385300000,2500000000,40,34,90,164
437790000,1726200000,336010000,2500000000,39,36,86,161
734250000,1350080000,415670000,2500000000,40,34,91,165
818650000,1191460000,489890000,2500000000,41,36,86,163
686500000,1294130000,519370000,2500000000,39,30,89,158
489850000,1503870000,506280000,2500000000,38,30,87,155
423180000,1797640000,279180000,2500000000,37,30,87,154
1381970000,733660000,384370000,2500000000,39,29,82,150
1146400000,1004440000,349160000,2500000000,43,27,86,156
1308090000,659170000,532740000,2500000000,41,32,83,156
614750000,1577220000,308030000,2500000000,40,29,84,153
531840000,1676900000,291260000,2500000000,40,25,84,149
86830000,2162830000,250340000,2500000000,30,32,90,152
156190000,482620000,1850480000,2489290000,36,34,86,156
891460000,677120000,931420000,2500000000,47,36,90,173
823970000,1057310000,618720000,2500000000,40,35,86,161
754140000,249480000,1496380000,2500000000,40,36,88,164
68680000,223550000,1901310000,2193540000,42,38,86,166
1827970000,279210000,392820000,2500000000,41,33,75,149
1723890000,416410000,359700000,2500000000,42,30,77,149
512640000,1264250000,723110000,2500000000,45,37,85,167
1606720000,559140000,334140000,2500000000,41,34,77,152
1678520000,327990000,493490000,2500000000,43,34,79,156
573350000,216250000,1710400000,2500000000,40,37,76,153
2031290000,80010000,388700000,2500000000,39,25,68,132
1849520000,206140000,444340000,2500000000,45,31,73,149
1584710000,13050000,902240000,2500000000,40,24,69,133
1941870000,21010000,537120000,2500000000,40,25,69,134
1341380000,15480000,1143140000,2500000000,41,26,76,143
674990000,11210000,1813800000,2500000000,32,22,63,117
861590000,7660000,1630750000,2500000000,36,26,72,134
1749780000,243850000,506370000,2500000000,41,32,76,149
1553200000,602760000,344040000,2500000000,46,37,81,164
1553780000,249390000,696830000,2500000000,43,33,77,153
1215810000,384870000,899320000,2500000000,48,41,89,178
1927420000,211260000,361320000,2500000000,41,30,78,149
1631100000,243060000,625840000,2500000000,43,33,77,153
1811430000,360630000,327940000,2500000000,44,32,77,153
1738250000,237720000,524030000,2500000000,42,33,76,151
1062820000,1111470000,325710000,2500000000,44,36,86,166
1484920000,648640000,366440000,2500000000,45,33,82,160
692870000,518010000,1289120000,2500000000,44,34,85,163
1257050000,374710000,868240000,2500000000,43,35,83,161
676320000,294220000,1529460000,2500000000,44,35,83,162
396340000,230140000,1873520000,2500000000,42,35,78,155
1734910000,322920000,442170000,2500000000,47,35,85,167
1494110000,291730000,714160000,2500000000,44,35,82,161
1821420000,60310000,618270000,2500000000,38,22,63,123
1869170000,195800000,435030000,2500000000,42,30,74,146
1876480000,14440000,609080000,2500000000,43,29,73,145
1930770000,40240000,528990000,2500000000,41,27,72,140
1802420000,26820000,670760000,2500000000,40,22,72,134
1763600000,28360000,708040000,2500000000,44,24,74,142
1863240000,63130000,573630000,2500000000,45,32,79,156
1493640000,3090000,1003270000,2500000000,32,18,58,108
1658450000,930000,840620000,2500000000,32,23,54,109
1687400000,16970000,795630000,2500000000,37,17,65,119
1717430000,280000,782290000,2500000000,32,15,62,109
1200820000,2760000,1296420000,2500000000,35,18,64,117
1587340000,8750000,903910000,2500000000,43,18,69,130
1675540000,163180000,661280000,2500000000,39,29,64,132
1704180000,23550000,772270000,2500000000,39,21,67,127
1650980000,65240000,783780000,2500000000,43,30,72,145
2009820000,158960000,331220000,2500000000,40,27,73,140
778870000,175930000,1545130000,2499930000,44,39,100,183
204290000,393420000,1900860000,2498570000,46,42,98,186
1973960000,264810000,261230000,2500000000,42,30,74,146
2055000000,122390000,322610000,2500000000,40,32,74,146
1976500000,180640000,342860000,2500000000,43,33,87,163
1669970000,193220000,636810000,2500000000,43,34,83,160
1009490000,1076010000,414500000,2500000000,43,36,86,165
1869470000,211590000,418940000,2500000000,43,31,78,152
818750000,477560000,1203690000,2500000000,43,35,90,168
1023020000,888930000,588050000,2500000000,45,36,87,168
1842220000,337160000,320620000,2500000000,42,33,79,154
1134200000,769820000,595980000,2500000000,45,35,83,163
1499220000,499680000,501100000,2500000000,46,35,81,162
1850240000,200880000,448880000,2500000000,45,33,82,160
1837730000,220080000,442190000,2500000000,44,30,78,152
1666110000,428600000,405290000,2500000000,43,32,83,158
1208750000,735010000,556240000,2500000000,46,37,87,170
1893960000,43760000,562280000,2500000000,41,22,74,137
1790190000,158690000,551120000,2500000000,44,31,78,153
1818020000,154460000,527520000,2500000000,43,32,78,153
1763640000,38700000,697660000,2500000000,36,28,64,128
1800840000,36250000,662910000,2500000000,43,29,74,146
1868380000,102600000,529020000,2500000000,41,30,78,149
1908060000,223160000,368780000,2500000000,41,30,81,152
1805820000,27070000,667110000,2500000000,40,17,59,116
1798940000,32660000,668400000,2500000000,40,20,68,128
1888550000,56420000,555030000,2500000000,39,21,63,123
1767690000,93450000,638860000,2500000000,42,25,69,136
1447050000,39990000,1012960000,2500000000,41,26,66,133
1735330000,47470000,717200000,2500000000,40,23,67,130
1611180000,36330000,852490000,2500000000,32,17,54,103
1962160000,71470000,466370000,2500000000,35,17,66,118
109630000,81420000,2293590000,2484640000,38,39,90,167
1167480000,513680000,818840000,2500000000,46,36,81,163
1114620000,590400000,794980000,2500000000,46,36,94,176
925470000,314030000,1260500000,2500000000,42,34,83,159
357170000,111220000,1961090000,2429480000,39,37,89,165
1490020000,543000000,466980000,2500000000,46,36,87,169
1031920000,1069900000,398180000,2500000000,45,37,87,169
456260000,14490000,1757610000,2228360000,39,35,77,151
1123560000,101460000,1274980000,2500000000,45,37,95,177
891540000,93950000,1514510000,2500000000,42,35,89,166
522640000,45560000,1892330000,2460530000,41,36,86,163
1929070000,111940000,458990000,2500000000,44,33,78,155
1292110000,185460000,1022430000,2500000000,45,37,91,173
1691890000,18800000,789310000,2500000000,28,17,54,99
1872590000,110160000,517250000,2500000000,41,27,74,142
772070000,102910000,1625020000,2500000000,34,19,57,110
778310000,74540000,1647150000,2500000000,33,18,63,114
314120000,120450000,2065430000,2500000000,22,24,56,102
647960000,70510000,1781530000,2500000000,25,20,55,100
171540000,112860000,2215600000,2500000000,29,28,68,125
777570000,22560000,1699870000,2500000000,29,22,64,115
499010000,13540000,1987450000,2500000000,34,22,62,118
1118180000,5570000,1376250000,2500000000,31,23,57,111
1306910000,4370000,1188720000,2500000000,38,27,66,131
782120000,31470000,1686410000,2500000000,23,17,50,90
813150000,21290000,1665560000,2500000000,26,17,53,96
501700000,6350000,1991950000,2500000000,26,23,66,115
317120000,46320000,2136560000,2500000000,26,22,61,109
776980000,144070000,1578950000,2500000000,32,27,74,133
640110000,29650000,1830240000,2500000000,32,26,64,122
171440000,32040000,2118060000,2321540000,31,27,66,124
268210000,56210000,2175580000,2500000000,29,28,63,120
561970000,54830000,1883200000,2500000000,28,23,66,117
1459470000,8160000,1032370000,2500000000,31,22,65,118
1686400000,30700000,782900000,2500000000,36,22,57,115
1369560000,27100000,1103340000,2500000000,42,24,69,135
1559760000,24210000,916030000,2500000000,39,21,65,125
1270680000,3950000,1225370000,2500000000,32,19,56,107
1435920000,3330000,1060750000,2500000000,36,21,62,119
1828470000,6820000,664710000,2500000000,38,15,55,108
1602790000,4980000,892230000,2500000000,37,20,66,123
148930000,1660000,2349410000,2500000000,17,21,50,88
355280000,460000,2144260000,2500000000,29,25,64,118
1120690000,0,1379310000,2500000000,28,14,58,100
609670000,28740000,1861590000,2500000000,32,28,69,129
483770000,30130000,1986100000,2500000000,24,21,57,102
675400000,60090000,1764510000,2500000000,24,20,49,93
622100000,48290000,1829610000,2500000000,23,26,65,114
453630000,37060000,2009310000,2500000000,21,18,52,91
761390000,127380000,1611230000,2500000000,28,23,71,122
1457570000,15980000,1026450000,2500000000,33,21,57,111
1592700000,19470000,887830000,2500000000,38,17,63,118
1434560000,19040000,1046400000,2500000000,35,17,59,111
263040000,0,2236960000,2500000000,24,20,56,100
1006040000,300000,1493660000,2500000000,28,14,46,88
792240000,71800000,1635960000,2500000000,21,15,46,82
119170000,250490000,2130340000,2500000000,15,16,54,85
130900000,438690000,1930410000,2500000000,24,28,76,128
477400000,681630000,1340970000,2500000000,24,21,61,106
105220000,618700000,1776080000,2500000000,15,28,71,114
1183190000,281070000,1035740000,2500000000,29,22,69,120
56870000,557200000,1885930000,2500000000,8,15,49,72
24260000,893750000,1581990000,2500000000,5,18,49,72
330770000,1033690000,1135540000,2500000000,17,14,59,90
221650000,1157330000,1121020000,2500000000,15,11,44,70
461250000,886360000,1152390000,2500000000,19,25,69,113
35260000,588260000,1876480000,2500000000,13,25,62,100
1303310000,305530000,891160000,2500000000,21,16,53,90
262930000,735460000,1501610000,2500000000,23,19,68,110
616920000,513390000,1369690000,2500000000,16,20,67,103
169070000,1400280000,930650000,2500000000,26,22,62,110
451330000,878040000,1170630000,2500000000,27,14,54,95
187880000,615780000,1696340000,2500000000,24,14,58,96
0,47470000,2009250000,2056720000,7,9,35,51
50260000,439800000,2009940000,2500000000,11,11,43,65
397970000,721050000,1380980000,2500000000,23,21,65,109
530020000,640780000,1329200000,2500000000,23,16,60,99
127700000,801320000,1570980000,2500000000,10,14,49,73
83730000,239270000,2177000000,2500000000,13,13,48,74
725820000,541060000,1233120000,2500000000,32,26,79,137
245250000,389020000,1865730000,2500000000,24,19,61,104
147220000,1008300000,1344480000,2500000000,14,18,49,81
306530000,505730000,1687740000,2500000000,14,16,51,81
6180000,1937490000,556330000,2500000000,15,18,52,85
177070000,1199990000,1122940000,2500000000,27,27,81,135
374120000,405150000,1671490000,2450760000,23,24,74,121
382710000,485980000,1631310000,2500000000,15,13,47,75
673700000,366980000,1459320000,2500000000,20,19,64,103
222490000,214280000,2063230000,2500000000,25,23,64,112
830930000,1377630000,291440000,2500000000,23,23,72,118
435160000,1712920000,351920000,2500000000,28,21,83,132
636000000,1498810000,365190000,2500000000,25,22,79,126
1202170000,512060000,785770000,2500000000,41,17,63,121
314840000,1889230000,295930000,2500000000,30,19,83,132
358670000,1647110000,494220000,2500000000,32,29,89,150
313360000,1796120000,390520000,2500000000,26,20,75,121
5910000,2268320000,225770000,2500000000,18,28,73,119
249670000,1937590000,312740000,2500000000,29,25,86,140
305390000,1789600000,405010000,2500000000,32,29,92,153
534780000,1635340000,329880000,2500000000,30,26,79,135
337350000,1218090000,944560000,2500000000,27,31,91,149
489750000,1445250000,565000000,2500000000,26,28,86,140
768790000,1053190000,678020000,2500000000,38,27,90,155
181310000,1736630000,582060000,2500000000,32,32,97,161
451520000,1128250000,920230000,2500000000,35,27,85,147
444560000,1194570000,860870000,2500000000,30,33,91,154
774510000,1548840000,176650000,2500000000,23,16,64,103
1280690000,732240000,487070000,2500000000,35,14,63,112
231790000,1889420000,378790000,2500000000,28,29,84,141
104510000,1814790000,580700000,2500000000,29,28,93,150
15560000,2048000000,436440000,2500000000,22,35,83,140
118690000,1832470000,548840000,2500000000,36,35,98,169
5650000,2276610000,217740000,2500000000,18,28,78,124
14020000,1961030000,524950000,2500000000,22,28,82,132
268700000,1623180000,608120000,2500000000,29,33,94,156
254650000,1618250000,627100000,2500000000,29,36,100,165
35840000,2187000000,277160000,2500000000,23,27,78,128
33570000,2154280000,312150000,2500000000,25,33,89,147
169700000,1829550000,500750000,2500000000,30,27,81,138
106090000,1566320000,827590000,2500000000,29,36,96,161
612460000,994960000,892580000,2500000000,31,25,84,140
744960000,832580000,922460000,2500000000,41,40,105,186
843330000,509850000,1146820000,2500000000,38,22,82,142
811520000,734850000,953630000,2500000000,36,23,87,146
737680000,1480700000,281620000,2500000000,27,16,73,116
479230000,1465210000,555560000,2500000000,37,30,100,167
1794860000,312840000,392300000,2500000000,28,17,68,113
1721180000,417870000,360950000,2500000000,34,14,72,120
220590000,1676420000,602990000,2500000000,28,20,76,124
159970000,1895810000,444220000,2500000000,24,25,76,125
881870000,1021920000,596210000,2500000000,26,20,65,111
1268350000,696540000,535110000,2500000000,33,15,60,108
134790000,1684670000,680540000,2500000000,28,33,91,152
86870000,2003600000,409530000,2500000000,25,26,79,130
701340000,1279800000,518860000,2500000000,28,26,81,135
1199140000,868670000,432190000,2500000000,28,22,67,117
91580000,1392620000,1015800000,2500000000,29,36,99,164
60010000,1760910000,679080000,2500000000,27,35,92,154
722230000,1203200000,574570000,2500000000,27,29,85,141
271730000,1658860000,569410000,2500000000,28,30,86,144
441530000,1274430000,784040000,2500000000,29,29,83,141
118710000,918090000,1463200000,2500000000,23,30,76,129
789160000,723550000,987290000,2500000000,30,23,89,142
378760000,1775280000,345960000,2500000000,22,20,74,116
895120000,1002800000,602080000,2500000000,47,36,106,189
355380000,1352440000,792180000,2500000000,24,23,71,118
1188270000,623260000,688470000,2500000000,40,26,85,151
879890000,839650000,780460000,2500000000,49,27,90,166
1182050000,592900000,725050000,2500000000,47,24,86,157
999170000,600020000,900810000,2500000000,44,28,97,169
441800000,1166930000,891270000,2500000000,45,29,94,168
144730000,1867100000,488170000,2500000000,22,27,87,136
1434170000,368640000,697190000,2500000000,28,15,59,102
457890000,1646510000,395600000,2500000000,21,20,63,104
1584840000,221110000,694050000,2500000000,37,17,57,111
1481110000,402860000,616030000,2500000000,43,19,63,125
1640900000,438470000,420630000,2500000000,30,17,52,99
1279140000,418460000,802400000,2500000000,39,18,67,124
231200000,1750720000,518080000,2500000000,26,25,73,124
892260000,606310000,1001430000,2500000000,46,26,79,151
396610000,1313360000,790030000,2500000000,20,21,69,110
1585060000,438900000,476040000,2500000000,48,26,87,161
906630000,883910000,709460000,2500000000,36,21,81,138
1216440000,727890000,555670000,2500000000,37,24,94,155
237100000,1813140000,449760000,2500000000,24,34,89,147
364850000,1281540000,853610000,2500000000,33,26,81,140
1303630000,329190000,867180000,2500000000,33,15,67,115
751980000,1166730000,581290000,2500000000,41,32,92,165
393450000,1300640000,805910000,2500000000,44,34,100,178
897310000,524170000,1078520000,2500000000,39,32,86,157
825150000,958740000,716110000,2500000000,43,38,92,173
547560000,1614550000,337890000,2500000000,37,26,77,140
1253530000,897580000,348890000,2500000000,43,34,91,168
741120000,1120290000,638590000,2500000000,35,27,83,145
811110000,988330000,700560000,2500000000,37,30,85,152
528890000,1334950000,636160000,2500000000,38,36,88,162
446370000,1613610000,440020000,2500000000,36,33,88,157
217050000,1860520000,422430000,2500000000,32,33,86,151
542350000,1336420000,621230000,2500000000,37,31,86,154
761390000,1280000000,458610000,2500000000,40,28,85,153
243690000,1909870000,346440000,2500000000,39,31,88,158
608100000,1664970000,226930000,2500000000,42,33,89,164
534220000,1636820000,328960000,2500000000,39,37,90,166
1058940000,1134270000,306790000,2500000000,40,30,81,151
790250000,1394000000,315750000,2500000000,40,32,86,158
379250000,1745790000,374960000,2500000000,40,34,89,163
460950000,1741170000,297880000,2500000000,43,32,90,165
388230000,326410000,1756690000,2471330000,44,32,81,157
746250000,1097000000,656750000,2500000000,44,32,89,165
80980000,889000000,1530020000,2500000000,40,36,85,161
1387350000,780940000,331710000,2500000000,41,21,76,138
519760000,1780750000,199490000,2500000000,37,27,88,152
1353780000,744280000,401940000,2500000000,44,22,79,145
904040000,1132080000,463880000,2500000000,39,29,85,153
1505600000,522150000,472250000,2500000000,45,22,81,148
993130000,901640000,605230000,2500000000,41,31,90,162
1410670000,653960000,435370000,2500000000,44,29,88,161
1310700000,486290000,703010000,2500000000,45,27,75,147
1645580000,342950000,511470000,2500000000,45,24,81,150
389630000,1796860000,313510000,2500000000,34,24,86,144
725120000,1158030000,616850000,2500000000,41,27,87,155
222940000,1712480000,564580000,2500000000,37,33,93,163
736190000,1398240000,365570000,2500000000,40,28,84,152
820410000,1140610000,538980000,2500000000,38,32,86,156
847850000,1134050000,518100000,2500000000,40,32,86,158
1180250000,780500000,539250000,2500000000,39,31,88,158
774410000,1122960000,602630000,2500000000,41,30,88,159
303530000,1792710000,403760000,2500000000,38,31,86,155
612020000,1489560000,398420000,2500000000,41,31,82,154
547260000,1254800000,697940000,2500000000,45,31,91,167
503400000,1664140000,332460000,2500000000,38,31,85,154
634790000,1283280000,581930000,2500000000,40,31,87,158
355390000,1851060000,293550000,2500000000,40,34,84,158
472500000,1591200000,436300000,2500000000,39,28,81,148
497340000,1594400000,408260000,2500000000,41,34,84,159
774980000,1309730000,415290000,2500000000,41,29,85,155
689060000,1424290000,386650000,2500000000,39,29,84,152
747120000,1306660000,446220000,2500000000,43,31,88,162
1302370000,700370000,497260000,2500000000,44,27,85,156
0,0,224000000,224000000,41,33,85,159
469100000,847330000,644720000,1961150000,42,33,87,162
0,0,0,0,40,31,86,157
346770000,818750000,171060000,1336580000,42,32,85,159
10470000,0,919510000,929980000,34,23,66,123
1225890000,940640000,333470000,2500000000,45,23,81,149
1293710000,594350000,611940000,2500000000,38,24,80,142
1198500000,761530000,539970000,2500000000,45,25,78,148
826770000,1056540000,616690000,2500000000,40,29,87,156
1010750000,622940000,866310000,2500000000,46,28,84,158
1269990000,380770000,849240000,2500000000,45,21,73,139
1304550000,785940000,409510000,2500000000,45,25,76,146
1314150000,706970000,478880000,2500000000,44,20,76,140
676160000,1400430000,423410000,2500000000,36,31,87,154
649820000,1578450000,271730000,2500000000,37,27,84,148
651960000,1302080000,545960000,2500000000,37,32,87,156
527080000,1567260000,405660000,2500000000,38,31,85,154
473400000,1678770000,347830000,2500000000,38,38,90,166
880820000,1193850000,425330000,2500000000,38,32,86,156
751610000,898040000,850350000,2500000000,43,37,88,168
891620000,1070270000,538110000,2500000000,41,35,89,165
587370000,1280350000,632280000,2500000000,41,32,89,162
603050000,1376070000,520880000,2500000000,39,35,91,165
809680000,1008030000,682290000,2500000000,40,35,88,163
810380000,1039120000,650500000,2500000000,39,40,92,171
530110000,1397160000,572730000,2500000000,42,35,91,168
712660000,1311530000,475810000,2500000000,38,33,84,155
651520000,1316130000,532350000,2500000000,44,32,91,167
1238950000,484970000,776080000,2500000000,43,31,85,159
708530000,1247490000,543980000,2500000000,45,29,89,163
647510000,1193230000,659260000,2500000000,41,38,93,172
0,0,0,0,39,32,95,166
203250000,730630000,153010000,1086890000,41,31,87,159
7210000,2710000,15280000,25200000,40,27,85,152
391240000,646550000,116710000,1154500000,45,30,89,164
643020000,1114020000,742960000,2500000000,46,35,90,171
238140000,514770000,796830000,1549740000,45,41,100,186
802660000,1121160000,576180000,2500000000,41,33,82,156
735830000,1103740000,554260000,2393830000,47,37,92,176
878240000,1160570000,461190000,2500000000,44,26,86,156
199360000,1629880000,670760000,2500000000,36,31,90,157
223810000,1477550000,412850000,2114210000,35,34,99,168
388970000,1476740000,633540000,2499250000,30,29,87,146
1462070000,647630000,390300000,2500000000,43,20,74,137
1214160000,970480000,315360000,2500000000,42,22,74,138
1417520000,678970000,403510000,2500000000,41,24,74,139
1374430000,821770000,303800000,2500000000,45,26,83,154
1068180000,1006460000,425360000,2500000000,43,32,91,166
546090000,1224580000,393840000,2164510000,42,28,82,152
592190000,740650000,220970000,1553810000,43,37,97,177
8880000,4010000,2080000,14970000,38,31,90,159
375130000,1645800000,479070000,2500000000,38,35,93,166
803370000,1402850000,293780000,2500000000,43,34,90,167
505270000,1076980000,495280000,2077530000,41,39,97,177
345530000,1724790000,429680000,2500000000,40,32,94,166
585330000,1355920000,547110000,2488360000,39,36,86,161
608010000,1247960000,644030000,2500000000,39,37,90,166
298390000,464960000,268270000,1031620000,44,37,96,177
541530000,544000000,290930000,1376460000,45,40,94,179
560030000,1242090000,697880000,2500000000,45,34,91,170
709920000,1296550000,493530000,2500000000,43,32,88,163
1157810000,574240000,592720000,2324770000,45,37,93,175
593800000,322580000,241420000,1157800000,46,39,95,180
873410000,1238350000,388240000,2500000000,46,31,85,162
658350000,905420000,936230000,2500000000,45,39,95,179
1023170000,374530000,254610000,1652310000,48,37,95,180
568870000,753070000,293940000,1615880000,43,39,91,173
251160000,1492180000,169680000,1913020000,39,27,82,148
363840000,1621920000,281650000,2267410000,45,28,91,164
823620000,1145720000,530660000,2500000000,45,36,90,171
440330000,1436800000,622870000,2500000000,45,38,87,170
689920000,1299650000,510430000,2500000000,43,31,87,161
516830000,1649090000,334080000,2500000000,38,24,71,133
563580000,1668420000,268000000,2500000000,37,27,72,136
0,3340000,3190000,6530000,31,28,87,146
137890000,1045790000,457990000,1641670000,33,31,89,153
413650000,468410000,286490000,1168550000,36,26,85,147
910690000,148210000,245040000,1303940000,41,21,74,136
693720000,45260000,103010000,841990000,43,19,70,132
372200000,159130000,259090000,790420000,40,20,70,130
430520000,46040000,2023440000,2500000000,38,33,84,155
951810000,220530000,1327660000,2500000000,44,34,92,170
1326570000,436960000,736470000,2500000000,46,36,93,175
1912370000,27410000,560220000,2500000000,39,19,65,123
1858960000,167190000,473850000,2500000000,43,35,86,164
545960000,40200000,1699160000,2285320000,42,33,75,150
1036900000,117210000,1345890000,2500000000,44,36,93,173
745040000,909340000,845620000,2500000000,48,38,91,177
738820000,1189310000,571870000,2500000000,48,34,90,172
833890000,979740000,686370000,2500000000,46,28,85,159
702810000,1424340000,372850000,2500000000,44,25,77,146
592630000,359420000,1547950000,2500000000,48,34,88,170
1006910000,653540000,839550000,2500000000,45,32,82,159
155900000,30440000,2313660000,2500000000,42,34,83,159
875470000,378680000,1245850000,2500000000,45,36,96,177
905530000,309990000,1284480000,2500000000,46,36,99,181
880820000,400040000,1219140000,2500000000,46,37,102,185
1288530000,777730000,433740000,2500000000,48,42,91,181
1209000000,924720000,366280000,2500000000,49,36,95,180
1150070000,143100000,1206830000,2500000000,49,41,107,197
666400000,204610000,1628990000,2500000000,48,42,106,196
1604130000,425830000,470040000,2500000000,46,36,87,169
1780020000,388620000,331360000,2500000000,47,39,92,178
1150000000,382800000,967200000,2500000000,46,39,103,188
1266550000,433050000,800400000,2500000000,46,42,105,193
1243760000,933410000,322830000,2500000000,46,33,88,167
1406270000,650310000,443420000,2500000000,42,37,88,167
516080000,66810000,1917110000,2500000000,46,39,99,184
438540000,119520000,1809540000,2367600000,45,40,103,188
1284010000,540650000,675340000,2500000000,49,40,102,191
667290000,1286900000,545810000,2500000000,45,30,82,157
662970000,1439590000,397440000,2500000000,40,26,78,144
604440000,1437550000,458010000,2500000000,44,30,82,156
689090000,770490000,1040420000,2500000000,48,37,92,177
370270000,152270000,1939770000,2462310000,44,38,86,168
423320000,214200000,1802810000,2440330000,35,36,90,161
657460000,279850000,1562690000,2500000000,48,42,101,191
31430000,35150000,2159940000,2226520000,41,35,85,161
64480000,8080000,2079040000,2151600000,40,29,66,135
370980000,114900000,2014120000,2500000000,41,42,96,179
801290000,214780000,1483930000,2500000000,48,40,89,177
1146920000,498970000,854110000,2500000000,46,41,92,179
1460660000,563630000,475710000,2500000000,49,37,94,180
282510000,18020000,1931890000,2232420000,44,35,94,173
1330350000,894060000,275590000,2500000000,44,35,89,168
1146090000,1117030000,236880000,2500000000,44,35,86,165
1884000000,157230000,458770000,2500000000,45,37,86,168
1270770000,460380000,768850000,2500000000,49,42,93,184
1623060000,491990000,384950000,2500000000,46,35,88,169
1687920000,358880000,453200000,2500000000,44,36,89,169
1554350000,423850000,521800000,2500000000,47,41,96,184
1525520000,438230000,536250000,2500000000,48,36,87,171
1668680000,18300000,813020000,2500000000,43,20,71,134
1661370000,19200000,819430000,2500000000,32,18,64,114
1251250000,7370000,1241380000,2500000000,35,20,60,115
794870000,0,1705130000,2500000000,17,14,46,77
1203470000,146900000,1149630000,2500000000,33,21,69,123
404730000,14670000,2080600000,2500000000,24,18,48,90
370090000,21930000,2107980000,2500000000,31,26,65,122
159380000,0,2340620000,2500000000,18,21,49,88
479480000,62940000,1957580000,2500000000,30,30,71,131
127090000,13430000,2359480000,2500000000,11,20,39,70
387000000,65830000,2047170000,2500000000,17,17,48,82
1765060000,11530000,723410000,2500000000,39,20,67,126
1855410000,53050000,591540000,2500000000,40,18,66,124
1909370000,199790000,390840000,2500000000,44,30,74,148
1948770000,163250000,387980000,2500000000,44,33,77,154
1581060000,6090000,912850000,2500000000,33,24,69,126
1710280000,20060000,769660000,2500000000,40,29,75,144
1919420000,30270000,550310000,2500000000,34,18,61,113
1644780000,470000,854750000,2500000000,29,13,45,87
1688960000,5100000,805940000,2500000000,39,18,68,125
1758530000,0,741470000,2500000000,31,22,58,111
1691520000,1720000,806760000,2500000000,34,21,60,115
745830000,0,1754170000,2500000000,18,20,49,87
1302990000,1120000,1195890000,2500000000,28,17,64,109
1476140000,820000,1023040000,2500000000,28,12,47,87
465920000,0,2034080000,2500000000,23,27,63,113
835890000,7250000,1656860000,2500000000,13,19,45,77
1137950000,1930000,1360120000,2500000000,20,21,55,96
459920000,1930000,2038150000,2500000000,17,21,43,81
496670000,55660000,1719180000,2271510000,38,32,78,148
470950000,58840000,1565110000,2094900000,43,35,76,154
491290000,24270000,1984440000,2500000000,41,32,86,159
1672710000,63460000,763830000,2500000000,40,26,75,141
1604750000,2380000,892870000,2500000000,34,10,50,94
1302700000,8600000,1188700000,2500000000,30,19,60,109
1584420000,5850000,909730000,2500000000,45,29,77,151
1765180000,1310000,733510000,2500000000,44,29,76,149
621650000,0,1878350000,2500000000,22,22,53,97
495850000,160930000,1646300000,2303080000,44,40,99,183
1622430000,59050000,818520000,2500000000,43,27,80,150
1763610000,13040000,723350000,2500000000,42,26,79,147
1713870000,14540000,771590000,2500000000,44,28,78,150
1377820000,353250000,768930000,2500000000,43,22,80,145
214810000,573480000,1711710000,2500000000,31,31,79,141
1866070000,281230000,352700000,2500000000,41,21,76,138
797410000,1158150000,544440000,2500000000,34,22,79,135
1394870000,555150000,549980000,2500000000,40,22,83,145
944680000,669720000,885600000,2500000000,34,26,76,136
1383720000,440390000,675890000,2500000000,39,20,77,136
100590000,650500000,1647890000,2398980000,26,34,82,142
940180000,804260000,755560000,2500000000,35,25,83,143
198580000,696010000,1583960000,2478550000,21,33,76,130
1612470000,400360000,487170000,2500000000,44,23,83,150
678790000,1089260000,731950000,2500000000,35,29,94,158
1155960000,728540000,615500000,2500000000,43,29,100,172
1422230000,652280000,425490000,2500000000,42,23,88,153
1441570000,395720000,662710000,2500000000,43,17,67,127
636740000,1113610000,749650000,2500000000,40,25,81,146
1375380000,469430000,655190000,2500000000,43,20,70,133
899420000,775240000,825340000,2500000000,46,25,80,151
1414400000,107660000,891020000,2413080000,35,12,57,104
1444860000,122330000,827840000,2395030000,33,10,57,100
1561920000,237240000,700840000,2500000000,38,11,54,103
1055950000,880360000,563690000,2500000000,40,23,80,143
394200000,1033970000,1071830000,2500000000,33,41,100,174
111000000,2009410000,379590000,2500000000,19,16,65,100
538350000,1328860000,632790000,2500000000,36,30,92,158
334210000,1629120000,536670000,2500000000,29,27,85,141
159540000,1800420000,540040000,2500000000,31,22,79,132
929140000,1102540000,468320000,2500000000,32,21,78,131
1100730000,909450000,489820000,2500000000,37,30,91,158
869390000,1218840000,411770000,2500000000,33,25,82,140
659460000,1426690000,413850000,2500000000,39,32,92,163
229460000,1846010000,424530000,2500000000,31,27,90,148
460740000,1604110000,435150000,2500000000,32,29,90,151
313830000,1827980000,358190000,2500000000,31,35,99,165
508950000,1664570000,326480000,2500000000,25,22,75,122
243800000,1511030000,745170000,2500000000,24,24,80,128
1072620000,880830000,546550000,2500000000,38,21,69,128
1557890000,354920000,587190000,2500000000,33,13,59,105
1834750000,181550000,483700000,2500000000,37,12,58,107
