"polygon_id","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","delta_forest_sp","delta_agriculture_sp","delta_generalist_sp"
"4_287",1184990000,355200000,129910000,11110000,3348720000,5029930000,45,38,87,170,2002210000,5298550000,77110000,805850000,3596930000,11780650000,26,27,79,132,-19,-11,-8
"4_288",708420000,3392040000,504930000,115410000,3350770000,8071570000,43,26,77,146,480440000,3605400000,326600000,312950000,3736500000,8461890000,22,20,71,113,-21,-6,-6
"4_289",991170000,6185410000,316390000,728560000,895030000,9116560000,40,40,85,165,8824920000,1524140000,493500000,1920000,2993140000,13837620000,24,34,78,136,-16,-6,-7
"4_290",4404710000,5466570000,495410000,1622660000,682480000,12671830000,50,37,95,182,6238750000,511490000,136860000,10930000,3790700000,10688730000,23,21,63,107,-27,-16,-32
"4_291",1521400000,2945270000,181440000,414220000,107990000,5170320000,42,39,88,169,7765820000,3284440000,241720000,2740930000,12038400000,26071310000,24,23,83,130,-18,-16,-5
"4_292",7153260000,490580000,187450000,70730000,11189320000,19091340000,42,28,79,149,6223260000,4489070000,808920000,931840000,219080000,12672170000,26,26,73,125,-16,-2,-6
"4_293",459370000,3773140000,212280000,89870000,3542790000,8077450000,48,32,82,162,248090000,5980090000,1011320000,442100000,2257470000,9939070000,26,23,80,129,-22,-9,-2
"4_294",2760210000,5690900000,408930000,440460000,699810000,10000310000,43,42,98,183,8423630000,7131540000,567030000,1319630000,2541880000,19983710000,20,30,65,115,-23,-12,-33
"4_295",2347150000,5844360000,442090000,796610000,184400000,9614610000,43,40,95,178,2401530000,3796880000,323890000,1165890000,203410000,7891600000,11,25,59,95,-32,-15,-36
"4_296",2159800000,3156580000,107970000,617900000,8357010000,14399260000,47,45,102,194,4568590000,3583180000,688770000,847090000,654870000,10342500000,13,30,67,110,-34,-15,-35
"4_297",4726530000,1720000,19380000,2570000,2664600000,7414800000,45,40,84,169,2643860000,1449690000,303270000,1246050000,138290000,5781160000,24,22,72,118,-21,-18,-12
"4_298",4519700000,2.4e+07,5970000,148670000,5679280000,10377620000,38,29,79,146,1744580000,4477210000,109900000,1051500000,1697500000,9080690000,29,35,90,154,-9,6,11
"4_299",3581240000,5795320000,165670000,694340000,486620000,10723190000,45,48,100,193,4865560000,319480000,102140000,16680000,5080760000,10384620000,20,15,55,90,-25,-33,-45
"4_300",2567670000,5181540000,930110000,132510000,5516700000,14328530000,47,46,98,191,1838500000,866500000,129240000,233370000,4409970000,7477580000,25,35,81,141,-22,-11,-17
"4_301",8110660000,1472250000,224360000,34410000,5703300000,15544980000,41,38,86,165,3519230000,5329920000,398900000,1.015e+09,199600000,10462650000,31,21,85,137,-10,-17,-1
"4_302",3232580000,4348390000,192300000,414660000,561470000,8749400000,45,45,110,200,9500640000,4298860000,741830000,3193480000,1363490000,19098300000,23,23,74,120,-22,-22,-36
"4_303",797790000,2375010000,584210000,3833570000,1.51e+09,9100580000,44,38,84,166,2645180000,276340000,34980000,0,1882020000,4838520000,23,29,82,134,-21,-9,-2
"4_304",2161380000,0,2800000,57550000,8566720000,10788450000,45,35,91,171,2156120000,4280280000,179960000,1598470000,2562160000,10776990000,29,27,85,141,-16,-8,-6
"4_305",4608450000,2922400000,396010000,200800000,1891030000,10018690000,45,36,91,172,2524250000,7022590000,1336780000,481540000,1402040000,12767200000,23,35,77,135,-22,-1,-14
"4_306",731780000,4667040000,1321080000,1359750000,6330020000,14409670000,35,36,76,147,1803450000,3913300000,703360000,469680000,2065780000,8955570000,24,27,90,141,-11,-9,14
"4_307",1143630000,10743480000,144690000,21340000,2362870000,14416010000,40,32,74,146,950520000,3067300000,31040000,505610000,856330000,5410800000,27,18,70,115,-13,-14,-4
"4_308",2535370000,14305870000,197850000,586410000,4704280000,22329780000,44,34,97,175,8210100000,5950000,43360000,20600000,7.887e+09,16167010000,23,36,70,129,-21,2,-27
"4_309",4018570000,4255170000,643110000,1144890000,630890000,10692630000,43,31,72,146,2178170000,4460740000,520190000,498700000,273460000,7931260000,25,30,76,131,-18,-1,4
"4_310",5042730000,4990000,6610000,0,5783140000,10837470000,37,34,67,138,975640000,11404890000,3419340000,1831120000,1339900000,18970890000,25,22,72,119,-12,-12,5
"4_311",3604940000,7424080000,368280000,1547510000,384950000,13329760000,43,41,104,188,39860000,768310000,119400000,15700000,1556730000,2.5e+09,24,36,85,145,-19,-5,-19
"4_312",941190000,2974730000,98420000,179390000,2692940000,6886670000,35,29,58,122,2719960000,6748150000,604880000,2144060000,1474130000,13691180000,21,34,75,130,-14,5,17
"4_313",9267720000,35100000,31920000,29010000,7143860000,16507610000,42,37,98,177,4694230000,4952600000,2095290000,738350000,2638670000,15119140000,21,34,72,127,-21,-3,-26
"4_314",3442450000,5415440000,324610000,1093260000,186890000,10462650000,45,37,91,173,571250000,5398940000,453850000,268480000,3388700000,10081220000,29,30,90,149,-16,-7,-1
"4_315",7490960000,3367700000,958390000,140450000,6843280000,18800780000,42,40,89,171,3228210000,4764020000,292730000,177480000,613800000,9076240000,26,20,72,118,-16,-20,-17
"4_316",9106750000,1415130000,61760000,290000,4236920000,14820850000,43,36,93,172,14090640000,204840000,94320000,17450000,5964560000,20371810000,16,12,53,81,-27,-24,-40
"4_317",2680190000,8238250000,578910000,1060280000,249840000,12807470000,47,50,107,204,4359590000,69870000,18150000,0,1939500000,6387110000,33,34,89,156,-14,-16,-18
"4_318",392610000,2072550000,170100000,362220000,8979230000,11976710000,45,38,87,170,6948800000,2463380000,397260000,0,2275580000,12085020000,25,34,71,130,-20,-4,-16
"4_319",366070000,3656860000,302420000,858210000,167120000,5350680000,42,30,78,150,2803360000,1554850000,225840000,456930000,465010000,5505990000,29,27,77,133,-13,-3,-1
"4_320",5442290000,3014090000,338360000,1026460000,876970000,10698170000,35,34,77,146,2510780000,1315910000,266790000,2799630000,9393990000,16287100000,21,16,61,98,-14,-18,-16
"4_321",2499620000,248790000,9410000,0,4772240000,7530060000,42,40,97,179,1754270000,6378360000,794350000,2541720000,5004610000,16473310000,35,30,93,158,-7,-10,-4
"4_322",8268390000,1754880000,180440000,7980000,1724220000,11935910000,44,41,91,176,2538550000,4304730000,290540000,1558150000,185270000,8877240000,27,34,90,151,-17,-7,-1
"4_323",1415760000,2679240000,313780000,550340000,75510000,5034630000,38,32,69,139,1603780000,9339720000,112540000,1672220000,2476680000,15204940000,25,33,81,139,-13,1,12
"4_324",2842960000,4754770000,175800000,2378080000,295990000,10447600000,41,30,80,151,4376370000,5295530000,1900340000,1522480000,266670000,13361390000,22,34,73,129,-19,4,-7
"4_325",4170180000,5210440000,424830000,677090000,215670000,10698210000,46,44,111,201,7700170000,1195240000,49810000,870000,2158040000,11104130000,33,32,88,153,-13,-12,-23
"4_326",2376040000,3.81e+09,249390000,1264120000,2410410000,10109960000,39,27,68,134,5189920000,92560000,20430000,32510000,2598220000,7933640000,22,37,69,128,-17,10,1
"4_327",8597920000,147270000,71030000,32190000,4834970000,13683380000,39,41,82,162,4485430000,6819630000,438590000,1423940000,402740000,13570330000,31,42,89,162,-8,1,7
"4_328",2117190000,2068930000,115160000,517090000,4307460000,9125830000,45,33,87,165,7659730000,7815170000,385560000,951130000,1026640000,17838230000,20,33,74,127,-25,0,-13
"4_329",608420000,4178350000,184440000,377800000,3682290000,9031300000,46,37,90,173,1333020000,3781640000,255290000,672580000,6815680000,12858210000,26,34,77,137,-20,-3,-13
"4_330",236810000,4737060000,340990000,367580000,5239990000,10922430000,42,38,93,173,3578580000,6671610000,455290000,586440000,1104790000,12396710000,30,50,89,169,-12,12,-4
"4_331",1419440000,3598090000,207130000,3636410000,105050000,8966120000,43,28,70,141,8320050000,430630000,31520000,0,2239220000,11021420000,30,37,80,147,-13,9,10
"4_332",3377660000,5591740000,557650000,423070000,126070000,10076190000,37,20,63,120,1357470000,3493790000,797970000,177860000,3344780000,9171870000,32,31,101,164,-5,11,38
"4_333",2734490000,10235080000,574390000,367940000,286590000,14198490000,44,41,90,175,1370420000,2272760000,94800000,430110000,1202610000,5370700000,34,28,93,155,-10,-13,3
"4_334",1566220000,314590000,176460000,3534240000,12224360000,17815870000,41,34,71,146,5755320000,787640000,380880000,3280290000,7346800000,17550930000,25,36,76,137,-16,2,5
"4_335",2276990000,364090000,20870000,5180000,6128920000,8796050000,45,41,96,182,3226880000,4471260000,384540000,132340000,8247080000,16462100000,27,25,76,128,-18,-16,-20
"4_336",1480450000,6095960000,534330000,6515580000,2215840000,16842160000,46,43,94,183,647540000,4299270000,1022750000,588320000,927060000,7484940000,13,10,50,73,-33,-33,-44
"4_337",1801580000,5223140000,215070000,3004970000,211620000,10456380000,40,38,80,158,1066180000,2071100000,1694010000,2858120000,3396270000,11085680000,28,34,83,145,-12,-4,3
"4_338",2521560000,7467400000,1021450000,2084190000,330350000,13424950000,40,40,88,168,2529650000,6403130000,812430000,1051930000,350330000,11147470000,24,33,82,139,-16,-7,-6
"4_339",1441010000,1891960000,100830000,583770000,484720000,4502290000,37,35,77,149,3012800000,4881540000,1077660000,1374730000,366410000,10713140000,23,23,77,123,-14,-12,0
"4_340",2570850000,4366210000,1527730000,529110000,658090000,9651990000,40,38,87,165,1398230000,6658780000,741250000,1007700000,643530000,10449490000,31,29,88,148,-9,-9,1
"4_341",1242500000,6809910000,460460000,1414280000,755500000,10682650000,33,30,69,132,2442670000,3884020000,1251110000,2140040000,363600000,10081440000,30,36,83,149,-3,6,14
"4_342",5774740000,1658700000,560240000,151500000,6382880000,14528060000,44,48,106,198,691910000,1323060000,173200000,195460000,85510000,2469140000,19,31,64,114,-25,-17,-42
"4_343",3061770000,5706390000,210740000,805160000,2640110000,12424170000,35,27,71,133,4018710000,1249010000,129300000,1380250000,5499910000,12277180000,23,42,66,131,-12,15,-5
"4_344",4670810000,1779300000,145900000,1963580000,1888040000,10447630000,40,39,91,170,4366240000,4958060000,261690000,876330000,3997530000,14459850000,24,23,77,124,-16,-16,-14
"4_345",3145910000,3097010000,267910000,609260000,551980000,7672070000,39,30,69,138,3074350000,12557510000,1008100000,1447460000,348950000,18436370000,15,30,67,112,-24,0,-2
"4_346",9710940000,117930000,30030000,19510000,7873040000,17751450000,45,39,95,179,2298330000,2902050000,565330000,4470750000,216100000,10452560000,22,18,62,102,-23,-21,-33
"4_347",3594400000,11340000,1620000,560000,7536260000,11144180000,42,34,84,160,482240000,8796700000,259990000,297680000,931210000,10767820000,14,29,62,105,-28,-5,-22
"4_348",2984740000,4094720000,180660000,1749730000,449360000,9459210000,46,44,106,196,5878470000,2859640000,870870000,20440000,8938150000,18567570000,20,25,71,116,-26,-19,-35
"4_349",3727580000,12112880000,357420000,411770000,7911150000,24520800000,49,37,95,181,611940000,2394980000,93720000,1267280000,1032860000,5400780000,29,35,84,148,-20,-2,-11
"4_350",1349850000,3049190000,120810000,786560000,54290000,5360700000,41,40,88,169,2370140000,4590270000,738500000,183830000,4159940000,12042680000,30,21,79,130,-11,-19,-9
"4_351",2458170000,545870000,206540000,2500880000,4368660000,10080120000,43,35,83,161,58240000,2071090000,148560000,320000,3399340000,5677550000,22,17,64,103,-21,-18,-19
"4_352",621290000,2425540000,100700000,865570000,1287420000,5300520000,47,35,87,169,2892400000,6071940000,540830000,665140000,166980000,10337290000,23,16,60,99,-24,-19,-27
"4_353",2225830000,6857810000,861040000,547960000,318780000,10811420000,47,42,102,191,843360000,4252360000,1019700000,3631010000,3090810000,12837240000,29,35,84,148,-18,-7,-18
"4_354",2992350000,7803160000,128650000,364920000,3168140000,14457220000,45,39,102,186,4322950000,2172280000,380130000,712970000,1377700000,8966030000,21,35,72,128,-24,-4,-30
"4_355",4683590000,231520000,6760000,36930000,8884030000,13842830000,36,45,83,164,2619680000,4011950000,443820000,282540000,2626080000,9984070000,24,38,83,145,-12,-7,0
"4_356",9148400000,3794320000,839440000,3626160000,1689980000,19098300000,42,34,84,160,2056830000,4106100000,1124610000,1382290000,295480000,8965310000,16,28,54,98,-26,-6,-30
"4_357",5132690000,11656070000,179510000,661520000,2043270000,19673060000,46,34,93,173,6774360000,1706650000,333810000,0,3088370000,11903190000,25,23,80,128,-21,-11,-13
"4_358",4704210000,4203460000,462800000,2817230000,2054960000,14242660000,38,41,73,152,1130040000,8315520000,160610000,2910510000,2969920000,15486600000,23,34,77,134,-15,-7,4
"4_359",5927960000,5165640000,172720000,791310000,477520000,12535150000,44,49,108,201,5026690000,6366440000,968150000,2016990000,195830000,14574100000,21,15,58,94,-23,-34,-50
"4_360",2511730000,1047270000,560630000,244540000,4184740000,8548910000,44,39,98,181,1370270000,8912340000,791410000,2500270000,845370000,14419660000,26,19,74,119,-18,-20,-24
"4_361",2044610000,4041330000,393600000,343660000,3395980000,10219180000,37,23,68,128,434100000,2535580000,238120000,2539640000,29080000,5776520000,23,36,85,144,-14,13,17
"4_362",5521130000,1148530000,154370000,631970000,2876550000,10332550000,35,34,73,142,5850050000,2059200000,448990000,1301950000,677340000,10337530000,21,31,67,119,-14,-3,-6
"4_363",2775850000,909020000,104980000,1137440000,248030000,5175320000,45,44,97,186,347370000,184390000,310590000,3532670000,4520230000,8895250000,31,45,86,162,-14,1,-11
"4_364",1767040000,6438920000,651110000,914650000,376770000,10148490000,36,31,71,138,4345120000,4154610000,646590000,161230000,763010000,10070560000,32,26,83,141,-4,-5,12
"4_365",1494770000,122600000,51050000,0,1950970000,3619390000,46,42,88,176,3646450000,3282760000,152110000,409310000,1755530000,9246160000,30,33,82,145,-16,-9,-6
"4_366",790280000,2982410000,598910000,6825690000,7098540000,18295830000,35,28,62,125,2763140000,8066630000,1318610000,297340000,266550000,12712270000,25,24,76,125,-10,-4,14
"4_367",4837030000,2618670000,287130000,3481440000,6443880000,17668150000,45,42,103,190,2493510000,651100000,63770000,9920000,11080580000,14298880000,20,36,73,129,-25,-6,-30
"4_368",1773440000,7858020000,283380000,741980000,341900000,10998720000,44,37,97,178,4121960000,370310000,112580000,520000,4832390000,9437760000,12,23,36,71,-32,-14,-61
"4_369",6630120000,21120000,2420000,350000,4466910000,11120920000,41,38,88,167,4909050000,2723450000,2790990000,3169060000,683540000,14276090000,22,19,73,114,-19,-19,-15
"4_370",5042610000,35870000,8820000,287950000,7328210000,12703460000,44,36,85,165,353480000,2569500000,396390000,2584080000,2892410000,8795860000,23,31,70,124,-21,-5,-15
"4_371",4963220000,3647490000,212580000,194390000,1344290000,10361970000,40,37,90,167,2147650000,484020000,896590000,3555700000,8501800000,15585760000,26,21,70,117,-14,-16,-20
"4_372",5076390000,3031830000,119290000,576830000,2274050000,11078390000,49,42,106,197,6850970000,5181440000,842470000,2958620000,196640000,16030140000,23,36,78,137,-26,-6,-28
"4_373",774240000,5976750000,1016700000,4335450000,1734230000,13837370000,39,40,80,159,626300000,6644910000,410340000,501630000,298750000,8481930000,17,27,60,104,-22,-13,-20
"4_374",991020000,3080000,1160000,0,1504740000,2.5e+09,40,42,94,176,315370000,1737030000,48480000,145470000,3044210000,5290560000,21,18,64,103,-19,-24,-30
"4_375",1832080000,1910700000,91490000,422480000,1103950000,5360700000,41,34,89,164,5032200000,6070630000,526760000,955960000,1486800000,14072350000,25,35,83,143,-16,1,-6
"4_376",900160000,5775550000,529460000,88150000,2788140000,10081460000,32,33,76,141,484520000,2419740000,509280000,1388180000,4168760000,8970480000,23,21,77,121,-9,-12,1
"4_377",2661330000,5387160000,443680000,611750000,338240000,9442160000,37,31,76,144,4893830000,7494810000,586400000,318350000,1836280000,15129670000,31,24,88,143,-6,-7,12
"4_378",4667710000,2190280000,398980000,79250000,6127750000,13463970000,39,39,96,174,2702690000,5807340000,815840000,685040000,336010000,10346920000,24,24,76,124,-15,-15,-20
"4_379",4338400000,4728150000,345260000,726550000,199140000,10337500000,44,33,80,157,3778040000,7454190000,1503370000,600060000,751540000,14087200000,30,49,88,167,-14,16,8
"4_380",3826420000,7133580000,1321270000,3081850000,326320000,15689440000,40,45,105,190,7945890000,86780000,27750000,9740000,5117020000,13187180000,27,35,81,143,-13,-10,-24
"4_381",2713910000,3408820000,84900000,387720000,4432880000,11028230000,45,33,88,166,892130000,1755180000,72360000,138510000,1021130000,3879310000,25,19,73,117,-20,-14,-15
"4_382",2929880000,4779360000,686890000,1287530000,397860000,10081520000,46,42,91,179,2344570000,2873210000,467090000,498160000,4060360000,10243390000,24,34,77,135,-22,-8,-14
"4_383",6712750000,1812250000,274210000,730000,2876100000,11676040000,38,45,106,189,6382420000,2463700000,332990000,3261480000,2844820000,15285410000,20,39,65,124,-18,-6,-41
"4_384",4203670000,1163670000,775810000,1381650000,2557010000,10081810000,32,30,74,136,1406530000,3035800000,137870000,282830000,382430000,5245460000,27,33,88,148,-5,3,14
"4_385",1724970000,386470000,282560000,1203630000,1452450000,5050080000,43,42,98,183,283880000,4649270000,750110000,1.443e+09,1974440000,9100700000,21,22,64,107,-22,-20,-34
"4_386",1102870000,3523450000,642170000,4561090000,5196580000,15026160000,41,28,82,151,1207930000,969760000,155970000,111770000,8212340000,10657770000,20,30,74,124,-21,2,-8
"4_387",3588110000,81730000,20440000,80950000,5122040000,8893270000,38,35,89,162,2818720000,4576890000,293220000,256330000,742190000,8687350000,21,22,76,119,-17,-13,-13
"4_388",1727230000,9320000,2360000,0,3316180000,5055090000,45,30,79,154,1560810000,3117720000,40500000,358480000,413450000,5490960000,28,33,82,143,-17,3,3
"4_389",6056490000,5565620000,600550000,234840000,941890000,13399390000,42,38,94,174,2415840000,106370000,73490000,22390000,2767640000,5385730000,23,26,79,128,-19,-12,-15
"4_390",6161670000,3553060000,420640000,754010000,340210000,11229590000,41,43,92,176,2366050000,714620000,141310000,35210000,2078430000,5335620000,22,35,76,133,-19,-8,-16
"4_391",2844170000,5767330000,1150620000,501460000,423290000,10686870000,46,33,76,155,1822340000,184930000,96550000,569060000,310020000,2982900000,29,41,84,154,-17,8,8
"4_392",6900760000,474380000,28180000,0,3618140000,11021460000,50,35,96,181,8754060000,3990000,13450000,0,4151700000,12923200000,15,26,75,116,-35,-9,-21
"4_393",2131570000,5436960000,319990000,1307740000,222730000,9418990000,34,30,70,134,1017680000,880940000,84740000,381270000,479280000,2843910000,28,23,79,130,-6,-7,9
"4_394",4198790000,6527970000,412550000,974940000,493630000,12607880000,30,15,42,87,1657370000,2696480000,382430000,55810000,3763160000,8555250000,21,20,68,109,-9,5,26
"4_395",933970000,2449990000,410060000,179500000,4290890000,8264410000,41,23,59,123,4396880000,2440350000,558300000,2583810000,102240000,10081580000,12,20,40,72,-29,-3,-19
"4_396",3854750000,6193370000,58660000,768780000,3588480000,14464040000,46,41,103,190,3484190000,4217570000,197980000,1801720000,3110910000,12812370000,23,35,75,133,-23,-6,-28
"4_397",4186860000,480910000,39950000,51730000,9408860000,14168310000,33,21,54,108,1754040000,7355190000,804730000,347170000,201610000,10462740000,26,20,71,117,-7,-1,17
"4_398",4419290000,4783970000,389010000,1419380000,178320000,11189970000,42,36,87,165,4227380000,6610150000,707150000,167260000,2071770000,13783710000,23,27,83,133,-19,-9,-4
"4_399",6650440000,3761390000,551180000,1050850000,6763540000,18777400000,39,45,83,167,415760000,2714330000,706370000,2346770000,4647250000,10830480000,30,22,68,120,-9,-23,-15
"4_400",8885320000,581460000,102080000,13510000,6377100000,15959470000,43,38,95,176,2072830000,252600000,362580000,683030000,1663860000,5034900000,21,30,78,129,-22,-8,-17
"4_401",269510000,977840000,129870000,1833230000,6086640000,9297090000,40,31,77,148,428750000,369760000,419760000,3190700000,5289960000,9698930000,16,31,65,112,-24,0,-12
"4_402",6270370000,2519850000,278960000,362170000,3071930000,12503280000,47,40,97,184,703870000,5253370000,1009860000,3454320000,401970000,10823390000,25,34,78,137,-22,-6,-19
"4_403",1299250000,2208480000,84230000,334780000,1423910000,5350650000,38,35,83,156,274800000,2345770000,1137540000,1532460000,120210000,5410780000,27,26,92,145,-11,-9,9
"4_404",3130960000,7194520000,923390000,35800000,4368960000,15653630000,41,31,83,155,560240000,2357850000,227070000,36580000,2173920000,5355660000,27,29,96,152,-14,-2,13
"4_405",3767170000,4989920000,232240000,1082600000,275610000,10347540000,39,26,62,127,5073290000,2719060000,339630000,1043300000,1908160000,11083440000,23,35,79,137,-16,9,17
"4_406",10093350000,483220000,148030000,15020000,5023960000,15763580000,48,36,85,169,6495960000,71530000,19870000,0,2674190000,9261550000,22,33,79,134,-26,-3,-6
"4_407",577880000,3914410000,262400000,312340000,3363120000,8430150000,44,36,93,173,1294930000,5658710000,449350000,889730000,4060190000,12352910000,25,21,82,128,-19,-15,-11
"4_408",1863390000,1562660000,692040000,234500000,3840210000,8192800000,39,32,78,149,15690000,31970000,80750000,5970000,1604950000,1739330000,31,25,79,135,-8,-7,1
"4_409",6556590000,51490000,22850000,410000,4502650000,11133990000,43,39,92,174,208980000,301740000,34870000,988470000,5979530000,7513590000,30,27,89,146,-13,-12,-3
"4_410",1798740000,7204080000,1275850000,1725810000,3123250000,15127730000,47,40,100,187,442720000,5475870000,511430000,871360000,4338690000,11640070000,25,30,86,141,-22,-10,-14
"4_411",7903790000,1010370000,167310000,97940000,1178170000,10357580000,43,31,90,164,25210000,97290000,4470000,29010000,1740000,157720000,28,40,80,148,-15,9,-10
"4_412",4756520000,5212570000,2729050000,2172300000,246650000,15117090000,40,39,97,176,2587850000,933870000,92010000,714380000,5697720000,10025830000,32,38,97,167,-8,-1,0
"4_413",3653190000,5223890000,530130000,732840000,112210000,10252260000,39,42,85,166,4445910000,5260030000,406450000,267650000,2151130000,12531170000,22,35,73,130,-17,-7,-12
"4_414",4027450000,3464660000,221560000,517900000,1649540000,9881110000,43,43,98,184,2181040000,6690170000,406390000,1109340000,326200000,10713140000,26,28,83,137,-17,-15,-15
"4_415",1486890000,10338540000,904860000,773820000,333040000,13837150000,43,34,84,161,4243910000,3113320000,899890000,430550000,5252930000,13940600000,22,33,72,127,-21,-1,-12
"4_416",1899370000,145260000,17260000,27620000,6831900000,8921410000,40,29,75,144,2490130000,988280000,376610000,1168470000,1369360000,6392850000,30,34,88,152,-10,5,13
"4_417",3348770000,4442800000,1010420000,1990200000,228170000,11020360000,44,32,73,149,3222510000,5535780000,475460000,924670000,177110000,10335530000,23,34,78,135,-21,2,5
"4_418",5552530000,1403180000,361300000,1754690000,758890000,9830590000,37,29,71,137,3346150000,4874940000,651480000,1078700000,747010000,10698280000,19,28,77,124,-18,-1,6
"4_419",8053330000,3506420000,557520000,880000,4589910000,16708060000,36,32,70,138,818340000,4168200000,533200000,1201620000,214070000,6935430000,16,24,74,114,-20,-8,4
"4_420",9386710000,1702920000,238270000,35300000,2750480000,14113680000,35,32,68,135,7025500000,91200000,10690000,5310000,3082110000,10214810000,26,34,81,141,-9,2,13
"4_421",7052760000,1082960000,372760000,2992630000,4273180000,15774290000,44,42,92,178,683270000,2892950000,547220000,4070810000,6105740000,14299990000,23,39,73,135,-21,-3,-19
"4_422",9112120000,821270000,121630000,510000,4673760000,14729290000,40,39,74,153,3837020000,2606820000,789640000,1029340000,808280000,9071100000,32,28,86,146,-8,-11,12
"4_423",1788490000,3345370000,436670000,498030000,1852810000,7921370000,38,34,75,147,511320000,4271180000,525270000,452620000,5040840000,10801230000,25,37,75,137,-13,3,0
"4_424",3635020000,3049660000,134090000,760640000,1666750000,9246160000,34,31,68,133,834730000,5140530000,3176030000,2539250000,3688850000,15379390000,21,39,79,139,-13,8,11
"4_425",1843740000,904830000,54340000,351190000,10696420000,13850520000,44,35,97,176,1249370000,30580000,6440000,0,12919710000,14206100000,28,18,75,121,-16,-17,-22
"4_426",3598790000,3302720000,142750000,678140000,714580000,8436980000,43,41,92,176,2037570000,3808470000,310040000,517340000,8234820000,14908240000,22,31,66,119,-21,-10,-26
"4_427",1926710000,512170000,77300000,8620000,9319180000,11843980000,44,28,81,153,7217160000,106900000,12460000,0,3787480000,1.1124e+10,25,29,81,135,-19,1,0
"4_428",1277700000,5365280000,481660000,3476870000,101630000,10703140000,40,38,94,172,3762060000,5104330000,377440000,780790000,698570000,10723190000,28,27,83,138,-12,-11,-11
"4_429",1109420000,1090740000,126330000,2804230000,104730000,5235450000,38,32,79,149,2238250000,5061010000,477110000,1337500000,315750000,9429620000,24,35,72,131,-14,3,-7
"4_430",4794800000,1701430000,211910000,0,6949120000,13657260000,38,33,73,144,1683790000,5433190000,150700000,663300000,1028660000,8959640000,30,22,68,120,-8,-11,-5
"4_431",4154840000,4005260000,1198950000,467950000,254600000,10081600000,45,38,96,179,2487310000,7320710000,2848300000,3045640000,868360000,16570320000,30,22,88,140,-15,-16,-8
"4_432",1191470000,3307380000,154960000,500280000,78990000,5233080000,46,38,93,177,3189340000,5098010000,704930000,1012880000,336730000,10341890000,28,19,75,122,-18,-19,-18
"4_433",1281480000,180770000,17810000,970000,3548740000,5029770000,47,31,77,155,1807090000,132870000,50180000,773300000,285680000,3049120000,19,33,66,118,-28,2,-11
"4_434",2700320000,1208800000,118530000,420000,6019740000,10047810000,38,36,87,161,1648960000,2459840000,364250000,490050000,212230000,5175330000,35,23,89,147,-3,-13,2
"4_435",2175110000,273330000,33790000,20120000,11145970000,13648320000,45,45,90,180,3539840000,1132570000,146900000,21990000,5520610000,10361910000,24,20,76,120,-21,-25,-14
"4_436",3319070000,3679350000,693860000,1803100000,584910000,10080290000,43,35,98,176,3314850000,2874680000,182450000,538900000,7488380000,14399260000,29,35,92,156,-14,0,-6
"4_437",1623510000,562990000,22450000,0,6591720000,8800670000,31,31,70,132,933470000,3856330000,1517770000,5974920000,9741150000,22023640000,33,32,100,165,2,1,30
"4_438",1415540000,3e+05,620000,103590000,4005970000,5526020000,46,38,96,180,1135530000,8436790000,641500000,156130000,2186980000,12556930000,27,23,74,124,-19,-15,-22
"4_439",1390610000,2097650000,8910000,114910000,1738590000,5350670000,38,31,83,152,6531510000,2652770000,208130000,920000,1.568e+09,10961330000,32,39,95,166,-6,8,12
"4_440",4417420000,7683280000,961900000,608730000,165630000,13836960000,43,40,89,172,3561040000,3853560000,986800000,1934540000,632540000,10968480000,9,19,50,78,-34,-21,-39
"4_441",2229290000,477460000,20790000,0,7013340000,9740880000,43,35,88,166,7403340000,547550000,63710000,0,1731610000,9746210000,40,28,97,165,-3,-7,9
"4_442",3065440000,4466070000,62550000,1485330000,3838250000,12917640000,38,41,83,162,623830000,6642090000,115300000,1001940000,792910000,9176070000,15,26,73,114,-23,-15,-10
"4_443",9558660000,1042630000,192530000,0,3987200000,14781020000,53,46,109,208,7235450000,2524770000,601560000,2069140000,491460000,12922380000,23,24,80,127,-30,-22,-29
"4_444",7701720000,629280000,80530000,0,2687570000,11099100000,44,36,92,172,5101920000,4645680000,251500000,438300000,5683320000,16120720000,19,29,75,123,-25,-7,-17
"4_445",4923130000,56720000,17710000,0,9559930000,14557490000,45,38,90,173,687970000,1453200000,38220000,158310000,138800000,2476500000,22,25,83,130,-23,-13,-7
"4_446",3262200000,4543450000,1080560000,1054870000,135240000,10076320000,40,46,97,183,3762030000,7262440000,494130000,1577260000,233900000,13329760000,26,34,80,140,-14,-12,-17
"4_447",1016890000,3206350000,357080000,561170000,209190000,5350680000,39,42,92,173,2088370000,5516080000,231280000,229630000,1657950000,9723310000,25,22,84,131,-14,-20,-8
"4_448",3713810000,3606580000,1128940000,1094430000,537820000,10081580000,42,40,92,174,2169170000,360940000,142980000,12440000,7997260000,10682790000,26,34,82,142,-16,-6,-10
"4_449",2199330000,260470000,50190000,4170000,6281770000,8795930000,39,33,87,159,748630000,3946530000,367550000,227240000,3568330000,8858280000,17,30,65,112,-22,-3,-22
