"polygon_id","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","delta_forest_sp","delta_agriculture_sp","delta_generalist_sp"
"1_575",1071490000,1169080000,58510000,112840000,88080000,2.5e+09,34,26,63,123,1064310000,1190360000,69110000,94390000,81830000,2.5e+09,18,13,50,81,-16,-13,-13
"1_576",208420000,2096040000,109450000,8300000,77790000,2.5e+09,32,30,70,132,190850000,2074520000,133470000,5330000,95830000,2.5e+09,23,20,61,104,-9,-10,-9
"1_577",935500000,470460000,114120000,78790000,901130000,2.5e+09,32,24,58,114,935320000,478700000,118770000,63370000,903840000,2.5e+09,16,11,50,77,-16,-13,-8
"1_578",1063900000,86870000,38180000,396340000,914710000,2.5e+09,31,34,68,133,1041540000,82170000,60100000,180050000,1136140000,2.5e+09,19,15,46,80,-12,-19,-22
"1_579",397640000,1747120000,148820000,80390000,126030000,2.5e+09,36,38,80,154,396060000,1708930000,174090000,59150000,161770000,2.5e+09,24,21,72,117,-12,-17,-8
"1_580",1136500000,491590000,503140000,46020000,322750000,2.5e+09,34,34,75,143,1110260000,485770000,545500000,30970000,327500000,2.5e+09,27,21,66,114,-7,-13,-9
"1_581",194110000,1986570000,247820000,7430000,64070000,2.5e+09,32,27,64,123,183600000,1961030000,272590000,4360000,78420000,2.5e+09,25,20,64,109,-7,-7,0
"1_582",787970000,60590000,46720000,850550000,754170000,2.5e+09,33,31,66,130,724880000,182280000,47990000,650160000,894690000,2.5e+09,20,20,57,97,-13,-11,-9
"1_583",662560000,70860000,43990000,477650000,1244940000,2.5e+09,32,36,69,137,594390000,61630000,58730000,362350000,1422900000,2.5e+09,21,16,51,88,-11,-20,-18
"1_584",413860000,11880000,24180000,769640000,1280440000,2.5e+09,29,31,63,123,402410000,27610000,25530000,707570000,1336880000,2.5e+09,19,15,55,89,-10,-16,-8
"1_585",1290410000,59780000,69790000,389520000,690500000,2.5e+09,33,35,70,138,1270130000,78660000,71810000,2.03e+08,876400000,2.5e+09,21,20,62,103,-12,-15,-8
"1_586",1322210000,644120000,218350000,278410000,36910000,2.5e+09,41,28,76,145,1301920000,503400000,236430000,413480000,44770000,2.5e+09,20,20,68,108,-21,-8,-8
"1_587",802090000,1107680000,286630000,226320000,77280000,2.5e+09,41,31,76,148,794460000,1120330000,297100000,207770000,80340000,2.5e+09,22,19,67,108,-19,-12,-9
"1_588",833730000,1194070000,301570000,115830000,54800000,2.5e+09,42,26,73,141,842490000,1061330000,324970000,223770000,47440000,2.5e+09,20,22,70,112,-22,-4,-3
"1_589",718900000,642860000,317270000,453870000,367100000,2.5e+09,44,36,85,165,714450000,680780000,325300000,409320000,370150000,2.5e+09,26,22,73,121,-18,-14,-12
"1_590",633040000,239710000,134950000,10020000,1439280000,2.457e+09,31,27,50,108,6.29e+08,238150000,142810000,13610000,1433430000,2.457e+09,25,15,57,97,-6,-12,7
"1_591",616460000,1637090000,73670000,31130000,141650000,2.5e+09,34,34,75,143,597670000,1616530000,86150000,19730000,179920000,2.5e+09,26,22,69,117,-8,-12,-6
"1_592",1559230000,279470000,42980000,110600000,507720000,2.5e+09,29,28,65,122,1550980000,281200000,42230000,90970000,534620000,2.5e+09,16,12,49,77,-13,-16,-16
"1_593",285200000,1986480000,119940000,2800000,105580000,2.5e+09,31,28,55,114,243830000,1966070000,144260000,5060000,140780000,2.5e+09,25,20,64,109,-6,-8,9
"1_594",1590510000,654800000,21390000,61820000,171480000,2.5e+09,29,28,56,113,1606910000,654120000,22760000,58620000,157590000,2.5e+09,14,12,50,76,-15,-16,-6
"1_595",1053170000,552140000,469520000,179350000,245820000,2.5e+09,40,40,78,158,1024410000,578300000,506500000,111330000,279460000,2.5e+09,25,21,68,114,-15,-19,-10
"1_596",52900000,1770730000,573630000,69870000,32870000,2.5e+09,35,26,59,120,34550000,1713660000,627560000,67520000,56710000,2.5e+09,24,15,62,101,-11,-11,3
"1_597",1277210000,399820000,208430000,283270000,331270000,2.5e+09,38,36,74,148,1239530000,447660000,231950000,208350000,372510000,2.5e+09,28,21,61,110,-10,-15,-13
"1_598",49690000,2154720000,255460000,18360000,21770000,2.5e+09,36,28,60,124,37280000,2119880000,290270000,17970000,34600000,2.5e+09,23,16,57,96,-13,-12,-3
"1_599",759180000,39900000,42400000,941510000,717010000,2.5e+09,31,32,64,127,690020000,57130000,51870000,790670000,910310000,2.5e+09,19,16,55,90,-12,-16,-9
"1_600",1053810000,92010000,54550000,453220000,846410000,2.5e+09,36,35,71,142,1031840000,98560000,62750000,309060000,997790000,2.5e+09,21,15,61,97,-15,-20,-10
"1_601",479580000,2e+06,23900000,729190000,1265330000,2.5e+09,27,32,55,114,400140000,8950000,27680000,615840000,1447390000,2.5e+09,18,15,47,80,-9,-17,-8
"1_602",789380000,105240000,30790000,455420000,1119170000,2.5e+09,29,31,64,124,783390000,121970000,39750000,312080000,1242810000,2.5e+09,24,16,58,98,-5,-15,-6
"1_603",485610000,1.082e+09,272580000,152800000,507010000,2.5e+09,43,30,77,150,480140000,921750000,293630000,298340000,506140000,2.5e+09,19,27,75,121,-24,-3,-2
"1_604",909120000,226340000,167600000,946490000,250450000,2.5e+09,35,36,70,141,878650000,236710000,177340000,878080000,329220000,2.5e+09,22,18,64,104,-13,-18,-6
"1_605",802060000,192800000,134710000,1283540000,86890000,2.5e+09,42,36,77,155,798640000,60840000,166370000,1402310000,71840000,2.5e+09,22,21,72,115,-20,-15,-5
"1_606",861340000,24890000,84550000,954720000,574500000,2.5e+09,33,31,66,130,853310000,27900000,105900000,949500000,563390000,2.5e+09,19,13,58,90,-14,-18,-8
"1_607",494860000,538850000,40330000,37940000,1388020000,2.5e+09,33,23,50,106,501390000,542470000,48050000,35740000,1372350000,2.5e+09,22,13,48,83,-11,-10,-2
"1_608",1207500000,964320000,25190000,124280000,178710000,2.5e+09,28,23,49,100,1216750000,996140000,34010000,125340000,127760000,2.5e+09,20,12,44,76,-8,-11,-5
"1_609",394610000,1067080000,29860000,43750000,964700000,2.5e+09,33,23,59,115,409460000,1089130000,34230000,41680000,925500000,2.5e+09,25,16,56,97,-8,-7,-3
"1_610",1557750000,601810000,127200000,83360000,129880000,2.5e+09,34,33,61,128,1541900000,612110000,143750000,70700000,131540000,2.5e+09,25,18,72,115,-9,-15,11
"1_611",569700000,1305830000,153040000,23180000,448250000,2.5e+09,33,23,61,117,536460000,1284280000,192190000,18610000,468460000,2.5e+09,26,18,60,104,-7,-5,-1
"1_612",1351520000,835750000,159920000,62960000,89850000,2.5e+09,31,28,57,116,1343560000,826630000,179890000,50340000,99580000,2.5e+09,22,19,56,97,-9,-9,-1
"1_613",886470000,1406740000,107920000,26070000,72800000,2.5e+09,31,23,55,109,893740000,1404890000,127550000,20650000,53170000,2.5e+09,22,16,44,82,-9,-7,-11
"1_614",114490000,2142240000,198840000,2340000,42090000,2.5e+09,32,28,65,125,44820000,2109150000,230960000,1980000,113090000,2.5e+09,23,19,63,105,-9,-9,-2
"1_615",803950000,1406940000,107440000,44660000,137010000,2.5e+09,28,29,62,119,803680000,1391890000,117390000,36230000,150810000,2.5e+09,22,15,59,96,-6,-14,-3
"1_616",35610000,2312270000,102360000,980000,48780000,2.5e+09,29,21,54,104,18500000,2292360000,123270000,290000,65580000,2.5e+09,24,18,56,98,-5,-3,2
"1_617",484980000,1650710000,202040000,44470000,117800000,2.5e+09,35,33,71,139,483710000,1619160000,226820000,40020000,130290000,2.5e+09,24,22,64,110,-11,-11,-7
"1_618",1449110000,232330000,62100000,261430000,495030000,2.5e+09,32,34,70,136,1428450000,266610000,66760000,194930000,543250000,2.5e+09,19,16,56,91,-13,-18,-14
"1_619",90820000,1850150000,246260000,67500000,245270000,2.5e+09,37,30,71,138,94710000,1807480000,287090000,66250000,244470000,2.5e+09,23,19,66,108,-14,-11,-5
"1_620",1405460000,492890000,132270000,310490000,158890000,2.5e+09,34,33,71,138,1412780000,471920000,150930000,308240000,156130000,2.5e+09,21,17,57,95,-13,-16,-14
"1_621",216260000,1934910000,253200000,31240000,64390000,2.5e+09,31,26,56,113,216350000,1928740000,293880000,32100000,28930000,2.5e+09,22,15,51,88,-9,-11,-5
"1_622",564340000,81130000,10870000,555430000,1288230000,2.5e+09,31,32,66,129,551600000,83850000,17380000,380760000,1466410000,2.5e+09,21,17,51,89,-10,-15,-15
"1_623",1084080000,204220000,41230000,538500000,631970000,2.5e+09,33,30,63,126,1087540000,200940000,46720000,388230000,776570000,2.5e+09,23,17,54,94,-10,-13,-9
"1_624",1522080000,409200000,102550000,162170000,3.04e+08,2.5e+09,33,31,67,131,1528790000,402640000,104810000,117480000,346280000,2.5e+09,23,18,57,98,-10,-13,-10
"1_625",935430000,158390000,75930000,983170000,347080000,2.5e+09,37,33,72,142,986300000,3360000,98690000,1140540000,271110000,2.5e+09,19,19,65,103,-18,-14,-7
"1_626",837530000,27260000,57730000,684210000,893270000,2.5e+09,25,28,48,101,841060000,2.1e+07,79390000,684330000,874220000,2.5e+09,18,12,49,79,-7,-16,1
"1_627",1238390000,101830000,74880000,541750000,543150000,2.5e+09,39,37,72,148,1280930000,11660000,78960000,668090000,460360000,2.5e+09,20,20,67,107,-19,-17,-5
"1_628",852720000,69940000,103130000,584380000,889830000,2.5e+09,31,27,60,118,850970000,74050000,122150000,562270000,890560000,2.5e+09,21,16,53,90,-10,-11,-7
"1_629",200090000,888320000,30830000,78760000,1217160000,2415160000,30,23,47,100,204720000,872360000,38150000,43350000,1256580000,2415160000,24,17,55,96,-6,-6,8
"1_630",561490000,1606090000,47940000,114640000,169840000,2.5e+09,31,25,57,113,575720000,1643750000,53900000,102440000,124190000,2.5e+09,20,15,53,88,-11,-10,-4
"1_631",682090000,1413310000,20150000,160580000,223870000,2.5e+09,31,22,51,104,728890000,1435370000,23080000,150140000,162520000,2.5e+09,22,13,54,89,-9,-9,3
"1_632",1472740000,819490000,29770000,41280000,136720000,2.5e+09,30,25,53,108,1473480000,824930000,32540000,38630000,130420000,2.5e+09,14,13,47,74,-16,-12,-6
"1_633",1292030000,918490000,68790000,61690000,1.59e+08,2.5e+09,32,26,57,115,1292470000,924620000,81160000,65730000,136020000,2.5e+09,22,16,56,94,-10,-10,-1
"1_634",11460000,2318450000,119960000,1040000,49090000,2.5e+09,26,19,41,86,9930000,2292730000,143100000,60000,54180000,2.5e+09,22,14,52,88,-4,-5,11
"1_635",72590000,2212650000,94010000,25100000,95650000,2.5e+09,35,29,73,137,67570000,2184610000,119070000,21630000,107120000,2.5e+09,25,18,65,108,-10,-11,-8
"1_636",807140000,1238870000,211170000,182540000,60280000,2.5e+09,35,37,75,147,828810000,1162140000,271950000,186950000,50150000,2.5e+09,23,17,57,97,-12,-20,-18
"1_637",104700000,2081430000,283030000,1330000,29510000,2.5e+09,28,19,44,91,116080000,2033440000,333240000,1010000,16230000,2.5e+09,20,13,44,77,-8,-6,0
"1_638",1172300000,82050000,28490000,482010000,735150000,2.5e+09,32,31,68,131,1175420000,81250000,31650000,404920000,806760000,2.5e+09,17,15,54,86,-15,-16,-14
"1_639",1371270000,265140000,49900000,259120000,554570000,2.5e+09,33,34,78,145,1394590000,207740000,59530000,267080000,571060000,2.5e+09,21,19,58,98,-12,-15,-20
"1_640",1475620000,42920000,106270000,704790000,170400000,2.5e+09,36,27,63,126,1415590000,43110000,135640000,717110000,188550000,2.5e+09,20,21,67,108,-16,-6,4
"1_641",703450000,14270000,30940000,806990000,944350000,2.5e+09,28,29,59,116,680840000,14600000,58560000,783460000,962540000,2.5e+09,15,10,43,68,-13,-19,-16
"1_642",1035150000,343460000,83610000,963090000,74690000,2.5e+09,35,24,64,123,1074340000,252850000,106630000,1006450000,59730000,2.5e+09,18,18,57,93,-17,-6,-7
"1_643",898490000,973760000,148960000,443640000,35150000,2.5e+09,34,27,64,125,969480000,745490000,192550000,563080000,29400000,2.5e+09,17,16,55,88,-17,-11,-9
"1_644",1120720000,1023250000,163270000,148500000,44260000,2.5e+09,37,25,65,127,1156350000,752920000,208610000,324090000,58030000,2.5e+09,18,16,60,94,-19,-9,-5
"1_645",1169780000,838360000,95180000,337090000,59590000,2.5e+09,34,23,61,118,1264620000,588790000,125410000,478070000,43110000,2.5e+09,15,16,54,85,-19,-7,-7
"1_646",255060000,1471790000,557680000,126600000,88870000,2.5e+09,40,24,69,133,276810000,1327810000,654140000,142820000,98420000,2.5e+09,22,23,75,120,-18,-1,6
"1_647",630120000,1133510000,315970000,283680000,136720000,2.5e+09,37,27,71,135,640730000,958310000,390170000,351510000,159280000,2.5e+09,24,21,72,117,-13,-6,1
"1_648",659260000,693590000,640300000,458560000,48290000,2.5e+09,33,19,63,115,692870000,252330000,745040000,740290000,69470000,2.5e+09,19,19,64,102,-14,0,1
"1_649",768660000,735560000,525830000,418820000,51130000,2.5e+09,35,23,67,125,793160000,413980000,606950000,631350000,54560000,2.5e+09,21,18,66,105,-14,-5,-1
"1_650",213850000,1154890000,180540000,920040000,30680000,2.5e+09,45,28,80,153,214440000,1127880000,217020000,903460000,37200000,2.5e+09,24,36,81,141,-21,8,1
"1_651",260290000,1301050000,318230000,516890000,103540000,2.5e+09,42,26,70,138,283850000,1175320000,380810000,538030000,121990000,2.5e+09,17,28,78,123,-25,2,8
"1_652",244690000,1860950000,222810000,157080000,14470000,2.5e+09,39,24,66,129,255720000,1658200000,295060000,271940000,19080000,2.5e+09,14,24,70,108,-25,0,4
"1_653",374290000,1137200000,779450000,151800000,57260000,2.5e+09,36,22,61,119,446520000,934250000,845020000,232050000,42160000,2.5e+09,15,19,69,103,-21,-3,8
"1_654",256100000,713140000,175430000,1231960000,123370000,2.5e+09,42,32,78,152,263940000,715570000,218310000,1138680000,163500000,2.5e+09,26,34,84,144,-16,2,6
"1_655",205380000,617290000,190180000,1379870000,107280000,2.5e+09,44,28,80,152,205840000,610980000,229380000,1333910000,119890000,2.5e+09,24,35,83,142,-20,7,3
"1_656",146680000,1822910000,176630000,297190000,56590000,2.5e+09,41,30,78,149,166910000,1707590000,2.24e+08,327800000,73700000,2.5e+09,20,33,74,127,-21,3,-4
"1_657",336700000,1754690000,130670000,161110000,116830000,2.5e+09,40,28,73,141,365600000,1534670000,191840000,298550000,109340000,2.5e+09,17,26,74,117,-23,-2,1
"1_658",14340000,4.42e+08,56970000,567130000,1419560000,2.5e+09,40,30,70,140,15230000,436570000,71790000,567370000,1409040000,2.5e+09,25,31,83,139,-15,1,13
"1_659",21410000,684620000,134940000,698440000,960590000,2.5e+09,41,27,74,142,22180000,601810000,157140000,759490000,959380000,2.5e+09,20,31,74,125,-21,4,0
"1_660",979240000,809170000,108230000,542800000,60560000,2.5e+09,39,31,74,144,964370000,806040000,130130000,532050000,67410000,2.5e+09,21,25,69,115,-18,-6,-5
"1_661",1468660000,434310000,127410000,413410000,56210000,2.5e+09,34,32,67,133,1468510000,411360000,163830000,407130000,49170000,2.5e+09,16,16,57,89,-18,-16,-10
"1_662",1346700000,775110000,151160000,180140000,46890000,2.5e+09,39,32,76,147,1327370000,752710000,184180000,180160000,55580000,2.5e+09,21,20,59,100,-18,-12,-17
"1_663",1054230000,1030350000,193480000,156420000,65520000,2.5e+09,43,37,78,158,1067810000,1.002e+09,217170000,159120000,53900000,2.5e+09,21,23,74,118,-22,-14,-4
"1_664",751020000,1047250000,245400000,379030000,77300000,2.5e+09,40,33,71,144,806860000,855670000,302640000,455840000,78990000,2.5e+09,19,22,69,110,-21,-11,-2
"1_665",458810000,1247540000,176960000,554250000,62440000,2.5e+09,41,30,76,147,467430000,1280980000,202040000,499250000,50300000,2.5e+09,18,24,74,116,-23,-6,-2
"1_666",845030000,967420000,296750000,370950000,19850000,2.5e+09,35,26,63,124,956170000,459100000,368280000,695720000,20730000,2.5e+09,17,13,57,87,-18,-13,-6
"1_667",975840000,835210000,166120000,492340000,30490000,2.5e+09,39,29,72,140,922820000,792310000,201790000,563810000,19270000,2.5e+09,18,21,64,103,-21,-8,-8
"1_668",1105220000,909850000,177790000,273790000,33350000,2.5e+09,37,25,70,132,1136900000,647150000,220770000,450160000,45020000,2.5e+09,17,18,56,91,-20,-7,-14
"1_669",622670000,1521290000,228660000,60950000,66430000,2.5e+09,36,28,73,137,683540000,1293670000,275910000,190220000,56660000,2.5e+09,21,22,63,106,-15,-6,-10
"1_670",841310000,1085870000,365060000,192850000,14910000,2.5e+09,40,26,76,142,859130000,905500000,428680000,288310000,18380000,2.5e+09,18,29,75,122,-22,3,-1
"1_671",778450000,1093490000,417020000,148890000,62150000,2.5e+09,39,26,74,139,789370000,822960000,483990000,338400000,65280000,2.5e+09,24,23,71,118,-15,-3,-3
"1_672",1432060000,515910000,226820000,295960000,29250000,2.5e+09,33,21,64,118,1288110000,140890000,265990000,562300000,242710000,2.5e+09,14,16,59,89,-19,-5,-5
"1_673",1233960000,308930000,255550000,670320000,31240000,2.5e+09,31,22,63,116,1264570000,62770000,303670000,796880000,72110000,2.5e+09,17,18,59,94,-14,-4,-4
"1_674",1270860000,760970000,97370000,340880000,29920000,2.5e+09,33,20,61,114,1222410000,375670000,119380000,653880000,128660000,2.5e+09,15,16,59,90,-18,-4,-2
"1_675",1109370000,798120000,191330000,384900000,16280000,2.5e+09,36,22,65,123,1125080000,523750000,224270000,585820000,41080000,2.5e+09,17,22,66,105,-19,0,1
"1_676",293310000,1884650000,246410000,63310000,12320000,2.5e+09,37,28,68,133,318550000,1485600000,331360000,343360000,21130000,2.5e+09,19,22,68,109,-18,-6,0
"1_677",244440000,1.787e+09,278920000,164930000,24710000,2.5e+09,38,22,67,127,264370000,1628380000,342490000,236660000,28100000,2.5e+09,17,24,67,108,-21,2,0
"1_678",339810000,1667660000,401990000,70960000,19580000,2.5e+09,39,27,73,139,354230000,1293010000,527320000,299370000,26070000,2.5e+09,16,23,71,110,-23,-4,-2
"1_679",648670000,1368260000,197700000,244580000,40790000,2.5e+09,36,26,73,135,661100000,1125350000,259300000,390500000,63750000,2.5e+09,17,22,68,107,-19,-4,-5
"1_680",230750000,1513510000,175470000,475670000,104600000,2.5e+09,40,28,73,141,269150000,1348830000,247130000,533400000,101490000,2.5e+09,17,29,71,117,-23,1,-2
"1_681",286230000,2028670000,77480000,86600000,21020000,2.5e+09,38,26,68,132,303880000,1820060000,129390000,220410000,26260000,2.5e+09,19,29,72,120,-19,3,4
"1_682",206640000,1233890000,321410000,696660000,41400000,2.5e+09,44,28,72,144,232610000,1069780000,392860000,765310000,39440000,2.5e+09,20,29,69,118,-24,1,-3
"1_683",169820000,1838430000,78100000,252440000,161210000,2.5e+09,42,27,72,141,212030000,1713210000,112200000,335260000,127300000,2.5e+09,17,28,72,117,-25,1,0
"1_684",112550000,521400000,150580000,1358980000,356490000,2.5e+09,39,29,76,144,127890000,505330000,191240000,1326470000,349070000,2.5e+09,19,25,73,117,-20,-4,-3
"1_685",23150000,294870000,50330000,280890000,1850760000,2.5e+09,38,28,76,142,28320000,298730000,56270000,264680000,1.852e+09,2.5e+09,20,30,75,125,-18,2,-1
"1_686",158280000,399440000,141050000,1400530000,400700000,2.5e+09,45,28,82,155,204620000,470980000,159850000,1287030000,377520000,2.5e+09,18,32,73,123,-27,4,-9
"1_687",29990000,659080000,59810000,335470000,1415650000,2.5e+09,42,33,81,156,35070000,631080000,76390000,335360000,1422100000,2.5e+09,21,34,79,134,-21,1,-2
"1_688",33090000,4960000,17870000,14990000,1436380000,1507290000,35,22,47,104,32010000,4790000,18570000,14850000,1437070000,1507290000,14,18,58,90,-21,-4,11
"1_689",174560000,1808910000,82210000,53170000,381150000,2.5e+09,42,31,72,145,180130000,1746720000,95580000,57850000,419720000,2.5e+09,19,33,74,126,-23,2,2
"1_690",29450000,961180000,71190000,76520000,1361660000,2.5e+09,43,33,81,157,39690000,967930000,79390000,51850000,1361140000,2.5e+09,18,32,70,120,-25,-1,-11
"1_691",967660000,9.34e+08,283110000,163270000,151960000,2.5e+09,43,35,78,156,1029850000,810560000,321840000,224810000,112940000,2.5e+09,23,24,72,119,-20,-11,-6
"1_692",1346090000,539680000,141320000,457410000,15500000,2.5e+09,36,27,69,132,1351690000,405250000,170490000,557340000,15230000,2.5e+09,18,20,65,103,-18,-7,-4
"1_693",1169920000,912170000,173060000,174550000,70300000,2.5e+09,33,22,59,114,1238160000,675910000,205930000,339360000,40640000,2.5e+09,17,17,62,96,-16,-5,3
"1_694",1057760000,815930000,192730000,417430000,16150000,2.5e+09,38,23,65,126,1080860000,450890000,227300000,717820000,23130000,2.5e+09,15,18,60,93,-23,-5,-5
"1_695",1275230000,919680000,190310000,103220000,11560000,2.5e+09,35,23,63,121,1300710000,713230000,2.2e+08,253590000,12470000,2.5e+09,19,16,60,95,-16,-7,-3
"1_696",1094300000,976420000,222990000,118270000,88020000,2.5e+09,41,29,75,145,1127600000,877270000,261180000,157040000,76910000,2.5e+09,24,24,70,118,-17,-5,-5
"1_697",857340000,990300000,453830000,134840000,63690000,2.5e+09,42,30,76,148,883170000,812090000,492860000,237460000,74420000,2.5e+09,21,26,76,123,-21,-4,0
"1_698",904080000,1080010000,321500000,105660000,88750000,2.5e+09,36,25,65,126,1004760000,918320000,367050000,178260000,31610000,2.5e+09,19,22,66,107,-17,-3,1
"1_699",1191280000,6.31e+08,115550000,525530000,36640000,2.5e+09,36,26,70,132,1211980000,368600000,148410000,737320000,33690000,2.5e+09,14,18,63,95,-22,-8,-7
"1_700",1378510000,766010000,180380000,125110000,49990000,2.5e+09,38,27,74,139,1407410000,542010000,217560000,302100000,30920000,2.5e+09,15,18,60,93,-23,-9,-14
"1_701",1063980000,992740000,86980000,3.39e+08,17300000,2.5e+09,37,22,70,129,1085970000,742850000,117660000,539460000,14060000,2.5e+09,19,17,61,97,-18,-5,-9
"1_702",541680000,1691070000,189640000,49710000,27900000,2.5e+09,39,29,78,146,566870000,1534910000,234390000,139690000,24140000,2.5e+09,18,25,62,105,-21,-4,-16
"1_703",947420000,1151850000,219070000,156020000,25640000,2.5e+09,33,20,63,116,955100000,922870000,270380000,305810000,45840000,2.5e+09,18,21,65,104,-15,1,2
"1_704",1064460000,869980000,98980000,450570000,16010000,2.5e+09,35,19,53,107,1059450000,707110000,122080000,576890000,34470000,2.5e+09,14,17,57,88,-21,-2,4
"1_705",9.66e+08,1278350000,102620000,142820000,10210000,2.5e+09,35,27,73,135,974220000,963370000,124890000,420620000,16900000,2.5e+09,21,21,63,105,-14,-6,-10
"1_706",983990000,908950000,138780000,451630000,16650000,2.5e+09,37,27,76,140,1001140000,600140000,164640000,715380000,18700000,2.5e+09,19,23,64,106,-18,-4,-12
"1_707",746580000,1463550000,198490000,76520000,14860000,2.5e+09,35,24,68,127,749020000,1307250000,241040000,178630000,24060000,2.5e+09,15,26,64,105,-20,2,-4
"1_708",977570000,1213720000,107670000,190170000,10870000,2.5e+09,34,26,69,129,984680000,1010610000,139350000,341820000,23540000,2.5e+09,17,19,61,97,-17,-7,-8
"1_709",520090000,1597020000,270080000,80890000,31920000,2.5e+09,42,30,78,150,532150000,1502560000,312100000,114920000,38270000,2.5e+09,20,26,70,116,-22,-4,-8
"1_710",887370000,1267930000,172500000,144540000,27660000,2.5e+09,38,27,74,139,908530000,1112960000,194900000,253160000,30450000,2.5e+09,19,24,63,106,-19,-3,-11
"1_711",413780000,1277330000,137630000,627200000,44060000,2.5e+09,43,24,73,140,476110000,1209880000,168500000,626410000,19100000,2.5e+09,16,26,70,112,-27,2,-3
"1_712",479550000,1432540000,205680000,271080000,111150000,2.5e+09,44,27,80,151,530840000,1250530000,246550000,382440000,89640000,2.5e+09,19,30,75,124,-25,3,-5
"1_713",1177440000,895180000,95970000,159780000,171630000,2.5e+09,41,26,72,139,1231720000,754020000,125310000,231510000,157440000,2.5e+09,19,24,68,111,-22,-2,-4
"1_714",835050000,1134070000,240130000,220880000,69870000,2.5e+09,40,27,79,146,887240000,1007720000,265220000,286990000,52830000,2.5e+09,20,27,76,123,-20,0,-3
"1_715",142940000,942050000,128840000,1110380000,175790000,2.5e+09,41,32,79,152,160830000,942900000,156250000,1050920000,189100000,2.5e+09,20,30,72,122,-21,-2,-7
"1_716",219810000,1118490000,154810000,9.09e+08,97880000,2499990000,47,27,81,155,257620000,1150380000,197980000,799670000,94350000,2.5e+09,17,30,77,124,-30,3,-4
"1_717",287800000,1417270000,169650000,549360000,75920000,2.5e+09,45,28,77,150,340200000,1237640000,229590000,619450000,73120000,2.5e+09,18,26,73,117,-27,-2,-4
"1_718",438130000,1034210000,652690000,291340000,83630000,2.5e+09,45,30,91,166,456670000,738670000,752670000,461030000,90960000,2.5e+09,20,31,75,126,-25,1,-16
"1_719",132260000,1432780000,115770000,573650000,245540000,2.5e+09,41,30,78,149,147200000,1516480000,140270000,439530000,256520000,2.5e+09,14,28,73,115,-27,-2,-5
"1_720",141430000,694400000,125500000,1402560000,136110000,2.5e+09,42,26,67,135,152640000,1039260000,167320000,1012260000,128520000,2.5e+09,19,32,77,128,-23,6,10
"1_721",28540000,538160000,39030000,28480000,1865790000,2.5e+09,41,30,75,146,31540000,505340000,45350000,51810000,1865960000,2.5e+09,19,31,68,118,-22,1,-7
"1_722",158360000,1146350000,152880000,269550000,772860000,2.5e+09,48,26,80,154,172310000,980360000,179390000,392610000,775330000,2.5e+09,17,31,77,125,-31,5,-3
"1_723",194500000,1885860000,154530000,29930000,235180000,2.5e+09,39,26,68,133,198830000,1818670000,196930000,33910000,251660000,2.5e+09,16,26,68,110,-23,0,0
"1_724",49460000,1721830000,113110000,19280000,596320000,2.5e+09,36,27,71,134,90200000,1672980000,132900000,20120000,583800000,2.5e+09,16,31,69,116,-20,4,-2
"1_725",63860000,781160000,57560000,9940000,1587480000,2.5e+09,38,26,71,135,71080000,758850000,74570000,10100000,1585400000,2.5e+09,18,30,65,113,-20,4,-6
"1_726",881520000,1019990000,324560000,257820000,16110000,2.5e+09,34,20,63,117,924050000,726400000,366640000,474530000,8380000,2.5e+09,16,18,61,95,-18,-2,-2
"1_727",902030000,1108710000,112240000,335470000,41550000,2.5e+09,37,26,66,129,894270000,895140000,133560000,519870000,57160000,2.5e+09,18,23,67,108,-19,-3,1
"1_728",755640000,1285760000,226500000,183510000,48590000,2.5e+09,40,25,71,136,794200000,1063030000,262100000,346240000,34430000,2.5e+09,18,25,70,113,-22,0,-1
"1_729",643510000,907530000,155250000,712980000,80730000,2.5e+09,38,24,68,130,674350000,822520000,189990000,757470000,55670000,2.5e+09,17,22,67,106,-21,-2,-1
"1_730",919680000,1310580000,122630000,112570000,34540000,2.5e+09,32,19,60,111,990520000,1126850000,149040000,219840000,13750000,2.5e+09,15,16,57,88,-17,-3,-3
"1_731",752510000,1198790000,373760000,144540000,30400000,2.5e+09,33,19,60,112,796390000,1030520000,420250000,229580000,23260000,2.5e+09,17,17,65,99,-16,-2,5
"1_732",513570000,1784010000,56640000,132310000,13470000,2.5e+09,35,24,66,125,556370000,1586080000,83140000,260290000,14120000,2.5e+09,15,16,58,89,-20,-8,-8
"1_733",851290000,995160000,151350000,462670000,39530000,2.5e+09,33,21,68,122,923410000,705260000,187450000,668230000,15650000,2.5e+09,14,18,64,96,-19,-3,-4
"1_734",950030000,1235890000,93980000,207560000,12540000,2.5e+09,37,27,75,139,987320000,972950000,128820000,402230000,8680000,2.5e+09,20,25,65,110,-17,-2,-10
"1_735",980960000,1258630000,122380000,115200000,22830000,2.5e+09,40,29,78,147,1003420000,974470000,167250000,337830000,17030000,2.5e+09,20,26,73,119,-20,-3,-5
