"Forest","Agriculture","Urban","Grassland","Other","Area_Total","natural_sp","human_dominated_sp","Sp_Total"
1141650000,137060000,10710000,1750000,1208830000,2.5e+09,38,114,152
1085970000,116910000,17770000,870000,1278480000,2.5e+09,40,114,154
650890000,153010000,4490000,0,1691610000,2.5e+09,37,100,137
372150000,86710000,6440000,610000,2034090000,2.5e+09,28,92,120
755270000,150440000,3710000,0,1590580000,2.5e+09,29,87,116
716500000,99690000,2980000,0,1680830000,2.5e+09,32,92,124
168180000,182210000,8520000,0,2141090000,2.5e+09,32,81,113
881070000,236120000,10590000,0,1372220000,2.5e+09,37,104,141
784490000,196080000,3140000,0,1516290000,2.5e+09,34,95,129
731730000,375600000,90160000,0,1302510000,2.5e+09,38,101,139
47840000,221750000,17720000,5790000,1931130000,2224230000,35,81,116
55250000,212250000,26660000,6760000,2162790000,2463710000,37,90,127
1129600000,408510000,70330000,23050000,868510000,2.5e+09,46,116,162
496090000,269210000,92330000,42220000,1586980000,2486830000,45,111,156
1362860000,600150000,125060000,0,411930000,2.5e+09,45,118,163
911910000,197120000,21940000,13230000,1355800000,2.5e+09,43,98,141
1881600000,148060000,8850000,2e+06,459490000,2.5e+09,35,93,128
1774540000,329790000,18640000,3890000,373140000,2.5e+09,35,92,127
1380440000,704200000,75060000,1020000,339280000,2.5e+09,39,100,139
1553380000,572680000,57420000,0,316520000,2.5e+09,43,110,153
1489450000,115140000,20680000,1350000,873380000,2.5e+09,36,106,142
1362850000,404240000,31260000,0,701650000,2.5e+09,43,111,154
985140000,39260000,1030000,0,1474570000,2.5e+09,33,93,126
1493380000,29810000,7670000,0,969140000,2.5e+09,30,95,125
547770000,93740000,1070000,0,1857420000,2.5e+09,30,93,123
956190000,115510000,7310000,0,1420990000,2.5e+09,33,88,121
579040000,488130000,19080000,0,1413750000,2.5e+09,39,110,149
587990000,146840000,5650000,420000,1759100000,2.5e+09,34,95,129
53310000,14980000,0,0,2377420000,2445710000,20,52,72
443900000,49290000,0,0,2006810000,2.5e+09,30,82,112
722750000,184070000,10140000,0,1583040000,2.5e+09,35,96,131
1052420000,233750000,10680000,0,1203150000,2.5e+09,31,90,121
242230000,53230000,0,0,2204540000,2.5e+09,31,82,113
338740000,430840000,34990000,114850000,1579310000,2498730000,24,63,87
558710000,338280000,25200000,53330000,1358280000,2333800000,19,54,73
264100000,252860000,12800000,32800000,1673200000,2235760000,25,78,103
1064400000,429150000,26720000,2.25e+08,754730000,2.5e+09,23,78,101
794990000,809590000,42540000,17510000,835370000,2.5e+09,23,67,90
833900000,1211450000,55220000,50870000,348560000,2.5e+09,29,82,111
1350550000,836960000,78890000,65400000,168200000,2.5e+09,27,84,111
191690000,1072380000,43070000,25520000,1167340000,2.5e+09,25,70,95
451330000,1775850000,99800000,33700000,139320000,2.5e+09,30,82,112
68380000,733310000,371070000,9480000,1276850000,2459090000,29,78,107
666930000,1424240000,115030000,15230000,278570000,2.5e+09,29,77,106
704870000,1613740000,49900000,20830000,110660000,2.5e+09,30,84,114
480060000,1582430000,111700000,35010000,290800000,2.5e+09,30,84,114
1221240000,879470000,34400000,152900000,211990000,2.5e+09,27,79,106
18720000,346510000,20830000,0,1914720000,2300780000,33,87,120
36890000,1217400000,81260000,0,1164450000,2.5e+09,39,90,129
344090000,1809060000,256460000,36310000,54080000,2.5e+09,42,113,155
6e+06,1147850000,222120000,1460000,1122570000,2.5e+09,30,74,104
73940000,767340000,74190000,1.5e+07,1484120000,2414590000,27,74,101
326580000,748190000,48010000,34060000,1343160000,2.5e+09,20,74,94
1122880000,994850000,54180000,104060000,224030000,2.5e+09,32,101,133
573730000,1505110000,183460000,60440000,177260000,2.5e+09,31,91,122
613740000,699040000,55610000,704440000,427170000,2.5e+09,29,91,120
990120000,980020000,78320000,214130000,237410000,2.5e+09,31,102,133
899910000,1175470000,63950000,206890000,153780000,2.5e+09,24,88,112
1185460000,792410000,51420000,264270000,206440000,2.5e+09,32,98,130
318660000,1831790000,75440000,99460000,174650000,2.5e+09,23,82,105
1126370000,693520000,35980000,366780000,277350000,2.5e+09,29,95,124
45470000,733090000,98310000,1970000,1402900000,2281740000,25,73,98
642320000,1508500000,62780000,90040000,196360000,2.5e+09,29,95,124
32410000,2080950000,226990000,9940000,149710000,2.5e+09,41,96,137
269080000,1.125e+09,177500000,10530000,917890000,2.5e+09,43,116,159
163320000,294860000,35750000,5160000,1665400000,2164490000,29,89,118
1384340000,61130000,39740000,554310000,460480000,2.5e+09,29,80,109
1326560000,528250000,71180000,171290000,402720000,2.5e+09,36,99,135
1556350000,133570000,64460000,464090000,281530000,2.5e+09,33,88,121
1320670000,561140000,111630000,116050000,390510000,2.5e+09,34,105,139
1435280000,27850000,93900000,589640000,353330000,2.5e+09,38,93,131
790910000,18640000,37520000,893980000,758950000,2.5e+09,33,87,120
1440540000,15140000,97950000,460920000,485450000,2.5e+09,40,92,132
1029010000,7900000,59820000,765940000,637330000,2.5e+09,30,72,102
47090000,221370000,30710000,11240000,1863440000,2173850000,16,57,73
742610000,1296450000,75640000,141040000,244260000,2.5e+09,31,89,120
782390000,1180500000,275950000,61430000,199730000,2.5e+09,27,79,106
475190000,1434510000,78970000,168860000,342470000,2.5e+09,34,106,140
1189600000,525870000,20720000,407400000,356410000,2.5e+09,36,106,142
52710000,720500000,36260000,9830000,1464020000,2283320000,22,70,92
444480000,1770640000,24130000,56590000,204160000,2.5e+09,26,82,108
11790000,182630000,23750000,0,1332290000,1550460000,16,52,68
57420000,899590000,79170000,0,1271210000,2307390000,24,79,103
388400000,131720000,28800000,177790000,1773290000,2.5e+09,30,91,121
1580920000,483830000,75710000,171240000,188300000,2.5e+09,37,118,155
1369790000,540300000,41880000,162420000,385610000,2.5e+09,40,107,147
1647020000,496550000,61560000,236040000,58830000,2.5e+09,49,116,165
1817530000,71630000,75580000,96460000,438800000,2.5e+09,38,106,144
1484560000,336610000,141510000,351700000,185620000,2.5e+09,37,100,137
1661640000,321400000,37740000,138140000,341080000,2.5e+09,40,100,140
1396820000,644850000,81860000,314180000,62290000,2.5e+09,39,98,137
1599750000,477510000,92590000,169770000,160380000,2.5e+09,34,104,138
1467270000,20930000,48490000,300890000,662420000,2.5e+09,35,91,126
1342730000,58450000,26240000,729260000,343320000,2.5e+09,31,80,111
1828320000,6700000,34730000,296690000,333560000,2.5e+09,35,88,123
1582320000,216890000,66410000,472980000,161400000,2.5e+09,34,86,120
961620000,1077960000,43970000,201220000,215230000,2.5e+09,31,95,126
1135760000,877040000,33800000,208700000,244700000,2.5e+09,31,90,121
224830000,2106940000,41260000,65640000,61330000,2.5e+09,24,75,99
782150000,1364950000,37470000,165450000,149980000,2.5e+09,33,94,127
7720000,2010190000,44560000,36580000,400950000,2.5e+09,22,63,85
403880000,1936990000,33300000,64970000,60860000,2.5e+09,30,80,110
51410000,1741410000,27170000,86980000,593030000,2.5e+09,31,88,119
426820000,582430000,29660000,226070000,1235020000,2.5e+09,38,105,143
1.21e+08,458690000,122790000,198440000,1599080000,2.5e+09,30,88,118
4.33e+08,551640000,24110000,670300000,820950000,2.5e+09,27,91,118
1663290000,2.83e+08,10420000,224710000,318580000,2.5e+09,32,73,105
1378660000,910360000,39410000,110220000,61350000,2.5e+09,37,92,129
1462770000,623880000,38960000,109190000,265200000,2.5e+09,44,89,133
715600000,1149360000,266300000,201790000,166950000,2.5e+09,44,97,141
1019260000,949540000,19470000,190080000,321650000,2.5e+09,28,78,106
1384560000,661670000,109170000,279190000,65410000,2.5e+09,41,90,131
1260210000,908490000,71560000,239940000,19800000,2.5e+09,39,97,136
795630000,1507300000,103860000,69560000,23650000,2.5e+09,46,102,148
835040000,1272270000,58080000,192930000,141680000,2.5e+09,51,106,157
1906750000,42220000,59600000,232370000,259060000,2.5e+09,36,88,124
1500950000,373980000,226090000,380630000,18350000,2.5e+09,37,84,121
1529900000,520150000,132710000,244960000,72280000,2.5e+09,36,86,122
997770000,1292530000,135020000,69100000,5580000,2.5e+09,44,95,139
386210000,1733650000,25860000,50320000,303960000,2.5e+09,28,72,100
67380000,810720000,84170000,40150000,1482220000,2484640000,23,65,88
152490000,1969450000,50330000,298280000,29450000,2.5e+09,25,56,81
189410000,1900740000,83310000,35920000,290620000,2.5e+09,22,48,70
445680000,289630000,25740000,57320000,1681630000,2.5e+09,22,64,86
634780000,448820000,80410000,289910000,1046080000,2.5e+09,29,89,118
1079590000,1087590000,24120000,202500000,106200000,2.5e+09,35,70,105
1629980000,328970000,6990000,425790000,108270000,2.5e+09,22,58,80
893110000,1476290000,36760000,31870000,61970000,2.5e+09,40,85,125
691840000,1386110000,58820000,120880000,242350000,2.5e+09,34,77,111
7.98e+08,1039400000,71680000,211720000,379200000,2.5e+09,40,88,128
891540000,1242970000,60520000,149730000,155240000,2.5e+09,46,102,148
1152230000,919150000,41310000,161100000,226210000,2.5e+09,47,89,136
1026270000,1097670000,107340000,177010000,91710000,2.5e+09,44,96,140
641340000,1366070000,118780000,174700000,199110000,2.5e+09,42,82,124
620770000,1009200000,125320000,323200000,421510000,2.5e+09,46,105,151
889520000,1256440000,76780000,114580000,162680000,2.5e+09,38,93,131
630480000,1345450000,145090000,131410000,247570000,2.5e+09,54,109,163
735330000,1485160000,130030000,96380000,53100000,2.5e+09,38,87,125
307740000,1714920000,162720000,197450000,117170000,2.5e+09,42,86,128
639070000,1398610000,116460000,224670000,121190000,2.5e+09,36,78,114
560870000,1416850000,206130000,164120000,152030000,2.5e+09,49,106,155
327360000,600320000,40070000,150720000,1381530000,2.5e+09,28,91,119
955290000,320260000,29090000,328540000,866820000,2.5e+09,24,91,115
805290000,1455850000,1.7e+07,159570000,62290000,2.5e+09,35,74,109
1476570000,564260000,19710000,344800000,94660000,2.5e+09,26,59,85
668050000,1506210000,43210000,124720000,157810000,2.5e+09,36,79,115
1101400000,1090920000,53960000,70790000,182930000,2.5e+09,43,87,130
429420000,1624920000,107260000,68770000,269630000,2.5e+09,41,97,138
770370000,1301200000,146210000,152170000,130050000,2.5e+09,40,89,129
400910000,1755300000,161380000,76410000,1.06e+08,2.5e+09,50,102,152
740630000,962160000,150550000,328210000,318450000,2.5e+09,46,102,148
287830000,4.51e+08,75510000,166490000,1519170000,2.5e+09,46,104,150
238330000,1041340000,67400000,245960000,906970000,2.5e+09,51,117,168
78040000,1141280000,241150000,68090000,971440000,2.5e+09,41,108,149
2500000,347710000,41620000,15630000,1695820000,2103280000,38,101,139
462810000,1839250000,67200000,118740000,1.2e+07,2.5e+09,40,88,128
630830000,1011090000,116300000,602030000,139750000,2.5e+09,47,95,142
551650000,1623700000,99990000,184220000,40440000,2.5e+09,42,94,136
802430000,709150000,128100000,792530000,67790000,2.5e+09,41,91,132
1096310000,1015470000,71040000,281310000,35870000,2.5e+09,48,108,156
647160000,1515040000,107890000,198530000,31380000,2.5e+09,43,106,149
820950000,1173220000,73590000,409300000,22940000,2.5e+09,50,112,162
1529540000,216080000,62570000,582770000,109040000,2.5e+09,48,108,156
1233960000,607760000,147350000,3.62e+08,148930000,2.5e+09,48,104,152
1105570000,870890000,82920000,3.83e+08,57620000,2.5e+09,50,106,156
684710000,972890000,94040000,397410000,350950000,2.5e+09,47,110,157
917230000,1281200000,125200000,139850000,36520000,2.5e+09,47,109,156
421060000,1669120000,305900000,71110000,32810000,2.5e+09,45,97,142
270660000,1960760000,1.67e+08,46030000,55550000,2.5e+09,44,95,139
685850000,1216160000,240860000,222830000,134300000,2.5e+09,43,95,138
1048590000,1083770000,104110000,203830000,59700000,2.5e+09,48,96,144
960260000,1035590000,138960000,247520000,117670000,2.5e+09,47,95,142
798090000,1330970000,106470000,206390000,58080000,2.5e+09,43,94,137
1135490000,833530000,86490000,323580000,120910000,2.5e+09,48,104,152
577550000,802270000,762100000,233010000,125070000,2.5e+09,47,109,156
367360000,1532350000,133540000,405570000,61180000,2.5e+09,45,102,147
623710000,1281760000,68480000,245190000,280860000,2.5e+09,48,112,160
323810000,1627330000,97510000,395660000,55690000,2.5e+09,45,109,154
780930000,1225410000,84770000,242330000,166560000,2.5e+09,46,100,146
89860000,122690000,21440000,52460000,2022750000,2309200000,44,101,145
424040000,838960000,46470000,105050000,1085480000,2.5e+09,46,115,161
17340000,402440000,26730000,23590000,1371580000,1841680000,37,88,125
984990000,847490000,103080000,496460000,67980000,2.5e+09,40,83,123
579430000,1431470000,226210000,229990000,32900000,2.5e+09,47,87,134
1233250000,908710000,61390000,282450000,14200000,2.5e+09,42,92,134
877040000,1055840000,138470000,387220000,41430000,2.5e+09,43,90,133
748530000,1358980000,82550000,232340000,77600000,2.5e+09,48,111,159
1159600000,675490000,39410000,492360000,133140000,2.5e+09,52,118,170
721890000,1501070000,90720000,159340000,26980000,2.5e+09,45,111,156
952120000,1071670000,121300000,226230000,128680000,2.5e+09,54,125,179
401740000,1808710000,177170000,39070000,73310000,2.5e+09,47,107,154
1131070000,1028600000,151340000,138510000,50480000,2.5e+09,45,103,148
514880000,1659470000,232530000,33570000,59550000,2.5e+09,46,101,147
686550000,1364310000,326320000,80950000,41870000,2.5e+09,47,105,152
759730000,1253020000,300100000,98150000,8.9e+07,2.5e+09,48,102,150
975520000,826410000,202890000,337310000,157870000,2.5e+09,46,110,156
713860000,1272320000,151230000,142520000,220070000,2.5e+09,49,111,160
1044210000,792180000,168560000,392920000,102130000,2.5e+09,45,110,155
1245900000,768780000,136400000,228350000,120570000,2.5e+09,49,106,155
844830000,1011590000,166410000,201210000,275960000,2.5e+09,45,95,140
1417930000,728060000,101230000,144870000,107910000,2.5e+09,45,99,144
1166060000,742350000,156950000,177700000,256940000,2.5e+09,46,107,153
954360000,1083980000,102410000,236810000,122440000,2.5e+09,49,111,160
902660000,1085680000,349530000,102040000,60090000,2.5e+09,48,105,153
707290000,1409890000,57360000,236190000,89270000,2.5e+09,51,120,171
771820000,1320860000,70490000,299910000,36920000,2.5e+09,51,121,172
396810000,798920000,77110000,389590000,837570000,2.5e+09,44,104,148
470720000,1504650000,78370000,380160000,66100000,2.5e+09,50,111,161
481450000,414930000,32600000,237280000,1333740000,2.5e+09,52,122,174
940360000,802930000,146790000,382650000,227270000,2.5e+09,52,121,173
26910000,48260000,18610000,24240000,1262500000,1380520000,40,95,135
303340000,547180000,50950000,113160000,1273390000,2288020000,48,111,159
1175990000,1144690000,74990000,86610000,17720000,2.5e+09,44,93,137
1219550000,875910000,96130000,287930000,20480000,2.5e+09,43,89,132
508650000,1785710000,173250000,1190000,31200000,2.5e+09,44,89,133
1347340000,594400000,331510000,212150000,14600000,2.5e+09,44,94,138
744350000,1508520000,91670000,137380000,18080000,2.5e+09,44,101,145
846560000,1434700000,77620000,106950000,34170000,2.5e+09,46,111,157
778450000,1453120000,102580000,134790000,31060000,2.5e+09,45,97,142
645430000,1686730000,114130000,9540000,44170000,2.5e+09,45,109,154
552820000,1673560000,141960000,108290000,23370000,2.5e+09,49,108,157
625080000,1659810000,133670000,42290000,39150000,2.5e+09,48,111,159
736290000,1346200000,185260000,191540000,40710000,2.5e+09,51,118,169
649810000,1464810000,164710000,174420000,46250000,2.5e+09,48,113,161
1085010000,1115300000,100370000,96660000,102660000,2.5e+09,46,102,148
905390000,842290000,144710000,305430000,302180000,2.5e+09,46,110,156
606260000,1598190000,137560000,111190000,46800000,2.5e+09,48,108,156
913200000,1129700000,135220000,252830000,69050000,2.5e+09,44,111,155
1393090000,820680000,70240000,1.51e+08,64990000,2.5e+09,48,100,148
1151740000,1010470000,94580000,156370000,86840000,2.5e+09,45,106,151
902510000,1176980000,63640000,286660000,70210000,2.5e+09,46,113,159
846610000,1254360000,93120000,197530000,108380000,2.5e+09,49,110,159
945420000,1242350000,34090000,212300000,65840000,2.5e+09,46,114,160
1232260000,850810000,61900000,287940000,67090000,2.5e+09,47,109,156
1491740000,638410000,22700000,217200000,129950000,2.5e+09,49,113,162
1191390000,1104440000,27410000,108040000,68720000,2.5e+09,48,107,155
748540000,1274120000,31660000,340170000,105510000,2.5e+09,43,100,143
711220000,1414790000,42450000,247920000,83620000,2.5e+09,47,110,157
1061200000,1163840000,39700000,204630000,30630000,2.5e+09,42,96,138
1221180000,927480000,38390000,131140000,181810000,2.5e+09,44,99,143
1036530000,1126700000,53910000,199650000,83210000,2.5e+09,47,106,153
447120000,467760000,16540000,166480000,1317640000,2415540000,43,111,154
1116890000,1135980000,38400000,139480000,69250000,2.5e+09,42,106,148
440050000,1820730000,173930000,34710000,30580000,2.5e+09,44,100,144
358990000,1586850000,331690000,37540000,184930000,2.5e+09,53,108,161
920690000,1328590000,140460000,30530000,79730000,2.5e+09,54,118,172
282480000,1784560000,263270000,22740000,146950000,2.5e+09,52,115,167
1047340000,1145170000,186330000,47660000,73500000,2.5e+09,42,103,145
335840000,1891350000,195580000,12320000,64910000,2.5e+09,55,121,176
604300000,1546570000,240410000,50210000,58510000,2.5e+09,49,117,166
788690000,1370670000,172920000,139530000,28190000,2.5e+09,51,123,174
987820000,1037720000,69920000,273120000,131420000,2.5e+09,47,105,152
901640000,1197400000,152310000,202350000,46300000,2.5e+09,46,106,152
609910000,1508790000,147880000,155090000,78330000,2.5e+09,47,107,154
835290000,974730000,108030000,465660000,116290000,2.5e+09,49,121,170
489270000,1579190000,261770000,124760000,45010000,2.5e+09,48,112,160
397580000,1915600000,130830000,32810000,23180000,2.5e+09,41,96,137
736620000,1396260000,116710000,218110000,32300000,2.5e+09,47,113,160
671700000,1501820000,130550000,127640000,68290000,2.5e+09,47,110,157
473430000,1678280000,92880000,216220000,39190000,2.5e+09,48,121,169
559710000,1607430000,99510000,191900000,41450000,2.5e+09,47,111,158
434450000,1771360000,88620000,189430000,16140000,2.5e+09,48,112,160
722570000,1387060000,112720000,212880000,64770000,2.5e+09,50,113,163
810550000,1250830000,57430000,344070000,37120000,2.5e+09,45,116,161
684970000,1426680000,222430000,112440000,53480000,2.5e+09,47,107,154
498470000,1552870000,84390000,294530000,69740000,2.5e+09,47,106,153
431960000,1870130000,65420000,65920000,66570000,2.5e+09,44,95,139
1347760000,891710000,25850000,128340000,106340000,2.5e+09,42,99,141
1121690000,1088930000,31740000,153050000,104590000,2.5e+09,45,105,150
1473270000,712420000,26630000,169500000,118180000,2.5e+09,47,110,157
653100000,1627380000,37190000,117800000,64530000,2.5e+09,47,114,161
506120000,1707090000,223070000,10360000,53360000,2.5e+09,42,101,143
63070000,2200120000,189240000,7330000,40240000,2.5e+09,44,100,144
155710000,508210000,168170000,9380000,1647820000,2489290000,41,89,130
939720000,672550000,99320000,48650000,739760000,2.5e+09,43,110,153
810540000,1058520000,145860000,75850000,409230000,2.5e+09,46,113,159
789060000,240560000,202430000,28040000,1239910000,2.5e+09,45,107,152
69880000,224830000,33070000,26410000,1839350000,2193540000,42,110,152
1942520000,275580000,64950000,16790000,200160000,2.5e+09,42,97,139
1903880000,394760000,28920000,9930000,162510000,2.5e+09,41,101,142
525120000,1269920000,40100000,12750000,652110000,2.5e+09,42,104,146
1669220000,560640000,57080000,29200000,183860000,2.5e+09,40,98,138
1654110000,323370000,25640000,7820000,489060000,2.5e+09,41,94,135
578970000,216530000,13930000,1840000,1688730000,2.5e+09,39,94,133
2048220000,7.4e+07,9040000,0,368740000,2.5e+09,33,88,121
1823980000,201250000,24110000,2680000,447980000,2.5e+09,39,92,131
1599500000,12450000,14240000,540000,873270000,2.5e+09,33,91,124
1756030000,20230000,3480000,0,720260000,2.5e+09,33,88,121
1157870000,15480000,8540000,690000,1317420000,2.5e+09,38,108,146
613260000,10970000,1320000,21070000,1853380000,2.5e+09,30,91,121
827840000,7620000,7530000,4.2e+07,1615010000,2.5e+09,34,94,128
1936070000,233170000,33420000,20260000,277080000,2.5e+09,43,100,143
1563460000,598690000,89480000,114040000,134330000,2.5e+09,46,111,157
1815990000,232420000,19710000,24460000,407420000,2.5e+09,43,100,143
1233130000,380890000,76150000,67360000,742470000,2.5e+09,47,122,169
1974630000,209110000,49120000,10010000,257130000,2.5e+09,42,100,142
1711250000,241290000,45710000,16190000,485560000,2.5e+09,42,106,148
1812470000,355850000,46920000,35120000,249640000,2.5e+09,39,93,132
1848180000,238120000,52010000,16110000,345580000,2.5e+09,41,98,139
1062240000,1111890000,61110000,90380000,174380000,2.5e+09,42,107,149
1498710000,653540000,49130000,62020000,236600000,2.5e+09,39,99,138
703010000,518140000,38440000,19620000,1220790000,2.5e+09,41,111,152
1258270000,365710000,52250000,41750000,782020000,2.5e+09,40,94,134
673120000,290640000,75710000,6500000,1454030000,2.5e+09,42,99,141
425450000,230580000,18300000,3280000,1822390000,2.5e+09,39,99,138
1670410000,317630000,5.8e+07,8460000,445500000,2.5e+09,42,100,142
1515300000,280200000,22380000,8170000,673950000,2.5e+09,41,103,144
1836590000,60790000,13880000,8e+05,587940000,2.5e+09,32,90,122
1791100000,192840000,17110000,5510000,493440000,2.5e+09,39,93,132
1839410000,13260000,8020000,990000,638320000,2.5e+09,33,91,124
1799030000,39780000,27310000,1810000,632070000,2.5e+09,32,92,124
1658500000,32800000,20240000,3590000,784870000,2.5e+09,33,91,124
1402390000,33120000,16210000,2880000,1045400000,2.5e+09,33,89,122
1691520000,64370000,40490000,8330000,695290000,2.5e+09,34,106,140
1197130000,4840000,4270000,1170000,1292590000,2.5e+09,32,91,123
1390800000,1700000,3790000,310000,1103400000,2.5e+09,32,88,120
1466380000,23720000,8960000,1930000,999010000,2.5e+09,34,89,123
1511140000,650000,8e+05,0,987410000,2.5e+09,33,87,120
1051080000,2090000,810000,30940000,1415080000,2.5e+09,33,93,126
1480860000,10690000,8570000,2550000,997330000,2.5e+09,34,94,128
1464460000,161120000,7300000,740000,866380000,2.5e+09,34,96,130
1414800000,22910000,7300000,2360000,1052630000,2.5e+09,32,89,121
1510190000,57460000,11360000,10200000,910790000,2.5e+09,37,99,136
2087810000,139460000,24110000,12460000,236160000,2.5e+09,43,97,140
738990000,174080000,44400000,31980000,1510480000,2499930000,43,119,162
183480000,396900000,50310000,154120000,1713760000,2498570000,45,125,170
1904130000,262440000,37400000,23180000,272850000,2.5e+09,39,92,131
2094550000,105140000,18030000,17500000,264780000,2.5e+09,41,95,136
1813840000,180980000,24500000,17260000,463420000,2.5e+09,44,110,154
1504440000,194180000,36490000,12580000,752310000,2.5e+09,43,111,154
1000500000,1078880000,98400000,53320000,268900000,2.5e+09,40,104,144
1764510000,207740000,15870000,41250000,470630000,2.5e+09,37,96,133
908960000,479080000,14930000,21290000,1075740000,2.5e+09,45,114,159
999790000,890860000,84020000,18720000,506610000,2.5e+09,41,107,148
1785880000,340310000,33770000,2.3e+07,317040000,2.5e+09,41,96,137
1134820000,761400000,80570000,21760000,501450000,2.5e+09,41,98,139
1514610000,493190000,42670000,18560000,430970000,2.5e+09,41,98,139
1720050000,198690000,53390000,2100000,525770000,2.5e+09,37,101,138
1759840000,207740000,23290000,2930000,506200000,2.5e+09,39,100,139
1627540000,422160000,33940000,8890000,407470000,2.5e+09,39,100,139
1301830000,733580000,99120000,17820000,347650000,2.5e+09,42,109,151
1795700000,43210000,9600000,4910000,646580000,2.5e+09,33,97,130
1820550000,155420000,20260000,1940000,501830000,2.5e+09,34,102,136
1865070000,154500000,39700000,4770000,435960000,2.5e+09,36,93,129
1772620000,36530000,5590000,590000,684670000,2.5e+09,33,100,133
1788690000,37080000,8740000,1100000,664390000,2.5e+09,38,104,142
1621970000,95290000,17230000,3110000,762400000,2.5e+09,37,101,138
1803090000,212870000,25530000,2180000,456330000,2.5e+09,40,101,141
1704720000,25060000,4350000,820000,765050000,2.5e+09,33,90,123
1533930000,31010000,5860000,1950000,927250000,2.5e+09,34,96,130
1655810000,51550000,6530000,3710000,782400000,2.5e+09,33,94,127
1736580000,83900000,8900000,1010000,669610000,2.5e+09,34,95,129
1353770000,39850000,7120000,16670000,1082590000,2.5e+09,33,91,124
1566190000,45420000,3050000,4470000,880870000,2.5e+09,33,93,126
1597610000,36130000,5400000,4370000,856490000,2.5e+09,34,97,131
1621320000,64840000,3590000,3140000,807110000,2.5e+09,36,99,135
104540000,80390000,4660000,32040000,2263010000,2484640000,39,110,149
1171320000,510830000,48690000,24260000,744900000,2.5e+09,41,98,139
1138680000,583190000,55730000,14060000,708340000,2.5e+09,45,107,152
932960000,314560000,611670000,21830000,618980000,2.5e+09,42,109,151
364040000,114280000,21400000,6990000,1922770000,2429480000,43,108,151
1466160000,537450000,25780000,16300000,454310000,2.5e+09,42,108,150
967870000,1086690000,99250000,44110000,302080000,2.5e+09,41,105,146
452690000,14490000,32120000,1340000,1727720000,2228360000,40,112,152
1150010000,104200000,73650000,12720000,1159420000,2.5e+09,43,118,161
845850000,89510000,10660000,320000,1553660000,2.5e+09,38,105,143
473020000,43130000,22320000,5840000,1916220000,2460530000,40,106,146
1739860000,94600000,30620000,1200000,633720000,2.5e+09,38,103,141
1234750000,180650000,87910000,5580000,991110000,2.5e+09,45,121,166
1524840000,18740000,1870000,3510000,951040000,2.5e+09,33,98,131
1784670000,105810000,14900000,2450000,592170000,2.5e+09,34,98,132
773040000,105850000,2520000,0,1618590000,2.5e+09,27,76,103
769470000,80910000,1140000,0,1648480000,2.5e+09,30,85,115
315160000,120480000,6860000,0,2057500000,2.5e+09,30,77,107
648070000,70510000,1280000,0,1780140000,2.5e+09,28,74,102
171640000,112140000,6450000,640000,2209130000,2.5e+09,30,81,111
764820000,22700000,1470000,2900000,1708110000,2.5e+09,31,86,117
511310000,13540000,310000,6240000,1968600000,2.5e+09,32,87,119
1052880000,5260000,1600000,58930000,1381330000,2.5e+09,29,90,119
1220820000,4500000,50000,6120000,1268510000,2.5e+09,32,92,124
787050000,31470000,890000,0,1680590000,2.5e+09,24,56,80
821970000,21260000,1410000,26450000,1628910000,2.5e+09,25,81,106
499160000,6270000,1340000,59200000,1934030000,2.5e+09,26,87,113
317080000,46520000,0,0,2136400000,2.5e+09,25,75,100
784940000,143330000,11880000,0,1559850000,2.5e+09,35,96,131
643610000,29570000,16630000,0,1810190000,2.5e+09,39,103,142
171270000,32040000,1850000,0,2116380000,2321540000,29,86,115
268340000,56470000,20420000,460000,2154310000,2.5e+09,32,87,119
562980000,54830000,1990000,0,1880200000,2.5e+09,29,83,112
1356410000,8100000,560000,6750000,1128180000,2.5e+09,33,96,129
1413540000,30410000,1390000,8340000,1046320000,2.5e+09,32,87,119
1274440000,23140000,4200000,9340000,1188880000,2.5e+09,32,97,129
1429480000,24440000,3730000,7080000,1035270000,2.5e+09,33,98,131
1258690000,3950000,4610000,23600000,1209150000,2.5e+09,32,96,128
1426130000,3350000,2470000,20980000,1047070000,2.5e+09,32,95,127
1690200000,6840000,910000,1130000,800920000,2.5e+09,33,98,131
1399610000,4280000,2340000,0,1093770000,2.5e+09,34,96,130
148460000,1660000,0,44620000,2305260000,2.5e+09,25,77,102
354140000,470000,0,148960000,1996430000,2.5e+09,29,84,113
1105960000,0,0,18660000,1375380000,2.5e+09,31,90,121
611390000,28410000,4800000,18480000,1836920000,2.5e+09,33,96,129
483610000,30130000,2650000,0,1983610000,2.5e+09,25,64,89
675420000,60090000,960000,0,1763530000,2.5e+09,28,78,106
622240000,48290000,13810000,5820000,1809840000,2.5e+09,28,79,107
453710000,37060000,1620000,0,2007610000,2.5e+09,26,78,104
762160000,127330000,15400000,0,1595110000,2.5e+09,28,80,108
1234010000,16100000,0,1490000,1248400000,2.5e+09,32,94,126
1414330000,19920000,4290000,850000,1060610000,2.5e+09,34,97,131
1359360000,1.9e+07,8330000,2390000,1110920000,2.5e+09,32,94,126
259890000,0,620000,67930000,2171560000,2.5e+09,25,76,101
982890000,3e+05,0,25850000,1490960000,2.5e+09,32,90,122
795250000,71440000,7240000,27060000,1599010000,2.5e+09,21,59,80
34950000,283470000,6790000,68270000,2106520000,2.5e+09,15,59,74
