"cell50x50","ccv","log_ccv"
"33UWU4",115.67916237787,4.39163846027085
"33UWV1",83.2367569974455,4.24185275827803
"33UWV2",101.112040516028,4.36784182425311
"33UWV3",42.6025727072277,3.65701664376791
"33UWV4",83.8493045866423,4.17452064359458
"33UXA1",81.9522867268503,4.01496085479503
"33UXA2",77.6723280442069,4.01287163348488
"33UXA3",43.3180830126005,3.64684525019561
"33UXA4",95.9748857806755,3.79662868151921
"33UXP1",53.0120283496114,3.61905678431934
"33UXP2",56.2177100669762,3.68145840799369
"33UXP3",18.9996603089621,2.70613839752594
"33UXP4",117.057738587826,4.1166000628771
"33UXQ1",13.4264670704434,2.33772903005389
"33UXQ2",31.2292810651613,3.17664432476154
"33UXQ3",26.0647878803618,2.86140878573097
"33UXQ4",16.8194113268866,2.51888720623576
"33UXR1",10.2193647805,2.03300025492329
"33UXR2",18.5045732300852,2.47104566402374
"33UXR3",29.2611052057865,2.90944728422518
"33UXR4",16.7748072644259,2.46315354648264
"33UXS1",59.8690491866493,3.86799815675794
"33UXS2",41.4216502242305,3.22409196115577
"33UXS3",65.9853855434306,3.9721927525108
"33UXS4",73.9238036232678,4.0710980444283
"33UXT1",111.111909150664,4.49108582362527
"33UXT2",102.450267347362,4.43770477909992
"33UXT3",76.6651013532053,4.19112230564753
"33UXT4",87.8701283307158,4.20335893652329
"33UXU1",115.874756128398,4.44263855812854
"33UXU2",142.133042962548,4.54137961900106
"33UXU3",123.489079197131,4.46983922242503
"33UXU4",115.592682719629,4.44786043855346
"33UXV1",56.4151021094252,3.88603179144874
"33UXV2",86.2270302674189,4.2869406309402
"33UXV3",94.6296757606454,4.30802942102424
"33UXV4",77.3854891640995,4.22715215005637
"33UYP1",19.4925986640912,2.71349320046735
"33UYP2",82.6149683058908,4.22283345260334
"33VUC2",81.0945162643659,4.01920720781842
"33VUC3",23.3430936559171,2.90331725946119
"33VUC4",31.7934499949025,3.23858351346328
"33VUD1",31.1914433961397,3.24749425784066
"33VUD2",31.3868640136044,3.29614231261898
"33VUD3",59.9924272441648,3.64383588150031
"33VUD4",64.1917012288465,3.7074921595217
"33VUE3",93.9740667898892,4.07179836811406
"33VUE4",42.8508885794257,3.46109442643569
"33VUF3",32.5246159100177,3.23866376354761
"33VUF4",63.9381661921132,3.73759426752497
"33VUG3",16.9876542764996,2.57158584859654
"33VUG4",22.7923795641535,2.89770586648919
"33VUH3",21.8428503100589,2.7471802302057
"33VUH4",16.1093664656211,2.54911247361264
"33VUJ3",19.9461623142142,2.71488137564379
"33VUJ4",14.4822380847206,2.35842317635726
"33VUK3",10.7693085981456,2.09975065967225
"33VUK4",20.2916528644586,2.69530643283889
"33VUL3",12.1291810390464,2.09872984779605
"33VUL4",9.98458456091525,2.04579300748975
"33VVC1",75.2356154834392,3.97038267304162
"33VVC2",37.4702833760215,3.41061945705508
"33VVC3",60.0120034261544,3.84568896708369
"33VVC4",31.3971737383091,3.24580195771591
"33VVD1",35.9295683857018,3.41290052502911
"33VVD2",66.7161628113156,3.89863949512927
"33VVD3",50.7798841978971,3.66529880246962
"33VVD4",44.1051835884973,3.5880658020501
