"cell50x50","SR_natural_ebba1","SR_human_dominated_ebba1","SR_natural_ebba2","SR_human_dominated_ebba2","deltaSR_bird_natural","deltaSR_bird_human_dominated","SR_natural_m_b2000","SR_human_dominated_m_b2000","SR_natural_m_a2015","SR_human_dominated_m_a2015","deltaSR_mammal_natural","deltaSR_mammal_human_dominated"
"33WVM4",32,88,31,98,-1,10,4,8,7,11,3,3
"33WVN1",16,62,17,71,1,9,8,12,8,12,0,0
"33WVN2",NA,NA,NA,NA,NA,NA,7,12,8,9,1,-3
"33WVN3",28,75,21,74,-7,-1,9,13,10,15,1,2
"33WVN4",31,79,30,83,-1,4,6,5,11,12,5,7
"33WVP1",26,71,26,81,0,10,6,14,8,17,2,3
"33WVP2",36,90,29,101,-7,11,7,13,6,13,-1,0
"33WVP3",38,99,26,94,-12,-5,8,15,9,15,1,0
"33WVP4",NA,NA,NA,NA,NA,NA,9,11,7,11,-2,0
"33WVQ2",25,87,32,90,7,3,3,7,7,14,4,7
"33WVQ3",31,83,28,90,-3,7,5,9,8,13,3,4
"33WVQ4",33,77,31,84,-2,7,7,10,10,11,3,1
"33WVR4",NA,NA,NA,NA,NA,NA,1,NA,4,3,3,NA
"33WWM1",34,90,28,88,-6,-2,2,1,5,9,3,8
"33WWM2",29,86,19,94,-10,8,7,11,7,16,0,5
"33WWM3",31,93,28,105,-3,12,3,8,5,14,2,6
"33WWM4",30,96,24,99,-6,3,2,6,8,15,6,9
"33WWN1",33,90,29,77,-4,-13,5,7,6,9,1,2
"33WWN2",32,90,31,86,-1,-4,4,1,9,12,5,11
"33WWN3",33,93,28,78,-5,-15,7,4,6,7,-1,3
"33WWN4",33,93,27,93,-6,0,1,2,7,10,6,8
"33WWP1",29,70,24,63,-5,-7,5,8,7,6,2,-2
"33WWP2",29,80,31,85,2,5,7,9,9,8,2,-1
"33WWP3",32,86,30,69,-2,-17,6,5,6,12,0,7
"33WWP4",NA,NA,NA,NA,NA,NA,11,9,8,13,-3,4
"33WWQ1",NA,NA,NA,NA,NA,NA,8,13,9,13,1,0
"33WWQ2",32,91,31,97,-1,6,9,10,9,14,0,4
"33WWQ3",NA,NA,NA,NA,NA,NA,4,5,5,4,1,-1
"33WWQ4",NA,NA,NA,NA,NA,NA,3,1,5,4,2,3
"33WWR1",24,64,26,74,2,10,4,11,10,14,6,3
"33WWR2",29,73,20,71,-9,-2,4,6,7,11,3,5
"33WWR3",29,75,27,85,-2,10,8,9,9,10,1,1
"33WWR4",NA,NA,NA,NA,NA,NA,6,2,4,2,-2,0
"33WWS3",29,72,24,67,-5,-5,5,10,6,9,1,-1
"33WWS4",29,77,31,89,2,12,6,8,9,11,3,3
"33WXM1",27,95,23,86,-4,-9,2,NA,5,11,3,NA
"33WXM2",27,98,22,94,-5,-4,6,3,4,11,-2,8
"33WXN1",NA,NA,NA,NA,NA,NA,4,5,6,7,2,2
"33WXN2",28,93,23,87,-5,-6,3,5,6,10,3,5
"33WXP1",NA,NA,NA,NA,NA,NA,1,NA,4,3,3,NA
"33WXP2",NA,NA,NA,NA,NA,NA,6,8,3,6,-3,-2
"33WXQ1",30,69,23,75,-7,6,10,8,6,4,-4,-4
"33WXQ2",32,88,25,62,-7,-26,10,9,5,6,-5,-3
"33WXR1",NA,NA,NA,NA,NA,NA,9,14,8,8,-1,-6
"33WXR2",NA,NA,NA,NA,NA,NA,4,3,5,3,1,0
"33WXS2",16,63,13,68,-3,5,8,11,9,12,1,1
"34SBK4",NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,5
"34SCK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"34SDH3",7,59,12,71,5,12,NA,NA,NA,8,NA,NA
"34SDJ1",14,103,17,110,3,7,NA,1,1,10,NA,9
"34SDJ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"34SDJ3",14,116,13,90,-1,-26,NA,1,1,11,NA,10
"34SDJ4",20,119,15,95,-5,-24,NA,NA,1,5,NA,NA
"34SDK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"34SDK4",17,113,16,104,-1,-9,1,4,1,14,0,10
"34SEF3",5,74,7,61,2,-13,NA,1,NA,4,NA,3
"34SEG1",4,58,7,64,3,6,NA,2,NA,1,NA,-1
"34SEG3",12,80,12,74,0,-6,NA,2,NA,8,NA,6
"34SEG4",9,67,7,60,-2,-7,NA,1,NA,8,NA,7
"34SEH1",13,108,17,95,4,-13,NA,NA,NA,4,NA,NA
"34SEH2",13,88,16,83,3,-5,NA,1,NA,3,NA,2
"34SEH3",16,92,11,75,-5,-17,NA,1,NA,4,NA,3
"34SEH4",12,87,15,93,3,6,1,2,NA,5,NA,3
"34SEJ1",NA,NA,NA,NA,NA,NA,1,2,NA,4,NA,2
"34SEJ2",15,109,13,87,-2,-22,NA,NA,NA,2,NA,NA
"34SEJ3",14,111,14,95,0,-16,NA,NA,NA,7,NA,NA
"34SEJ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"34SEK2",NA,NA,NA,NA,NA,NA,1,2,NA,6,NA,4
"34SEK4",14,100,11,82,-3,-18,NA,NA,NA,NA,NA,NA
"34SFF1",12,92,11,81,-1,-11,NA,2,1,7,NA,5
"34SFF2",3,45,3,45,0,0,NA,NA,NA,NA,NA,NA
"34SFF3",7,64,7,57,0,-7,NA,NA,NA,2,NA,NA
"34SFF4",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,1
"34SFG1",13,90,13,92,0,2,NA,3,NA,10,NA,7
"34SFG2",12,88,11,83,-1,-5,NA,1,NA,4,NA,3
"34SFG3",3,70,7,64,4,-6,NA,NA,NA,7,NA,NA
"34SFG4",11,62,8,62,-3,0,NA,2,NA,4,NA,2
"34SFH1",20,108,22,113,2,5,1,5,NA,7,NA,2
"34SFH2",8,76,12,89,4,13,2,4,NA,3,NA,-1
"34SFH3",11,88,9,69,-2,-19,NA,4,1,7,NA,3
"34SFH4",5,65,8,72,3,7,NA,1,NA,3,NA,2
"34SFJ1",8,80,6,79,-2,-1,NA,NA,NA,3,NA,NA
"34SFJ2",13,108,21,112,8,4,NA,5,NA,2,NA,-3
"34SFJ3",5,90,19,103,14,13,NA,1,NA,11,NA,10
"34SFJ4",NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
"34SFK2",NA,NA,NA,NA,NA,NA,NA,2,NA,6,NA,4
"34SGG1",NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6
"34SGG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"34SGH1",9,66,6,66,-3,0,NA,1,NA,2,NA,1
"34SGH2",NA,NA,NA,NA,NA,NA,NA,6,NA,16,NA,10
"34SGJ2",NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA
"34SGK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"34TBK3",NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,7
"34TBM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"34TBN3",10,74,8,91,-2,17,4,12,NA,2,NA,-10
"34TBN4",14,108,10,101,-4,-7,2,15,5,33,3,18
"34TBP3",NA,NA,NA,NA,NA,NA,3,22,1,9,-2,-13
"34TBP4",NA,NA,NA,NA,NA,NA,3,17,NA,7,NA,-10
"34TBQ3",14,99,12,104,-2,5,NA,13,1,3,NA,-10
"34TBQ4",NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,-3
"34TBR3",15,128,20,110,5,-18,2,16,1,5,-1,-11
"34TBR4",11,97,16,108,5,11,1,16,1,12,0,-4
"34TCK3",NA,NA,NA,NA,NA,NA,NA,1,NA,10,NA,9
"34TCL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"34TCL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"34TCM1",NA,NA,NA,NA,NA,NA,2,15,7,36,5,21
"34TCM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"34TCM3",NA,NA,NA,NA,NA,NA,NA,2,3,24,NA,22
"34TCM4",NA,NA,NA,NA,NA,NA,1,9,3,17,2,8
"34TCN1",NA,NA,NA,NA,NA,NA,3,20,5,27,2,7
"34TCN2",NA,NA,NA,NA,NA,NA,3,14,3,33,0,19
"34TCN3",17,101,18,102,1,1,1,14,3,27,2,13
"34TCN4",NA,NA,NA,NA,NA,NA,5,18,5,35,0,17
"34TCP1",NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,-4
"34TCP2",NA,NA,NA,NA,NA,NA,2,16,5,25,3,9
"34TCP3",NA,NA,NA,NA,NA,NA,2,19,NA,9,NA,-10
"34TCP4",NA,NA,NA,NA,NA,NA,1,10,NA,9,NA,-1
"34TCQ1",NA,NA,NA,NA,NA,NA,1,9,1,5,0,-4
"34TCQ2",NA,NA,NA,NA,NA,NA,NA,7,NA,4,NA,-3
"34TCQ3",10,108,18,114,8,6,1,15,1,8,0,-7
"34TCQ4",NA,NA,NA,NA,NA,NA,1,14,1,7,0,-7
"34TCR1",20,113,22,127,2,14,2,21,3,14,1,-7
"34TCR2",9,86,16,103,7,17,2,21,2,13,0,-8
"34TCR3",14,106,14,103,0,-3,1,21,1,6,0,-15
"34TCR4",12,114,18,120,6,6,1,18,2,9,1,-9
"34TCS1",16,112,23,130,7,18,NA,3,NA,8,NA,5
"34TCS2",12,113,16,119,4,6,NA,NA,NA,7,NA,NA
"34TCS3",13,117,22,125,9,8,NA,7,2,11,NA,4
"34TCS4",9,115,20,118,11,3,NA,6,NA,15,NA,9
"34TCT1",19,127,25,130,6,3,1,20,2,30,1,10
"34TCT2",19,123,24,136,5,13,NA,8,NA,14,NA,6
"34TCT3",13,110,20,125,7,15,1,13,2,19,1,6
"34TCT4",12,113,23,129,11,16,NA,1,1,11,NA,10
"34TDK1",NA,NA,NA,NA,NA,NA,2,NA,2,4,0,NA
"34TDK3",NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
"34TDL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
"34TDL2",NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
"34TDL3",NA,NA,NA,NA,NA,NA,3,14,2,10,-1,-4
"34TDL4",NA,NA,NA,NA,NA,NA,3,11,1,8,-2,-3
"34TDM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"34TDM2",NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
"34TDM3",NA,NA,NA,NA,NA,NA,5,20,NA,10,NA,-10
"34TDM4",NA,NA,NA,NA,NA,NA,5,20,1,8,-4,-12
"34TDN1",NA,NA,NA,NA,NA,NA,2,9,2,11,0,2
"34TDN2",NA,NA,NA,NA,NA,NA,4,19,8,38,4,19
"34TDN3",NA,NA,NA,NA,NA,NA,2,16,1,5,-1,-11
"34TDN4",NA,NA,NA,NA,NA,NA,3,9,NA,8,NA,-1
"34TDP1",NA,NA,NA,NA,NA,NA,1,9,NA,8,NA,-1
"34TDP2",NA,NA,NA,NA,NA,NA,2,5,1,8,-1,3
"34TDP3",9,92,8,93,-1,1,1,10,NA,10,NA,0
"34TDP4",9,95,13,99,4,4,1,17,NA,9,NA,-8
"34TDQ1",16,115,17,123,1,8,2,22,2,19,0,-3
"34TDQ2",NA,NA,NA,NA,NA,NA,1,19,NA,8,NA,-11
"34TDQ3",14,114,23,125,9,11,1,24,1,16,0,-8
"34TDQ4",NA,NA,NA,NA,NA,NA,2,19,NA,9,NA,-10
"34TDR1",17,124,18,119,1,-5,NA,18,NA,7,NA,-11
"34TDR2",21,136,23,145,2,9,2,22,1,16,-1,-6
"34TDR3",10,107,14,107,4,0,NA,7,1,1,NA,-6
"34TDR4",20,134,16,114,-4,-20,NA,12,1,6,NA,-6
"34TDS1",18,117,24,131,6,14,NA,3,NA,8,NA,5
"34TDS2",17,126,24,139,7,13,NA,16,NA,10,NA,-6
"34TDS3",11,104,16,110,5,6,NA,NA,1,6,NA,NA
"34TDS4",12,108,21,126,9,18,NA,NA,1,7,NA,NA
"34TDT1",12,109,17,121,5,12,NA,6,1,12,NA,6
"34TDT2",NA,NA,NA,NA,NA,NA,NA,1,1,11,NA,10
"34TDT3",19,126,22,138,3,12,NA,7,2,13,NA,6
"34TDT4",NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,8
"34TEK1",21,130,18,120,-3,-10,1,2,NA,6,NA,4
"34TEK3",NA,NA,NA,NA,NA,NA,1,2,NA,13,NA,11
"34TEL1",NA,NA,NA,NA,NA,NA,1,11,NA,2,NA,-9
"34TEL2",26,142,31,153,5,11,3,22,2,19,-1,-3
"34TEL3",14,104,19,121,5,17,1,14,NA,3,NA,-11
"34TEL4",24,136,24,122,0,-14,NA,8,NA,7,NA,-1
"34TEM1",NA,NA,NA,NA,NA,NA,3,17,NA,8,NA,-9
"34TEM2",NA,NA,NA,NA,NA,NA,4,12,NA,6,NA,-6
"34TEM3",NA,NA,NA,NA,NA,NA,1,11,NA,2,NA,-9
"34TEM4",NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA
"34TEN1",NA,NA,NA,NA,NA,NA,1,13,NA,2,NA,-11
"34TEN2",NA,NA,NA,NA,NA,NA,NA,10,NA,11,NA,1
"34TEN3",NA,NA,NA,NA,NA,NA,2,11,NA,6,NA,-5
"34TEN4",NA,NA,NA,NA,NA,NA,1,14,NA,5,NA,-9
"34TEP1",10,86,14,100,4,14,1,9,2,11,1,2
"34TEP2",NA,NA,NA,NA,NA,NA,1,11,1,13,0,2
"34TEP3",NA,NA,NA,NA,NA,NA,2,19,NA,5,NA,-14
"34TEP4",NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,0
"34TEQ1",20,129,21,146,1,17,1,23,NA,10,NA,-13
"34TEQ2",NA,NA,NA,NA,NA,NA,NA,10,NA,4,NA,-6
"34TEQ3",9,97,16,97,7,0,NA,NA,1,6,NA,NA
"34TEQ4",10,93,17,103,7,10,2,17,1,5,-1,-12
"34TER1",13,96,17,107,4,11,NA,NA,1,6,NA,NA
"34TER2",8,89,15,108,7,19,NA,15,NA,2,NA,-13
"34TER3",10,91,13,98,3,7,NA,NA,NA,2,NA,NA
"34TER4",12,89,13,95,1,6,NA,NA,NA,12,NA,NA
"34TES1",14,113,22,128,8,15,NA,1,NA,4,NA,3
"34TES2",11,97,16,112,5,15,NA,NA,NA,3,NA,NA
"34TES3",13,107,19,114,6,7,NA,4,1,2,NA,-2
"34TES4",10,92,15,102,5,10,NA,1,NA,1,NA,0
"34TET1",15,119,25,138,10,19,1,5,3,18,2,13
"34TET2",12,110,22,131,10,21,NA,1,1,10,NA,9
"34TET3",11,107,21,119,10,12,NA,1,2,7,NA,6
"34TET4",14,102,19,123,5,21,NA,8,NA,4,NA,-4
"34TFK1",21,141,24,119,3,-22,NA,1,2,7,NA,6
"34TFK3",13,108,14,111,1,3,NA,1,NA,14,NA,13
"34TFL1",20,116,16,123,-4,7,3,24,2,7,-1,-17
"34TFL2",16,109,14,101,-2,-8,NA,NA,NA,4,NA,NA
"34TFL3",21,147,30,158,9,11,3,19,1,20,-2,1
"34TFL4",14,115,14,101,0,-14,NA,3,1,16,NA,13
"34TFM1",13,108,22,129,9,21,4,13,NA,3,NA,-10
"34TFM2",NA,NA,NA,NA,NA,NA,2,18,1,1,-1,-17
"34TFM3",24,135,24,141,0,6,2,20,1,10,-1,-10
"34TFM4",23,135,26,130,3,-5,4,23,NA,10,NA,-13
"34TFN1",NA,NA,NA,NA,NA,NA,2,19,NA,NA,NA,NA
"34TFN2",NA,NA,NA,NA,NA,NA,2,18,NA,6,NA,-12
"34TFN3",19,126,24,146,5,20,4,20,NA,10,NA,-10
"34TFN4",22,137,25,143,3,6,3,23,NA,18,NA,-5
"34TFP1",NA,NA,NA,NA,NA,NA,2,14,NA,1,NA,-13
"34TFP2",NA,NA,NA,NA,NA,NA,3,18,NA,6,NA,-12
"34TFP3",14,104,14,120,0,16,NA,3,NA,4,NA,1
"34TFP4",NA,NA,NA,NA,NA,NA,1,15,NA,3,NA,-12
"34TFQ1",9,79,14,88,5,9,NA,3,NA,4,NA,1
"34TFQ2",NA,NA,NA,NA,NA,NA,2,10,1,8,-1,-2
"34TFQ3",NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,0
"34TFQ4",7,79,10,93,3,14,NA,NA,NA,1,NA,NA
"34TFR1",NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA
"34TFR2",15,75,18,92,3,17,NA,1,1,10,NA,9
"34TFR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"34TFR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
"34TFS1",13,92,21,104,8,12,3,11,2,13,-1,2
"34TFS2",10,76,11,88,1,12,NA,NA,NA,2,NA,NA
"34TFS3",NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA
"34TFS4",17,86,18,106,1,20,NA,NA,2,7,NA,NA
"34TFT1",13,94,17,107,4,13,NA,NA,NA,2,NA,NA
"34TFT2",NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,1
"34TFT3",NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
"34TFT4",NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
"34TGK1",NA,NA,NA,NA,NA,NA,NA,2,1,7,NA,5
"34TGL1",14,115,25,125,11,10,4,13,2,9,-2,-4
"34TGL2",16,117,15,95,-1,-22,NA,6,NA,4,NA,-2
"34TGM1",NA,NA,NA,NA,NA,NA,3,21,1,11,-2,-10
"34TGM2",18,121,26,135,8,14,4,20,1,6,-3,-14
"34TGN1",15,126,18,119,3,-7,3,17,1,11,-2,-6
"34TGN2",22,113,19,135,-3,22,2,20,NA,11,NA,-9
"34TGP1",13,99,18,129,5,30,NA,NA,NA,NA,NA,NA
"34TGP2",NA,NA,NA,NA,NA,NA,1,8,NA,1,NA,-7
"34TGQ2",NA,NA,NA,NA,NA,NA,1,2,NA,4,NA,2
"34TGR1",NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA
"34TGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"34TGS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"34TGS2",17,113,22,119,5,6,NA,NA,NA,7,NA,NA
"34TGT1",17,98,17,98,0,0,NA,NA,2,6,NA,NA
"34TGT2",NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA
"34UCA1",16,127,24,138,8,11,5,30,4,23,-1,-7
"34UCA2",26,136,29,149,3,13,3,12,2,24,-1,12
"34UCA3",18,136,21,135,3,-1,4,33,3,22,-1,-11
"34UCA4",22,139,29,143,7,4,1,24,4,27,3,3
"34UCB1",14,127,15,123,1,-4,3,25,1,10,-2,-15
"34UCB2",15,130,26,141,11,11,4,22,2,18,-2,-4
"34UCB3",14,130,16,127,2,-3,2,26,3,13,1,-13
"34UCB4",15,132,17,132,2,0,5,27,2,19,-3,-8
"34UCC1",14,130,19,141,5,11,3,14,1,12,-2,-2
"34UCC2",17,134,20,135,3,1,2,17,1,8,-1,-9
"34UCC3",16,135,17,131,1,-4,3,14,1,8,-2,-6
"34UCC4",16,133,18,135,2,2,2,26,2,15,0,-11
"34UCD1",16,124,20,130,4,6,4,30,1,22,-3,-8
"34UCD2",16,125,21,134,5,9,2,13,2,15,0,2
"34UCD3",15,131,22,140,7,9,2,19,1,9,-1,-10
"34UCD4",17,138,19,145,2,7,2,7,NA,17,NA,10
"34UCE1",17,130,19,129,2,-1,2,13,1,19,-1,6
"34UCE2",16,131,20,135,4,4,4,18,1,12,-3,-6
"34UCE3",15,130,20,141,5,11,3,24,2,17,-1,-7
"34UCE4",18,132,23,140,5,8,3,19,1,18,-2,-1
"34UCF1",19,128,24,131,5,3,2,19,2,28,0,9
"34UCF2",18,127,25,139,7,12,1,21,3,39,2,18
"34UCF4",22,139,22,138,0,-1,1,4,2,26,1,22
"34UCU1",14,104,20,118,6,14,NA,1,NA,15,NA,14
"34UCU2",21,138,24,129,3,-9,1,7,5,23,4,16
"34UCU3",19,124,23,122,4,-2,NA,1,3,16,NA,15
"34UCU4",17,131,20,133,3,2,1,10,2,20,1,10
"34UCV1",23,128,26,122,3,-6,1,1,5,21,4,20
"34UCV2",23,133,28,135,5,2,NA,NA,4,25,NA,NA
"34UCV3",23,108,24,123,1,15,6,20,3,17,-3,-3
"34UCV4",25,129,28,123,3,-6,NA,1,8,38,NA,37
"34UDA1",16,127,18,124,2,-3,4,18,3,22,-1,4
"34UDA2",19,120,25,131,6,11,3,31,5,34,2,3
"34UDA3",17,132,23,140,6,8,NA,4,4,16,NA,12
"34UDA4",19,127,24,128,5,1,4,10,3,20,-1,10
"34UDB1",15,128,20,134,5,6,3,19,NA,7,NA,-12
"34UDB2",15,130,20,137,5,7,5,13,2,11,-3,-2
"34UDB3",16,132,21,137,5,5,1,9,5,25,4,16
"34UDB4",16,138,22,137,6,-1,4,27,4,19,0,-8
"34UDC1",15,131,18,135,3,4,4,7,3,22,-1,15
"34UDC2",16,134,19,133,3,-1,4,21,2,16,-2,-5
"34UDC3",15,129,25,142,10,13,4,24,3,32,-1,8
"34UDC4",16,133,19,134,3,1,1,20,2,23,1,3
"34UDD1",13,124,20,137,7,13,3,17,2,3,-1,-14
"34UDD2",16,137,19,137,3,0,1,10,1,10,0,0
"34UDD3",12,118,17,130,5,12,1,7,NA,7,NA,0
"34UDD4",15,135,22,137,7,2,3,23,1,17,-2,-6
"34UDE1",16,128,22,132,6,4,2,15,2,16,0,1
"34UDE2",15,125,19,131,4,6,3,25,NA,14,NA,-11
"34UDE3",22,134,24,136,2,2,2,11,2,23,0,12
"34UDE4",18,132,21,134,3,2,2,11,2,12,0,1
"34UDF1",23,133,23,135,0,2,NA,NA,2,10,NA,NA
"34UDF2",18,131,23,138,5,7,2,5,NA,17,NA,12
"34UDF3",21,148,23,133,2,-15,NA,NA,2,24,NA,NA
"34UDF4",19,135,22,136,3,1,1,3,1,22,0,19
"34UDG4",10,103,12,108,2,5,NA,1,NA,13,NA,12
"34UDU1",24,131,24,125,0,-6,NA,NA,2,19,NA,NA
"34UDU2",13,120,18,124,5,4,1,NA,NA,12,NA,NA
"34UDU3",22,132,24,125,2,-7,1,2,5,27,4,25
"34UDU4",14,110,24,133,10,23,4,13,6,29,2,16
"34UDV1",20,109,26,132,6,23,7,27,6,26,-1,-1
"34UDV2",19,108,22,116,3,8,4,9,5,22,1,13
"34UDV3",23,126,25,121,2,-5,6,29,3,24,-3,-5
"34UDV4",23,120,23,117,0,-3,NA,1,NA,14,NA,13
"34UEA1",15,131,21,133,6,2,NA,11,2,10,NA,-1
"34UEA2",17,122,22,127,5,5,NA,8,4,19,NA,11
"34UEA3",14,136,22,141,8,5,2,6,3,22,1,16
"34UEA4",15,124,20,124,5,0,1,23,5,28,4,5
"34UEB1",17,130,20,135,3,5,NA,2,3,12,NA,10
"34UEB2",16,131,20,136,4,5,4,22,2,19,-2,-3
"34UEB3",13,140,19,146,6,6,3,17,3,15,0,-2
"34UEB4",20,143,19,136,-1,-7,1,18,3,26,2,8
"34UEC1",15,136,22,147,7,11,5,23,3,31,-2,8
"34UEC2",17,135,21,144,4,9,3,19,4,36,1,17
"34UEC3",16,126,22,140,6,14,3,18,1,13,-2,-5
"34UEC4",16,134,21,144,5,10,6,21,NA,16,NA,-5
"34UED1",15,131,20,142,5,11,3,6,NA,6,NA,0
"34UED2",16,136,22,149,6,13,1,19,3,22,2,3
"34UED3",16,141,22,146,6,5,2,17,2,25,0,8
"34UED4",13,137,18,136,5,-1,2,15,3,20,1,5
"34UEE1",22,137,25,142,3,5,4,23,1,15,-3,-8
"34UEE2",17,130,21,136,4,6,3,11,3,16,0,5
"34UEE3",17,132,25,137,8,5,4,18,2,13,-2,-5
"34UEE4",18,149,26,145,8,-4,3,6,2,19,-1,13
"34UEF1",19,131,24,141,5,10,NA,NA,NA,2,NA,NA
"34UEF2",16,128,22,137,6,9,3,13,2,10,-1,-3
"34UEF3",15,116,21,129,6,13,NA,NA,NA,5,NA,NA
"34UEF4",19,135,26,137,7,2,NA,9,2,9,NA,0
"34UEG1",19,137,25,146,6,9,NA,1,NA,14,NA,13
"34UEG2",26,146,26,159,0,13,1,6,2,20,1,14
"34UEG3",22,137,23,132,1,-5,NA,NA,NA,7,NA,NA
"34UEG4",17,128,29,146,12,18,NA,NA,3,18,NA,NA
"34UEU1",18,127,26,131,8,4,NA,2,2,9,NA,7
"34UEU2",22,127,22,135,0,8,NA,NA,2,17,NA,NA
"34UEU3",21,137,25,143,4,6,NA,16,1,17,NA,1
"34UEU4",13,115,20,124,7,9,NA,NA,1,2,NA,NA
"34UEV1",16,106,22,114,6,8,2,22,2,18,0,-4
"34UEV2",17,113,22,116,5,3,NA,NA,NA,15,NA,NA
"34UEV3",20,123,23,115,3,-8,5,22,3,22,-2,0
"34UEV4",23,133,26,128,3,-5,1,3,NA,10,NA,7
"34UFA1",17,131,24,142,7,11,2,19,2,13,0,-6
"34UFA2",21,136,23,130,2,-6,4,19,3,14,-1,-5
"34UFA3",19,151,24,154,5,3,2,24,1,10,-1,-14
"34UFA4",22,154,24,136,2,-18,4,32,6,36,2,4
"34UFB1",15,131,19,147,4,16,4,24,2,22,-2,-2
"34UFB2",14,134,24,143,10,9,3,30,4,19,1,-11
"34UFB3",20,152,22,156,2,4,4,18,5,18,1,0
"34UFB4",18,149,21,145,3,-4,3,19,3,16,0,-3
"34UFC1",14,135,21,141,7,6,3,9,3,17,0,8
"34UFC2",22,144,21,146,-1,2,4,17,NA,16,NA,-1
"34UFC3",16,136,26,152,10,16,1,3,1,21,0,18
"34UFC4",23,155,26,154,3,-1,4,30,5,22,1,-8
"34UFD1",17,139,24,146,7,7,2,20,3,19,1,-1
"34UFD2",14,132,22,142,8,10,2,12,2,17,0,5
"34UFD3",25,149,25,150,0,1,8,32,4,19,-4,-13
"34UFD4",22,145,26,154,4,9,14,53,5,25,-9,-28
"34UFE1",23,135,26,135,3,0,4,21,4,24,0,3
"34UFE2",21,148,26,152,5,4,5,32,7,32,2,0
"34UFE3",21,139,28,153,7,14,5,27,4,20,-1,-7
"34UFE4",18,134,25,149,7,15,7,16,1,12,-6,-4
"34UFF1",14,139,18,128,4,-11,NA,NA,NA,9,NA,NA
"34UFF2",19,135,25,138,6,3,4,21,3,19,-1,-2
"34UFF3",15,129,27,144,12,15,1,1,3,26,2,25
"34UFF4",23,142,24,145,1,3,3,10,3,23,0,13
"34UFG1",16,128,24,137,8,9,NA,NA,1,12,NA,NA
"34UFG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
"34UFG3",11,113,16,116,5,3,NA,NA,NA,10,NA,NA
"34UFG4",14,106,19,116,5,10,NA,NA,NA,8,NA,NA
"34UFU1",12,122,22,126,10,4,3,26,1,14,-2,-12
"34UFU2",15,124,20,133,5,9,3,26,NA,6,NA,-20
"34UFU4",16,116,23,124,7,8,3,21,5,23,2,2
"34UFV1",22,126,21,114,-1,-12,5,28,5,18,0,-10
"34UFV2",19,102,20,111,1,9,3,30,9,33,6,3
"34UGU2",20,109,22,109,2,0,3,21,3,19,0,-2
"34VCL3",28,113,28,124,0,11,3,18,5,33,2,15
"34VCM3",29,121,33,135,4,14,4,19,5,29,1,10
"34VCM4",32,121,36,136,4,15,5,25,5,35,0,10
"34VCQ3",NA,NA,NA,NA,NA,NA,3,14,5,21,2,7
"34VCR3",26,99,25,96,-1,-3,2,5,6,17,4,12
"34VCR4",NA,NA,NA,NA,NA,NA,4,8,6,22,2,14
"34VDH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
