"","Class","Order","Family","Species","Habitats_IUCN"
"89","Aves","Charadriiformes","Haematopodidae","Haematopus ostralegus","Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Estuaries [Suitable]"
"90","Aves","Charadriiformes","Laridae","Chlidonias hybrida","Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"91","Aves","Charadriiformes","Laridae","Chlidonias leucopterus","Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]"
"92","Aves","Charadriiformes","Laridae","Chlidonias niger","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]"
"93","Aves","Charadriiformes","Laridae","Gelochelidon nilotica","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]"
"94","Aves","Charadriiformes","Laridae","Hydrocoloeus minutus","Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Marginal]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]"
"95","Aves","Charadriiformes","Laridae","Hydroprogne caspia","Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Neritic - Pelagic [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Estuaries [Suitable]"
"96","Aves","Charadriiformes","Laridae","Larus argentatus","Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Marginal]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Marginal]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]"
"97","Aves","Charadriiformes","Laridae","Larus audouinii","Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Pelagic [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Tidepools [Suitable]"
"98","Aves","Charadriiformes","Laridae","Larus canus","Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Neritic - Pelagic [Marginal]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Grassland - Temperate [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]"
"99","Aves","Charadriiformes","Laridae","Larus fuscus","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Pelagic [Suitable]; Grassland - Temperate [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]"
"100","Aves","Charadriiformes","Laridae","Larus genei","Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Grassland - Temperate [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]"
"101","Aves","Charadriiformes","Laridae","Larus marinus","Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]"
"102","Aves","Charadriiformes","Laridae","Larus melanocephalus","Grassland - Temperate [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]"
"103","Aves","Charadriiformes","Laridae","Larus michahellis","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Neritic - Estuaries [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Aquaculture Ponds [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]"
"104","Aves","Charadriiformes","Laridae","Larus ridibundus","Marine Intertidal - Tidepools [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]"
"105","Aves","Charadriiformes","Laridae","Rissa tridactyla","Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Rocky Shoreline [Marginal]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Marginal]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Intertidal - Tidepools [Marginal]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]"
"106","Aves","Charadriiformes","Laridae","Sterna dougallii","Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Marginal]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]"
"107","Aves","Charadriiformes","Laridae","Sterna hirundo","Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Pelagic [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]"
