cell50x50,occ_ebba1,SR_ebba1,occ_ebba2,SR_ebba2,deltaSR_birds,occ_m_b2000,SR_m_b2000,occ_m_a2015,SR_m_a2015,deltaSR_mammals,delta_occ_m,deltaT,ccv,log_ccv
34UEV4,167,167,154,154,-13,4,10,17,4,6,13,1.08608512317433,14.6120518660726,2.38999910732474
34UFA1,160,160,166,166,6,31,15,61,21,-6,30,1.05656877892916,64.0533002279493,3.90074687974956
34UFA2,168,168,152,152,-16,44,17,59,23,-6,15,1.08911029712574,41.7782277547537,3.42364555715606
34UFA3,181,181,177,177,-4,85,11,22,26,-15,-63,1.02068649199566,64.5092663381289,3.76069439032329
34UFA4,187,187,159,159,-28,165,42,877,36,6,712,1.09183884455153,46.9477116850569,3.66094429318632
34UFB1,158,158,166,166,8,2046,24,77,28,-4,-1969,0.998328759120061,87.6372696725423,4.17708913970135
34UFB2,160,160,167,167,7,142,23,82,33,-10,-60,1.02645947716453,64.4599271102126,3.91694909124827
34UFB3,183,183,177,177,-6,77,23,163,22,1,86,1.01590652293987,121.714086300027,4.50738838212854
34UFB4,179,179,166,166,-13,1471,19,65,22,-3,-1406,1.00714554721953,95.8601055542721,4.10029835124751
34UFC1,161,161,161,161,0,55,20,57,12,8,2,1.00703393798514,124.246577720292,4.5823013090082
34UFC2,178,178,166,166,-12,77,16,41,21,-5,-36,0.985706022050646,143.248264167331,4.73061716557643
34UFC3,163,163,177,177,14,4,22,75,4,18,71,1.0068075444217,97.775595520256,4.23759437141145
34UFC4,189,189,179,179,-10,89,27,317,34,-7,228,1.01446972110055,178.732596056887,4.73455094482683
34UFD1,168,168,170,170,2,5599,22,103,22,0,-5496,0.983419278233322,110.059466772052,4.35852425949152
34UFD2,157,157,163,163,6,28,19,91,14,5,63,0.983002117352608,82.866123217424,4.21549205763449
34UFD3,185,185,175,175,-10,1007,23,549,40,-17,-458,1.03223739564419,96.5168813154449,4.35140705044826
34UFD4,177,177,180,180,3,72888,30,1429,67,-37,-71459,0.988138603804699,64.8373710125443,4.02800481997698
34UFE1,169,169,162,162,-7,1287,28,99,25,3,-1188,1.0220937204361,102.668946234028,4.29788679095488
34UFE2,181,181,179,179,-2,12612,39,1041,37,2,-11571,1.02079956467087,84.0045146953314,4.1447228766609
34UFE3,172,172,180,180,8,6985,24,57,32,-8,-6928,1.0258132684677,112.391190898753,4.41615488609625
34UFE4,163,163,173,173,10,3450,13,34,23,-10,-3416,1.04109849592652,76.048639516914,4.03620689335453
34UFF1,164,164,148,148,-16,NA,9,25,NA,NA,NA,0.979810770007147,98.8289022326531,4.39541390409692
34UFF2,166,166,164,164,-2,937,22,58,25,-3,-879,1.00245461841621,43.8120237148426,3.58443007939876
34UFF3,155,155,171,171,16,7,29,209,2,27,202,0.985893579850714,95.3536472239391,4.24219491685177
34UFF4,176,176,170,170,-6,176,26,120,13,13,-56,1.0153545358563,89.6423104074133,4.18464652525073
34UFG1,155,155,161,161,6,NA,13,34,NA,NA,NA,0.937448186067799,84.4071283799899,4.20063957929415
34UFG2,NA,NA,NA,NA,NA,NA,14,76,NA,NA,NA,0.947017778599928,58.4617905602616,3.79378782154833
34UFG3,135,135,133,133,-2,NA,10,15,NA,NA,NA,0.935864012665544,62.3965318742681,4.01744041404857
34UFG4,131,131,136,136,5,NA,8,29,NA,NA,NA,0.947916646437212,69.8534346748879,4.12725381781432
34UFU1,145,145,146,146,1,110,15,28,29,-14,-82,1.20618099929219,42.3040657669645,2.73151773631528
34UFU2,146,146,153,153,7,117,6,7,29,-23,-110,1.25280131862662,122.997620656397,4.64855124767154
34UFU4,139,139,147,147,8,45,28,70,24,4,25,1.25338690773735,20.1778373244283,2.55383485366482
34UFV1,158,158,136,136,-22,327,23,226,33,-10,-101,1.11018654357555,22.7418236427029,2.79569072791808
34UFV2,131,131,132,132,1,138,42,356,33,9,218,1.1447068730066,11.2256274142521,2.13355499458098
34UGU2,135,135,130,130,-5,128,22,158,24,-2,30,1.25557359472498,9.87990415388016,1.98268096775229
34VCL3,151,151,155,155,4,103,38,2856,21,17,2753,1.01137150989638,69.6424994011518,3.98667094220145
34VCM3,160,160,170,170,10,111,34,1577,23,11,1466,0.975666677951813,117.553442068069,4.48649374225563
34VCM4,163,163,175,175,12,379,40,5947,30,10,5568,0.999296084198935,75.8183362184818,4.09733066635034
34VCQ3,NA,NA,NA,NA,NA,76,26,400,17,9,324,0.991387650370598,17.6950454220639,2.68806192083862
34VCR3,134,134,123,123,-11,7,23,3178,7,16,3171,0.976878281653397,33.1760196781685,3.24151900827203
34VCR4,NA,NA,NA,NA,NA,47,28,918,12,16,871,0.96459177100224,25.1301758373898,2.88962881695693
34VDH3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
34VDH4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA
34VDR1,160,160,164,164,4,53,37,2017,16,21,1964,0.994386573159505,21.2057600136392,2.90168192230613
34VDR2,152,152,150,150,-2,15,26,674,10,16,659,1.00040886335284,13.6166091949206,2.54893561117328
34VDR3,166,166,173,173,7,956,37,7098,21,16,6142,1.02193627000493,31.7442300756405,3.41610802564356
34VEH1,163,163,177,177,14,NA,7,8,NA,NA,NA,0.924540298085817,69.1449037482941,3.91413191594896
34VEH2,177,177,172,172,-5,3,17,80,3,14,77,0.940143354477421,58.2818944355895,3.77381994875478
34VEH3,155,155,159,159,4,NA,1,1,NA,NA,NA,0.923978009313907,61.5284435175422,3.91297193233446
34VEH4,167,167,146,146,-21,4,10,19,1,9,15,0.928719522894883,96.014908984833,4.07329959375408
34VEJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935289120187565,54.335238097626,3.87754272383519
34VEJ2,147,147,170,170,23,NA,4,5,NA,NA,NA,0.944708072356064,66.4206575651667,3.99216716248606
34VEJ3,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,0.933322177213781,66.4153769707979,3.80142008969525
34VEJ4,151,151,159,159,8,NA,3,4,NA,NA,NA,0.923177074503016,76.6212402745945,4.03955809860439
34VEK4,132,132,159,159,27,190,18,122,22,-4,-68,0.96016415682706,53.1160053312924,3.92919609587395
34VEM3,176,176,177,177,1,153,35,3866,17,18,3713,1.06622862693591,55.5526710055041,3.77763800344949
34VEN1,172,172,181,181,9,624,31,2516,25,6,1892,1.03977503513266,96.820733696017,4.26562540588559
34VEN2,171,171,185,185,14,63,28,1257,9,19,1194,1.06530840022891,78.1049151844652,4.0652251824705
34VEN3,164,164,181,181,17,273,24,982,21,3,709,1.02835182797524,90.7066850960246,4.18325040380825
34VEN4,166,166,180,180,14,530,36,4710,23,13,4180,1.04591083329571,59.7455249075544,3.90360174555719
34VEP1,188,188,197,197,9,65,21,296,13,8,231,1.05170806742603,63.9481094302444,3.96369818109778
34VEP2,187,187,196,196,9,214,28,1248,22,6,1034,1.05947243738517,67.1017332991852,3.82347780541427
34VEP3,147,147,169,169,22,118,22,234,10,12,116,1.07018679791483,66.1216352728398,3.89466074034783
34VEP4,163,163,178,178,15,301,26,399,27,-1,98,1.04746901693423,59.2972010294177,3.92924567311898
34VEQ1,183,183,188,188,5,69,22,1728,11,11,1659,1.07911184377838,87.3098534356781,4.26303456649207
34VEQ2,179,179,193,193,14,53,27,543,14,13,490,1.06143264582592,51.201661146263604,3.82838966545883
34VEQ3,150,150,167,167,17,796,21,855,22,-1,59,1.12132975738496,73.1988585857524,4.14359975819931
34VEQ4,145,145,167,167,22,56,21,344,11,10,288,1.0849420904653,70.1496109782636,3.97775412453637
34VER2,164,164,184,184,20,66,25,1271,13,12,1205,1.08205534430111,120.676504434544,4.52510372996259
34VER3,167,167,188,188,21,44,13,222,6,7,178,1.10525267935814,54.1590094991125,3.76692848286616
34VER4,160,160,191,191,31,44,22,231,11,11,187,1.1129707073068,72.0751848173028,4.00794274218553
34VFH1,141,141,157,157,16,NA,2,3,NA,NA,NA,0.937327211353636,61.0335624875227,3.89757695381988
34VFH2,150,150,144,144,-6,NA,13,34,NA,NA,NA,0.936216437986112,78.3601598362282,4.22307856396992
34VFH3,152,152,156,156,4,NA,1,1,NA,NA,NA,0.937662547361766,62.251528558841,4.04206630318587
34VFH4,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,0.932210498041921,100.904968024306,4.47776423274301
34VFJ1,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,0.947099666969449,105.399232080816,4.38829161292827
34VFJ2,171,171,177,177,6,NA,6,7,NA,NA,NA,0.94233108211208,67.8616982440624,4.01731421747342
34VFJ4,171,171,168,168,-3,NA,5,5,NA,NA,NA,0.941558920103928,119.672660860263,4.50311248418974
34VFK1,169,169,161,161,-8,345,28,2363,30,-2,2018,0.974013140327052,79.4164760030587,4.19788934427105
34VFK3,183,183,191,191,8,428,37,3809,31,6,3381,0.947231535943563,103.671630851634,4.3609863922566
34VFK4,148,148,161,161,13,24,21,90,9,12,66,0.954000034332275,28.2495959121275,3.26959752951334
34VFL1,135,135,135,135,0,59,22,200,26,-4,141,0.997549000908347,73.6900169527175,4.26575657701536
34VFL2,179,179,179,179,0,575,35,2016,30,5,1441,0.970471752576592,72.7864274549098,4.13659837393354
34VFL3,162,162,177,177,15,695,36,1350,32,4,655,0.979985121318272,56.7938485921548,3.85099440216291
34VFL4,177,177,179,179,2,1044,41,3898,35,6,2854,0.953565278004125,146.664375304954,4.434557584409
34VFM1,176,176,180,180,4,1720,37,2052,34,3,332,0.994413762438561,41.4867650650274,3.61591778352356
34VFM2,171,171,173,173,2,2052,21,954,32,-11,-1098,0.99377365545793,52.0812426963794,3.70834910500675
34VFN1,162,162,168,168,6,473,37,1561,32,5,1088,1.04790949245979,91.5426862710934,4.30555742521263
34VFN2,157,157,165,165,8,868,33,2015,30,3,1147,1.00741804154193,92.4853973209279,4.24180900266832
34VFP1,151,151,168,168,17,415,29,699,20,9,284,1.06424215363293,49.5992557339599,3.70291468016773
34VFP2,161,161,184,184,23,756,30,4991,28,2,4235,1.05254385513172,47.6691297868892,3.56994867134363
34VFQ1,156,156,169,169,13,94,20,509,16,4,415,1.12533804965469,81.4118708748758,4.14233303123817
34VFQ2,150,150,169,169,19,286,23,484,23,0,198,1.11275296296392,113.296886066864,4.34016244665297
34VFR1,168,168,184,184,16,95,23,457,22,1,362,1.13062414809019,115.437941000096,4.36108042528103
34VFR2,157,157,171,171,14,291,15,154,20,-5,-137,1.12007802511116,96.1470298306937,4.31789666724454
34VXH2,NA,NA,NA,NA,NA,14,23,319,10,13,305,0.961805566151937,49.5272646691048,3.73265914494793
34WCS3,134,134,134,134,0,14,23,237,5,18,223,0.983854161480726,52.4070006081268,3.73833668066264
34WCS4,132,132,114,114,-18,4,14,225,2,12,221,0.980519150533984,38.7087316129698,3.34569906560354
34WCT3,127,127,115,115,-12,6,14,483,3,11,477,0.967795138955504,37.1730596949374,3.36617291208272
34WCT4,NA,NA,NA,NA,NA,2,11,92,2,9,90,0.975183254107833,50.2227835250161,3.48027845873263
34WCU3,NA,NA,NA,NA,NA,34,8,23,7,1,-11,0.948701843748047,22.6276679137169,2.75490537832513
34WCU4,NA,NA,NA,NA,NA,13,8,42,2,6,29,0.96602182314576,33.2950830932816,3.13082647992882
34WCV4,NA,NA,NA,NA,NA,100,12,38,6,6,-62,0.93964185478464,11.4088230953421,2.23882876026379
34WDA1,NA,NA,NA,NA,NA,1344,20,423,20,0,-921,0.997027527555429,9.53037542238668,1.8365950450054
34WDA2,NA,NA,NA,NA,NA,52,15,122,11,4,70,0.990137493369555,16.3615541632791,2.44329950586353
34WDA3,122,122,77,77,-45,67,12,32,8,4,-35,0.998240296581224,23.05343833575,2.85679880946587
34WDA4,NA,NA,NA,NA,NA,318,20,2227,23,-3,1909,1.012055084073,36.942595014823,3.28544467488618
34WDB1,125,125,123,123,-2,332,26,1168,23,3,836,1.00101095303796,7.11239381558483,1.67824208130867
34WDB2,101,101,90,90,-11,204,23,277,19,4,73,0.991091519988433,7.51171595503678,1.62086811334443
34WDB3,112,112,122,122,10,430,20,484,20,0,54,0.995348695486227,7.78604089846897,1.64515687450391
34WDB4,89,89,88,88,-1,39,7,19,9,-2,-20,1.00305172899846,18.2071210230889,2.56752971615313
34WDC2,113,113,131,131,18,688,25,3079,20,5,2391,1.0319427106285,6.72005651466052,1.60565106329315
34WDC3,79,79,70,70,-9,81,10,124,12,-2,43,1.05496357373201,5.84742348237488,1.48284721951808
34WDC4,95,95,82,82,-13,117,20,488,11,9,371,1.00013889128032,3.92158868758158,1.0905988092315
34WDS1,137,137,126,126,-11,27,21,274,5,16,247,0.981617205005756,69.0685486117222,3.96704071129351
34WDS2,133,133,124,124,-9,17,23,446,10,13,429,0.986395208673044,45.727073512274,3.54586971489802
34WDS3,142,142,148,148,6,29,27,578,15,12,549,0.988371207497337,73.5062411183583,3.78593650653052
34WDS4,149,149,154,154,5,11,27,3390,5,22,3379,1.00516231088753,39.8064072559891,3.41131513734988
34WDT1,129,129,126,126,-3,51,16,215,15,1,164,0.96316113281648,29.8974261308036,3.21083407697331
34WDT2,134,134,144,144,10,34,18,2508,13,5,2474,0.975074403307268,40.0756859313709,3.44408722249591
34WDT3,NA,NA,NA,NA,NA,55,17,1285,12,5,1230,0.962827800506062,33.5359408158308,3.1654745796171
34WDT4,134,134,113,113,-21,9,18,280,5,13,271,0.973277378208646,48.0438546149257,3.50477919244048
34WDU1,NA,NA,NA,NA,NA,45,19,256,18,1,211,0.957235359637117,45.1412683787439,3.46296507395721
34WDU2,124,124,87,87,-37,10,12,64,3,9,54,0.965781247831183,24.5426471638366,3.0060203374404
34WDU3,NA,NA,NA,NA,NA,31,19,750,9,10,719,0.968518520988405,23.176460192596,2.94660628355971
34WDU4,127,127,125,125,-2,43,18,248,12,6,205,0.960809746209778,21.6056615191675,2.95558889746113
34WDV1,NA,NA,NA,NA,NA,158,12,54,15,-3,-104,0.96387006048492,18.3762437859705,2.62168217267929
34WDV2,122,122,111,111,-11,42,16,104,10,6,62,0.945805830573632,18.7860589556135,2.78900150549779
34WDV3,127,127,115,115,-12,206,19,406,19,0,200,0.982190205626395,45.2662148725391,3.39156767939502
34WDV4,NA,NA,NA,NA,NA,226,16,561,18,-2,335,0.979900333118405,26.8134097511584,3.13437665602797
34WEA1,125,125,87,87,-38,109,11,50,11,0,-59,1.02683387045721,47.7054066328337,3.58879397518887
34WEA2,114,114,109,109,-5,568,11,231,21,-10,-337,1.02087570787486,33.7343163506318,3.33060013477852
34WEA3,NA,NA,NA,NA,NA,130,9,33,14,-5,-97,1.04602154685515,47.5288649905019,3.59586052526362
34WEA4,117,117,87,87,-30,27,8,23,5,3,-4,1.02219416039779,36.6868553057268,3.41617324633101
34WEB1,NA,NA,NA,NA,NA,21,8,45,5,3,24,1.0147841349188,20.3217731107573,2.58524325697309
34WEB2,112,112,113,113,1,28,8,17,3,5,-11,1.01751401336915,24.1649780238622,2.91487463472261
34WEB3,94,94,77,77,-17,130,9,75,13,-4,-55,1.04016307980766,29.6850067146814,3.0977877635132
34WEB4,100,100,96,96,-4,15607,9,81,19,-10,-15526,1.04261248023963,40.3460779364121,3.38137198899234
34WEC1,NA,NA,NA,NA,NA,93,19,211,9,10,118,1.06764937073853,4.5601042449828,1.1402678535555
34WEC2,NA,NA,NA,NA,NA,75,17,323,13,4,248,1.0167605088235,5.89027206752962,1.4010820733094
34WEC3,NA,NA,NA,NA,NA,409,21,1623,19,2,1214,1.07103384292997,9.47064916915211,1.81150031313863
34WEC4,69,69,81,81,12,170,15,67,17,-2,-103,1.04929108916096,16.0220794728899,2.47589239115602
34WED2,NA,NA,NA,NA,NA,34,4,15,6,-2,-19,1.12302259469436,5.86528639135494,1.64537945804604
34WED4,NA,NA,NA,NA,NA,121,9,73,11,-2,-48,1.15489205633599,6.50946725728316,1.62397902819692
34WES1,142,142,148,148,6,9,18,507,6,12,498,1.01159722275204,51.3789523239511,3.69548157011619
34WES2,145,145,154,154,9,422,25,502,9,16,80,1.02202382163396,38.8977530439293,3.58938463744415
34WET1,NA,NA,NA,NA,NA,61,25,3738,15,10,3677,1.00407738132136,34.1070657501089,3.34087449717569
34WET2,NA,NA,NA,NA,NA,11,16,783,6,10,772,0.996657252311707,29.219671285019,3.10955802550985
34WET3,150,150,159,159,9,22,29,2971,13,16,2949,1.04330247996927,27.1131405579619,3.12480390391892
34WEU1,NA,NA,NA,NA,NA,180,16,252,3,13,72,1.01461840674018,28.5753476958108,3.19937292609133
34WEU2,NA,NA,NA,NA,NA,54,27,2322,6,21,2268,1.00838050291223,39.0771207712681,3.29509113079109
34WEU3,NA,NA,NA,NA,NA,24,16,1554,5,11,1530,1.05710162964926,51.7149748089157,3.56333547966471
34WEU4,147,147,141,141,-6,108,23,1310,10,13,1202,1.05441873597505,45.1096347459583,3.57510657923358
34WEV1,117,117,94,94,-23,93,14,246,2,12,153,1.01011904450768,31.0192370308065,3.24712301382531
34WEV2,NA,NA,NA,NA,NA,22,15,264,4,11,242,1.01194122462882,32.2504919631804,3.27051661523359
34WEV3,119,119,109,109,-10,10,14,92,2,12,82,1.01543785377516,34.7278528325336,3.46276103216424
34WEV4,NA,NA,NA,NA,NA,10,10,63,4,6,53,1.03798289333674,36.1796364523263,3.28020608528095
34WFA1,129,129,151,151,22,198,11,84,15,-4,-114,1.07086760648771,32.8287418396968,3.26625584047417
34WFA2,126,126,149,149,23,257,13,187,20,-7,-70,1.03703564146031,40.4540058208871,3.43329914413356
34WFB2,100,100,97,97,-3,10,4,11,3,1,1,1.07178239734085,43.1630476854238,3.45111847045913
34WFS2,166,166,183,183,17,25,16,243,11,5,218,1.14975963494717,197.919128937037,5.00529087853497
34WFU1,144,144,150,150,6,329,18,801,14,4,472,1.09234715510515,33.9491088012538,3.35154829991209
34WFU2,NA,NA,NA,NA,NA,29,23,748,6,17,719,1.07846653554589,47.0950386726165,3.73972644463762
34WFV1,134,134,147,147,13,531,15,120,15,0,-411,1.05822977554924,52.4494410091696,3.81382073040374
34WFV2,141,141,150,150,9,133,14,233,6,8,100,1.06658473927423,47.1703421412834,3.67735604313475
35SKB3,NA,NA,NA,NA,NA,1,4,5,1,3,4,0.902184881815096,7.74719319809132,2.04091248760905
35SKC4,NA,NA,NA,NA,NA,1,8,17,1,7,16,0.9153883673928,8.65166485077724,1.78682741139761
35SKE4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0.94583306993757,NA,NA
35TKE3,NA,NA,NA,NA,NA,2,2,2,1,1,0,0.958017667134603,8.97309712552434,2.08167024135382
35TKF3,151,151,145,145,-6,NA,16,44,NA,NA,NA,1.05888088238545,6.05268957997427,1.46140523333891
35TKF4,174,174,141,141,-33,NA,7,15,NA,NA,NA,1.03682481801068,11.5502528456871,1.71669270298413
35TKG3,NA,NA,NA,NA,NA,93,8,23,26,-18,-70,1.18566021052274,20.386549139876,2.32354394081134
35TKG4,128,128,138,138,10,109,14,29,24,-10,-80,1.10403998155852,7.13091786363409,1.7361740480579
35TKH3,112,112,135,135,23,49,7,10,22,-15,-39,1.2679632627047,19.3444043807946,2.67891648659459
35TKH4,141,141,145,145,4,71,7,8,19,-12,-63,1.24267292671463,7.5004535263616,1.72340187136082
35TKJ3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1.30444552203802,63.6677950043453,4.04633266354664
35TKJ4,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,1.28749999855504,56.1423594644597,3.68143148110671
35TKK3,NA,NA,NA,NA,NA,1,3,3,1,2,2,1.31000339886374,22.756932118709,2.95991780667345
35TKK4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1.30825385610566,54.1858674185213,3.7829756498262
35TKL3,121,121,136,136,15,NA,7,13,NA,NA,NA,1.27783173727758,30.4455722945506,2.7709894691878
35TKL4,NA,NA,NA,NA,NA,NA,4,17,NA,NA,NA,1.29121530652046,4.74303822068978,1.3873174321238
35TLF1,146,146,136,136,-10,16,9,20,11,-2,4,1.09122312299667,9.25011797288655,1.87530261273595
35TLF2,191,191,142,142,-49,3,10,37,2,8,34,1.05091461321203,41.2352069595153,3.09350826333722
35TLF3,146,146,143,143,-3,28,5,12,15,-10,-16,1.09862011748475,10.9952612160795,2.17883845072544
35TLF4,158,158,130,130,-28,2,13,32,2,11,30,1.06986106872559,26.3098513013628,2.92991235676078
35TLG1,NA,NA,NA,NA,NA,187,13,31,24,-11,-156,1.19471932782067,45.1390790298663,3.35971494826965
35TLG2,157,157,150,150,-7,153,8,27,25,-17,-126,1.14630916677875,7.95067987769115,1.86631146942885
35TLG3,NA,NA,NA,NA,NA,22,21,132,16,5,110,1.19811991947453,54.9353310825129,3.48938480022737
35TLG4,161,161,158,158,-3,29,16,91,12,4,62,1.14845776248288,28.3788905711206,2.97789383091032
35TLH1,NA,NA,NA,NA,NA,33,17,107,14,3,74,1.25655304879853,21.799859042574,2.70405067743001
35TLH2,171,171,172,172,1,138,21,138,23,-2,0,1.24778722532047,6.95868251023556,1.60429916558821
35TLH3,NA,NA,NA,NA,NA,25,11,23,15,-4,-2,1.26137319600807,38.2237381868163,3.21614131024845
35TLH4,156,156,153,153,-3,94,20,88,22,-2,-6,1.24195635081916,9.55620569298406,1.96103820964318
35TLJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31252580251753,50.9255401767975,3.82715798841825
35TLJ2,NA,NA,NA,NA,NA,5,7,21,3,4,16,1.27958075600381,37.5919281031977,3.29431003509919
35TLJ3,NA,NA,NA,NA,NA,1,1,1,1,0,0,1.28089644692161,52.7336166089305,3.89974464403047
35TLJ4,NA,NA,NA,NA,NA,7,8,13,6,2,6,1.27309667916945,76.2177075424205,3.88629746230181
35TLK1,NA,NA,NA,NA,NA,NA,10,27,NA,NA,NA,1.3025200038613,28.8587634263403,3.15223446547847
35TLK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30738515120286,73.0088352436608,4.23119183087967
35TLK3,NA,NA,NA,NA,NA,4,2,2,3,-1,-2,1.27401110190379,26.8137615479899,3.12185521936709
35TLK4,NA,NA,NA,NA,NA,1,3,5,1,2,4,1.27941922274503,67.9445947584759,4.18481822911452
35TLL1,NA,NA,NA,NA,NA,1,15,95,1,14,94,1.25688098226275,23.9640708601422,2.58119886729726
35TLL2,NA,NA,NA,NA,NA,NA,13,199,NA,NA,NA,1.27183738658317,7.10620636508584,1.72936944496122
35TLL3,NA,NA,NA,NA,NA,1,14,188,1,13,187,1.26765814459468,21.1545485367583,2.59833861549059
35TLL4,110,110,127,127,17,2,24,244,2,22,242,1.27254829119618,5.90636384609175,1.60384380227015
35TLM1,151,151,146,146,-5,1,8,55,1,7,54,1.23728796964634,24.5239115138425,2.9208082822983
35TLM2,NA,NA,NA,NA,NA,NA,8,37,NA,NA,NA,1.24120809447091,31.1646166623428,3.21095125520374
35TLM3,142,142,133,133,-9,7,17,40,3,14,33,1.23181598792875,9.68297240156157,1.99279588477113
35TLM4,144,144,151,151,7,NA,33,114,NA,NA,NA,1.25675897232511,14.7581811135663,2.44068593431779
35TLN1,102,102,104,104,2,NA,36,625,NA,NA,NA,1.24464959075505,7.41072150746985,1.80917726648104
35TLN2,NA,NA,NA,NA,NA,92,2,2,15,-13,-90,1.24371387365926,13.0717878495187,2.2713925528899
35TLN3,84,84,100,100,16,4,19,331,3,16,327,1.23555870083245,12.8259384659922,2.38224307989649
35TLN4,97,97,103,103,6,2,11,37,2,9,35,1.2187766960034,11.3627320975331,2.15429117363476
35TMF1,144,144,143,143,-1,38,10,36,15,-5,-2,1.0930176301436,18.3532610281053,2.55114790486171
35TMF2,197,197,174,174,-23,NA,12,60,NA,NA,NA,1.07412106543779,45.329395507942,3.10439603859272
35TMF3,90,90,100,100,10,NA,1,1,NA,NA,NA,1.08671532048808,53.3795479125512,3.73371036548731
35TMG1,NA,NA,NA,NA,NA,10,11,156,7,4,146,1.17514785028273,41.9955138807935,3.42766400466246
35TMG2,156,156,158,158,2,51,21,74,16,5,23,1.14203284870494,26.3614727223097,2.83802907317288
35TMG3,132,132,141,141,9,62,11,42,29,-18,-20,1.18029729331412,49.5279556107757,3.51418953859214
35TMG4,111,111,132,132,21,2,4,9,2,2,7,1.13342802245896,37.5542733387194,3.3088964436155
35TMH1,116,116,131,131,15,48,5,5,21,-16,-43,1.24761497234476,29.3887100643617,3.04244132466729
35TMH2,160,160,158,158,-2,45,11,110,16,-5,65,1.20883388333506,18.598873109901,2.30862851652072
35TMH3,150,150,140,140,-10,50,5,9,18,-13,-41,1.21945834477743,21.936093177602,2.73562679493208
35TMH4,152,152,163,163,11,79,6,49,25,-19,-30,1.1921212051854,25.5139601733563,2.87718546824746
35TMJ1,136,136,148,148,12,12,11,16,9,2,4,1.26513890931101,48.6330507989234,3.75599246808313
35TMJ2,183,183,151,151,-32,58,9,30,18,-9,-28,1.25959595766934,45.1375783498488,3.64324932965719
35TMJ3,151,151,165,165,14,2,5,14,2,3,12,1.24565657991352,67.2568176730506,3.99124184534265
35TMJ4,130,130,122,122,-8,53,3,16,21,-18,-37,1.23356060837254,37.6401891487197,3.49793312665176
35TMK1,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,1.28183632981991,44.0815882059605,3.46170257680261
35TMK2,111,111,128,128,17,11,11,83,5,6,72,1.28041664470326,85.4146686327059,4.15386373070675
35TMK3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,1.28474751096783,220.079069207149,4.66086597688831
35TMK4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1.26810607332172,82.7726731195794,4.32569428427222
35TML1,128,128,128,128,0,1,15,154,1,14,153,1.25664064965465,15.684482592545,2.30120915017431
35TML2,87,87,105,105,18,NA,12,85,NA,NA,NA,1.27319009900093,8.19510338302145,1.94504445106216
35TML3,126,126,107,107,-19,NA,16,97,NA,NA,NA,1.26130048722932,11.9858630479621,2.15306205455634
35TML4,NA,NA,NA,NA,NA,1,7,22,1,6,21,1.27443046887716,17.8162293785734,2.54528757022687
35TMM1,98,98,108,108,10,NA,4,15,NA,NA,NA,1.25210823698672,10.7150768102425,2.12451405563725
35TMM2,NA,NA,NA,NA,NA,NA,12,71,NA,NA,NA,1.25612373352051,11.5258818663268,2.18209293407691
35TMM3,NA,NA,NA,NA,NA,NA,8,19,NA,NA,NA,1.25314868309281,30.485421049845,2.93427457445668
35TMM4,NA,NA,NA,NA,NA,NA,4,7,NA,NA,NA,1.25685367800973,13.8521925716377,2.31818317591047
35TMN1,NA,NA,NA,NA,NA,NA,5,9,NA,NA,NA,1.2505598962307,24.6363407420281,2.86867777496155
35TMN2,116,116,114,114,-2,NA,7,14,NA,NA,NA,1.24064867875793,9.4513663761984,2.09598005158376
35TMN3,102,102,124,124,22,NA,9,30,NA,NA,NA,1.26574221849442,70.382541176608,3.58404875579751
35TMN4,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,1.25839248299599,43.1609245929396,3.33577448837238
35TNG1,184,184,171,171,-13,56,15,40,20,-5,-16,1.17068090671446,31.1940309152447,3.15272850515059
35TNG2,NA,NA,NA,NA,NA,8,13,125,8,5,117,1.13640416132939,23.3651165797192,2.82790775749568
35TNG3,165,165,168,168,3,103,31,107,28,3,4,1.16980876297247,22.4994794506208,2.99752743034884
35TNG4,NA,NA,NA,NA,NA,16,4,5,15,-11,-11,1.15380632787719,13.8351583460752,2.45966973289162
35TNH1,159,159,144,144,-15,93,12,15,20,-8,-78,1.22580554326375,23.730682473417,2.9745081682703
35TNH2,203,203,189,189,-14,38,14,89,22,-8,51,1.19483749221706,25.6632381330788,2.87979563453461
35TNH3,185,185,167,167,-18,56,9,33,17,-8,-23,1.2424107392629,22.3352044919164,2.90324240916301
