Forest,Agriculture,Other,Area_Total,forest_sp,agriculture_sp,generalist_sp,Sp_Total
108460000,282770000,1991250000,2382480000,39,33,85,157
33000000,130950000,2264000000,2427950000,33,34,89,156
0,15670000,1463900000,1479570000,9,29,61,99
765180000,261830000,1472990000,2500000000,37,29,86,152
349260000,597940000,1552800000,2500000000,38,38,98,174
661800000,139270000,1698930000,2500000000,37,30,71,138
518910000,214960000,1766130000,2500000000,35,29,83,147
609790000,86350000,1803860000,2500000000,34,28,73,135
1154460000,431960000,913580000,2500000000,44,22,80,146
698210000,270610000,1531180000,2500000000,35,27,72,134
193330000,88850000,2217820000,2500000000,38,31,87,156
554400000,127030000,1818570000,2500000000,36,28,78,142
640000,19720000,1742450000,1762810000,37,33,87,157
428420000,252430000,1819150000,2500000000,27,20,78,125
985620000,500350000,1014030000,2500000000,44,32,85,161
1297450000,574060000,628490000,2500000000,36,29,79,144
403780000,91210000,2005010000,2500000000,42,22,73,137
885740000,441360000,1172900000,2500000000,39,24,81,144
975480000,236230000,1288290000,2500000000,39,17,70,126
1228220000,71980000,1199800000,2500000000,43,21,77,141
802800000,214440000,1482760000,2500000000,37,22,86,145
1150230000,123590000,1226180000,2500000000,42,21,77,140
68270000,37900000,1793650000,1899820000,24,16,64,104
811470000,34750000,1653780000,2500000000,41,23,74,138
607580000,63370000,1829050000,2500000000,39,22,73,134
674390000,1239160000,586450000,2500000000,43,24,90,157
924310000,1016870000,558820000,2500000000,37,19,78,134
658470000,68480000,1773050000,2500000000,46,17,77,140
547130000,51070000,1901800000,2500000000,42,16,68,126
566490000,110760000,1822750000,2500000000,40,19,74,133
658250000,307660000,1534090000,2500000000,44,22,85,151
648910000,1282890000,568200000,2500000000,49,30,95,174
979300000,219240000,1301460000,2500000000,48,28,91,167
702720000,729960000,1067320000,2500000000,46,24,84,154
730830000,166630000,1602540000,2500000000,46,23,88,157
1213880000,658020000,628100000,2500000000,41,25,88,154
974330000,654020000,871650000,2500000000,44,25,87,156
836480000,1177890000,485630000,2500000000,42,26,89,157
966290000,993740000,539970000,2500000000,45,28,85,158
945450000,242290000,1312260000,2500000000,36,22,75,133
540690000,1794640000,164670000,2500000000,23,20,77,120
1071490000,1169080000,259430000,2500000000,27,20,80,127
208420000,2096040000,195540000,2500000000,26,28,82,136
935500000,470460000,1094040000,2500000000,32,19,67,118
1063900000,86870000,1349230000,2500000000,43,20,73,136
397640000,1747120000,355240000,2500000000,34,31,93,158
1136500000,491590000,871910000,2500000000,37,24,86,147
194110000,1986570000,319320000,2500000000,24,28,75,127
787970000,60590000,1651440000,2500000000,42,18,73,133
662560000,70860000,1766580000,2500000000,43,19,78,140
413860000,11880000,2074260000,2500000000,40,17,69,126
1290410000,59780000,1149810000,2500000000,41,18,82,141
1322210000,644120000,533670000,2500000000,43,23,81,147
802090000,1107680000,590230000,2500000000,45,23,82,150
833730000,1194070000,472200000,2500000000,37,25,80,142
718900000,642860000,1138240000,2500000000,48,31,87,166
633040000,239710000,1584250000,2457000000,21,23,67,111
616460000,1637090000,246450000,2500000000,32,28,87,147
1559230000,279470000,661300000,2500000000,33,17,76,126
285200000,1986480000,228320000,2500000000,18,25,75,118
1590510000,654800000,254690000,2500000000,27,20,70,117
1053170000,552140000,894690000,2500000000,45,26,90,161
52900000,1770730000,676370000,2500000000,23,23,78,124
1277210000,399820000,822970000,2500000000,44,24,83,151
49690000,2154720000,295590000,2500000000,26,25,76,127
759180000,39900000,1700920000,2500000000,41,17,72,130
1053810000,92010000,1354180000,2500000000,41,21,83,145
479580000,2000000,2018420000,2500000000,36,17,64,117
789380000,105240000,1605380000,2500000000,40,15,72,127
485610000,1082000000,932390000,2500000000,39,30,83,152
909120000,226340000,1364540000,2500000000,46,23,75,144
802060000,192800000,1505140000,2500000000,46,28,84,158
861340000,24890000,1613770000,2500000000,45,20,68,133
494860000,538850000,1466290000,2500000000,19,23,67,109
1207500000,964320000,328180000,2500000000,22,19,63,104
394610000,1067080000,1038310000,2500000000,19,26,74,119
1557750000,601810000,340440000,2500000000,26,26,80,132
569700000,1305830000,624470000,2500000000,22,26,73,121
1351520000,835750000,312730000,2500000000,30,20,70,120
886470000,1406740000,206790000,2500000000,18,23,72,113
114490000,2142240000,243270000,2500000000,20,31,77,128
803950000,1406940000,289110000,2500000000,32,19,72,123
35610000,2312270000,152120000,2500000000,16,26,65,107
484980000,1650710000,364310000,2500000000,34,26,83,143
1449110000,232330000,818560000,2500000000,45,20,74,139
90820000,1850150000,559030000,2500000000,27,31,83,141
1405460000,492890000,601650000,2500000000,45,20,76,141
216260000,1934910000,348830000,2500000000,20,24,72,116
564340000,81130000,1854530000,2500000000,40,18,74,132
1084080000,204220000,1211700000,2500000000,40,16,73,129
1522080000,409200000,568720000,2500000000,40,19,75,134
935430000,158390000,1406180000,2500000000,46,24,75,145
837530000,27260000,1635210000,2500000000,38,12,55,105
1238390000,101830000,1159780000,2500000000,46,25,80,151
852720000,69940000,1577340000,2500000000,41,17,63,121
200090000,888320000,1326750000,2415160000,19,19,66,104
561490000,1606090000,332420000,2500000000,21,22,74,117
682090000,1413310000,404600000,2500000000,19,22,67,108
1472740000,819490000,207770000,2500000000,28,16,68,112
1292030000,918490000,289480000,2500000000,26,17,72,115
11460000,2318450000,170090000,2500000000,13,20,57,90
72590000,2212650000,214760000,2500000000,25,32,83,140
807140000,1238870000,453990000,2500000000,42,26,82,150
104700000,2081430000,313870000,2500000000,17,14,59,90
1172300000,82050000,1245650000,2500000000,42,16,76,134
1371270000,265140000,863590000,2500000000,45,21,82,148
1475620000,42920000,981460000,2500000000,43,17,69,129
703450000,14270000,1782280000,2500000000,42,15,62,119
1035150000,343460000,1121390000,2500000000,35,20,71,126
898490000,973760000,627750000,2500000000,35,20,74,129
1120720000,1023250000,356030000,2500000000,37,24,69,130
1169780000,838360000,491860000,2500000000,35,19,67,121
255060000,1471790000,773150000,2500000000,31,29,77,137
630120000,1133510000,736370000,2500000000,36,27,75,138
659260000,693590000,1147150000,2500000000,33,19,66,118
768660000,735560000,995780000,2500000000,35,23,70,128
213850000,1154890000,1131260000,2500000000,36,36,85,157
260290000,1301050000,938660000,2500000000,29,33,80,142
244690000,1860950000,394360000,2500000000,30,29,74,133
374290000,1137200000,988510000,2500000000,28,26,69,123
256100000,713140000,1530760000,2500000000,35,33,87,155
205380000,617290000,1677330000,2500000000,32,37,87,156
146680000,1822910000,530410000,2500000000,33,36,83,152
336700000,1754690000,408610000,2500000000,31,33,81,145
14340000,442000000,2043660000,2500000000,25,37,82,144
21410000,684620000,1793970000,2500000000,28,40,78,146
979240000,809170000,711590000,2500000000,35,26,86,147
1468660000,434310000,597030000,2500000000,39,20,77,136
1346700000,775110000,378190000,2500000000,39,28,83,150
1054230000,1030350000,415420000,2500000000,43,31,87,161
751020000,1047250000,701730000,2500000000,38,27,82,147
458810000,1247540000,793650000,2500000000,33,29,87,149
845030000,967420000,687550000,2500000000,33,22,73,128
975840000,835210000,688950000,2500000000,33,27,83,143
1105220000,909850000,484930000,2500000000,37,24,74,135
622670000,1521290000,356040000,2500000000,35,25,80,140
841310000,1085870000,572820000,2500000000,38,30,77,145
778450000,1093490000,628060000,2500000000,36,28,79,143
1432060000,515910000,552030000,2500000000,32,20,69,121
1233960000,308930000,957110000,2500000000,34,18,67,119
1270860000,760970000,468170000,2500000000,36,18,64,118
1109370000,798120000,592510000,2500000000,36,22,68,126
293310000,1884650000,322040000,2500000000,31,29,77,137
244440000,1787000000,468560000,2500000000,33,24,73,130
339810000,1667660000,492530000,2500000000,36,30,77,143
648670000,1368260000,483070000,2500000000,37,27,75,139
230750000,1513510000,755740000,2500000000,32,34,79,145
286230000,2028670000,185100000,2500000000,29,30,77,136
206640000,1233890000,1059470000,2500000000,32,37,79,148
169820000,1838430000,491750000,2500000000,30,39,76,145
112550000,521400000,1866050000,2500000000,31,38,79,148
23150000,294870000,2181980000,2500000000,28,38,80,146
158280000,399440000,1942280000,2500000000,31,40,88,159
29990000,659080000,1810930000,2500000000,35,41,84,160
33090000,4960000,1469240000,1507290000,19,32,57,108
174560000,1808910000,516530000,2500000000,32,38,79,149
29450000,961180000,1509370000,2500000000,36,41,84,161
967660000,934000000,598340000,2500000000,41,34,83,158
1346090000,539680000,614230000,2500000000,42,22,71,135
1169920000,912170000,417910000,2500000000,40,17,60,117
1057760000,815930000,626310000,2500000000,39,22,68,129
1275230000,919680000,305090000,2500000000,31,21,73,125
1094300000,976420000,429280000,2500000000,36,27,84,147
857340000,990300000,652360000,2500000000,38,28,85,151
904080000,1080010000,515910000,2500000000,35,21,74,130
1191280000,631000000,677720000,2500000000,39,21,72,132
1378510000,766010000,355480000,2500000000,40,25,77,142
1063980000,992740000,443280000,2500000000,38,21,74,133
541680000,1691070000,267250000,2500000000,39,25,85,149
947420000,1151850000,400730000,2500000000,36,18,66,120
1064460000,869980000,565560000,2500000000,31,18,62,111
966000000,1278350000,255650000,2500000000,41,24,74,139
983990000,908950000,607060000,2500000000,41,26,77,144
746580000,1463550000,289870000,2500000000,36,25,70,131
977570000,1213720000,308710000,2500000000,36,22,75,133
520090000,1597020000,382890000,2500000000,39,36,79,154
887370000,1267930000,344700000,2500000000,42,27,74,143
413780000,1277330000,808890000,2500000000,33,34,77,144
479550000,1432540000,587910000,2500000000,36,36,83,155
1177440000,895180000,427380000,2500000000,36,30,77,143
835050000,1134070000,530880000,2500000000,36,32,82,150
142940000,942050000,1415010000,2500000000,34,38,84,156
219810000,1118490000,1161690000,2499990000,32,42,85,159
287800000,1417270000,794930000,2500000000,38,35,81,154
438130000,1034210000,1027660000,2500000000,38,41,91,170
132260000,1432780000,934960000,2500000000,37,35,81,153
141430000,694400000,1664170000,2500000000,30,32,77,139
28540000,538160000,1933300000,2500000000,35,35,80,150
158360000,1146350000,1195290000,2500000000,37,37,84,158
194500000,1885860000,419640000,2500000000,32,32,73,137
49460000,1721830000,728710000,2500000000,30,32,76,138
63860000,781160000,1654980000,2500000000,30,34,75,139
881520000,1019990000,598490000,2500000000,36,18,66,120
902030000,1108710000,489260000,2500000000,36,22,75,133
755640000,1285760000,458600000,2500000000,38,27,75,140
643510000,907530000,948960000,2500000000,37,26,71,134
919680000,1310580000,269740000,2500000000,34,18,63,115
752510000,1198790000,548700000,2500000000,30,19,67,116
513570000,1784010000,202420000,2500000000,31,23,75,129
851290000,995160000,653550000,2500000000,34,20,72,126
950030000,1235890000,314080000,2500000000,41,24,78,143
980960000,1258630000,260410000,2500000000,38,31,82,151
1076710000,1035460000,387830000,2500000000,40,24,73,137
1016560000,1022850000,460590000,2500000000,36,27,82,145
389080000,1868290000,242630000,2500000000,35,29,77,141
1171940000,879710000,448350000,2500000000,43,25,79,147
309900000,1938340000,251760000,2500000000,36,31,74,141
1046930000,1165400000,287670000,2500000000,40,23,76,139
372180000,1780540000,347280000,2500000000,35,35,80,150
1331540000,883590000,284870000,2500000000,44,23,81,148
234180000,1852650000,413170000,2500000000,37,32,83,152
232550000,1994020000,273430000,2500000000,40,34,90,164
752360000,1461770000,285870000,2500000000,38,36,81,155
646420000,1391810000,461770000,2500000000,39,36,90,165
663810000,1255600000,580590000,2500000000,38,38,87,163
676350000,1258740000,564910000,2500000000,38,34,89,161
191790000,1416260000,891950000,2500000000,37,35,83,155
619570000,1375910000,504520000,2500000000,40,37,90,167
309510000,1456060000,734430000,2500000000,38,41,94,173
665640000,1283240000,551120000,2500000000,28,29,76,133
85290000,764910000,1649800000,2500000000,36,35,83,154
12250000,80870000,2406880000,2500000000,27,27,67,121
644390000,1376570000,479040000,2500000000,35,28,83,146
621630000,779030000,1099340000,2500000000,39,23,76,138
507150000,1691080000,301770000,2500000000,34,28,73,135
733990000,739820000,1026190000,2500000000,39,29,82,150
696440000,1340210000,463350000,2500000000,38,22,76,136
708500000,1321960000,469540000,2500000000,41,31,81,153
1076330000,1006730000,416940000,2500000000,36,24,81,141
860230000,1379490000,260280000,2500000000,41,31,84,156
413070000,1822890000,264040000,2500000000,37,27,77,141
722130000,831580000,946290000,2500000000,38,26,77,141
1268330000,118920000,1112750000,2500000000,42,29,77,148
313450000,63830000,1737320000,2114600000,38,36,86,160
211710000,25770000,2262520000,2500000000,33,22,65,120
265740000,30500000,2203760000,2500000000,30,27,62,119
385040000,19000000,2095960000,2500000000,32,22,64,118
607490000,70410000,1822100000,2500000000,33,21,68,122
672600000,110440000,1716960000,2500000000,34,27,65,126
720630000,129260000,1650110000,2500000000,34,24,65,123
43040000,85050000,2177820000,2305910000,27,31,67,125
655260000,146810000,1697930000,2500000000,36,33,77,146
9210000,68240000,1435250000,1512700000,15,33,58,106
111180000,1462330000,926490000,2500000000,26,40,76,142
241270000,1854450000,404280000,2500000000,29,36,71,136
2011630000,135500000,352870000,2500000000,40,24,76,140
575250000,52410000,1637120000,2264780000,38,32,80,150
1438550000,116900000,944550000,2500000000,38,29,80,147
38960000,5160000,1054830000,1098950000,28,18,54,100
1149330000,35780000,1314890000,2500000000,40,23,71,134
1088300000,23810000,1387890000,2500000000,38,23,68,129
1731270000,57200000,711530000,2500000000,39,21,65,125
2032020000,28910000,439070000,2500000000,37,23,65,125
572300000,21830000,1905870000,2500000000,37,27,67,131
1169340000,51710000,1278950000,2500000000,40,24,72,136
585020000,46890000,1868090000,2500000000,31,22,60,113
412060000,82080000,2005860000,2500000000,38,27,74,139
1110360000,127600000,1262040000,2500000000,38,27,74,139
433660000,98060000,1968280000,2500000000,39,29,76,144
690410000,271270000,1538320000,2500000000,39,36,75,150
619180000,99070000,1781750000,2500000000,36,28,69,133
810170000,146080000,1543750000,2500000000,40,32,74,146
273170000,50900000,2175930000,2500000000,36,28,70,134
549150000,95740000,1855110000,2500000000,37,31,71,139
159940000,1805690000,534370000,2500000000,29,29,70,128
449800000,1680670000,369530000,2500000000,32,28,66,126
218090000,1363860000,918050000,2500000000,28,33,71,132
184510000,1380580000,934910000,2500000000,30,31,76,137
110990000,1194890000,1194120000,2500000000,22,41,81,144
102910000,1316530000,1080560000,2500000000,23,34,77,134
24990000,910000,1034390000,1060290000,13,13,38,64
1855630000,221910000,422460000,2500000000,44,31,82,157
1176130000,61870000,1249810000,2487810000,40,33,77,150
785700000,554830000,1159470000,2500000000,40,38,92,170
82740000,71320000,1707580000,1861640000,30,27,69,126
1706260000,95650000,698090000,2500000000,40,25,69,134
1877630000,176150000,446220000,2500000000,43,30,80,153
1578250000,329080000,592670000,2500000000,41,31,75,147
1312090000,385010000,802900000,2500000000,41,30,79,150
1053120000,138540000,1308340000,2500000000,38,27,75,140
1535340000,94140000,870520000,2500000000,38,22,74,134
1293550000,361330000,845120000,2500000000,43,27,82,152
1399750000,360550000,739700000,2500000000,43,27,83,153
566170000,115730000,1818100000,2500000000,38,32,78,148
1141650000,137060000,1221290000,2500000000,41,32,82,155
1085970000,116910000,1297120000,2500000000,42,31,84,157
650890000,153010000,1696100000,2500000000,39,28,73,140
372150000,86710000,2041140000,2500000000,33,26,65,124
755270000,150440000,1594290000,2500000000,33,22,64,119
716500000,99690000,1683810000,2500000000,34,26,67,127
168180000,182210000,2149610000,2500000000,23,30,63,116
881070000,236120000,1382810000,2500000000,40,33,71,144
784490000,196080000,1519430000,2500000000,37,26,69,132
731730000,375600000,1392670000,2500000000,40,29,73,142
47840000,221750000,1954640000,2224230000,25,25,70,120
55250000,212250000,2196210000,2463710000,28,31,72,131
1129600000,408510000,961890000,2500000000,41,38,86,165
496090000,269210000,1721530000,2486830000,40,35,84,159
1362860000,600150000,536990000,2500000000,39,38,89,166
911910000,197120000,1390970000,2500000000,36,30,78,144
1881600000,148060000,470340000,2500000000,33,26,72,131
1774540000,329790000,395670000,2500000000,39,23,68,130
1380440000,704200000,415360000,2500000000,41,27,74,142
1553380000,572680000,373940000,2500000000,39,36,81,156
1489450000,115140000,895410000,2500000000,36,30,79,145
1362850000,404240000,732910000,2500000000,42,30,85,157
985140000,39260000,1475600000,2500000000,37,27,65,129
1493380000,29810000,976810000,2500000000,37,23,68,128
547770000,93740000,1858490000,2500000000,32,28,66,126
956190000,115510000,1428300000,2500000000,34,25,66,125
579040000,488130000,1432830000,2500000000,39,35,78,152
587990000,146840000,1765170000,2500000000,38,28,66,132
53310000,14980000,2377420000,2445710000,12,19,45,76
443900000,49290000,2006810000,2500000000,28,24,63,115
722750000,184070000,1593180000,2500000000,33,26,75,134
1052420000,233750000,1213830000,2500000000,38,24,62,124
242230000,53230000,2204540000,2500000000,25,23,65,113
338740000,430840000,1729150000,2498730000,21,16,50,87
558710000,338280000,1436810000,2333800000,17,12,44,73
264100000,252860000,1718800000,2235760000,25,18,64,107
1064400000,429150000,1006450000,2500000000,24,20,61,105
794990000,809590000,895420000,2500000000,21,15,58,94
833900000,1211450000,454650000,2500000000,29,22,60,111
1350550000,836960000,312490000,2500000000,29,16,66,111
191690000,1072380000,1235930000,2500000000,26,16,53,95
451330000,1775850000,272820000,2500000000,24,21,71,116
68380000,733310000,1657400000,2459090000,18,21,72,111
666930000,1424240000,408830000,2500000000,23,16,71,110
704870000,1613740000,181390000,2500000000,23,19,71,113
480060000,1582430000,437510000,2500000000,24,20,74,118
1221240000,879470000,399290000,2500000000,26,18,66,110
18720000,346510000,1935550000,2300780000,15,33,75,123
36890000,1217400000,1245710000,2500000000,16,32,83,131
344090000,1809060000,346850000,2500000000,45,26,87,158
6000000,1147850000,1346150000,2500000000,11,27,70,108
73940000,767340000,1573310000,2414590000,20,19,65,104
326580000,748190000,1425230000,2500000000,18,20,60,98
1122880000,994850000,382270000,2500000000,30,23,84,137
573730000,1505110000,421160000,2500000000,30,23,73,126
613740000,699040000,1187220000,2500000000,34,22,68,124
990120000,980020000,529860000,2500000000,34,25,78,137
899910000,1175470000,424620000,2500000000,24,23,69,116
1185460000,792410000,522130000,2500000000,31,23,80,134
318660000,1831790000,349550000,2500000000,21,16,68,105
1126370000,693520000,680110000,2500000000,32,20,72,124
45470000,733090000,1503180000,2281740000,19,18,65,102
642320000,1508500000,349180000,2500000000,25,26,77,128
32410000,2080950000,386640000,2500000000,20,33,86,139
269080000,1125000000,1105920000,2500000000,38,31,94,163
163320000,294860000,1706310000,2164490000,23,25,74,122
1384340000,61130000,1054530000,2500000000,38,14,60,112
1326560000,528250000,645190000,2500000000,44,22,72,138
1556350000,133570000,810080000,2500000000,38,18,68,124
1320670000,561140000,618190000,2500000000,41,24,77,142
1435280000,27850000,1036870000,2500000000,40,21,73,134
790910000,18640000,1690450000,2500000000,36,18,69,123
1440540000,15140000,1044320000,2500000000,44,20,71,135
1029010000,7900000,1463090000,2500000000,36,14,55,105
47090000,221370000,1905390000,2173850000,17,14,46,77
742610000,1296450000,460940000,2500000000,26,24,74,124
782390000,1180500000,537110000,2500000000,26,20,64,110
475190000,1434510000,590300000,2500000000,34,27,83,144
1189600000,525870000,784530000,2500000000,37,26,83,146
52710000,720500000,1510110000,2283320000,16,16,60,92
444480000,1770640000,284880000,2500000000,21,21,70,112
11790000,182630000,1356040000,1550460000,13,8,47,68
57420000,899590000,1350380000,2307390000,24,17,66,107
388400000,131720000,1979880000,2500000000,35,22,67,124
1580920000,483830000,435250000,2500000000,42,26,90,158
1369790000,540300000,589910000,2500000000,36,25,88,149
1647020000,496550000,356430000,2500000000,41,31,95,167
1817530000,71630000,610840000,2500000000,45,22,80,147
1484560000,336610000,678830000,2500000000,43,21,76,140
1661640000,321400000,516960000,2500000000,45,23,75,143
1396820000,644850000,458330000,2500000000,41,22,77,140
1599750000,477510000,422740000,2500000000,43,21,77,141
1467270000,20930000,1011800000,2500000000,41,20,68,129
1342730000,58450000,1098820000,2500000000,37,16,61,114
1828320000,6700000,664980000,2500000000,40,18,68,126
1582320000,216890000,700790000,2500000000,37,22,64,123
961620000,1077960000,460420000,2500000000,33,23,74,130
1135760000,877040000,487200000,2500000000,27,21,77,125
224830000,2106940000,168230000,2500000000,20,20,63,103
782150000,1364950000,352900000,2500000000,29,24,78,131
7720000,2010190000,482090000,2500000000,7,24,58,89
403880000,1936990000,159130000,2500000000,20,22,68,110
51410000,1741410000,707180000,2500000000,22,23,78,123
426820000,582430000,1490750000,2500000000,28,32,87,147
121000000,458690000,1920310000,2500000000,18,26,78,122
433000000,551640000,1515360000,2500000000,26,25,70,121
1663290000,283000000,553710000,2500000000,32,16,60,108
1378660000,910360000,210980000,2500000000,36,20,75,131
1462770000,623880000,413350000,2500000000,34,22,78,134
715600000,1149360000,635040000,2500000000,35,24,83,142
1019260000,949540000,531200000,2500000000,21,18,70,109
1384560000,661670000,453770000,2500000000,38,19,77,134
1260210000,908490000,331300000,2500000000,36,22,81,139
795630000,1507300000,197070000,2500000000,34,27,90,151
835040000,1272270000,392690000,2500000000,35,30,95,160
1906750000,42220000,551030000,2500000000,41,18,68,127
1500950000,373980000,625070000,2500000000,40,18,66,124
1529900000,520150000,449950000,2500000000,40,20,65,125
997770000,1292530000,209700000,2500000000,40,21,81,142
386210000,1733650000,380140000,2500000000,19,19,62,100
67380000,810720000,1606540000,2484640000,15,20,53,88
152490000,1969450000,378060000,2500000000,13,18,50,81
189410000,1900740000,409850000,2500000000,11,18,41,70
445680000,289630000,1764690000,2500000000,20,19,51,90
634780000,448820000,1416400000,2500000000,22,22,78,122
1079590000,1087590000,332820000,2500000000,22,22,65,109
1629980000,328970000,541050000,2500000000,21,15,48,84
893110000,1476290000,130600000,2500000000,27,24,77,128
691840000,1386110000,422050000,2500000000,27,20,67,114
798000000,1039400000,662600000,2500000000,30,25,75,130
891540000,1242970000,365490000,2500000000,36,26,88,150
1152230000,919150000,428620000,2500000000,31,26,81,138
1026270000,1097670000,376060000,2500000000,33,25,86,144
641340000,1366070000,492590000,2500000000,29,20,77,126
620770000,1009200000,870030000,2500000000,28,32,94,154
889520000,1256440000,354040000,2500000000,31,23,80,134
630480000,1345450000,524070000,2500000000,36,38,92,166
735330000,1485160000,279510000,2500000000,33,21,74,128
307740000,1714920000,477340000,2500000000,25,28,78,131
639070000,1398610000,462320000,2500000000,25,23,69,117
560870000,1416850000,522280000,2500000000,37,36,85,158
327360000,600320000,1572320000,2500000000,30,20,73,123
955290000,320260000,1224450000,2500000000,31,24,64,119
805290000,1455850000,238860000,2500000000,21,21,71,113
1476570000,564260000,459170000,2500000000,27,13,48,88
668050000,1506210000,325740000,2500000000,24,22,73,119
1101400000,1090920000,307680000,2500000000,31,24,76,131
429420000,1624920000,445660000,2500000000,26,30,84,140
770370000,1301200000,428430000,2500000000,27,25,80,132
400910000,1755300000,343790000,2500000000,30,33,92,155
740630000,962160000,797210000,2500000000,31,32,87,150
287830000,451000000,1761170000,2500000000,37,36,80,153
238330000,1041340000,1220330000,2500000000,39,40,92,171
78040000,1141280000,1280680000,2500000000,33,40,80,153
2500000,347710000,1753070000,2103280000,31,34,78,143
462810000,1839250000,197940000,2500000000,34,23,74,131
630830000,1011090000,858080000,2500000000,37,26,82,145
551650000,1623700000,324650000,2500000000,34,27,78,139
802430000,709150000,988420000,2500000000,36,23,77,136
1096310000,1015470000,388220000,2500000000,41,31,87,159
647160000,1515040000,337800000,2500000000,39,30,83,152
820950000,1173220000,505830000,2500000000,43,29,93,165
1529540000,216080000,754380000,2500000000,42,28,89,159
1233960000,607760000,658280000,2500000000,42,29,84,155
1105570000,870890000,523540000,2500000000,43,30,86,159
684710000,972890000,842400000,2500000000,42,31,87,160
917230000,1281200000,301570000,2500000000,40,29,91,160
421060000,1669120000,409820000,2500000000,40,26,80,146
270660000,1960760000,268580000,2500000000,36,27,80,143
685850000,1216160000,597990000,2500000000,39,25,78,142
1048590000,1083770000,367640000,2500000000,35,28,84,147
960260000,1035590000,504150000,2500000000,36,32,78,146
798090000,1330970000,370940000,2500000000,33,31,77,141
1135490000,833530000,530980000,2500000000,39,32,83,154
577550000,802270000,1120180000,2500000000,38,33,89,160
367360000,1532350000,600290000,2500000000,36,32,82,150
623710000,1281760000,594530000,2500000000,39,34,90,163
323810000,1627330000,548860000,2500000000,35,36,86,157
780930000,1225410000,493660000,2500000000,35,32,82,149
89860000,122690000,2096650000,2309200000,35,34,80,149
424040000,838960000,1237000000,2500000000,40,38,87,165
17340000,402440000,1421900000,1841680000,30,30,69,129
984990000,847490000,667520000,2500000000,39,19,67,125
579430000,1431470000,489100000,2500000000,42,22,73,137
1233250000,908710000,358040000,2500000000,40,22,75,137
877040000,1055840000,567120000,2500000000,42,20,74,136
748530000,1358980000,392490000,2500000000,42,32,88,162
1159600000,675490000,664910000,2500000000,45,32,94,171
721890000,1501070000,277040000,2500000000,40,31,89,160
952120000,1071670000,476210000,2500000000,45,35,102,182
401740000,1808710000,289550000,2500000000,39,30,89,158
1131070000,1028600000,340330000,2500000000,40,27,85,152
514880000,1659470000,325650000,2500000000,38,29,83,150
686550000,1364310000,449140000,2500000000,39,28,89,156
759730000,1253020000,487250000,2500000000,41,30,83,154
975520000,826410000,698070000,2500000000,41,29,90,160
713860000,1272320000,513820000,2500000000,41,34,89,164
1044210000,792180000,663610000,2500000000,40,30,89,159
1245900000,768780000,485320000,2500000000,37,35,86,158
844830000,1011590000,643580000,2500000000,38,30,76,144
1417930000,728060000,354010000,2500000000,35,35,78,148
1166060000,742350000,591590000,2500000000,36,33,88,157
954360000,1083980000,461660000,2500000000,39,33,90,162
902660000,1085680000,511660000,2500000000,37,35,84,156
707290000,1409890000,382820000,2500000000,38,40,95,173
771820000,1320860000,407320000,2500000000,37,40,98,175
396810000,798920000,1304270000,2500000000,33,36,82,151
470720000,1504650000,524630000,2500000000,37,34,92,163
481450000,414930000,1603620000,2500000000,40,43,93,176
940360000,802930000,756710000,2500000000,38,41,96,175
26910000,48260000,1305350000,1380520000,31,31,77,139
303340000,547180000,1437500000,2288020000,39,34,88,161
1175990000,1144690000,179320000,2500000000,40,23,77,140
1219550000,875910000,404540000,2500000000,42,19,74,135
508650000,1785710000,205640000,2500000000,34,22,81,137
1347340000,594400000,558260000,2500000000,40,24,77,141
744350000,1508520000,247130000,2500000000,38,28,83,149
846560000,1434700000,218740000,2500000000,42,29,89,160
778450000,1453120000,268430000,2500000000,36,29,81,146
645430000,1686730000,167840000,2500000000,37,28,93,158
552820000,1673560000,273620000,2500000000,39,32,89,160
625080000,1659810000,215110000,2500000000,40,32,90,162
736290000,1346200000,417510000,2500000000,43,32,98,173
649810000,1464810000,385380000,2500000000,41,33,91,165
1085010000,1115300000,299690000,2500000000,39,28,85,152
905390000,842290000,752320000,2500000000,41,29,90,160
606260000,1598190000,295550000,2500000000,37,33,89,159
913200000,1129700000,457100000,2500000000,42,27,89,158
1393090000,820680000,286230000,2500000000,36,30,85,151
1151740000,1010470000,337790000,2500000000,41,28,86,155
902510000,1176980000,420510000,2500000000,37,33,91,161
846610000,1254360000,399030000,2500000000,37,34,90,161
945420000,1242350000,312230000,2500000000,38,34,91,163
1232260000,850810000,416930000,2500000000,37,35,87,159
1491740000,638410000,369850000,2500000000,38,34,92,164
1191390000,1104440000,204170000,2500000000,37,30,90,157
748540000,1274120000,477340000,2500000000,37,29,80,146
711220000,1414790000,373990000,2500000000,39,33,88,160
1061200000,1163840000,274960000,2500000000,37,27,77,141
1221180000,927480000,351340000,2500000000,38,27,81,146
1036530000,1126700000,336770000,2500000000,38,31,86,155
447120000,467760000,1500660000,2415540000,38,32,88,158
1116890000,1135980000,247130000,2500000000,39,29,83,151
440050000,1820730000,239220000,2500000000,30,30,88,148
358990000,1586850000,554160000,2500000000,35,32,96,163
920690000,1328590000,250720000,2500000000,39,37,98,174
282480000,1784560000,432960000,2500000000,35,34,101,170
1047340000,1145170000,307490000,2500000000,37,26,85,148
335840000,1891350000,272810000,2500000000,43,34,102,179
604300000,1546570000,349130000,2500000000,40,34,95,169
788690000,1370670000,340640000,2500000000,40,36,102,178
