"Forest","Agriculture","Urban","Grassland","Other","Area_Total","forest_sp","agriculture_sp","generalist_sp","Sp_Total"
1481660000,350130000,23840000,417770000,226600000,2.5e+09,28,17,62,107
1013620000,537770000,43130000,866940000,38540000,2.5e+09,25,19,59,103
700850000,1025500000,57090000,632500000,84060000,2.5e+09,26,22,63,111
639070000,467750000,47960000,1270700000,74520000,2.5e+09,26,21,69,116
7.03e+08,737600000,65240000,939280000,54880000,2.5e+09,26,19,64,109
1211450000,313360000,23840000,766950000,184400000,2.5e+09,24,19,64,107
1410360000,250770000,49860000,686980000,102030000,2.5e+09,24,20,64,108
804090000,519320000,40240000,1087760000,48590000,2.5e+09,26,20,69,115
670770000,223410000,32170000,1.508e+09,65650000,2.5e+09,25,19,75,119
339740000,1327600000,75360000,734590000,22710000,2.5e+09,28,24,73,125
458270000,8.59e+08,43740000,1125620000,13370000,2.5e+09,30,22,73,125
472460000,935810000,4.9e+07,1008310000,34420000,2.5e+09,30,26,70,126
353230000,697750000,88560000,1340760000,19700000,2.5e+09,29,21,65,115
1450670000,812020000,84340000,96840000,56130000,2.5e+09,30,25,74,129
772680000,1444500000,104580000,137210000,41030000,2.5e+09,29,23,74,126
715870000,1274080000,82440000,375020000,52590000,2.5e+09,28,26,75,129
433540000,1533630000,111800000,382070000,38960000,2.5e+09,29,25,78,132
43270000,382630000,49220000,5180000,1882080000,2362380000,33,21,77,131
18990000,461990000,106260000,18850000,1615370000,2221460000,33,24,82,139
748800000,1132880000,119810000,93290000,405220000,2.5e+09,37,23,77,137
1215140000,620990000,119360000,134390000,410120000,2.5e+09,33,19,64,116
181810000,675690000,273260000,58870000,1310370000,2.5e+09,35,28,83,146
911590000,516830000,26780000,872370000,172430000,2.5e+09,26,21,69,116
961840000,449860000,29640000,817270000,241390000,2.5e+09,32,21,77,130
827450000,493930000,57540000,965210000,155870000,2.5e+09,30,22,74,126
1486890000,184370000,27660000,297190000,503890000,2.5e+09,28,19,68,115
609670000,1065450000,244060000,529690000,51130000,2.5e+09,30,22,73,125
1054540000,604890000,57780000,686470000,96320000,2.5e+09,30,22,70,122
858520000,401040000,116290000,1027980000,96170000,2.5e+09,35,30,87,152
1132360000,562260000,100530000,642580000,62270000,2.5e+09,32,27,78,137
527640000,643190000,75970000,1193210000,59990000,2.5e+09,26,26,74,126
342880000,953820000,104120000,1061340000,37840000,2.5e+09,26,24,69,119
546480000,417540000,60400000,1448290000,27290000,2.5e+09,27,22,70,119
372200000,387170000,88670000,1627100000,24860000,2.5e+09,29,27,75,131
767680000,1359990000,74110000,286410000,11810000,2.5e+09,21,21,73,115
830650000,802460000,72450000,743930000,50510000,2.5e+09,27,24,76,127
824530000,1164690000,47270000,439550000,23960000,2.5e+09,24,22,71,117
1133620000,216710000,25750000,1083790000,40130000,2.5e+09,24,17,68,109
685490000,1198510000,279240000,31020000,305740000,2.5e+09,33,17,68,118
74270000,993400000,97180000,188850000,1146300000,2.5e+09,35,29,85,149
835800000,1209310000,168580000,47690000,238620000,2.5e+09,33,21,71,125
330160000,666530000,420650000,208060000,874600000,2.5e+09,37,28,84,149
1241600000,546590000,115960000,455220000,140630000,2.5e+09,32,22,72,126
998590000,845720000,159300000,210790000,285600000,2.5e+09,32,20,72,124
1133300000,848930000,99860000,243320000,174590000,2.5e+09,35,24,83,142
1144530000,867030000,32360000,113580000,342500000,2.5e+09,32,19,75,126
414870000,871720000,472680000,689460000,51270000,2.5e+09,31,26,83,140
849420000,788760000,301210000,475610000,8.5e+07,2.5e+09,30,22,71,123
612710000,1217910000,329110000,187590000,152680000,2.5e+09,33,31,97,161
691430000,1321580000,158210000,300820000,27960000,2.5e+09,29,25,80,134
593710000,706560000,182470000,963130000,54130000,2.5e+09,31,24,82,137
668950000,804020000,142250000,849070000,35710000,2.5e+09,33,25,80,138
583440000,1240690000,122670000,512350000,40850000,2.5e+09,28,23,83,134
693850000,1020110000,133240000,554020000,98780000,2.5e+09,32,29,95,156
1069750000,1034570000,34500000,341980000,19200000,2.5e+09,24,19,63,106
790170000,780640000,79390000,810400000,39400000,2.5e+09,27,22,71,120
873390000,1148750000,75230000,374210000,28420000,2.5e+09,27,21,72,120
712680000,1262280000,228100000,206680000,90260000,2.5e+09,31,23,87,141
94730000,35600000,161550000,1330000,1879030000,2172240000,28,17,59,104
1120260000,799420000,69410000,131350000,379560000,2.5e+09,34,20,76,130
1151500000,661670000,224980000,13800000,448050000,2.5e+09,36,20,73,129
1195970000,261440000,51140000,544690000,446760000,2.5e+09,28,22,77,127
1156930000,546160000,22260000,216690000,557960000,2.5e+09,34,21,75,130
1087380000,762680000,182130000,344700000,123110000,2.5e+09,31,25,85,141
1126870000,563680000,261680000,367010000,180760000,2.5e+09,29,22,79,130
1324310000,398270000,77300000,594570000,105550000,2.5e+09,32,25,83,140
1097080000,576280000,288350000,396830000,141460000,2.5e+09,29,26,88,143
973480000,914980000,83370000,478040000,50130000,2.5e+09,28,20,79,127
1092550000,743160000,164050000,464870000,35370000,2.5e+09,31,23,84,138
418530000,1222930000,52240000,795260000,11040000,2.5e+09,25,17,62,104
403310000,1364070000,75570000,647620000,9430000,2.5e+09,26,21,68,115
345260000,1926680000,149140000,64620000,14300000,2.5e+09,26,18,62,106
252770000,2112530000,57450000,61410000,15840000,2.5e+09,23,20,67,110
357620000,1020320000,222460000,752980000,146620000,2.5e+09,28,25,79,132
431130000,980800000,73890000,1004750000,9430000,2.5e+09,24,17,59,100
584670000,1194500000,301440000,348670000,70720000,2.5e+09,27,24,75,126
527480000,1634260000,225940000,86990000,25330000,2.5e+09,22,20,63,105
63180000,705630000,69390000,118430000,1342250000,2298880000,19,20,55,94
296090000,1129620000,121410000,467270000,485610000,2.5e+09,25,20,64,109
278910000,839480000,328920000,953930000,98760000,2.5e+09,27,22,69,118
88480000,202570000,104480000,443510000,1401870000,2240910000,23,19,69,111
99760000,787050000,194610000,233350000,1185230000,2.5e+09,25,21,71,117
60450000,1960910000,223660000,246460000,8520000,2.5e+09,26,19,72,117
64570000,1210400000,603050000,351470000,270510000,2.5e+09,26,24,70,120
61970000,782360000,93820000,146590000,1377970000,2462710000,28,23,76,127
9980000,298230000,50790000,54180000,2047130000,2460310000,21,19,61,101
191190000,1912840000,151360000,184050000,60560000,2.5e+09,29,27,79,135
60010000,615100000,48270000,85640000,1440740000,2249760000,25,24,74,123
115500000,1807610000,182160000,358250000,36480000,2.5e+09,26,20,69,115
582400000,1559040000,297910000,43070000,17580000,2.5e+09,27,23,75,125
426660000,1762880000,206660000,51250000,52550000,2.5e+09,27,25,71,123
795090000,1102670000,501170000,22570000,78500000,2.5e+09,30,27,76,133
437150000,1800920000,132030000,100340000,29560000,2.5e+09,29,20,72,121
349980000,1591790000,153390000,389160000,15680000,2.5e+09,23,16,66,105
641890000,1501060000,250300000,46530000,60220000,2.5e+09,28,21,78,127
137940000,831840000,114180000,214490000,1197640000,2496090000,30,28,86,144
300600000,1767600000,136370000,262550000,32880000,2.5e+09,23,20,67,110
109600000,1778680000,394730000,178820000,38170000,2.5e+09,21,20,69,110
145330000,2086380000,170160000,30730000,67400000,2.5e+09,25,21,75,121
58510000,793100000,122480000,102120000,1409740000,2485950000,29,25,80,134
64990000,2020230000,250500000,150850000,13430000,2.5e+09,27,27,82,136
24440000,345990000,77900000,167070000,1370400000,1985800000,22,20,68,110
406470000,1901560000,95170000,21530000,75270000,2.5e+09,27,26,78,131
649260000,1655660000,117780000,35440000,41860000,2.5e+09,26,22,76,124
217830000,2061840000,113840000,23440000,83050000,2.5e+09,23,23,76,122
788380000,1402180000,101930000,170120000,37390000,2.5e+09,24,24,79,127
743540000,1417980000,171080000,119040000,48360000,2.5e+09,28,25,77,130
552540000,1692020000,109960000,126930000,18550000,2.5e+09,25,19,69,113
324070000,1895270000,145500000,86890000,48270000,2.5e+09,26,21,77,124
504120000,1791320000,110050000,41860000,52650000,2.5e+09,26,19,75,120
216930000,1508320000,482570000,227120000,65060000,2.5e+09,27,25,79,131
142190000,2024170000,173970000,140250000,19420000,2.5e+09,26,21,74,121
388770000,1069500000,437660000,548740000,55330000,2.5e+09,26,22,78,126
478330000,952950000,119250000,934730000,14740000,2.5e+09,28,24,79,131
61750000,1315680000,375150000,207590000,539830000,2.5e+09,30,29,87,146
51660000,1524720000,744210000,155830000,23580000,2.5e+09,25,24,74,123
97840000,1262810000,587530000,123480000,428340000,2.5e+09,30,31,92,153
26330000,102840000,329390000,1.42e+08,1593690000,2194250000,27,26,78,131
49590000,1145740000,236940000,105950000,961780000,2.5e+09,29,32,92,153
701700000,1348660000,93470000,201250000,154920000,2.5e+09,29,27,85,141
1110530000,1166090000,56740000,135010000,31630000,2.5e+09,25,22,71,118
1038580000,1035250000,54560000,316690000,54920000,2.5e+09,27,19,69,115
884940000,840260000,74870000,674940000,24990000,2.5e+09,25,17,63,105
536950000,1263930000,46020000,590270000,62830000,2.5e+09,29,23,84,136
464810000,1630430000,76420000,195640000,132700000,2.5e+09,31,25,87,143
743180000,1054930000,126090000,537940000,37860000,2.5e+09,29,24,82,135
885510000,1119740000,64180000,383510000,47060000,2.5e+09,31,25,81,137
629750000,1170110000,458800000,198600000,42740000,2.5e+09,25,21,71,117
1359770000,402180000,152650000,524580000,60820000,2.5e+09,25,18,81,124
1115020000,673160000,193530000,463360000,54930000,2.5e+09,23,16,69,108
1155170000,692010000,123740000,479170000,49910000,2.5e+09,26,22,70,118
358030000,924580000,750240000,401400000,65750000,2.5e+09,28,23,82,133
487090000,1186940000,478300000,144780000,202890000,2.5e+09,29,30,90,149
240360000,1247180000,765920000,169080000,77460000,2.5e+09,30,24,88,142
40010000,337890000,654130000,1219840000,248130000,2.5e+09,31,26,93,150
210600000,1143490000,487180000,455170000,203560000,2.5e+09,31,31,91,153
7e+08,525300000,385500000,660820000,228380000,2.5e+09,30,34,91,155
282880000,1295390000,462510000,361410000,97810000,2.5e+09,31,29,91,151
14670000,355860000,55010000,117150000,1957310000,2.5e+09,26,28,78,132
72780000,407990000,474650000,698610000,845970000,2.5e+09,28,31,81,140
36720000,134710000,145610000,1339520000,843440000,2.5e+09,29,29,88,146
241260000,917970000,193010000,248650000,899110000,2.5e+09,33,33,97,163
4460000,178220000,30180000,321230000,1964230000,2498320000,27,32,82,141
729790000,810290000,200180000,655390000,104350000,2.5e+09,25,21,75,121
975380000,623670000,82780000,793140000,25030000,2.5e+09,28,18,73,119
108100000,282300000,11920000,15120000,1965040000,2382480000,23,21,67,111
32610000,129250000,46130000,28900000,2191060000,2427950000,24,21,69,114
0,15670000,0,0,1463900000,1479570000,12,16,54,82
759080000,261390000,8320000,37570000,1433640000,2.5e+09,24,23,70,117
349430000,587950000,130200000,95820000,1336600000,2.5e+09,30,28,87,145
660700000,138190000,105210000,2220000,1593680000,2.5e+09,26,19,71,116
513630000,215760000,31280000,8910000,1730420000,2.5e+09,27,21,71,119
609610000,86340000,1100000,9690000,1793260000,2.5e+09,21,21,69,111
1168520000,416040000,206470000,497780000,211190000,2.5e+09,28,23,76,127
695800000,269280000,79280000,4360000,1451280000,2.5e+09,24,22,76,122
193230000,88850000,5670000,4240000,2208010000,2.5e+09,25,20,58,103
553710000,127030000,9510000,440000,1809310000,2.5e+09,21,19,70,110
640000,19720000,550000,2260000,1739640000,1762810000,21,18,62,101
414420000,238640000,149250000,4740000,1692950000,2.5e+09,30,19,69,118
1040180000,493340000,39320000,238870000,688290000,2.5e+09,34,24,78,136
1238490000,549960000,141510000,109440000,460600000,2.5e+09,31,19,67,117
425610000,90270000,14990000,576050000,1393080000,2.5e+09,22,18,66,106
907330000,440130000,42190000,414850000,695500000,2.5e+09,31,21,75,127
1014620000,225930000,87220000,623310000,548920000,2.5e+09,29,20,78,127
1310080000,64310000,6170000,523360000,596080000,2.5e+09,27,19,69,115
751150000,186960000,352150000,154500000,1055240000,2.5e+09,30,18,72,120
1155640000,124580000,44390000,324250000,851140000,2.5e+09,27,15,71,113
69600000,25090000,147830000,11300000,1.646e+09,1899820000,25,16,62,103
832480000,39240000,34400000,451850000,1142030000,2.5e+09,23,17,65,105
636190000,58860000,18780000,492570000,1293600000,2.5e+09,24,18,61,103
660220000,1211800000,305020000,63510000,259450000,2.5e+09,26,25,78,129
913430000,998440000,89230000,81010000,417890000,2.5e+09,25,25,72,122
679890000,72440000,77770000,555090000,1114810000,2.5e+09,27,19,72,118
573650000,56500000,40870000,718080000,1110900000,2.5e+09,24,17,68,109
560470000,129780000,37640000,241310000,1530800000,2.5e+09,26,18,67,111
641600000,281420000,70710000,210930000,1295340000,2.5e+09,22,21,67,110
640210000,1210870000,210020000,209350000,229550000,2.5e+09,32,27,92,151
980110000,217910000,182550000,478370000,641060000,2.5e+09,30,28,84,142
646080000,670430000,177910000,711180000,294400000,2.5e+09,30,23,80,133
595110000,174580000,117290000,602870000,1010150000,2.5e+09,28,22,74,124
1209080000,606010000,236980000,396160000,51770000,2.5e+09,31,21,76,128
983190000,579200000,100330000,747040000,90240000,2.5e+09,27,20,75,122
846320000,1118110000,377750000,104030000,53790000,2.5e+09,32,23,90,145
933110000,992900000,249030000,240080000,84880000,2.5e+09,28,27,87,142
944110000,269240000,55180000,101930000,1129540000,2.5e+09,28,17,64,109
517880000,1795080000,130910000,41300000,14830000,2.5e+09,22,21,59,102
1064310000,1190360000,69110000,94390000,81830000,2.5e+09,24,17,53,94
190850000,2074520000,133470000,5330000,95830000,2.5e+09,27,22,65,114
935320000,478700000,118770000,63370000,903840000,2.5e+09,22,16,56,94
1041540000,82170000,60100000,180050000,1136140000,2.5e+09,24,17,62,103
396060000,1708930000,174090000,59150000,161770000,2.5e+09,28,24,83,135
1110260000,485770000,545500000,30970000,327500000,2.5e+09,29,23,84,136
183600000,1961030000,272590000,4360000,78420000,2.5e+09,26,24,70,120
724880000,182280000,47990000,650160000,894690000,2.5e+09,29,20,74,123
594390000,61630000,58730000,362350000,1422900000,2.5e+09,27,18,69,114
402410000,27610000,25530000,707570000,1336880000,2.5e+09,27,20,66,113
1270130000,78660000,71810000,2.03e+08,876400000,2.5e+09,27,22,80,129
1301920000,503400000,236430000,413480000,44770000,2.5e+09,28,19,79,126
794460000,1120330000,297100000,207770000,80340000,2.5e+09,31,23,77,131
842490000,1061330000,324970000,223770000,47440000,2.5e+09,27,23,81,131
714450000,680780000,325300000,409320000,370150000,2.5e+09,33,25,86,144
6.29e+08,238150000,142810000,13610000,1433430000,2.457e+09,23,23,70,116
597670000,1616530000,86150000,19730000,179920000,2.5e+09,30,25,79,134
1550980000,281200000,42230000,90970000,534620000,2.5e+09,21,18,57,96
243830000,1966070000,144260000,5060000,140780000,2.5e+09,29,23,70,122
1606910000,654120000,22760000,58620000,157590000,2.5e+09,20,16,59,95
1024410000,578300000,506500000,111330000,279460000,2.5e+09,28,23,84,135
34550000,1713660000,627560000,67520000,56710000,2.5e+09,25,22,65,112
1239530000,447660000,231950000,208350000,372510000,2.5e+09,28,22,84,134
37280000,2119880000,290270000,17970000,34600000,2.5e+09,23,24,63,110
690020000,57130000,51870000,790670000,910310000,2.5e+09,27,16,70,113
1031840000,98560000,62750000,309060000,997790000,2.5e+09,29,20,76,125
400140000,8950000,27680000,615840000,1447390000,2.5e+09,27,16,61,104
783390000,121970000,39750000,312080000,1242810000,2.5e+09,28,21,76,125
480140000,921750000,293630000,298340000,506140000,2.5e+09,29,24,88,141
878650000,236710000,177340000,878080000,329220000,2.5e+09,29,22,78,129
798640000,60840000,166370000,1402310000,71840000,2.5e+09,33,24,81,138
853310000,27900000,105900000,949500000,563390000,2.5e+09,29,20,63,112
501390000,542470000,48050000,35740000,1372350000,2.5e+09,21,19,54,94
1216750000,996140000,34010000,125340000,127760000,2.5e+09,22,14,53,89
409460000,1089130000,34230000,41680000,925500000,2.5e+09,26,19,63,108
1541900000,612110000,143750000,70700000,131540000,2.5e+09,31,27,79,137
536460000,1284280000,192190000,18610000,468460000,2.5e+09,26,27,63,116
1343560000,826630000,179890000,50340000,99580000,2.5e+09,26,23,62,111
893740000,1404890000,127550000,20650000,53170000,2.5e+09,23,16,56,95
44820000,2109150000,230960000,1980000,113090000,2.5e+09,25,24,64,113
803680000,1391890000,117390000,36230000,150810000,2.5e+09,24,23,68,115
18500000,2292360000,123270000,290000,65580000,2.5e+09,25,18,64,107
483710000,1619160000,226820000,40020000,130290000,2.5e+09,29,22,74,125
1428450000,266610000,66760000,194930000,543250000,2.5e+09,25,19,71,115
94710000,1807480000,287090000,66250000,244470000,2.5e+09,29,24,70,123
1412780000,471920000,150930000,308240000,156130000,2.5e+09,25,19,75,119
216350000,1928740000,293880000,32100000,28930000,2.5e+09,24,19,58,101
551600000,83850000,17380000,380760000,1466410000,2.5e+09,26,18,71,115
1087540000,200940000,46720000,388230000,776570000,2.5e+09,25,21,73,119
1528790000,402640000,104810000,117480000,346280000,2.5e+09,27,20,76,123
986300000,3360000,98690000,1140540000,271110000,2.5e+09,30,21,75,126
841060000,2.1e+07,79390000,684330000,874220000,2.5e+09,27,14,62,103
1280930000,11660000,78960000,668090000,460360000,2.5e+09,30,23,78,131
850970000,74050000,122150000,562270000,890560000,2.5e+09,28,17,68,113
204720000,872360000,38150000,43350000,1256580000,2415160000,25,18,66,109
575720000,1643750000,53900000,102440000,124190000,2.5e+09,23,21,60,104
728890000,1435370000,23080000,150140000,162520000,2.5e+09,25,21,60,106
1473480000,824930000,32540000,38630000,130420000,2.5e+09,25,14,53,92
1292470000,924620000,81160000,65730000,136020000,2.5e+09,28,20,63,111
9930000,2292730000,143100000,60000,54180000,2.5e+09,20,20,57,97
67570000,2184610000,119070000,21630000,107120000,2.5e+09,26,25,70,121
828810000,1162140000,271950000,186950000,50150000,2.5e+09,26,19,75,120
116080000,2033440000,333240000,1010000,16230000,2.5e+09,22,18,48,88
1175420000,81250000,31650000,404920000,806760000,2.5e+09,25,17,68,110
1394590000,207740000,59530000,267080000,571060000,2.5e+09,28,20,74,122
1415590000,43110000,135640000,717110000,188550000,2.5e+09,30,24,78,132
680840000,14600000,58560000,783460000,962540000,2.5e+09,22,14,56,92
1074340000,252850000,106630000,1006450000,59730000,2.5e+09,23,18,73,114
969480000,745490000,192550000,563080000,29400000,2.5e+09,23,17,67,107
1156350000,752920000,208610000,324090000,58030000,2.5e+09,24,19,69,112
1264620000,588790000,125410000,478070000,43110000,2.5e+09,22,16,65,103
276810000,1327810000,654140000,142820000,98420000,2.5e+09,28,25,83,136
640730000,958310000,390170000,351510000,159280000,2.5e+09,26,27,83,136
692870000,252330000,745040000,740290000,69470000,2.5e+09,25,22,72,119
793160000,413980000,606950000,631350000,54560000,2.5e+09,24,23,78,125
214440000,1127880000,217020000,903460000,37200000,2.5e+09,29,31,94,154
283850000,1175320000,380810000,538030000,121990000,2.5e+09,29,28,83,140
255720000,1658200000,295060000,271940000,19080000,2.5e+09,28,23,76,127
446520000,934250000,845020000,232050000,42160000,2.5e+09,26,20,75,121
263940000,715570000,218310000,1138680000,163500000,2.5e+09,30,34,95,159
205840000,610980000,229380000,1333910000,119890000,2.5e+09,30,33,93,156
166910000,1707590000,2.24e+08,327800000,73700000,2.5e+09,32,28,85,145
365600000,1534670000,191840000,298550000,109340000,2.5e+09,27,25,83,135
15230000,436570000,71790000,567370000,1409040000,2.5e+09,31,32,93,156
22180000,601810000,157140000,759490000,959380000,2.5e+09,30,28,84,142
964370000,806040000,130130000,532050000,67410000,2.5e+09,29,26,80,135
1468510000,411360000,163830000,407130000,49170000,2.5e+09,25,18,68,111
1327370000,752710000,184180000,180160000,55580000,2.5e+09,25,21,76,122
1067810000,1.002e+09,217170000,159120000,53900000,2.5e+09,30,23,86,139
806860000,855670000,302640000,455840000,78990000,2.5e+09,29,24,78,131
467430000,1280980000,202040000,499250000,50300000,2.5e+09,31,24,82,137
956170000,459100000,368280000,695720000,20730000,2.5e+09,21,19,66,106
922820000,792310000,201790000,563810000,19270000,2.5e+09,27,20,78,125
1136900000,647150000,220770000,450160000,45020000,2.5e+09,23,18,70,111
683540000,1293670000,275910000,190220000,56660000,2.5e+09,27,24,74,125
859130000,905500000,428680000,288310000,18380000,2.5e+09,29,28,84,141
789370000,822960000,483990000,338400000,65280000,2.5e+09,29,25,83,137
1288110000,140890000,265990000,562300000,242710000,2.5e+09,23,18,66,107
1264570000,62770000,303670000,796880000,72110000,2.5e+09,21,22,72,115
1222410000,375670000,119380000,653880000,128660000,2.5e+09,22,19,72,113
1125080000,523750000,224270000,585820000,41080000,2.5e+09,24,21,79,124
318550000,1485600000,331360000,343360000,21130000,2.5e+09,30,19,80,129
264370000,1628380000,342490000,236660000,28100000,2.5e+09,28,20,78,126
354230000,1293010000,527320000,299370000,26070000,2.5e+09,25,23,82,130
661100000,1125350000,259300000,390500000,63750000,2.5e+09,29,20,76,125
269150000,1348830000,247130000,533400000,101490000,2.5e+09,27,24,86,137
303880000,1820060000,129390000,220410000,26260000,2.5e+09,29,27,83,139
232610000,1069780000,392860000,765310000,39440000,2.5e+09,28,25,84,137
212030000,1713210000,112200000,335260000,127300000,2.5e+09,28,26,83,137
127890000,505330000,191240000,1326470000,349070000,2.5e+09,29,28,79,136
28320000,298730000,56270000,264680000,1.852e+09,2.5e+09,29,31,84,144
204620000,470980000,159850000,1287030000,377520000,2.5e+09,29,29,85,143
35070000,631080000,76390000,335360000,1422100000,2.5e+09,31,32,91,154
32010000,4790000,18570000,14850000,1437070000,1507290000,27,21,59,107
180130000,1746720000,95580000,57850000,419720000,2.5e+09,31,30,83,144
39690000,967930000,79390000,51850000,1361140000,2.5e+09,30,29,82,141
1029850000,810560000,321840000,224810000,112940000,2.5e+09,29,23,86,138
1351690000,405250000,170490000,557340000,15230000,2.5e+09,28,21,73,122
1238160000,675910000,205930000,339360000,40640000,2.5e+09,27,17,72,116
1080860000,450890000,227300000,717820000,23130000,2.5e+09,24,20,68,112
1300710000,713230000,2.2e+08,253590000,12470000,2.5e+09,22,21,71,114
1127600000,877270000,261180000,157040000,76910000,2.5e+09,26,23,89,138
883170000,812090000,492860000,237460000,74420000,2.5e+09,28,26,89,143
1004760000,918320000,367050000,178260000,31610000,2.5e+09,25,22,81,128
1211980000,368600000,148410000,737320000,33690000,2.5e+09,21,17,77,115
1407410000,542010000,217560000,302100000,30920000,2.5e+09,25,19,69,113
1085970000,742850000,117660000,539460000,14060000,2.5e+09,24,19,76,119
566870000,1534910000,234390000,139690000,24140000,2.5e+09,27,21,78,126
955100000,922870000,270380000,305810000,45840000,2.5e+09,23,23,78,124
1059450000,707110000,122080000,576890000,34470000,2.5e+09,22,17,69,108
974220000,963370000,124890000,420620000,16900000,2.5e+09,24,21,80,125
1001140000,600140000,164640000,715380000,18700000,2.5e+09,24,25,78,127
749020000,1307250000,241040000,178630000,24060000,2.5e+09,26,22,75,123
984680000,1010610000,139350000,341820000,23540000,2.5e+09,23,22,72,117
532150000,1502560000,312100000,114920000,38270000,2.5e+09,28,24,83,135
908530000,1112960000,194900000,253160000,30450000,2.5e+09,25,26,78,129
476110000,1209880000,168500000,626410000,19100000,2.5e+09,28,23,81,132
530840000,1250530000,246550000,382440000,89640000,2.5e+09,27,27,90,144
1231720000,754020000,125310000,231510000,157440000,2.5e+09,27,25,80,132
887240000,1007720000,265220000,286990000,52830000,2.5e+09,29,29,86,144
160830000,942900000,156250000,1050920000,189100000,2.5e+09,29,26,87,142
257620000,1150380000,197980000,799670000,94350000,2.5e+09,31,29,85,145
340200000,1237640000,229590000,619450000,73120000,2.5e+09,28,23,86,137
456670000,738670000,752670000,461030000,90960000,2.5e+09,31,28,87,146
147200000,1516480000,140270000,439530000,256520000,2.5e+09,30,26,79,135
152640000,1039260000,167320000,1012260000,128520000,2.5e+09,32,27,88,147
31540000,505340000,45350000,51810000,1865960000,2.5e+09,30,26,82,138
172310000,980360000,179390000,392610000,775330000,2.5e+09,30,31,86,147
198830000,1818670000,196930000,33910000,251660000,2.5e+09,30,27,74,131
90200000,1672980000,132900000,20120000,583800000,2.5e+09,29,28,79,136
71080000,758850000,74570000,10100000,1585400000,2.5e+09,27,28,78,133
924050000,726400000,366640000,474530000,8380000,2.5e+09,23,17,75,115
894270000,895140000,133560000,519870000,57160000,2.5e+09,26,23,79,128
794200000,1063030000,262100000,346240000,34430000,2.5e+09,29,22,83,134
674350000,822520000,189990000,757470000,55670000,2.5e+09,25,24,77,126
990520000,1126850000,149040000,219840000,13750000,2.5e+09,22,17,68,107
796390000,1030520000,420250000,229580000,23260000,2.5e+09,25,20,70,115
556370000,1586080000,83140000,260290000,14120000,2.5e+09,25,17,68,110
923410000,705260000,187450000,668230000,15650000,2.5e+09,24,18,74,116
987320000,972950000,128820000,402230000,8680000,2.5e+09,27,22,83,132
1003420000,974470000,167250000,337830000,17030000,2.5e+09,32,24,85,141
1110350000,680680000,133220000,518950000,56800000,2.5e+09,24,19,74,117
1104810000,694970000,104220000,575650000,20350000,2.5e+09,27,24,77,128
397850000,1757560000,165610000,149610000,29370000,2.5e+09,27,25,82,134
1170090000,648810000,237330000,412740000,31030000,2.5e+09,25,22,79,126
327990000,1832170000,156090000,137870000,45880000,2.5e+09,26,31,85,142
1052370000,896820000,159100000,363010000,28700000,2.5e+09,25,21,81,127
387090000,1676860000,232130000,166010000,37910000,2.5e+09,28,24,80,132
1304160000,748530000,153380000,220870000,73060000,2.5e+09,26,27,83,136
248220000,1736240000,268990000,181130000,65420000,2.5e+09,27,27,91,145
261390000,1836180000,224500000,115410000,62520000,2.5e+09,28,28,92,148
777340000,1308020000,92100000,306860000,15680000,2.5e+09,27,25,85,137
676480000,1190880000,161200000,445360000,26080000,2.5e+09,27,26,86,139
682640000,1116580000,75310000,578670000,46800000,2.5e+09,29,27,92,148
733430000,1157540000,85840000,405310000,117880000,2.5e+09,29,29,90,148
214660000,1254410000,173850000,284510000,572570000,2.5e+09,28,29,88,145
642520000,1178310000,97820000,514300000,67050000,2.5e+09,30,28,90,148
323390000,1351510000,83310000,301590000,440200000,2.5e+09,30,30,91,151
694180000,1147540000,127850000,451490000,78940000,2.5e+09,28,25,85,138
98180000,671680000,53850000,152110000,1524180000,2.5e+09,31,28,84,143
13100000,72780000,13820000,20370000,2379930000,2.5e+09,24,24,64,112
649260000,1215730000,263580000,309080000,62350000,2.5e+09,27,20,75,122
620120000,678750000,190940000,959390000,50800000,2.5e+09,28,22,81,131
507820000,1505190000,166580000,301020000,19390000,2.5e+09,26,19,74,119
777180000,541720000,491770000,534260000,155070000,2.5e+09,29,25,87,141
752940000,1057330000,260910000,421650000,7170000,2.5e+09,26,19,74,119
747380000,1133410000,121080000,451250000,46880000,2.5e+09,29,25,84,138
1098130000,715280000,153030000,519700000,13860000,2.5e+09,27,21,79,127
907070000,1189870000,161340000,211980000,29740000,2.5e+09,30,21,86,137
416480000,1641940000,175160000,243050000,23370000,2.5e+09,28,24,79,131
762960000,633690000,189110000,864560000,49680000,2.5e+09,28,23,81,132
1262090000,118760000,10770000,210000,1108170000,2.5e+09,27,23,66,116
308070000,63710000,15930000,0,1726890000,2114600000,28,27,71,126
210500000,26710000,7900000,590000,2254300000,2.5e+09,23,17,58,98
265160000,30460000,4220000,3e+05,2199860000,2.5e+09,19,12,52,83
383690000,1.9e+07,5950000,0,2091360000,2.5e+09,16,16,53,85
606570000,70190000,6670000,0,1816570000,2.5e+09,25,20,63,108
670290000,110220000,13100000,970000,1705420000,2.5e+09,21,12,57,90
718380000,129570000,8820000,0,1643230000,2.5e+09,19,14,55,88
43040000,83950000,4180000,0,2174740000,2305910000,13,16,48,77
652630000,147160000,48140000,1530000,1650540000,2.5e+09,20,17,61,98
8020000,68250000,24080000,15620000,1396730000,1512700000,23,23,64,110
105770000,1436530000,84230000,25020000,848450000,2.5e+09,30,29,76,135
