polygon_id,Forest_t0,Agriculture_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_1744,1009210000,67430000,1423360000,2500000000,42,33,86,161,1274850000,57610000,1167540000,2500000000,42,36,93,171,265640000,-9820000,-255820000,0,0,3,7,10
1_1745,850680000,131650000,1517670000,2500000000,43,39,95,177,1016530000,93600000,1389870000,2500000000,50,43,112,205,165850000,-38050000,-127800000,0,7,4,17,28
1_1746,1084960000,40710000,1374330000,2500000000,38,28,78,144,1339800000,32240000,1127960000,2500000000,38,29,73,140,254840000,-8470000,-246370000,0,0,1,-5,-4
1_1747,1260970000,51560000,1187470000,2500000000,38,28,78,144,1632090000,39420000,828490000,2500000000,46,28,82,156,371120000,-12140000,-358980000,0,8,0,4,12
1_1748,1435510000,22500000,1041990000,2500000000,37,30,76,143,1627820000,15120000,857060000,2500000000,49,31,87,167,192310000,-7380000,-184930000,0,12,1,11,24
1_1749,1159940000,68740000,1271320000,2500000000,38,25,72,135,1568530000,73170000,858300000,2500000000,45,28,81,154,408590000,4430000,-413020000,0,7,3,9,19
1_1750,1593830000,20790000,885380000,2500000000,35,25,74,134,1926960000,12480000,560560000,2500000000,44,29,77,150,333130000,-8310000,-324820000,0,9,4,3,16
1_1751,1174910000,32720000,1292370000,2500000000,39,25,74,138,1505280000,25800000,968920000,2500000000,41,26,69,136,330370000,-6920000,-323450000,0,2,1,-5,-2
1_1752,1640050000,9450000,850500000,2500000000,30,23,62,115,1657770000,5890000,836340000,2500000000,38,24,69,131,17720000,-3560000,-14160000,0,8,1,7,16
1_1753,1704580000,15280000,780140000,2500000000,33,23,70,126,1948690000,11220000,540090000,2500000000,41,23,66,130,244110000,-4060000,-240050000,0,8,0,-4,4
1_1754,1428450000,26820000,1044730000,2500000000,35,26,68,129,1543270000,20650000,936080000,2500000000,39,27,71,137,114820000,-6170000,-108650000,0,4,1,3,8
1_1755,1382660000,6310000,1111030000,2500000000,32,25,67,124,1728010000,6020000,765970000,2500000000,38,22,63,123,345350000,-290000,-345060000,0,6,-3,-4,-1
1_1756,1495670000,620000,1003710000,2500000000,25,21,60,106,1560510000,1850000,937640000,2500000000,34,21,65,120,64840000,1230000,-66070000,0,9,0,5,14
1_1757,1498570000,12200000,989230000,2500000000,34,26,64,124,1514210000,10610000,975180000,2500000000,40,25,73,138,15640000,-1590000,-14050000,0,6,-1,9,14
1_1758,1616300000,0,883700000,2500000000,33,24,61,118,1619000000,0,881000000,2500000000,31,23,59,113,2700000,0,-2700000,0,-2,-1,-2,-5
1_1759,1297770000,1630000,1200600000,2500000000,35,25,68,128,1364050000,1300000,1134650000,2500000000,36,27,67,130,66280000,-330000,-65950000,0,1,2,-1,2
1_1760,1677400000,620000,821980000,2500000000,12,19,40,71,1677250000,770000,821980000,2500000000,20,14,49,83,-150000,150000,0,0,8,-5,9,12
1_1761,1355580000,0,1144420000,2500000000,22,29,62,113,1460080000,0,1039920000,2500000000,29,21,59,109,104500000,0,-104500000,0,7,-8,-3,-4
1_1762,1040960000,0,1459040000,2500000000,28,28,65,121,1344920000,0,1155080000,2500000000,33,22,64,119,303960000,0,-303960000,0,5,-6,-1,-2
1_1763,1728410000,0,771590000,2500000000,33,30,68,131,1867040000,290000,632670000,2500000000,38,23,73,134,138630000,290000,-138920000,0,5,-7,5,3
1_1764,418550000,13010000,2068440000,2500000000,21,31,71,123,417940000,13190000,2068870000,2500000000,26,30,75,131,-610000,180000,430000,0,5,-1,4,8
1_1765,1123080000,2340000,1374580000,2500000000,17,25,57,99,1122940000,2490000,1374570000,2500000000,18,21,52,91,-140000,150000,-10000,0,1,-4,-5,-8
1_1766,202080000,0,2297920000,2500000000,14,19,51,84,194710000,0,2305290000,2500000000,19,22,54,95,-7370000,0,7370000,0,5,3,3,11
1_1767,587200000,4880000,1907920000,2500000000,31,29,66,126,629530000,4070000,1866400000,2500000000,32,31,69,132,42330000,-810000,-41520000,0,1,2,3,6
1_1768,1170000,0,2498830000,2500000000,10,28,56,94,1170000,0,2498830000,2500000000,10,19,39,68,0,0,0,0,0,-9,-17,-26
1_1769,181240000,8300000,2310460000,2500000000,12,26,56,94,181240000,8300000,2310460000,2500000000,17,19,51,87,0,0,0,0,5,-7,-5,-7
1_1770,1457070000,30660000,1012270000,2500000000,37,27,71,135,1649640000,27300000,823060000,2500000000,44,30,78,152,192570000,-3360000,-189210000,0,7,3,7,17
1_1771,1539020000,30700000,930280000,2500000000,36,26,71,133,1773910000,22110000,703980000,2500000000,47,29,74,150,234890000,-8590000,-226300000,0,11,3,3,17
1_1772,1536780000,89970000,873250000,2500000000,39,26,76,141,1773280000,68320000,658400000,2500000000,47,32,82,161,236500000,-21650000,-214850000,0,8,6,6,20
1_1773,1501250000,31940000,966810000,2500000000,40,26,75,141,1812220000,18560000,669220000,2500000000,43,28,84,155,310970000,-13380000,-297590000,0,3,2,9,14
1_1774,1159560000,21050000,1319390000,2500000000,41,28,80,149,1520250000,14560000,965190000,2500000000,39,26,78,143,360690000,-6490000,-354200000,0,-2,-2,-2,-6
1_1775,1255110000,24910000,1219980000,2500000000,34,25,70,129,1463120000,17120000,1019760000,2500000000,43,26,77,146,208010000,-7790000,-200220000,0,9,1,7,17
1_1776,1547830000,21600000,930570000,2500000000,37,24,69,130,1758190000,19920000,721890000,2500000000,39,24,73,136,210360000,-1680000,-208680000,0,2,0,4,6
1_1777,1323090000,18790000,1158120000,2500000000,38,25,74,137,1851790000,15380000,632830000,2500000000,42,26,72,140,528700000,-3410000,-525290000,0,4,1,-2,3
1_1778,1371980000,27100000,1100830000,2499910000,31,25,66,122,1748710000,19790000,731410000,2499910000,40,28,78,146,376730000,-7310000,-369420000,0,9,3,12,24
1_1779,1523230000,7620000,969150000,2500000000,32,25,68,125,1560760000,9360000,929880000,2500000000,37,24,73,134,37530000,1740000,-39270000,0,5,-1,5,9
1_1780,1656440000,20660000,822900000,2500000000,37,25,68,130,1692170000,16160000,791670000,2500000000,44,27,81,152,35730000,-4500000,-31230000,0,7,2,13,22
1_1781,1689360000,5310000,805330000,2500000000,32,25,65,122,1720930000,5610000,773460000,2500000000,40,23,71,134,31570000,300000,-31870000,0,8,-2,6,12
1_1782,1737250000,0,762750000,2500000000,31,30,67,128,1768500000,320000,731180000,2500000000,37,31,68,136,31250000,320000,-31570000,0,6,1,1,8
1_1783,1118800000,650000,1380550000,2500000000,34,27,67,128,1180000000,0,1320000000,2500000000,31,24,64,119,61200000,-650000,-60550000,0,-3,-3,-3,-9
1_1784,1619580000,0,875170000,2494750000,31,22,59,112,1719010000,0,775720000,2494730000,33,20,56,109,99430000,0,-99450000,-20000,2,-2,-3,-3
1_1785,1114860000,0,1385140000,2500000000,32,28,67,127,1258820000,0,1241180000,2500000000,31,27,72,130,143960000,0,-143960000,0,-1,-1,5,3
1_1786,1578720000,4920000,916360000,2500000000,35,32,77,144,1852610000,3380000,644010000,2500000000,42,31,80,153,273890000,-1540000,-272350000,0,7,-1,3,9
1_1787,802650000,33190000,1664160000,2500000000,21,31,58,110,737140000,33650000,1729210000,2500000000,28,31,68,127,-65510000,460000,65050000,0,7,0,10,17
1_1788,332060000,0,2167940000,2500000000,28,25,63,116,442000000,0,2058000000,2500000000,32,26,66,124,109940000,0,-109940000,0,4,1,3,8
1_1789,410600000,22560000,2066840000,2500000000,16,28,58,102,410590000,23670000,2065740000,2500000000,20,30,68,118,-10000,1110000,-1100000,0,4,2,10,16
1_1790,991020000,3080000,1505900000,2500000000,26,28,66,120,1111720000,3080000,1385200000,2500000000,40,30,74,144,120700000,0,-120700000,0,14,2,8,24
1_1791,304480000,18440000,2177080000,2500000000,12,24,49,85,304470000,18440000,2177090000,2500000000,16,22,48,86,-10000,0,10000,0,4,-2,-1,1
1_1792,86550000,7430000,2406020000,2500000000,15,24,50,89,86450000,7430000,2406120000,2500000000,13,24,60,97,-100000,0,100000,0,-2,0,10,8
1_1793,1205580000,22000000,1081960000,2309540000,35,26,69,130,1543740000,9130000,756730000,2309600000,37,22,67,126,338160000,-12870000,-325230000,60000,2,-4,-2,-4
1_1794,1455100000,34380000,1004730000,2494210000,38,26,71,135,1746770000,22260000,725190000,2494220000,45,26,82,153,291670000,-12120000,-279540000,10000,7,0,11,18
1_1795,1224550000,11730000,680780000,1917060000,39,28,75,142,1430440000,8650000,477980000,1917070000,41,24,72,137,205890000,-3080000,-202800000,10000,2,-4,-3,-5
1_1796,972000000,8860000,681390000,1662250000,33,23,67,123,1033180000,4970000,624090000,1662240000,39,26,71,136,61180000,-3890000,-57300000,-10000,6,3,4,13
1_1797,1344420000,57820000,769090000,2171330000,44,31,84,159,1483150000,51760000,636360000,2171270000,50,37,91,178,138730000,-6060000,-132730000,-60000,6,6,7,19
1_1798,602290000,1632990000,264720000,2500000000,39,27,83,149,720540000,1382320000,397140000,2500000000,39,25,79,143,118250000,-250670000,132420000,0,0,-2,-4,-6
1_1799,1672600000,44160000,783240000,2500000000,41,31,81,153,1863370000,31950000,604680000,2500000000,51,36,87,174,190770000,-12210000,-178560000,0,10,5,6,21
1_1800,1772720000,99950000,532700000,2405370000,43,31,78,152,1911620000,92500000,401250000,2405370000,48,39,89,176,138900000,-7450000,-131450000,0,5,8,11,24
1_1801,1363470000,29410000,660390000,2053270000,42,29,78,149,1585430000,21980000,445850000,2053260000,50,33,83,166,221960000,-7430000,-214540000,-10000,8,4,5,17
1_1802,6740000,685940000,1651860000,2344540000,27,35,87,149,3700000,706980000,1633860000,2344540000,21,33,77,131,-3040000,21040000,-18000000,0,-6,-2,-10,-18
1_1803,748810000,487220000,1263970000,2500000000,30,38,86,154,887140000,565650000,1047210000,2500000000,33,34,93,160,138330000,78430000,-216760000,0,3,-4,7,6
1_1804,0,6450000,2238960000,2245410000,6,24,42,72,0,6450000,2238960000,2245410000,8,31,49,88,0,0,0,0,2,7,7,16
4_001,2051950000,7390100000,4920180000,14362230000,46,43,107,196,2092410000,7255770000,5014050000,14362230000,43,37,93,173,40460000,-134330000,93870000,0,-3,-6,-14,-23
4_002,6205350000,1607970000,2917550000,10730870000,44,33,86,163,6123690000,1635320000,2932730000,10691740000,47,38,100,185,-81660000,27350000,15180000,-39130000,3,5,14,22
4_003,991170000,6185410000,1939980000,9116560000,25,22,73,120,1065880000,6099210000,1951470000,9116560000,48,35,91,174,74710000,-86200000,11490000,0,23,13,18,54
4_004,5499890000,620000,3765790000,9266300000,37,35,101,173,5755350000,2370000,3508580000,9266300000,18,22,60,100,255460000,1750000,-257210000,0,-19,-13,-41,-73
4_005,4108580000,3504780000,3327590000,10940950000,51,36,106,193,4120020000,3430980000,3389950000,10940950000,49,32,101,182,11440000,-73800000,62360000,0,-2,-4,-5,-11
4_006,1417710000,3443010000,825630000,5686350000,34,24,82,140,1459020000,3379480000,847850000,5686350000,31,37,101,169,41310000,-63530000,22220000,0,-3,13,19,29
4_007,1191470000,3307380000,734230000,5233080000,34,36,93,163,1272610000,3149950000,831990000,5254550000,34,24,83,141,81140000,-157430000,97760000,21470000,0,-12,-10,-22
4_008,9507020000,422100000,4271570000,14200690000,32,30,69,131,10412000000,460570000,3328120000,14200690000,41,30,92,163,904980000,38470000,-943450000,0,9,0,23,32
4_009,4109250000,9971000000,5110260000,19190510000,35,34,91,160,4238460000,9999110000,4952940000,19190510000,19,24,67,110,129210000,28110000,-157320000,0,-16,-10,-24,-50
4_010,2428220000,4036990000,6979670000,13444880000,35,34,96,165,3166610000,3125710000,7152560000,13444880000,51,45,105,201,738390000,-911280000,172890000,0,16,11,9,36
4_011,3456650000,5944780000,1055700000,10457130000,37,34,82,153,3552970000,5799340000,1104820000,10457130000,46,32,95,173,96320000,-145440000,49120000,0,9,-2,13,20
4_012,2194780000,4119730000,2776980000,9091490000,49,37,95,181,2709350000,3672670000,2709470000,9091490000,28,36,97,161,514570000,-447060000,-67510000,0,-21,-1,2,-20
4_013,889630000,960140000,7281800000,9131570000,39,29,81,149,1132670000,678000000,7320900000,9131570000,47,37,95,179,243040000,-282140000,39100000,0,8,8,14,30
4_014,474140000,6044560000,7751540000,14270240000,37,37,98,172,508430000,5441430000,8320380000,14270240000,45,31,79,155,34290000,-603130000,568840000,0,8,-6,-19,-17
4_015,3886640000,4592190000,1972490000,10451320000,45,33,101,179,3894530000,4525900000,2030890000,10451320000,47,41,93,181,7890000,-66290000,58400000,0,2,8,-8,2
4_016,5224560000,1482250000,4075390000,10782200000,38,31,71,140,5841950000,1611350000,3328900000,10782200000,32,29,73,134,617390000,129100000,-746490000,0,-6,-2,2,-6
4_017,756820000,2777850000,4800370000,8335040000,36,35,108,179,730660000,2753350000,4851030000,8335040000,41,38,92,171,-26160000,-24500000,50660000,0,5,3,-16,-8
4_018,3844030000,3273000000,3568040000,10685070000,32,39,89,160,3746820000,3189620000,3821170000,10757610000,32,30,92,154,-97210000,-83380000,253130000,72540000,0,-9,3,-6
4_019,6100410000,1226020000,12762880000,20089310000,34,40,95,169,5956270000,880010000,13253030000,20089310000,28,32,77,137,-144140000,-346010000,490150000,0,-6,-8,-18,-32
4_020,3479950000,5377730000,2221380000,11079060000,39,31,81,151,3558690000,5001270000,2531990000,11091950000,49,28,87,164,78740000,-376460000,310610000,12890000,10,-3,6,13
4_021,6342990000,564570000,6925250000,13832810000,41,41,94,176,6153530000,564330000,7114950000,13832810000,52,28,102,182,-189460000,-240000,189700000,0,11,-13,8,6
4_022,5280740000,3221230000,4395260000,12897230000,46,43,114,203,5604340000,3541280000,3751610000,12897230000,46,29,95,170,323600000,320050000,-643650000,0,0,-14,-19,-33
4_023,2074830000,2095860000,4870930000,9041620000,42,33,106,181,3097580000,1925670000,4018370000,9041620000,42,33,103,178,1022750000,-170190000,-852560000,0,0,0,-3,-3
4_024,4227220000,1693730000,4526610000,10447560000,25,29,68,122,4357030000,1718780000,4371750000,10447560000,46,42,102,190,129810000,25050000,-154860000,0,21,13,34,68
4_025,3454200000,4515850000,2123880000,10093930000,16,28,68,112,3538510000,4089950000,2478170000,10106630000,42,48,106,196,84310000,-425900000,354290000,12700000,26,20,38,84
4_026,3549320000,204330000,6328300000,10081950000,38,24,81,143,3423630000,263400000,6394920000,10081950000,35,38,95,168,-125690000,59070000,66620000,0,-3,14,14,25
4_027,4611640000,3666990000,1515760000,9794390000,42,32,89,163,4810740000,3462160000,1544080000,9816980000,48,31,91,170,199100000,-204830000,28320000,22590000,6,-1,2,7
4_028,3303330000,4698480000,2330040000,10331850000,38,27,83,148,3282540000,4585750000,2463560000,10331850000,41,35,93,169,-20790000,-112730000,133520000,0,3,8,10,21
4_029,2814710000,3395110000,4568410000,10778230000,38,35,82,155,3210710000,3263710000,4303810000,10778230000,42,33,98,173,396000000,-131400000,-264600000,0,4,-2,16,18
4_030,567080000,2135150000,2903960000,5606190000,36,40,108,184,638820000,2086160000,2881210000,5606190000,44,30,88,162,71740000,-48990000,-22750000,0,8,-10,-20,-22
4_031,938170000,8341810000,1166310000,10446290000,39,45,100,184,940020000,8127340000,1378930000,10446290000,46,35,89,170,1850000,-214470000,212620000,0,7,-10,-11,-14
4_032,4749890000,4078940000,1869390000,10698220000,35,28,86,149,4863110000,3931530000,1903580000,10698220000,47,30,80,157,113220000,-147410000,34190000,0,12,2,-6,8
4_033,3362820000,4840640000,6414700000,14618160000,54,40,115,209,2303210000,4855590000,7459360000,14618160000,44,29,89,162,-1059610000,14950000,1044660000,0,-10,-11,-26,-47
4_034,731300000,6574500000,3021540000,10327340000,46,41,93,180,879530000,6569590000,2878220000,10327340000,33,34,96,163,148230000,-4910000,-143320000,0,-13,-7,3,-17
4_035,5480610000,2564690000,3022780000,11068080000,44,37,100,181,4757540000,2461010000,3849530000,11068080000,54,43,113,210,-723070000,-103680000,826750000,0,10,6,13,29
4_036,1336770000,5264500000,5980720000,12581990000,39,39,96,174,1407190000,5392690000,5782110000,12581990000,48,36,89,173,70420000,128190000,-198610000,0,9,-3,-7,-1
4_037,417390000,3591580000,720470000,4729440000,34,28,92,154,423780000,3472000000,833660000,4729440000,35,24,89,148,6390000,-119580000,113190000,0,1,-4,-3,-6
4_038,1078530000,2561420000,1805920000,5445870000,38,23,81,142,1003210000,2491390000,1951270000,5445870000,43,36,104,183,-75320000,-70030000,145350000,0,5,13,23,41
4_039,1173320000,380100000,6153790000,7707210000,43,46,127,216,1211250000,254720000,6241240000,7707210000,32,28,76,136,37930000,-125380000,87450000,0,-11,-18,-51,-80
4_040,2522140000,114360000,9909860000,12546360000,38,30,89,157,2494190000,114570000,9937600000,12546360000,33,35,104,172,-27950000,210000,27740000,0,-5,5,15,15
4_041,6616300000,1466100000,3003270000,11085670000,44,23,85,152,7450830000,1466510000,2168330000,11085670000,47,36,90,173,834530000,410000,-834940000,0,3,13,5,21
4_042,1803340000,6811990000,2370620000,10985950000,43,35,84,162,1832220000,6667550000,2486180000,10985950000,35,37,102,174,28880000,-144440000,115560000,0,-8,2,18,12
4_043,3328030000,6534040000,3963320000,13825390000,41,33,89,163,3457110000,6458370000,3909910000,13825390000,47,37,94,178,129080000,-75670000,-53410000,0,6,4,5,15
4_044,6200070000,5851390000,5811510000,17862970000,29,42,94,165,6083980000,5229800000,6549190000,17862970000,42,37,84,163,-116090000,-621590000,737680000,0,13,-5,-10,-2
4_045,3748310000,2445050000,7638580000,13831940000,49,34,88,171,3567550000,2379180000,7885210000,13831940000,49,38,101,188,-180760000,-65870000,246630000,0,0,4,13,17
4_046,241990000,4802700000,5036850000,10081540000,44,37,98,179,313040000,4814840000,4953660000,10081540000,49,37,97,183,71050000,12140000,-83190000,0,5,0,-1,4
4_047,3215830000,7336360000,1837460000,12389650000,45,28,97,170,3237550000,7104360000,2047740000,12389650000,32,22,79,133,21720000,-232000000,210280000,0,-13,-6,-18,-37
4_048,2844170000,5767330000,2075370000,10686870000,56,48,127,231,2790270000,5455540000,2441060000,10686870000,35,27,68,130,-53900000,-311790000,365690000,0,-21,-21,-59,-101
4_049,2762970000,3612090000,1954110000,8329170000,32,30,77,139,2749360000,3486810000,2093000000,8329170000,45,35,81,161,-13610000,-125280000,138890000,0,13,5,4,22
4_050,3977000000,1994930000,4786320000,10758250000,41,28,76,145,4437880000,2015070000,4305300000,10758250000,53,39,92,184,460880000,20140000,-481020000,0,12,11,16,39
4_051,3104330000,471740000,6703630000,10279700000,33,26,77,136,3108200000,471830000,6699670000,10279700000,38,40,107,185,3870000,90000,-3960000,0,5,14,30,49
4_052,2321340000,4395880000,1436120000,8153340000,34,39,97,170,2357700000,4276770000,1518870000,8153340000,49,37,85,171,36360000,-119110000,82750000,0,15,-2,-12,1
4_053,2814200000,7607800000,2385250000,12807250000,47,43,102,192,3052560000,6587350000,3167340000,12807250000,55,43,122,220,238360000,-1020450000,782090000,0,8,0,20,28
4_054,3493610000,6466250000,2857020000,12816880000,41,40,104,185,3460210000,6103550000,3253120000,12816880000,54,40,110,204,-33400000,-362700000,396100000,0,13,0,6,19
4_055,2401860000,2289980000,1109530000,5801370000,36,44,96,176,2411090000,1826890000,1368400000,5606380000,45,38,97,180,9230000,-463090000,258870000,-194990000,9,-6,1,4
4_056,3348580000,31220000,2166260000,5546060000,41,38,98,177,3764310000,25040000,1756710000,5546060000,45,33,91,169,415730000,-6180000,-409550000,0,4,-5,-7,-8
4_057,6048940000,178020000,4897000000,11123960000,43,31,82,156,7412540000,157070000,3554350000,11123960000,51,37,102,190,1363600000,-20950000,-1342650000,0,8,6,20,34
4_058,3774600000,3797660000,4724430000,12296690000,43,35,86,164,2691200000,3556500000,6048990000,12296690000,27,29,87,143,-1083400000,-241160000,1324560000,0,-16,-6,1,-21
4_059,3702400000,5601280000,1919460000,11223140000,48,39,98,185,3582790000,5262790000,2377560000,11223140000,49,36,91,176,-119610000,-338490000,458100000,0,1,-3,-7,-9
4_060,3453520000,4431050000,3083620000,10968190000,47,35,99,181,3536290000,4537800000,2894100000,10968190000,46,36,91,173,82770000,106750000,-189520000,0,-1,1,-8,-8
4_061,3124450000,7337910000,581040000,11043400000,46,33,91,170,2075150000,6969480000,1998770000,11043400000,44,39,101,184,-1049300000,-368430000,1417730000,0,-2,6,10,14
4_062,1038700000,3036150000,1090450000,5165300000,32,40,85,157,1045870000,2980070000,1139360000,5165300000,42,24,77,143,7170000,-56080000,48910000,0,10,-16,-8,-14
4_063,505900000,5013260000,3276510000,8795670000,42,33,91,166,454060000,4796990000,3544620000,8795670000,47,37,92,176,-51840000,-216270000,268110000,0,5,4,1,10
4_064,559440000,8393070000,5587800000,14540310000,47,40,104,191,541230000,8005130000,5993950000,14540310000,32,25,93,150,-18210000,-387940000,406150000,0,-15,-15,-11,-41
4_065,3623130000,3426400000,1871540000,8921070000,46,25,84,155,3889010000,2642570000,2389490000,8921070000,50,33,82,165,265880000,-783830000,517950000,0,4,8,-2,10
4_066,1955880000,707610000,4870620000,7534110000,46,27,89,162,1962950000,679860000,4891300000,7534110000,51,39,110,200,7070000,-27750000,20680000,0,5,12,21,38
4_067,577610000,3798350000,769310000,5145270000,33,33,95,161,549500000,3741580000,854190000,5145270000,47,32,98,177,-28110000,-56770000,84880000,0,14,-1,3,16
4_068,6134960000,2015240000,6141800000,14292000000,42,38,109,189,5734800000,2054270000,6502930000,14292000000,40,39,88,167,-400160000,39030000,361130000,0,-2,1,-21,-22
4_069,3155750000,2892330000,4404540000,10452620000,38,35,84,157,3151610000,2885890000,4415120000,10452620000,27,22,86,135,-4140000,-6440000,10580000,0,-11,-13,2,-22
4_070,499450000,4348870000,5952910000,10801230000,44,50,115,209,511320000,4271180000,6018730000,10801230000,51,33,97,181,11870000,-77690000,65820000,0,7,-17,-18,-28
4_071,2935760000,4401090000,3089420000,10426270000,47,42,93,182,3085130000,4469590000,2871550000,10426270000,44,38,97,179,149370000,68500000,-217870000,0,-3,-4,4,-3
4_072,2226770000,378140000,6747230000,9352140000,48,36,102,186,2238280000,364880000,6748980000,9352140000,43,22,79,144,11510000,-13260000,1750000,0,-5,-14,-23,-42
4_073,4257910000,3359930000,1307630000,8925470000,41,43,95,179,4554270000,3004960000,1366240000,8925470000,23,34,71,128,296360000,-354970000,58610000,0,-18,-9,-24,-51
4_074,1270260000,6720490000,2702360000,10693110000,39,30,75,144,1285110000,6831380000,2576620000,10693110000,33,40,105,178,14850000,110890000,-125740000,0,-6,10,30,34
4_075,3802890000,2026400000,3370810000,9200100000,25,33,75,133,3945950000,2012940000,3241210000,9200100000,46,44,103,193,143060000,-13460000,-129600000,0,21,11,28,60
4_076,4962310000,370130000,3879010000,9211450000,39,38,91,168,5600460000,368250000,3242740000,9211450000,26,23,75,124,638150000,-1880000,-636270000,0,-13,-15,-16,-44
4_077,3761070000,3701780000,1260680000,8723530000,40,43,96,179,3867120000,3597810000,1258600000,8723530000,44,39,93,176,106050000,-103970000,-2080000,0,4,-4,-3,-3
4_078,2814640000,29620000,2275880000,5120140000,40,31,78,149,3003170000,30220000,2086750000,5120140000,28,24,76,128,188530000,600000,-189130000,0,-12,-7,-2,-21
4_079,4391990000,4554020000,1391360000,10337370000,29,34,88,151,4363430000,4480800000,1493140000,10337370000,49,37,93,179,-28560000,-73220000,101780000,0,20,3,5,28
4_080,823180000,3257130000,5255770000,9336080000,39,27,91,157,1083250000,3161550000,5091280000,9336080000,31,32,87,150,260070000,-95580000,-164490000,0,-8,5,-4,-7
4_081,482900000,2440380000,6047200000,8970480000,42,38,85,165,484520000,2419740000,6066220000,8970480000,48,33,89,170,1620000,-20640000,19020000,0,6,-5,4,5
4_082,4176130000,7883370000,2038390000,14097890000,36,43,110,189,4374150000,7295140000,2428600000,14097890000,30,31,90,151,198020000,-588230000,390210000,0,-6,-12,-20,-38
4_083,3872220000,3333490000,5351280000,12556990000,39,37,85,161,3750780000,3499710000,5306500000,12556990000,40,33,99,172,-121440000,166220000,-44780000,0,1,-4,14,11
4_084,2088500000,3770640000,3949270000,9808410000,31,40,94,165,2089110000,3244340000,4101320000,9434770000,39,32,95,166,610000,-526300000,152050000,-373640000,8,-8,1,1
4_085,1321610000,3087190000,6339540000,10748340000,46,41,94,181,1405170000,2813050000,6530120000,10748340000,34,35,94,163,83560000,-274140000,190580000,0,-12,-6,0,-18
4_086,1651840000,4218870000,1709390000,7580100000,28,26,90,144,1770150000,3807580000,2002370000,7580100000,36,24,77,137,118310000,-411290000,292980000,0,8,-2,-13,-7
4_087,4027290000,7425710000,8233860000,19686860000,37,43,90,170,4122470000,7334410000,8229980000,19686860000,33,38,104,175,95180000,-91300000,-3880000,0,-4,-5,14,5
4_088,4350020000,3062130000,2876550000,10288700000,24,34,69,127,4362700000,2925050000,3000950000,10288700000,33,29,81,143,12680000,-137080000,124400000,0,9,-5,12,16
4_089,5324280000,5060000,3762070000,9091410000,46,41,102,189,5624610000,5640000,3461160000,9091410000,32,35,94,161,300330000,580000,-300910000,0,-14,-6,-8,-28
4_090,2790820000,1531810000,1183360000,5505990000,41,26,83,150,2803360000,1554850000,1147780000,5505990000,36,33,95,164,12540000,23040000,-35580000,0,-5,7,12,14
4_091,3296030000,2962510000,2822510000,9081050000,39,31,89,159,3211170000,3024520000,2845360000,9081050000,43,44,112,199,-84860000,62010000,22850000,0,4,13,23,40
4_092,4633180000,4267950000,2019320000,10920450000,43,38,98,179,4476000000,3787960000,1986600000,10250560000,47,36,85,168,-157180000,-479990000,-32720000,-669890000,4,-2,-13,-11
4_093,2529650000,4614820000,2925610000,10070080000,41,29,74,144,2577300000,3966310000,3526470000,10070080000,47,34,99,180,47650000,-648510000,600860000,0,6,5,25,36
4_094,4992120000,43880000,3558180000,8594180000,42,42,98,182,5503310000,42720000,3048150000,8594180000,44,37,92,173,511190000,-1160000,-510030000,0,2,-5,-6,-9
4_095,10227810000,907860000,5546490000,16682160000,38,38,96,172,11343530000,804190000,4534420000,16682140000,31,31,78,140,1115720000,-103670000,-1012070000,-20000,-7,-7,-18,-32
4_096,6630120000,21120000,4469680000,11120920000,44,33,90,167,6870730000,19520000,4230650000,11120900000,47,36,98,181,240610000,-1600000,-239030000,-20000,3,3,8,14
4_097,5603620000,6635030000,2195690000,14434340000,30,46,96,172,5865570000,5972320000,2596450000,14434340000,39,40,100,179,261950000,-662710000,400760000,0,9,-6,4,7
4_098,725750000,33250000,7105310000,7864310000,25,26,74,125,835980000,3430000,7024900000,7864310000,43,42,96,181,110230000,-29820000,-80410000,0,18,16,22,56
4_099,5010340000,20010000,7884250000,12914600000,38,28,94,160,5009150000,20730000,7884720000,12914600000,39,34,102,175,-1190000,720000,470000,0,1,6,8,15
4_100,5987840000,558110000,2660820000,9206770000,41,30,89,160,5792800000,474100000,2939870000,9206770000,48,38,87,173,-195040000,-84010000,279050000,0,7,8,-2,13
4_101,4404470000,3522930000,2414570000,10341970000,38,37,89,164,4307460000,3153160000,2881350000,10341970000,41,28,88,157,-97010000,-369770000,466780000,0,3,-9,-1,-7
4_102,1593800000,2699010000,882520000,5175330000,48,44,110,202,1554130000,2549860000,1071340000,5175330000,50,43,100,193,-39670000,-149150000,188820000,0,2,-1,-10,-9
4_103,4399030000,300000,6022070000,10421400000,35,36,94,165,4521690000,300000,5899410000,10421400000,41,22,86,149,122660000,0,-122660000,0,6,-14,-8,-16
4_104,2697090000,1034020000,4531340000,8262450000,33,44,97,174,2678140000,1034210000,4550100000,8262450000,49,31,106,186,-18950000,190000,18760000,0,16,-13,9,12
