"cell50x50","occ_ebba1","SR_ebba1","occ_ebba2","SR_ebba2","deltaSR_birds","occ_m_b2000","SR_m_b2000","occ_m_a2015","SR_m_a2015","deltaSR_mammals","delta_occ_m","deltaT"
"33TUG2",123,123,109,109,-14,NA,NA,212,26,NA,NA,0.962081458833483
"33TUG3",121,120,123,123,3,43,7,90,21,14,47,1.06474967409925
"33TUG4",135,134,119,119,-15,5,1,205,26,25,200,0.954697952642069
"33TUH1",113,112,120,120,8,NA,NA,140,17,NA,NA,1.18996325406161
"33TUH2",131,130,118,118,-12,NA,NA,41,19,NA,NA,1.17112506546589
"33TUH3",106,105,119,119,14,NA,NA,61,12,NA,NA,1.19954971397448
"33TUH4",125,124,117,117,-7,1,1,88,22,21,87,1.19133804176027
"33TUJ1",99,98,104,104,6,1,1,23,14,13,22,1.18718433380127
"33TUJ2",125,124,121,121,-3,NA,NA,110,22,NA,NA,1.19610859888681
"33TUJ4",83,83,116,116,33,NA,NA,40,12,NA,NA,1.1956985271894
"33TUK3",55,55,62,62,7,16,14,7,5,-9,-9,1.20734273470365
"33TUL1",138,137,146,146,9,NA,NA,1900,31,NA,NA,1.16569547874983
"33TUL2",56,56,87,87,31,NA,NA,32,9,NA,NA,1.14171604488207
"33TUL3",159,159,171,171,12,10,10,4976,33,23,4966,1.22651514410973
"33TUL4",119,119,134,134,15,51,18,105,16,-2,54,1.22786929607391
"33TUM1",110,109,123,123,14,600,61,1405,33,-28,805,1.06024768948555
"33TUM2",136,135,158,158,23,9,2,3518,44,42,3509,1.12885221745233
"33TUM3",122,121,142,142,21,166,44,1096,35,-9,930,1.15042259709942
"33TUM4",140,139,153,153,14,35,12,3558,37,25,3523,1.20297218046405
"33TUN1",133,132,137,137,5,1257,64,4908,50,-14,3651,1.00489410698753
"33TUN2",122,121,131,131,10,2722,62,7892,44,-18,5170,1.01847737724489
"33TUN3",134,133,141,141,8,1796,73,7600,64,-9,5804,1.0853284444152
"33TUN4",103,102,124,124,22,2439,65,2838,48,-17,399,1.10523747151288
"33TVE1",57,57,35,35,-22,7,2,4,4,2,-3,0.857438174161044
"33TVE3",73,73,82,82,9,NA,NA,11,7,NA,NA,0.857810270218622
"33TVF1",120,120,125,125,5,1,1,93,21,20,92,0.91169830041429
"33TVF2",86,86,111,111,25,2,2,56,19,17,54,0.880239877945338
"33TVF3",104,103,130,130,27,NA,NA,95,24,NA,NA,0.939147970893166
"33TVF4",106,106,107,107,1,2,1,48,14,13,46,0.90135712246243
"33TVG1",141,140,123,123,-17,24,7,112,21,14,88,1.08817834012649
"33TVG2",144,143,117,117,-26,25,6,395,31,25,370,0.964511033260461
"33TVG3",92,92,98,98,6,NA,NA,33,10,NA,NA,1.07330957099573
"33TVG4",109,108,119,119,11,NA,NA,92,20,NA,NA,0.989263571702041
"33TVH1",68,68,78,78,10,NA,NA,8,5,NA,NA,1.22047562069363
"33TVH2",104,103,78,78,-25,NA,NA,17,5,NA,NA,1.18620051278008
"33TVJ3",NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"33TVK1",79,79,93,93,14,11,10,89,23,13,78,1.2337740109517
"33TVK2",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"33TVK3",124,122,123,123,1,74,25,141,20,-5,67,1.29171203613281
"33TVK4",100,100,86,86,-14,8,7,37,8,1,29,1.30286080586283
"33TVL1",155,155,175,175,20,99,31,2448,37,6,2349,1.25087444577898
"33TVL2",147,147,176,176,29,115,27,279,26,-1,164,1.23176868600783
"33TVL3",166,165,176,176,11,95,27,810,38,11,715,1.2703030759638
"33TVL4",147,145,142,142,-3,84,28,181,23,-5,97,1.27040851456778
"33TVM1",138,137,149,149,12,92,42,700,44,2,608,1.20718789814475
"33TVM2",141,140,146,146,6,125,27,501,28,1,376,1.25049585718097
"33TVM3",138,137,146,146,9,14,9,259,26,17,245,1.25671053203669
"33TVM4",139,138,165,165,27,126,28,258,37,9,132,1.27790334549817
"33TVN1",127,126,135,135,9,1008,44,1764,43,-1,756,1.1510558674112
"33TVN2",112,111,116,116,5,350,52,436,34,-18,86,1.16353733930737
"33TVN3",125,124,137,137,13,1824,39,6654,52,13,4830,1.21522016227245
"33TVN4",121,120,137,137,17,13,2,286,33,31,273,1.22966598787091
"33TWE1",127,126,120,120,-6,10,2,36,15,13,26,0.825691167410318
"33TWE3",122,121,121,121,0,NA,NA,47,17,NA,NA,0.834933760939844
"33TWF1",99,99,91,91,-8,NA,NA,18,10,NA,NA,1.00306479342572
"33TWF2",128,127,118,118,-9,23,4,15,11,7,-8,0.924953947748457
"33TWF3",85,85,101,101,16,NA,NA,5,3,NA,NA,1.03725773298821
"33TWF4",110,110,99,99,-11,NA,NA,10,8,NA,NA,0.936613614867334
"33TWG1",NA,NA,27,27,NA,NA,NA,1,1,NA,NA,1.06439399719238
"33TWG2",119,119,105,105,-14,NA,NA,5,5,NA,NA,1.01544208813431
"33TWG3",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"33TWG4",144,144,109,109,-35,3,2,29,13,11,26,1.06037211224316
"33TWH3",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"33TWJ1",119,119,116,116,-3,26,9,16,10,1,-10,1.32575192170985
"33TWJ2",24,24,19,19,-5,NA,NA,1,1,NA,NA,1.35043266841343
"33TWJ3",118,118,124,124,6,13,7,61,21,14,48,1.3694076682582
"33TWJ4",76,76,86,86,10,8,6,24,6,0,16,1.36847507312734
"33TWK1",107,106,111,111,5,64,24,68,16,-8,4,1.32473369367195
"33TWK2",134,132,172,172,40,34,18,62,15,-3,28,1.32878556755019
"33TWK3",68,68,117,117,49,10,8,25,11,3,15,1.37491379812092
"33TWK4",79,79,118,118,39,22,14,10,8,-6,-12,1.38877413489602
"33TWL1",131,130,154,154,24,63,18,339,29,11,276,1.29555726625833
"33TWL2",135,134,138,138,4,49,23,90,30,7,41,1.29383584658305
"33TWL3",142,142,138,138,-4,111,37,161,27,-10,50,1.32257575443813
"33TWL4",107,107,116,116,9,13,9,416,16,7,403,1.32221350073814
"33TWM1",134,132,151,151,19,40,18,749,48,30,709,1.31610711054368
"33TWM2",138,137,160,160,23,47,20,33,16,-4,-14,1.32915593548255
"33TWM3",149,149,156,156,7,58,21,524,43,22,466,1.36038373615927
"33TWM4",158,158,169,169,11,52,20,64,24,4,12,1.35875112360174
"33TWN1",126,125,127,127,2,7,6,422,24,18,415,1.24306582212448
"33TWN2",122,121,141,141,20,3,2,1549,64,62,1546,1.30034004151821
"33TWN3",125,123,140,140,17,NA,NA,421,35,NA,NA,1.30086173415184
"33TWN4",140,140,145,145,5,4,2,683,41,39,679,1.33984804153442
"33TXE1",100,100,116,116,16,NA,NA,36,11,NA,NA,0.863423347473145
"33TXE3",88,88,87,87,-1,NA,NA,23,8,NA,NA,0.893776362455344
"33TXF1",52,52,63,63,11,NA,NA,6,5,NA,NA,1.0652554112096
"33TXF2",81,81,95,95,14,NA,NA,59,14,NA,NA,0.988316411557405
"33TXF3",34,34,43,43,9,NA,NA,3,2,NA,NA,1.03802108764648
"33TXF4",70,70,85,85,15,NA,NA,34,8,NA,NA,1.00562049973179
"33TXG1",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"33TXH1",NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA
"33TXH2",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"33TXH3",87,87,106,106,19,34,10,202,16,6,168,1.35517255799109
"33TXH4",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"33TXJ1",112,111,153,153,42,49,20,13,10,-10,-36,1.3899839256749
"33TXJ2",119,119,121,121,2,47,19,64,20,1,17,1.38541916898779
"33TXJ3",84,84,147,147,63,52,23,8,7,-16,-44,1.4083780738878
"33TXJ4",85,85,145,145,60,28,16,77,17,1,49,1.39235322475433
"33TXK1",105,105,116,116,11,3,2,4,2,0,1,1.37408415878875
"33TXK2",81,81,98,98,17,19,12,3,3,-9,-16,1.39273872375488
"33TXK3",126,126,133,133,7,5,3,7,6,3,2,1.41084872605558
"33TXK4",84,84,121,121,37,24,18,1,1,-17,-23,1.4202725031437
"33TXL1",111,111,118,118,7,22,18,97,19,1,75,1.35965910302587
"33TXL2",129,129,135,135,6,49,20,101,15,-5,52,1.36838741418792
"33TXL3",148,148,132,132,-16,18,15,9,6,-9,-9,1.40017968314035
"33TXL4",138,137,131,131,-6,52,21,49,14,-7,-3,1.40840179948922
"33TXM1",142,141,144,144,3,766,18,16,10,-8,-750,1.35468560147148
"33TXM2",125,125,138,138,13,55,22,42,17,-5,-13,1.39015584642237
"33TXM3",152,152,161,161,9,626,18,43,12,-6,-583,1.42163627875779
"33TXM4",132,132,138,138,6,19,6,14,8,2,-5,1.44224316818909
"33TXN1",164,164,176,176,12,47,20,2049,50,30,2002,1.41929241743955
"33TXN2",126,126,147,147,21,4,1,85,21,20,81,1.39277875117767
"33TXN3",129,129,157,157,28,38,8,545,23,15,507,1.41238164359873
"33TXN4",115,115,136,136,21,2,2,7,6,4,5,1.42124059710199
"33TYE1",56,56,61,61,5,NA,NA,75,11,NA,NA,0.907998683840729
"33TYF2",55,55,59,59,4,NA,NA,6,4,NA,NA,0.948171385403337
"33TYH1",119,119,146,146,27,32,14,20,7,-7,-12,1.35148335170079
"33TYH2",66,66,83,83,17,8,6,7,3,-3,-1,1.3208412528038
"33TYJ1",55,55,97,97,42,18,12,2,2,-10,-16,1.41833393029341
"33TYJ2",116,116,137,137,21,45,21,13,7,-14,-32,1.38888316443472
"33TYK1",109,109,95,95,-14,19,16,2,2,-14,-17,1.42917604682859
"33TYK2",86,86,96,96,10,13,11,6,3,-8,-7,1.42917823427506
"33TYL1",116,116,133,133,17,21,17,9,6,-11,-12,1.44586249498221
"33TYL2",131,131,139,139,8,44,25,51,19,-6,7,1.43841851552327
"33TYM1",139,139,146,146,7,114,13,82,13,0,-32,1.46945403320621
"33TYM2",130,130,132,132,2,13,6,25,14,8,12,1.47053993028095
"33TYN1",154,153,160,160,7,4,3,28,13,10,24,1.38510887731205
"33TYN2",150,149,150,150,1,10,7,46,12,5,36,1.44480047029318
"33UUA1",NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA
"33UUA2",150,150,155,155,5,23,5,1393,42,37,1370,1.11301617045979
"33UUA3",NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA
"33UUA4",168,168,178,178,10,8,5,1057,38,33,1049,1.12947746094115
"33UUB1",NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA
"33UUB2",NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA
"33UUB3",149,149,168,168,19,1831,44,18117,50,6,16286,1.0786390372685
"33UUB4",139,139,133,133,-6,371,30,3554,39,9,3183,1.08796295589871
"33UUP1",128,128,135,135,7,17,8,276,33,25,259,0.99013109835322
"33UUP2",142,142,159,159,17,370,52,4273,58,6,3903,1.0034555882715
"33UUP3",136,136,144,144,8,111,31,933,45,14,822,1.07162010800707
"33UUP4",132,132,147,147,15,765,63,3933,55,-8,3168,1.08646847299263
"33UUQ1",156,156,168,168,12,59,17,191,25,8,132,1.08253397455021
"33UUQ2",149,149,160,160,11,28,9,781,38,29,753,1.02643045758813
"33UUQ3",162,162,154,154,-8,2,2,44,17,15,42,1.10585800159809
"33UUQ4",158,157,140,140,-17,58,15,546,48,33,488,1.06607866010001
"33UUR1",152,152,168,168,16,13,11,244,33,22,231,1.19306166266555
"33UUR2",156,156,163,163,7,35,10,165,24,14,130,1.13451978391852
"33UUR3",157,157,175,175,18,5,3,64,20,17,59,1.22274173413469
"33UUR4",156,156,157,157,1,NA,NA,92,18,NA,NA,1.15302618129833
"33UUS1",134,134,176,176,42,2,1,4244,60,59,4242,1.1973604039029
"33UUS2",142,142,159,159,17,4,3,783,48,45,779,1.21733849512506
"33UUS3",139,139,158,158,19,12,7,317,28,21,305,1.22443076691341
"33UUS4",138,138,151,151,13,3,3,894,47,44,891,1.22295006838712
"33UUT1",144,144,154,154,10,1,1,1089,41,40,1088,1.1864720689299
"33UUT2",155,155,176,176,21,3,1,1567,46,45,1564,1.18661844513633
"33UUT3",142,142,160,160,18,25,13,595,40,27,570,1.21009844357205
"33UUT4",137,137,166,166,29,NA,NA,393,41,NA,NA,1.21650670899285
"33UUU1",118,117,165,165,48,2,2,265,25,23,263,1.1584773461024
"33UUU2",109,108,174,174,66,21,9,1400,47,38,1379,1.17242080841831
"33UUU3",152,152,160,160,8,74,22,636,42,20,562,1.17098363404421
"33UUU4",156,156,169,169,13,609,27,16123,62,35,15514,1.19292155534793
"33UUV1",147,147,158,158,11,47,9,1105,46,37,1058,1.14650180123069
"33UUV2",160,160,160,160,0,1,1,781,41,40,780,1.14676118137861
"33UUV3",154,154,167,167,13,5,5,551,41,36,546,1.1267556810379
"33UUV4",146,146,166,166,20,13,5,1366,38,33,1353,1.15494058969859
"33UVA2",145,145,141,141,-4,1,1,418,31,30,417,1.16598335901896
"33UVA3",NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA
"33UVB1",161,161,170,170,9,2398,49,13131,55,6,10733,1.08054439789426
"33UVB2",125,125,131,131,6,67,19,1692,38,19,1625,1.07348489761353
"33UVB4",NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA
"33UVP1",123,123,144,144,21,533,40,1233,52,12,700,1.14119158528786
"33UVP2",134,134,157,157,23,1057,68,1385,56,-12,328,1.16351799802347
"33UVP3",135,135,139,139,4,241,31,850,44,13,609,1.14806087992408
"33UVP4",135,134,149,149,15,3072,67,1527,57,-10,-1545,1.19323348999023
"33UVQ1",159,159,178,178,19,8,4,32,16,12,24,1.1801811251147
"33UVQ2",171,171,189,189,18,30,7,72,23,16,42,1.13513611982213
"33UVQ3",156,156,161,161,5,3,2,28,8,6,25,1.22828829224045
"33UVQ4",180,180,185,185,5,33,13,243,30,17,210,1.15354684266177
"33UVR1",154,154,168,168,14,2,1,216,28,27,214,1.27937124629709
"33UVR2",148,148,164,164,16,3,2,320,36,34,317,1.23051067432725
"33UVR3",147,147,163,163,16,5,3,843,38,35,838,1.32256725127684
"33UVR4",153,153,159,159,6,54,10,1761,44,34,1707,1.31764038590824
"33UVS1",150,150,162,162,12,NA,NA,1672,45,NA,NA,1.25139024663479
"33UVS2",156,156,165,165,9,1,1,679,46,45,678,1.26669300813726
"33UVS3",160,160,171,171,11,6,4,1083,45,41,1077,1.30414441562591
"33UVS4",155,155,159,159,4,3,2,211,34,32,208,1.30432263542624
"33UVT1",155,155,161,161,6,7,6,1200,37,31,1193,1.22965454536936
"33UVT2",140,140,173,173,33,NA,NA,656,34,NA,NA,1.2263409874656
"33UVT3",144,144,166,166,22,20,13,289,32,19,269,1.29138414199743
"33UVT4",153,153,167,167,14,26,16,550,32,16,524,1.29620401107054
"33UVU1",160,160,176,176,16,27,14,1092,48,34,1065,1.20304175579187
"33UVU2",153,153,169,169,16,178,34,3786,60,26,3608,1.21163875680221
"33UVU3",171,171,166,166,-5,13,4,242,28,24,229,1.27419841650761
"33UVU4",172,172,179,179,7,31,23,362,42,19,331,1.26563359751846
"33UVV1",148,148,176,176,28,6,4,459,35,31,453,1.17664867181044
"33UVV2",161,161,167,167,6,7,6,483,29,23,476,1.20548093198526
"33UVV3",174,174,165,165,-9,569,18,122,25,7,-447,1.21929511194644
"33UVV4",173,173,171,171,-2,59,24,294,42,18,235,1.24850596026116
"33UWA1",NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA
"33UWA2",135,135,142,142,7,3,3,8,7,4,5,1.21453595161438
"33UWA4",159,159,158,158,-1,4,4,44,16,12,40,1.20777069943622
"33UWB2",NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA
"33UWP1",139,138,156,156,18,22,8,465,36,28,443,1.16878660429608
"33UWP2",134,133,148,148,15,20,11,587,41,30,567,1.20080274885351
"33UWP3",134,134,153,153,19,6,4,1956,48,44,1950,1.21660840642321
"33UWP4",141,139,151,151,12,42,20,2263,48,28,2221,1.2461862672459
"33UWQ1",146,146,160,160,14,NA,NA,121,24,NA,NA,1.27262894140707
"33UWQ2",157,157,156,156,-1,1,1,75,18,17,74,1.18529611825943
"33UWQ3",142,142,165,165,23,16,5,25,14,9,9,1.34603793593659
"33UWQ4",156,155,172,172,17,3,2,125,28,26,122,1.26554646721498
"33UWR1",157,157,175,175,18,1,1,147,25,24,146,1.36861324820289
"33UWR2",159,159,170,170,11,2,2,62,13,11,60,1.34818849844091
"33UWR3",169,169,169,169,0,37,16,138,37,21,101,1.37085562976286
"33UWR4",161,161,170,170,9,NA,NA,72,18,NA,NA,1.36437338231558
"33UWS1",148,148,157,157,9,47,17,29,17,0,-18,1.35014987374372
"33UWS2",157,156,163,163,7,41,21,177,29,8,136,1.37119389090309
"33UWS3",156,156,163,163,7,1337,31,34,17,-14,-1303,1.37011381431862
"33UWS4",156,155,166,166,11,79,27,133,38,11,54,1.38754048704464
"33UWT1",148,148,157,157,9,2471,21,119,30,9,-2352,1.33047853890112
"33UWT2",151,151,153,153,2,202,16,22,11,-5,-180,1.33891793113341
"33UWT3",161,160,152,152,-8,13,8,43,16,8,30,1.34134549679963
"33UWT4",160,160,162,162,2,149,24,28,16,-8,-121,1.34258226914839
"33UWU1",160,160,158,158,-2,4,3,27,16,13,23,1.32344083111696
"33UWU2",156,156,167,167,11,245,32,131,22,-10,-114,1.32335857911543
"33UWU3",162,162,160,160,-2,123,32,78,22,-10,-45,1.31978689058863
"33UWU4",155,155,159,159,4,388,23,87,20,-3,-301,1.35306813089471
"33UWV1",143,143,162,162,19,517,21,35,13,-8,-482,1.23037406305472
"33UWV2",157,157,160,160,3,9,8,59,24,16,50,1.25858779868694
"33UWV3",138,138,152,152,14,526,16,59,10,-6,-467,1.27127322842998
"33UWV4",143,143,162,162,19,616,18,43,23,5,-573,1.31207341377181
"33UXA1",109,109,147,147,38,11,10,29,11,1,18,1.16003786027431
"33UXA2",153,153,161,161,8,362,18,59,15,-3,-303,1.20237209301184
"33UXA3",154,154,162,162,8,10,9,52,15,6,42,1.16241290651519
"33UXA4",148,148,150,150,2,311,21,94,15,-6,-217,1.2250146523365
"33UXP1",145,145,167,167,22,1,1,634,32,31,633,1.29248282395674
"33UXP2",162,162,173,173,11,97,18,4331,65,47,4234,1.34241141303111
"33UXP3",174,173,160,160,-13,NA,NA,75,24,NA,NA,1.32553307025019
"33UXP4",169,168,170,170,2,67,11,609,36,25,542,1.3828275882998
"33UXQ1",147,146,157,157,11,7,6,300,38,32,293,1.29375001996063
"33UXQ2",177,177,182,182,5,14,6,292,30,24,278,1.27339235017466
"33UXQ3",168,167,184,184,17,NA,NA,469,39,NA,NA,1.34009890069767
"33UXQ4",176,175,181,181,6,1,1,125,25,24,124,1.32069322151866
"33UXR1",153,152,170,170,18,90,33,107,34,1,17,1.35364092373457
"33UXR2",152,152,167,167,15,2,2,64,23,21,62,1.29650286597175
"33UXR3",156,155,178,178,23,116,38,101,32,-6,-15,1.35458382425854
"33UXR4",173,171,171,171,0,28,8,57,21,13,29,1.33631825742643
"33UXS1",161,161,166,166,5,46,21,145,33,12,99,1.38983309399951
"33UXS2",138,138,171,171,33,46,22,59,29,7,13,1.37522073735528
"33UXS3",160,160,167,167,7,26,9,89,28,19,63,1.36822445328171
"33UXS4",159,158,162,162,4,61,31,58,23,-8,-3,1.36184523655818
"33UXT1",170,170,167,167,-3,6041,23,87,26,3,-5954,1.34816262648278
"33UXT2",159,159,165,165,6,21,13,36,16,3,15,1.35677186648051
"33UXT3",160,160,162,162,2,8215,32,70,26,-6,-8145,1.33534107297799
"33UXT4",163,163,167,167,4,62,22,81,22,0,19,1.32236393581737
"33UXU1",161,161,166,166,5,95,26,61,21,-5,-34,1.30728287057778
"33UXU2",154,154,159,159,5,80,35,444,36,1,364,1.33968334687062
"33UXU3",153,153,157,157,4,41,16,67,19,3,26,1.31859416762988
"33UXU4",139,139,155,155,16,22,15,67,18,3,45,1.33592968849681
"33UXV1",141,141,151,151,10,282,18,58,14,-4,-224,1.26042426586151
"33UXV2",150,150,158,158,8,473,22,47,16,-6,-426,1.28950855409777
"33UXV3",157,157,158,158,1,725,22,39,15,-7,-686,1.26942149840574
"33UXV4",162,162,155,155,-7,132,23,92,28,5,-40,1.30828549404337
"33UYP1",145,144,152,152,8,NA,NA,65,28,NA,NA,1.34060411948662
"33UYP2",145,145,154,154,9,3,3,4,3,0,1,1.33851335575054
"33VUC1",NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
"33VUC2",130,130,156,156,26,2680,40,11204,46,6,8524,1.09108583450317
"33VUC3",153,153,173,173,20,198,37,5883,52,15,5685,1.15382921558687
"33VUC4",159,159,161,161,2,485,41,13999,53,12,13514,1.1178652152037
"33VUD1",152,152,164,164,12,92,27,12282,47,20,12190,1.18495668683733
"33VUD2",152,152,166,166,14,127,25,3530,47,22,3403,1.18925410050612
"33VUD3",139,139,150,150,11,44,15,1280,44,29,1236,1.19345447752211
"33VUD4",142,142,150,150,8,81,25,1871,41,16,1790,1.18077785196439
"33VUE3",146,146,168,168,22,76,27,2200,37,10,2124,1.15757910060462
"33VUE4",138,138,153,153,15,48,16,2192,44,28,2144,1.19403022446783
"33VUF3",136,136,157,157,21,67,18,680,36,18,613,1.13205513671109
"33VUF4",134,134,154,154,20,54,17,1676,36,19,1622,1.15715211525298
"33VUG3",122,122,133,133,11,430,29,1035,38,9,605,0.984497089056099
"33VUG4",132,132,150,150,18,223,26,796,39,13,573,1.03368186950684
"33VUH3",124,124,134,134,10,456,29,950,33,4,494,0.985777164224921
"33VUH4",121,121,135,135,14,671,31,861,29,-2,190,0.974202680196918
"33VUJ3",127,127,135,135,8,168,23,657,24,1,489,0.968204256523569
"33VUJ4",146,146,144,144,-2,505,32,871,34,2,366,0.978143274182813
"33VUK3",127,127,153,153,26,324,21,639,24,3,315,0.994498287085092
"33VUK4",130,130,148,148,18,184,27,506,28,1,322,0.976875066775431
"33VUL3",121,121,117,117,-4,122,19,408,29,10,286,1.00052790535893
"33VUL4",128,128,135,135,7,68,17,522,28,11,454,1.00763159387734
"33VVC1",143,143,150,150,7,257,30,2255,47,17,1998,1.16240888046768
"33VVC2",157,157,164,164,7,249,41,9019,53,12,8770,1.14663156183755
"33VVC3",143,143,154,154,11,204,32,4093,45,13,3889,1.15740468644876
"33VVC4",169,169,179,179,10,76,30,3692,51,21,3616,1.14166898552964
"33VVD1",142,142,150,150,8,138,22,3914,47,25,3776,1.17347108667547
"33VVD2",148,148,153,153,5,125,24,2624,46,22,2499,1.14658214869323
"33VVD3",132,132,154,154,22,161,24,2189,42,18,2028,1.14484677098014
"33VVD4",139,139,152,152,13,142,30,3975,45,15,3833,1.15241561802951
"33VVE1",149,149,167,167,18,185,36,5225,52,16,5040,1.18737658548139
"33VVE2",138,138,161,161,23,152,27,4005,52,25,3853,1.19281392120288
"33VVE3",152,152,164,164,12,104,29,1720,43,14,1616,1.16949936502798
"33VVE4",134,134,162,162,28,336,33,5889,49,16,5553,1.16219179847024
"33VVF1",141,141,163,163,22,88,20,2722,44,24,2634,1.15785448891776
"33VVF2",138,138,156,156,18,24,10,1782,42,32,1758,1.16338771870483
"33VVF3",142,142,168,168,26,173,32,2161,45,13,1988,1.14876359881777
"33VVF4",144,144,162,162,18,91,22,879,43,21,788,1.14480354259541
"33VVG1",122,122,124,124,2,217,29,383,28,-1,166,1.0477978608825
"33VVG2",133,133,148,148,15,99,15,779,29,14,680,1.12297381409283
"33VVG3",124,124,146,146,22,98,15,474,34,19,376,1.09821279915896
"33VVG4",124,124,141,141,17,209,19,520,37,18,311,1.13606849377289
"33VVH1",124,124,135,135,11,99,17,166,22,5,67,1.02044232862611
"33VVH2",122,122,143,143,21,24,13,380,31,18,356,1.02011958084816
"33VVH3",140,140,157,157,17,141,26,802,35,9,661,1.10749436015925
"33VVH4",132,132,155,155,23,32,10,390,27,17,358,1.09936920670438
"33VVJ1",123,123,109,109,-14,18,7,100,17,10,82,1.00929663054131
"33VVJ2",120,120,110,110,-10,22,7,100,14,7,78,1.01254988378949
"33VVJ3",123,123,120,120,-3,42,9,290,20,11,248,1.09420362355248
"33VVJ4",120,120,110,110,-10,48,12,170,19,7,122,1.10003635621071
"33VVK1",126,126,117,117,-9,26,8,167,24,16,141,1.02189571651979
"33VVK2",128,128,131,131,3,239,14,229,22,8,-10,1.01745654607928
"33VVK3",130,130,133,133,3,80,9,227,25,16,147,1.07577346936437
"33VVK4",121,121,128,128,7,29,8,146,18,10,117,1.09019341823903
"33VVL1",117,117,90,90,-27,31,3,99,21,18,68,1.00830477680124
"33VVL2",136,136,146,146,10,59,16,1131,33,17,1072,1.01174672289441
"33VVL3",116,116,95,95,-21,99,10,61,15,5,-38,1.04590453509998
"33VVL4",126,126,159,159,33,254,24,1523,32,8,1269,1.05947543590358
"33VWC1",140,140,140,140,0,78,11,1123,42,31,1045,1.17091188782371
"33VWC2",162,162,184,184,22,844,40,7449,49,9,6605,1.182830991592
"33VWC3",170,170,187,187,17,428,36,5943,44,8,5515,1.18531651451037
"33VWD1",131,131,147,147,16,214,29,3072,46,17,2858,1.16943700313568
"33VWD2",136,136,147,147,11,29,16,1965,40,24,1936,1.16492081121965
"33VWD3",154,154,164,164,10,120,13,1538,41,28,1418,1.17903983921086
"33VWD4",155,155,161,161,6,57,27,10100,50,23,10043,1.18141768872738
"33VWE1",144,144,166,166,22,349,34,8594,49,15,8245,1.15786304105307
"33VWE2",134,134,153,153,19,130,22,1946,40,18,1816,1.1818956786936
"33VWE3",159,159,169,169,10,189,26,4710,46,20,4521,1.21247830535426
"33VWE4",147,147,171,171,24,367,25,2052,43,18,1685,1.18155378614153
"33VWF1",148,148,169,169,21,293,37,8070,50,13,7777,1.17797125572766
"33VWF2",137,137,155,155,18,43,20,2171,40,20,2128,1.15335990443374
"33VWF3",139,139,164,164,25,227,25,5465,47,22,5238,1.18212316769026
"33VWF4",139,139,163,163,24,98,21,3003,46,25,2905,1.20858253930744
"33VWG1",139,139,161,161,22,179,29,1136,41,12,957,1.12853824116967
"33VWG2",139,139,153,153,14,1262,28,1047,39,11,-215,1.17496734035426
"33VWG3",140,140,159,159,19,103,20,1755,37,17,1652,1.14807348984938
"33VWG4",151,151,171,171,20,110,23,8763,52,29,8653,1.18924636964674
"33VWH1",130,130,138,138,8,81,11,231,23,12,150,1.14503192803091
"33VWH2",130,130,164,164,34,83,20,2692,46,26,2609,1.12984286162479
"33VWH3",136,136,154,154,18,52,15,349,30,15,297,1.1603326364871
"33VWH4",129,129,154,154,25,171,16,1312,39,23,1141,1.15362978572688
"33VWJ1",133,133,129,129,-4,25,14,4029,24,10,4004,1.10796675662841
"33VWJ2",142,142,147,147,5,26,7,215,20,13,189,1.13257424764899
"33VWJ3",138,138,150,150,12,33,14,5240,28,14,5207,1.11806265136291
"33VWJ4",141,141,153,153,12,54,18,635,26,8,581,1.14886050381936
"33VWK1",123,123,117,117,-6,54,13,197,26,13,143,1.05187369848936
"33VWK2",130,130,129,129,-1,17,9,196,27,18,179,1.08788361904469
"33VWK3",127,127,124,124,-3,33,8,297,30,22,264,1.08180338004604
"33VWK4",129,129,137,137,8,82,9,5685,27,18,5603,1.09973821630809
"33VWL1",124,124,134,134,10,73,10,538,28,18,465,1.05855120035042
"33VWL2",126,126,131,131,5,18,4,147,25,21,129,1.04218750243837
"33VWL3",131,131,104,104,-27,22,7,202,21,14,180,1.02138046802036
"33VWL4",135,135,119,119,-16,26,8,398,25,17,372,1.06007662054264
"33VXD2",149,149,167,167,18,85,23,1872,37,14,1787,1.17726384331198
