"cell50x50","occ_ebba1","SR_ebba1","occ_ebba2","SR_ebba2","deltaSR_birds","occ_m_b2000","SR_m_b2000","occ_m_a2015","SR_m_a2015","deltaSR_mammals","delta_occ_m","deltaT"
"25SFD3",NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"26SLH1",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"26SLH4",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"26SMH2",NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
"26SMH4",NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"26SMJ2",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"26SPF3",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"26SPG1",NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"26WPT1",NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA
"27RYL3",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
"27RYM3",NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"27VVL1",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"27VVL3",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"27VWL1",NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
"27VWL2",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"27VWL3",NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
"27VWL4",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"27VXL1",NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
"27VXL2",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"27WUM3",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"27WUN3",NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
"27WUP4",NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
"27WVM1",NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
"27WVM3",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"27WVM4",NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
"27WVN1",NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA
"27WVN2",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"27WVN3",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"27WVN4",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"27WVP1",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"27WVP2",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"27WVP4",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
"27WWM1",NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
"27WWM2",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"27WWM3",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"27WWM4",NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"27WWN1",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"27WWN2",NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA
"27WWN3",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"27WWN4",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
"27WWP2",NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA
"27WWP4",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"27WXM1",NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
"27WXM2",NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"27WXN1",NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA
"27WXN2",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"27WXP1",NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
"27WXP2",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"28RBR1",NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
"28RBS1",NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA
"28RBS4",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"28RCR1",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"28RCS2",NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
"28RCS3",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"28RCS4",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"28RDR1",NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
"28RDR3",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"28RDS2",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"28RDS4",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"28RDU2",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"28RES2",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"28RES3",NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
"28RES4",NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
"28RFS1",NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"28RFS2",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"28RFT1",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"28RFT2",NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
"28RFT4",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"28SCA3",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"28SCB2",NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
"28SCB3",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"28VCR3",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"28VDR1",NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
"28WCS3",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"28WCS4",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"28WCT3",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"28WCT4",NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
"28WCU4",NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
"28WDS1",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"28WDS2",NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"28WDS3",NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"28WDS4",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"28WDT1",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"28WDT2",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"28WDT3",NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"28WDT4",NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"28WDU1",NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA
"28WDU2",NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA
"28WDU3",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"28WDU4",NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
"28WES1",NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
"28WES2",NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
"28WES3",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"28WET1",NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"28WET2",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"28WET3",NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
"28WET4",NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
"28WEU1",NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"28WEU2",NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
"29SMC3",112,112,128,128,16,50,11,769,31,20,719,0.571071172371889
"29SMD3",106,106,104,104,-2,4,3,130,23,20,126,0.515437288104363
"29SMD4",121,121,115,115,-6,23,5,356,24,19,333,0.544780840915916
"29SME4",26,26,2,2,-24,NA,NA,1,1,NA,NA,0.487879276275635
"29SNA1",36,36,64,64,28,NA,NA,26,11,NA,NA,0.569697062174479
"29SNA3",60,60,99,99,39,NA,NA,37,13,NA,NA,0.588257789611816
"29SNB1",105,105,117,117,12,7,5,74,15,10,67,0.569800368222323
"29SNB2",124,124,133,133,9,52,10,155,26,16,103,0.576263732269031
"29SNB3",108,108,127,127,19,1,1,205,21,20,204,0.565689226964137
"29SNB4",124,124,141,141,17,42,6,150,24,18,108,0.568517122337286
"29SNC1",118,118,144,144,26,14,6,202,24,18,188,0.538346033026702
"29SNC2",111,111,106,106,-5,13,7,79,14,7,66,0.543153912932784
"29SNC3",117,117,129,129,12,227,10,211,19,9,-16,0.531878719329834
"29SNC4",115,115,143,143,28,10,3,97,15,12,87,0.548183053955996
"29SND1",112,112,133,133,21,27,6,335,28,22,308,0.510488014716607
"29SND2",120,120,137,137,17,39,7,171,18,11,132,0.532187226530793
"29SND3",99,99,111,111,12,2,2,200,21,19,198,0.511132469424954
"29SND4",118,118,120,120,2,9,4,170,23,19,161,0.525324672847599
"29SNE2",109,109,111,111,2,9,5,133,25,20,124,0.499288436344692
"29SNE4",101,101,99,99,-2,NA,NA,272,25,NA,NA,0.491528919764927
"29SPA1",35,35,44,44,9,NA,NA,30,10,NA,NA,0.570757675170898
"29SPB1",119,119,126,126,7,3,1,2467,22,21,2464,0.565970030406977
"29SPB2",127,127,131,131,4,28,1,1805,27,26,1777,0.568572065884009
"29SPB3",123,123,111,111,-12,6,1,8123,22,21,8117,0.554463750166859
"29SPB4",128,128,145,145,17,1,1,4222,22,21,4221,0.566420383453369
"29SPC1",113,113,131,131,18,54,5,175,16,11,121,0.540385630395677
"29SPC2",105,105,142,142,37,8,2,69,13,11,61,0.556031878241177
"29SPC3",111,111,153,153,42,NA,NA,2333,11,NA,NA,0.548049511847558
"29SPC4",128,128,131,131,3,8,5,4879,16,11,4871,0.547272273472377
"29SPD1",123,123,124,124,1,2,2,1624,24,22,1622,0.504626583743405
"29SPD2",109,109,117,117,8,NA,NA,525,25,NA,NA,0.531488917232339
"29SPD3",103,103,135,135,32,1,1,5275,13,12,5274,0.501080792744954
"29SPD4",140,140,158,158,18,3,2,2506,23,21,2503,0.531042783852392
"29SPE2",116,116,124,124,8,44,5,217,24,19,173,0.485546704211266
"29SPE4",144,144,140,140,-4,3,3,2727,22,19,2724,0.486226783858405
"29SQA1",154,154,174,174,20,158,17,5582,29,12,5424,0.573624309740568
"29SQA2",128,128,127,127,-1,1,1,995,20,19,994,0.600050565931532
"29SQB1",130,130,136,136,6,3,1,12507,29,28,12504,0.546397631930322
"29SQB2",148,148,189,189,41,43,15,12818,32,17,12775,0.547161151965459
"29SQC1",104,104,150,150,46,NA,NA,2772,13,NA,NA,0.556730089960871
"29SQC2",114,114,127,127,13,NA,NA,7223,22,NA,NA,0.552311173097335
"29SQD1",134,134,142,142,8,1,1,4349,19,18,4348,0.497038489893863
"29SQD2",135,135,160,160,25,1,1,3649,17,16,3648,0.518109619272927
"29SQE2",137,137,159,159,22,134,7,5851,28,21,5717,0.485506973483346
"29SQV3",NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA
"29TMH3",70,70,78,78,8,NA,NA,1422,17,NA,NA,0.536339978377024
"29TMH4",66,66,93,93,27,NA,NA,763,15,NA,NA,0.539795731053208
"29TNE1",89,89,118,118,29,2,1,383,31,30,381,0.487265864285556
"29TNE3",95,95,91,91,-4,19,6,95,27,21,76,0.491197598691018
"29TNF1",69,69,96,96,27,14,4,285,20,16,271,0.520812235938178
"29TNF2",90,90,113,113,23,3,3,241,25,22,238,0.500850926274839
"29TNF3",83,83,105,105,22,10,5,207,32,27,197,0.527054619066643
"29TNF4",92,92,97,97,5,5,4,221,24,20,216,0.49707015031049
"29TNG1",106,106,121,121,15,NA,NA,4852,28,NA,NA,0.545744847207174
"29TNG2",108,108,102,102,-6,25,6,774,25,19,749,0.544839780838763
"29TNG3",113,113,121,121,8,1,1,15458,28,27,15457,0.564601652083858
"29TNG4",126,125,115,115,-10,19,8,2386,25,17,2367,0.548223160252427
"29TNH1",99,99,108,108,9,6,4,4830,29,25,4824,0.521672777227453
"29TNH2",104,104,125,125,21,2,2,5393,24,22,5391,0.546207422055073
"29TNH3",88,88,101,101,13,NA,NA,4940,26,NA,NA,0.524741389833648
"29TNH4",82,82,93,93,11,NA,NA,6486,19,NA,NA,0.546226866833575
"29TNJ2",42,42,57,57,15,NA,NA,192,9,NA,NA,0.505303110395159
"29TNJ4",87,87,113,113,26,1,1,3764,38,37,3763,0.52340971477448
"29TPE1",103,103,123,123,20,6,2,143,25,23,137,0.488089190589057
"29TPE3",142,142,126,126,-16,460,15,3291,21,6,2831,0.493066733396506
"29TPF1",98,98,123,123,25,30,7,7414,43,36,7384,0.545616893025188
"29TPF2",103,103,112,112,9,5,2,46,16,14,41,0.506232350509359
"29TPF3",128,128,136,136,8,4,2,3682,42,40,3678,0.554130006605579
"29TPF4",145,145,138,138,-7,NA,NA,3467,26,NA,NA,0.521379396512911
"29TPG1",123,122,140,140,18,1,1,7613,24,23,7612,0.602014044436013
"29TPG2",131,131,127,127,-4,10,4,2491,20,16,2481,0.586813691374543
"29TPG3",117,116,133,133,17,5,5,8653,25,20,8648,0.611224287086063
"29TPG4",131,130,130,130,0,80,9,1522,31,22,1442,0.610285776632803
"29TPH1",70,70,104,104,34,2,1,4330,35,34,4328,0.525188158143241
"29TPH2",104,103,101,101,-2,5,2,4128,24,22,4123,0.537151330354198
"29TPH3",67,66,106,106,40,3,2,7939,39,37,7936,0.537419671723337
"29TPH4",123,122,125,125,3,4,2,6301,45,43,6297,0.573513045814467
"29TPJ2",90,89,90,90,1,NA,NA,3582,24,NA,NA,0.529418185353279
"29TPJ4",59,59,118,118,59,NA,NA,4548,41,NA,NA,0.533415991684486
"29TQE1",143,143,156,156,13,438,21,8405,26,5,7967,0.499260439675235
"29TQF1",130,130,150,150,20,7,2,5845,37,35,5838,0.563830638543153
"29TQF2",156,156,136,136,-20,NA,NA,6993,15,NA,NA,0.546595486727628
"29TQG1",100,99,138,138,39,29,11,9521,37,26,9492,0.610173175861309
"29TQG2",127,127,145,145,18,28,7,8008,38,31,7980,0.612773837269963
"29TQH1",107,106,128,128,22,NA,NA,11375,36,NA,NA,0.549223836485323
"29TQH2",118,117,131,131,14,6,2,7339,33,31,7333,0.586394485162229
"29TQJ2",64,63,108,108,45,NA,NA,4237,23,NA,NA,0.558237498319602
"29ULT3",NA,NA,26,26,NA,25,6,27,3,-3,2,0.372601191202799
"29ULT4",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"29UMA2",104,104,83,83,-21,22,7,49,7,0,27,0.343084934145905
"29UMA4",101,101,76,76,-25,87,5,102,12,7,15,0.345017506526067
"29UMS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37348461151123
"29UMS3",NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"29UMT1",112,112,87,87,-25,344,17,418,18,1,74,0.341626031058175
"29UMT2",82,82,91,91,9,238,12,296,22,10,58,0.352755150705014
"29UMT3",83,83,74,74,-9,441,17,1144,25,8,703,0.346013090704794
"29UMT4",73,73,91,91,18,539,15,488,18,3,-51,0.352542321822223
"29UMU1",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"29UMU2",99,99,45,45,-54,32,5,28,5,0,-4,0.351317695949389
"29UMU3",103,103,85,85,-18,316,14,590,21,7,274,0.3426260479161
"29UMU4",72,72,74,74,2,223,8,529,16,8,306,0.341609657451671
"29UMV1",107,107,78,78,-29,69,7,186,15,8,117,0.350611152648926
"29UMV2",94,94,98,98,4,78,7,189,14,7,111,0.355318629864565
"29UMV3",59,59,86,86,27,237,7,703,20,13,466,0.365514755249023
"29UMV4",99,99,98,98,-1,355,9,1036,23,14,681,0.350229566747492
"29UNA1",113,113,85,85,-28,171,8,397,15,7,226,0.411194562911987
"29UNA2",101,101,97,97,-4,457,17,477,17,0,20,0.375914807589549
"29UNA3",98,98,87,87,-11,410,20,387,22,2,-23,0.425687506198883
"29UNA4",103,103,96,96,-7,547,25,1294,26,1,747,0.40008500959815
"29UNB4",115,115,107,107,-8,213,10,167,16,6,-46,0.455795794461681
"29UNT1",94,94,76,76,-18,318,11,1287,23,12,969,0.350027854833226
"29UNT2",78,78,83,83,5,204,12,1105,24,12,901,0.35425541549921
"29UNT3",92,92,92,92,0,464,16,831,20,4,367,0.353127848018299
"29UNU1",96,96,80,80,-16,573,16,903,21,5,330,0.34742304291388
"29UNU2",86,86,86,86,0,382,14,658,28,14,276,0.345858140425249
"29UNU3",82,82,87,87,5,796,14,559,18,4,-237,0.340991352543686
"29UNU4",86,86,79,79,-7,264,12,388,21,9,124,0.345829356344123
"29UNV1",54,54,73,73,19,296,12,500,19,7,204,0.348588694170647
"29UNV2",89,89,67,67,-22,226,10,726,19,9,500,0.335843264454543
"29UNV3",93,93,73,73,-20,365,13,397,21,8,32,0.353136208749587
"29UNV4",96,96,91,91,-5,347,13,707,20,7,360,0.329262309604221
"29UPA1",95,95,62,62,-33,543,15,943,24,9,400,0.455410971157793
"29UPA2",84,84,78,78,-6,965,22,1279,25,3,314,0.431002461084045
"29UPA3",120,120,81,81,-39,477,16,1335,25,9,858,0.488841728991773
"29UPA4",101,101,91,91,-10,890,21,2166,28,7,1276,0.434896563956751
"29UPB2",109,109,105,105,-4,160,15,452,21,6,292,0.461165454900153
"29UPB3",NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA
"29UPB4",107,107,90,90,-17,215,16,1617,28,12,1402,0.497671989912397
"29UPR4",NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
"29UPT1",75,75,115,115,40,183,12,1235,21,9,1052,0.363310863353588
"29UPU1",72,72,80,80,8,350,16,1443,23,7,1093,0.343109578201451
"29UPU2",101,101,70,70,-31,375,11,1240,21,10,865,0.355790646870931
"29UPU3",109,109,110,110,1,307,17,1587,24,7,1280,0.377744677288285
"29UPU4",100,100,87,87,-13,207,9,1224,20,11,1017,0.368707954883575
"29UPV1",76,76,70,70,-6,318,11,494,19,8,176,0.413556833267212
"29UPV2",92,92,85,85,-7,439,12,1453,21,9,1014,0.34694715448328
"29UPV3",89,89,78,78,-11,252,17,955,16,-1,703,0.403658079934287
"29UPV4",106,106,102,102,-4,298,17,3501,28,11,3203,0.396664475032261
"29VNC3",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"29VND3",NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA
"29VND4",NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA
"29VNE2",NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA
"29VNE3",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"29VPC1",NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA
"29VPC3",111,111,104,104,-7,226,23,300,23,0,74,0.619322933728182
"29VPC4",NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA
"29VPD1",NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA
"29VPD2",NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
"29VPD4",NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA
"29VPE1",NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
"29VPE2",NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA
"29VPE3",NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA
"29VPE4",59,59,85,85,26,105,14,116,19,5,11,0.681092911578239
"29VPF3",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"29VPJ1",NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
"29VPK2",NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
"29WMU3",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"29WNU1",NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
"30STE3",NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA
"30STF3",138,138,157,157,19,24,5,10349,21,16,10325,0.619890403747559
"30STF4",151,151,166,166,15,15,5,12972,28,23,12957,0.648077924415548
"30STG3",109,109,150,150,41,NA,NA,8191,33,NA,NA,0.528708203633626
"30STG4",86,86,166,166,80,3,3,5472,34,31,5469,0.559732674317039
"30STH3",112,112,122,122,10,1,1,6399,15,14,6398,0.571642102421941
"30STH4",96,96,138,138,42,NA,NA,9075,20,NA,NA,0.547010309555951
"30STJ3",132,132,159,159,27,41,11,6598,28,17,6557,0.523981077629223
"30STJ4",141,141,157,157,16,NA,NA,2894,17,NA,NA,0.554225739716105
"30STK4",149,149,182,182,33,22,11,5710,26,15,5688,0.51976157318462
"30SUF1",125,125,145,145,20,1,1,7541,26,25,7540,0.702496633901225
"30SUF2",96,96,110,110,14,NA,NA,1695,21,NA,NA,0.704148152979409
"30SUF3",137,137,171,171,34,14,1,6644,27,26,6630,0.730666049321492
"30SUF4",17,17,77,77,60,NA,NA,178,10,NA,NA,0.738333511352539
"30SUG1",114,114,152,152,38,3,2,4977,25,23,4974,0.567712507386138
"30SUG2",109,109,159,159,50,NA,NA,4389,22,NA,NA,0.627923924288304
"30SUG3",121,121,109,109,-12,NA,NA,3934,23,NA,NA,0.637131460561048
"30SUG4",131,131,148,148,17,2,2,5756,27,25,5754,0.704203811346316
"30SUH1",107,107,140,140,33,16,11,7232,17,6,7216,0.560999566858465
"30SUH2",101,101,118,118,17,NA,NA,8074,19,NA,NA,0.559696067463268
"30SUH3",83,83,121,121,38,49,18,11566,19,1,11517,0.574386083668676
"30SUH4",95,95,133,133,38,1,1,7654,21,20,7653,0.598868909375421
"30SUJ1",120,120,142,142,22,119,18,9622,15,-3,9503,0.561616185506185
"30SUJ2",133,133,127,127,-6,35,14,7265,15,1,7230,0.572780717939338
"30SUJ3",92,92,121,121,29,41,12,12322,21,9,12281,0.585018182729746
"30SUJ4",53,53,117,117,64,56,9,11815,20,11,11759,0.577168770085752
"30SUK2",152,151,158,158,7,99,18,11163,20,2,11064,0.577388518386417
"30SUK4",134,134,157,157,23,112,11,9282,20,9,9170,0.587705531151466
"30SVE3",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"30SVF1",129,129,148,148,19,2,2,6039,21,19,6037,0.746374008872292
"30SVF3",121,121,143,143,22,457,10,6427,25,15,5970,0.724592281523205
"30SVG1",102,102,118,118,16,NA,NA,7376,20,NA,NA,0.708667114898041
"30SVG2",122,122,145,145,23,29,8,6451,23,15,6422,0.74874527586831
"30SVG3",126,125,134,134,9,25,9,8250,17,8,8225,0.747385365622384
"30SVG4",119,119,128,128,9,674,13,8678,20,7,8004,0.746058638578926
"30SVH1",97,97,147,147,50,21,9,11036,24,15,11015,0.611353483776118
"30SVH2",95,95,140,140,45,34,4,12945,36,32,12911,0.654317590527068
"30SVH3",121,121,122,122,1,32,11,8482,24,13,8450,0.649807923180716
"30SVH4",78,78,128,128,50,12,9,8767,17,8,8755,0.702666282653809
"30SVJ1",86,86,131,131,45,32,8,11254,17,9,11222,0.587148276242343
"30SVJ2",74,74,182,182,108,46,13,8321,25,12,8275,0.595122436424354
"30SVJ3",88,88,158,158,70,18,6,4889,14,8,4871,0.618385946595824
"30SVJ4",74,74,139,139,65,20,6,5728,13,7,5708,0.630428524760457
"30SVK2",114,114,152,152,38,74,17,6082,25,8,6008,0.591605266967377
"30SVK4",121,120,148,148,28,30,8,6545,21,13,6515,0.611311937307383
"30SWF1",132,132,138,138,6,1209,25,4204,17,-8,2995,0.734418174595509
"30SWF3",51,51,118,118,67,47,13,2586,15,2,2539,0.718745447340466
"30SWG1",122,121,125,125,4,141,5,9519,22,17,9378,0.738245251890901
"30SWG2",102,102,114,114,12,395,8,10937,27,19,10542,0.737404120432866
"30SWG3",99,99,102,102,3,4,2,6752,15,13,6748,0.719153951098035
"30SWG4",58,58,109,109,51,69,4,6658,26,22,6589,0.740517042733573
"30SWH1",113,113,129,129,16,65,14,9046,16,2,8981,0.680097416469029
"30SWH2",86,86,110,110,24,160,22,12273,22,0,12113,0.721248998270406
"30SWH3",29,29,132,132,103,75,9,7849,16,7,7774,0.700977274576823
"30SWH4",88,88,122,122,34,21,14,10159,20,6,10138,0.722610530996681
"30SWJ1",56,56,141,141,85,27,5,6464,13,8,6437,0.628554195552677
"30SWJ2",27,27,141,141,114,14,8,5006,15,7,4992,0.65197263445173
"30SWJ3",24,24,135,135,111,24,9,8341,17,8,8317,0.66220726904931
"30SWJ4",29,29,136,136,107,8,4,4228,19,15,4220,0.687672181562944
"30SWK2",89,88,131,131,43,26,6,9136,16,10,9110,0.653608284987413
"30SWK4",78,78,134,134,56,6,4,13226,15,11,13220,0.675792043859308
"30SXF1",NA,NA,NA,NA,NA,NA,NA,40,3,NA,NA,NA
"30SXG1",76,76,130,130,54,38,7,7782,12,5,7744,0.73775340415336
"30SXG2",58,58,88,88,30,NA,NA,1484,13,NA,NA,0.730113525390625
"30SXG3",128,128,147,147,19,2,1,3376,17,16,3374,0.743250460460268
"30SXH1",24,24,146,146,122,13,7,5611,25,18,5598,0.746241052945455
"30SXH2",102,102,127,127,25,6,5,8270,27,22,8264,0.748322940694875
"30SXH3",117,117,149,149,32,51,23,7334,38,15,7283,0.758372696963224
"30SXH4",147,147,161,161,14,27,12,7858,38,26,7831,0.751913646598915
"30SXJ1",109,109,111,111,2,116,19,12005,24,5,11889,0.729931620808391
"30SXJ2",38,38,159,159,121,14,8,4984,22,14,4970,0.738955666037167
"30SXJ3",115,115,125,125,10,365,31,12193,44,13,11828,0.763924185434977
"30SXJ4",108,108,132,132,24,297,33,9220,43,10,8923,0.760824734732609
"30SXK2",106,106,130,130,24,56,12,14458,32,20,14402,0.72334379308364
"30SXK4",125,125,131,131,6,294,27,12292,39,12,11998,0.782765146758821
"30SYG1",20,20,62,62,42,NA,NA,4,2,NA,NA,0.771591186523438
"30SYH1",117,117,142,142,25,217,29,14099,42,13,13882,0.747703635692596
"30SYH2",107,107,139,139,32,17,9,2780,30,21,2763,0.748816347122192
"30SYJ1",143,143,168,168,25,950,33,4609,43,10,3659,0.763945264723694
"30SYJ2",133,133,145,145,12,356,32,7648,42,10,7292,0.758924355743625
"30SYK2",143,142,147,147,5,340,37,10462,45,8,10122,0.797553924192865
"30TTK3",147,146,152,152,6,260,25,9835,28,3,9575,0.548623781937819
"30TTL3",112,112,157,157,45,1,1,6161,21,20,6160,0.593434339914566
"30TTL4",155,155,148,148,-7,3,2,5499,28,26,5496,0.577945345098322
"30TTM3",107,107,137,137,30,NA,NA,6880,21,NA,NA,0.620215948525961
"30TTM4",112,112,165,165,53,NA,NA,7196,30,NA,NA,0.617920785336881
"30TTN3",117,116,121,121,5,1,1,8941,33,32,8940,0.612137164269294
"30TTN4",146,145,154,154,9,NA,NA,7291,32,NA,NA,0.629164105369931
