"cell50x50","deltaT"
"30TXL3",0.829997542596632
"30TXL4",0.835817578551057
"30TXM1",0.842140180308644
"30TXM2",0.80569905120057
"30TXM3",0.885926922162374
"30TXM4",0.867024468786923
"30TXN1",0.894101370805464
"30TXN2",0.880832337385771
"30TXN3",0.916634545181737
"30TXN4",0.906385270705134
"30TXP1",0.878665425227239
"30TXP2",0.887739811468562
"30TXP3",0.88724828803021
"30TXP4",0.898922464121943
"30TXQ1",0.845420230518688
"30TXQ2",0.864394025104802
"30TXQ3",0.862978546919223
"30TXQ4",0.893030369666315
"30TXR1",0.879900019219581
"30TXR2",0.865167379379272
"30TXR3",0.87589177267892
"30TXR4",0.86688807103541
"30TXS1",0.875538539335218
"30TXS2",0.861838037722579
"30TXS3",0.877275021490223
"30TXS4",0.873453866010942
"30TXT1",0.888881683349609
"30TXT2",0.876908565178896
"30TXT3",0.878030300140381
"30TXT4",0.895397605234488
"30TYK1",0.841314750310232
"30TYL1",0.897491748516376
"30TYL2",0.866893953265566
"30TYM1",0.910950437768713
"30TYM2",0.902587516887768
"30TYN1",0.935984908284007
"30TYN2",0.927020214041885
"30TYP1",0.94056906662588
"30TYP2",0.936378002166748
"30TYQ1",0.902053588678029
"30TYQ2",0.93359643630399
"30TYR1",0.867238530745873
"30TYR2",0.886862413088481
"30TYS1",0.896361346196647
"30TYS2",0.887999709223358
"30TYT1",0.88229381496256
"30TYT2",0.907107166408263
"30UUA2",0.455728042416456
"30UUA3",0.459689324643432
"30UUA4",0.481818199157715
"30UUB3",0.510416984558105
"30UUB4",0.46450003306071
"30UUC3",0.528290738662084
"30UUC4",0.527247945838999
"30UUD1",NA
"30UUD3",0.571164766947428
"30UUD4",0.547632932662964
"30UUE1",0.454999923706055
"30UUF1",0.478015181223551
"30UUF2",0.469176524618398
"30UUF3",0.569525750783774
"30UUG1",0.55671296649509
"30UUG2",0.534205812396425
"30UUG3",0.572325278301628
"30UUG4",0.566514256356776
"30UUU3",0.664230934409208
"30UUU4",0.753636302947998
"30UVA1",0.495920565488527
"30UVB1",0.511237425681872
"30UVB2",0.477856105661647
"30UVB3",0.523954244760367
"30UVB4",0.516002596160512
"30UVC1",0.539070542095697
"30UVC2",0.536003811018808
"30UVC3",0.535231571413029
"30UVC4",0.530022554139833
"30UVD1",0.553652139504751
"30UVD2",0.54552874614283
"30UVD3",0.554687001488426
"30UVD4",0.543776748156307
"30UVE4",0.559034156799316
"30UVF1",0.600337054785781
"30UVF3",0.599037346566559
"30UVF4",0.587281848907471
"30UVG1",0.586029672857576
"30UVG2",0.598747654965049
"30UVG3",0.585553511478114
"30UVG4",0.601783364583431
"30UVU1",0.734093169010047
"30UVU2",0.77094370160784
"30UVU3",0.767348048330724
"30UVU4",0.79086816852743
"30UVV4",0.76041203010373
"30UWA1",0.632196426391602
"30UWB1",0.589463543247532
"30UWB2",0.60904646248653
"30UWB3",0.646951584588914
"30UXB3",0.84616434681523
"30UWB4",0.683210424474768
"30UWC1",0.53987758981306
"30UWC2",0.554673830668131
"30UWC3",0.649534733399101
"30UWC4",0.633057844192586
"30UWD1",0.566484913681493
"30UWD2",0.551012012693617
"30UWD3",0.641764209728048
"30UWD4",0.659613237882915
"30UWE1",0.610796362589421
"30UWE2",0.595202000454219
"30UWE3",0.630325425055719
"30UWE4",0.631772308638602
"30UWF1",0.590852926792711
"30UWF2",0.591205986126049
"30UWF3",0.583047777414322
"30UWF4",0.608146737261516
"30UWG1",0.642804311116536
"30UWG2",0.599119179556815
"30UWG4",0.592738096226645
"30UWU1",0.83538049810073
"30UWU2",0.843560614369132
"30UWU3",0.881324220348049
"30UWU4",0.875064611434937
"30UWV2",0.808712005615234
"30UWV3",0.827562120225694
"30UXB1",0.738082728543124
"30UXB2",0.730591707296305
"30UXB4",0.808867605108964
"30UXC1",0.714536529226401
"30UXC2",0.699642271465725
"30UXC3",0.816451430880408
"30UXC4",0.830910778045654
"30UXD1",0.70936816992219
"30UXD2",0.713795613019894
"30UXD3",0.794330045580864
"30UXD4",0.791240227282347
"30UXE1",0.694340887069702
"30UXE2",0.693411115697912
"30UXE4",0.777924036493107
"30UXF2",0.674075173635552
"30UXU1",0.872657095448355
"30UXU2",0.889062197194935
"30UXU3",0.864135393839396
"30UXU4",0.888071347881296
"30UXV1",0.839972031743903
"30UXV2",0.869213846629251
"30UXV3",0.864562256167633
"30UXV4",0.859209514245754
"30UYU1",0.853128699513225
"30UYU2",0.868140028668688
"30VUH1",0.593911560142741
"30VUH2",0.579532409536427
"30VUH3",0.598988723754883
"30VUH4",0.582385464718467
"30VUJ1",0.674983167883211
"30VUJ2",0.648899245465923
"30VUJ3",0.686187990621668
"30VUJ4",0.649726137868675
"30VUK3",0.690452817714576
"30VUK4",0.687394702725294
"30VUL4",NA
"30VVH1",0.665501702506587
"30VVH2",0.638346304544588
"30VVH3",0.682741591457947
"30VVH4",0.652774102425989
"30VVJ1",0.691325764429002
"30VVJ2",0.681027282167364
"30VVJ3",0.690764132811099
"30VVJ4",0.685297853296453
"30VVK1",0.689902765833916
"30VVK2",0.688846600055695
"30VVK3",0.681040988571342
"30VVK4",0.68249465738024
"30VVL4",0.683333327971309
"30VWH1",0.681637760192629
"30VWH2",0.660990171029534
"30VWJ1",0.693287858963013
"30VWJ2",0.682238318339115
"30VWJ3",0.685391008118053
"31SBC3",0.7349346334284
"31SBD4",0.736969757080078
"31SBE4",0.818535232543945
"31TCG4",0.976323276371151
"31TBE3",0.854397927300405
"31TBF3",0.921712270149818
"31TBF4",0.896154721577962
"31TBG3",0.949970462105491
"31TBG4",0.921470616314862
"31TBH3",0.987685420296409
"31TBH4",0.98566533614989
"31TBJ3",0.939337294871413
"31TBJ4",0.967329502105713
"31TBK3",0.911992845456462
"31TBK4",0.937552008010049
"31TBL3",0.901526117787778
"31TBL4",0.908999403317769
"31TCF1",0.955183324506206
"31TCF2",0.92290681286862
"31TCF3",0.968250787619388
"31TCG1",0.985590342018339
"31TCG2",0.967220806781157
"31TCG3",0.996440765334339
"31TCH1",1.01020430651578
"31TCH2",1.00424664583265
"31TCH3",1.01340767122665
"31TCH4",1.00584487725567
"31TCJ1",0.944395799814544
"31TCJ2",0.969219373620075
"31TCJ3",0.967676827401826
"31TCJ4",0.990055672916365
"31TCK1",0.929400267001398
"31TCK2",0.953083747472519
"31TCK3",0.953512149521067
"31TCK4",0.964602805628921
"31TCL1",0.935406957353864
"31TCL2",0.927564845027694
"31TCL3",0.960667702088873
"31TCL4",0.94894678999738
"31TCM1",0.923301142846753
"31TCM2",0.938100316989347
"31TCM3",0.95439218510093
"31TCM4",0.954618643630635
"31TCN1",0.892910632220182
"31TCN2",0.919195588613521
"31TCN3",0.975776943293485
"31TCN4",0.979747026394575
"31TDF1",1.0053303959858
"31TDF3",1.0071964263916
"31TDG1",1.00644179313414
"31TEJ1",0.99732547528816
"31TDG2",0.999019697940711
"31TDG3",1.0064555377495
"31TDG4",1.00899187968327
"31TDH1",1.01560342722926
"31TDH2",1.01598781734318
"31TDH3",1.01777018229167
"31TDH4",1.00336084076853
"31TDJ1",1.01098937410297
"31TDJ2",1.01887283325195
"31TDJ3",1.02194906870524
"31TDJ4",1.03178375128544
"31TDK1",0.989926920679515
"31TDK2",1.00017674763997
"31TDK3",1.01586321050471
"31TDK4",1.01325759598703
"31TDL1",0.97473742203279
"31TDL2",0.97924724817276
"31TDL3",1.00548210722027
"31TDL4",1.01196212132772
"31TDM1",1.02727954544707
"31TDM2",0.973223137133049
"31TDM3",1.06037579341368
"31TDM4",1.00697529857809
"31TDN1",1.06473718881607
"31TDN2",1.06403023004532
"31TDN3",1.03752599954605
"31TDN4",1.06453820792111
"31TEG1",0.994968446095784
"31TEG2",1.0259090423584
"31TEH1",1.01841040315299
"31TEH2",1.00265139625186
"31TEJ2",1.01408633029822
"31TEJ3",1.00377414587772
"31TEJ4",1.01868792141185
"31TEK1",1.01988065315015
"31TEK2",0.997054623112534
"31TEK3",1.00849206433325
"31TEK4",0.994832411679355
"31TEL1",1.02851859058242
"31TEL2",1.03630047798157
"31TEL3",1.04240906579154
"31TEL4",1.02728693187237
"31TEM1",1.07468361746181
"31TEM2",1.0310971791094
"31TEM3",1.11831338391333
"31TEM4",1.08947430234967
"31TEN1",1.05388497710228
"31TEN2",1.08547257293354
"31TEN3",1.09546873569489
"31TEN4",1.12480200420726
"31TFH1",NA
"31TFJ1",1.00112489642519
"31TFJ2",0.995854213319976
"31TFJ3",1.02769619485606
"31TFJ4",1.011960590942
"31TFK1",1.03036061419716
"31TFK2",1.00970847967899
"31TFK3",1.07311966890346
"31TFK4",1.05974896137531
"31TFL1",1.10157450710435
"31TFL2",1.05461242431548
"31TFL3",1.14316674368722
"31TFL4",1.07465541793639
"31TFM1",1.17485769084423
"31TFM2",1.14062283797698
"31TFM3",1.18952325147069
"31TFM4",1.13785257279498
"31TFN1",1.13777551867745
"31TFN2",1.17942405969669
"31TFN3",1.18567488952117
"31TFN4",1.20170779035271
"31TGH1",1.00720951583359
"31TGJ1",1.02324325831856
"31TGJ2",1.01656617540302
"31TGK1",1.06392438352601
"31TGK2",1.03829513797323
"31TGL1",1.13076917483256
"31TGL2",1.09199177821477
"31TGM1",1.1762071859957
"31TGM2",1.13308262489211
"31TGN1",1.16291326284409
"31TGN2",1.18040062225971
"31UCP1",0.866113240133503
"31UCP2",0.866922708862987
"31UCP3",0.960641426044506
"31UCP4",0.953486124674479
"31UCQ1",0.886222200843909
"31UCQ2",0.863172930430591
"31UCQ3",0.958980770998223
"31UCQ4",0.941935367362444
"31UCR2",0.924368653246151
"31UCR4",0.966099661101335
"31UCS1",0.899500133754971
"31UCS2",0.887356118310856
"31UCS3",0.957203441196018
"31UCS4",0.959632124219622
"31UCT1",0.881051676933754
"31UCT2",0.905994568396052
"31UCT3",0.907651122735471
"31UCT4",0.944705454508464
"31UCU1",0.821244749529608
"31UCU2",0.836485431421941
"31UCU3",0.892393524582322
"31UCU4",0.913088568662986
"31UCV2",0.845868410887542
"31UDP1",1.00336094850993
"31UDP2",1.02024791457436
"31UDP3",1.05300019004128
"31UDP4",1.04279870878566
"31UDQ1",0.966755910851489
"31UDQ2",0.978710863042005
"31UDQ3",1.02136159845301
"31UDQ4",1.05017004229806
"31UDR1",0.977019584469679
"31UDR2",0.979853503675346
"31UDR3",0.947348533467176
"31UDR4",0.96959893282722
"31UDS2",0.945344038267393
"31UDS3",0.950437002915603
"31UDS4",0.940586982563855
"31UDU1",0.948769330978394
"31UDU2",0.936120186533247
"31UEP1",1.10412361405113
"31UEP2",1.07035121592608
"31UEP3",1.10543418716598
"31UEP4",1.08833714506843
"31UEQ1",1.06050361427101
"31UEQ2",1.10814183950424
"31UEQ3",1.0849486164663
"31UEQ4",1.11353712540897
"31UER1",1.00944541992351
"31UER2",1.02314396465526
"31UER3",1.03483840615992
"31UER4",1.04173058774098
"31UES1",1.04216055930415
"31UES2",1.01032451894832
"31UES3",1.05809964017665
"31UES4",1.03717594350723
"31UET2",1.04431815769361
"31UET3",1.09694633483887
"31UET4",1.0660556838626
"31UFP1",1.11521638691096
"31UFP2",1.11689995372363
"31UFP3",1.16303078999776
"31UFP4",1.16976467324369
"31UFQ1",1.10057037930156
"31UFQ2",1.10621474510015
"31UFQ3",1.12253246696628
"31UFQ4",1.14388550006277
"31UFR1",1.06590286108965
"31UFR2",1.07534396712844
"31UFR3",1.08101888690226
"31UFR4",1.10118959954947
"31UFS1",1.03988303194989
"31UFS2",1.05454139403481
"31UFS3",1.05090261579634
"31UFS4",1.05657993506522
"31UFT1",1.10224734630781
"31UFT2",1.08635737631056
"31UFT3",1.08215958859439
"31UFT4",1.07710228833285
"31UFU1",1.04518876995957
"31UFU2",1.07022208156008
"31UFU3",1.07790825868908
"31UFU4",1.08040908177694
"31UFV2",1.06699812412262
"31UFV4",1.07570706685384
"31UGP1",1.18844949425041
"31UGP2",1.16912876475941
"31VFE3",0.895725095839727
"31VFF1",0.857600701482672
"31VFF2",0.8574338555336
"31VFF3",0.868083898032584
"31VFF4",0.865312875420959
"31VFG1",0.874346083533522
"31VFG2",0.862770412811992
"31VFH1",0.919304224691893
"32TKR3",1.12667330028941
"31VFH2",0.909821215593914
"31VFJ1",0.931175000215537
"31VFJ2",0.928333784753119
"31VFK2",0.936263967815198
"32TKN3",1.02920577169835
"32TKP3",1.00824980472955
"32TKP4",1.02596134127993
"32TKQ3",1.03452918189385
"32TKQ4",0.999600951908199
"32TKR4",1.08043561205268
"32TLN1",1.03420913219452
"32TLP1",0.993718239091198
"32TLP2",1.00338039976178
"32TLP3",1.03067718563658
"32TLP4",1.00936638225209
"32TLQ1",1.03333560147596
"32TLQ2",1.00914676492222
"32TLQ3",1.02411058431939
"32TLQ4",1.03071854909261
"32TLR1",1.11418613911739
"32TLR2",1.06572881667224
"32TLR3",1.03746805812445
"32TLR4",1.03371672654842
"32TLS1",1.14923792399332
"32TLS2",1.11654755107637
"32TLS3",1.08563230768105
"32TLS4",1.04331740306225
"32TLT1",1.15614235943014
"32TLT2",1.15243693996716
"32TLT3",1.13510678573088
"32TLT4",1.11795357251779
"32TMP1",1.04491927012924
"32TMP3",1.04725384712219
"32TMQ1",1.01131379818488
"32TMQ2",1.03132691238866
"32TMQ3",0.978613356387976
"32TMQ4",1.01699302379902
"32TMR1",0.988218828951093
"32TMR2",1.00079784691334
"32TMR3",1.00802798415675
"32TMR4",0.963505001068115
"32TMS1",1.05904781970078
"32TMS2",1.03323459372376
"32TMS3",1.09102961837462
"32TMS4",1.07381199003959
"32TMT1",1.09810127615929
"32TMT2",1.0596483160149
"32TMT3",1.10060374140739
"32TMT4",1.08842113478617
"32TNP1",1.04133498668671
"32TNP3",1.06477708926146
"32TNQ1",0.970222634980173
"32TNQ2",1.00833830612385
"32TNQ3",0.996452548546705
"32TNQ4",1.04340913656986
"32TNR1",1.01119252716202
"32TNR2",0.970593477884928
"32TNR3",0.958638527052743
"32TNR4",0.95896064043045
"32TNS1",1.05987431394169
"32TNS2",1.05806861053729
"32TNS3",0.958408187137928
"32TNS4",0.97347108068114
"32TNT1",1.06872158944607
"32TNT2",1.06639979982918
"32TNT3",0.98983191549778
"32TNT4",0.991475122515112
"32TPM3",1.0365318192376
"32TPN1",1.13918194316682
"32TPN2",1.12421431364837
"32TPN3",1.15573003364332
"32TPN4",1.12395991309214
"32TPP1",1.09318178350275
"32TPP2",1.11116916424519
"32TPP3",1.14743091156764
"32TPP4",1.15489831178085
"32TPQ1",1.05782751493816
"32TPQ2",1.07778691667499
"32TPQ3",1.08281165825393
"32TPQ4",1.11005001190381
"32TPR1",0.99223484659949
"32TPR2",1.01458334922791
"32TPR3",1.0476254926409
"32TPR4",1.05163837915444
"32TPS1",0.960301720402661
"32TPS2",1.02105716176712
"32TPS3",0.987232362784579
"32TPS4",1.05198680379856
"32TPT1",0.924582473933697
"32TPT2",0.934486697165248
"32TPT3",0.908301010727882
"32TPT4",0.924693454573781
"32TQM1",1.05379249388913
"32TQN1",1.1859503525954
"32TQN2",1.13839671725319
"32TQP1",1.18033283714234
"32TQP2",1.18350262352915
"32TQQ1",1.09907021798378
"32TQQ2",1.17168050139915
"32TQR1",1.0840362402109
"32TQR2",1.09393945535024
"32TQS1",1.0034148417639
"32TQS2",1.06202517876603
"32TQT1",0.959424501115626
"32TQT2",0.975927437703634
"32ULA1",1.08609996493167
"32ULA2",1.10237451624279
"32ULA3",1.05984432189191
"32ULA4",1.07693692800161
"32ULB1",1.04026755341538
"32ULB2",1.04838371492619
"32ULB3",1.04044750609685
"32ULB4",1.06286867417116
"32ULC1",1.04455643864305
"32ULC2",1.04524449435147
"32ULC3",1.03278664952701
"32ULC4",1.02726221614414
"32ULD1",1.06771622598171
"32ULD2",1.06578153102242
"32ULD3",1.07067128800854
"32ULD4",1.02008353502322
"32ULE2",1.07939392436634
"32ULE3",1.09406571918064
"32ULE4",1.0983349573698
"32ULU1",1.18760656596658
"32ULU2",1.17213265456301
"32ULU3",1.12776602755536
"32ULU4",1.13800080617269
"32ULV1",1.13512367910268
"32ULV2",1.17479677898128
"32ULV3",1.11372883929763
"32ULV4",1.12403758736544
"32UMA1",1.08704625603987
"32UMA2",1.09564395984971
"32UMA3",1.09755309252815
"32UMA4",1.12421342064353
"32UMB1",1.06730337599491
"32UMB2",1.08464186714295
"32UMB3",1.08874781501484
"32UMB4",1.08623401876439
"32UMC1",1.05936471275661
"32UMC2",1.06783340066512
"32UMC3",1.07116498785504
"32UMC4",1.08200252247367
"32UMD1",1.05847486341842
"32UMD2",1.02780904769897
"32UMD3",1.06548245747884
"32UMD4",1.05540826103904
"32UME1",1.11140160560608
"32UME2",1.08438894136356
"32UME3",1.10650415169565
"32UME4",1.08745442062128
"32UMF2",NA
"32UMF3",1.09859190816465
"32UMF4",1.11614638638784
"32UMG1",1.07962790779445
"32UMG3",1.08907083904042
"32UMG4",1.11731640497843
"32UMU1",1.10943824283326
"32UMU2",1.1073583770882
"32UMU3",1.12176091562618
"32UMU4",1.10887999697165
"32UMV1",1.12432731431106
"32UMV2",1.12979255513074
"32UMV3",1.14231980813516
"32UMV4",1.13778193701397
"32UNA1",1.12215806838663
"32UNA2",1.13977943027721
"32UNA3",1.11280789094813
"32UNA4",1.11906715760748
"32UNB1",1.08418607966785
"32UNB2",1.08451631107432
"32UNB3",1.09742263006786
"32UNB4",1.09535325147251
"32UNC1",1.09068008465955
"32UNC2",1.07964672761805
"32UNC3",1.10420783188032
"32UNC4",1.07305743987548
"32UND1",1.1006198796359
"32UND2",1.09788412517971
"32UND3",1.12853536702166
"32UND4",1.10601478375887
"32UNE1",1.16164052546932
"32UNE2",1.14798931642012
"32UNE3",1.15362294514974
"32UNE4",1.156973101876
"32UNF1",1.10579600630765
"32UNF2",1.1362551663373
"32UNF3",1.08779226178708
"32UNF4",1.1346400221424
"32UNG1",1.08446057255451
"32UNG2",1.08393455687023
"32UNG3",1.09780566856779
"32UNG4",1.08819785843725
"32UNU1",1.06718321009116
"32UNU2",1.05765755339102
"32UNU3",0.959246994374873
"32UNU4",0.947440995411439
"32UNV1",1.12618143751815
"32UNV2",1.10205537622625
"32UNV3",1.10753227650434
"32UNV4",1.039924659831
"32UPA1",1.12807174588813
"32UPA2",1.10398644627752
"32UPA3",1.1521192164148
"32UPA4",1.11019439539634
"32UPB1",1.13445510183062
"32UPB2",1.12653745559448
"32UPB3",1.16907932951644
"32UPB4",1.17457839050983
