Natural,Human_dominated,Area_Total,natural_sp,human_dominated_sp,Sp_Total
1460060000,1039940000,2500000000,23,137,160
1483700000,23590000,1507290000,13,95,108
724450000,1775550000,2500000000,21,128,149
1450260000,1049740000,2500000000,25,136,161
1173460000,1326540000,2500000000,20,138,158
1404150000,1095850000,2500000000,16,119,135
1327380000,1172620000,2500000000,15,102,117
1119380000,1380620000,2500000000,17,112,129
1331970000,1168030000,2500000000,12,113,125
1211450000,1288550000,2500000000,16,131,147
968010000,1531990000,2500000000,18,133,151
1033130000,1466870000,2500000000,14,116,130
1273010000,1226990000,2500000000,14,118,132
1465860000,1034140000,2500000000,16,126,142
1195090000,1304910000,2500000000,13,120,133
634630000,1865370000,2500000000,17,132,149
999090000,1500910000,2500000000,12,108,120
1111410000,1388590000,2500000000,10,101,111
1068120000,1431880000,2500000000,16,123,139
1101940000,1398060000,2500000000,18,126,144
785170000,1714830000,2500000000,13,118,131
1013710000,1486290000,2500000000,13,120,133
569790000,1930210000,2500000000,18,136,154
962670000,1537330000,2500000000,18,125,143
569200000,1930800000,2500000000,15,129,144
652500000,1847500000,2500000000,18,137,155
1465220000,1034780000,2500000000,16,127,143
964260000,1535740000,2500000000,20,130,150
365960000,2134040000,2500000000,22,134,156
425160000,2074830000,2499990000,19,140,159
410180000,2089820000,2500000000,22,132,154
570240000,1929760000,2500000000,25,145,170
438320000,2061680000,2500000000,21,132,153
308590000,2191410000,2500000000,16,123,139
1913300000,586700000,2500000000,26,124,150
956910000,1543090000,2500000000,22,136,158
753670000,1746330000,2500000000,16,121,137
776040000,1723960000,2500000000,17,121,138
1689890000,810110000,2500000000,21,118,139
1027590000,1472410000,2500000000,12,108,120
988940000,1511060000,2500000000,17,116,133
848660000,1651340000,2500000000,18,122,140
737860000,1762140000,2500000000,15,119,134
1033090000,1466910000,2500000000,10,105,115
809990000,1690010000,2500000000,8,108,116
599720000,1900280000,2500000000,10,119,129
952010000,1547990000,2500000000,13,113,126
1008320000,1491680000,2500000000,17,126,143
1073800000,1426200000,2500000000,16,135,151
1197700000,1302300000,2500000000,17,120,137
1278670000,1221330000,2500000000,17,128,145
473140000,2026860000,2500000000,15,126,141
1286530000,1213470000,2500000000,18,129,147
407610000,2092390000,2500000000,12,129,141
1146600000,1353400000,2500000000,16,123,139
415480000,2084520000,2500000000,18,132,150
1427060000,1072940000,2500000000,20,128,148
332570000,2167430000,2500000000,19,133,152
341780000,2158220000,2500000000,20,144,164
823750000,1676250000,2500000000,19,136,155
728160000,1771840000,2500000000,22,143,165
756160000,1743840000,2500000000,21,142,163
852220000,1647780000,2500000000,19,142,161
798090000,1701910000,2500000000,19,136,155
721980000,1778020000,2500000000,23,144,167
783850000,1716150000,2500000000,26,147,173
771800000,1728200000,2500000000,14,119,133
1643110000,856890000,2500000000,24,130,154
2392050000,107950000,2500000000,16,105,121
730760000,1769240000,2500000000,17,129,146
707700000,1792300000,2500000000,20,118,138
571410000,1928590000,2500000000,13,122,135
991130000,1508870000,2500000000,21,129,150
794090000,1705910000,2500000000,15,121,136
794750000,1705250000,2500000000,20,133,153
1230140000,1269860000,2500000000,17,124,141
951550000,1548450000,2500000000,19,137,156
487110000,2012890000,2500000000,17,124,141
857980000,1642020000,2500000000,22,119,141
2470920000,29080000,2500000000,31,117,148
2071470000,43130000,2114600000,30,130,160
2491060000,8940000,2500000000,25,95,120
2488670000,11330000,2500000000,22,97,119
2494210000,5790000,2500000000,23,95,118
2476490000,23510000,2500000000,25,97,122
2460940000,39060000,2500000000,23,103,126
2444390000,55610000,2500000000,24,99,123
2280870000,25040000,2305910000,26,99,125
2418840000,81160000,2500000000,37,109,146
1423340000,89360000,1512700000,14,92,106
1058970000,1441030000,2500000000,17,125,142
789140000,1710860000,2500000000,18,118,136
2466660000,33340000,2500000000,27,113,140
2203950000,60830000,2264780000,26,124,150
2440890000,59110000,2500000000,28,119,147
1098110000,840000,1098950000,18,82,100
2489600000,10400000,2500000000,28,106,134
2486840000,13160000,2500000000,24,105,129
2483810000,16190000,2500000000,24,101,125
2492390000,7610000,2500000000,22,103,125
2488960000,11040000,2500000000,28,103,131
2482270000,17730000,2500000000,30,106,136
2470530000,29470000,2500000000,22,91,113
2480520000,19480000,2500000000,33,106,139
2444390000,55610000,2500000000,32,107,139
2435400000,64600000,2500000000,33,111,144
2376160000,123840000,2500000000,37,113,150
2473240000,26760000,2500000000,27,106,133
2458690000,41310000,2500000000,36,110,146
2484370000,15630000,2500000000,35,99,134
2477900000,22100000,2500000000,32,107,139
798060000,1701940000,2500000000,14,114,128
1000840000,1499160000,2500000000,13,113,126
1209110000,1290890000,2500000000,15,117,132
1061940000,1438060000,2500000000,18,119,137
1317930000,1182070000,2500000000,22,122,144
1153350000,1346650000,2500000000,15,119,134
1060070000,220000,1060290000,10,54,64
2350910000,149090000,2500000000,31,126,157
2447110000,40700000,2487810000,24,126,150
1951200000,548800000,2500000000,31,139,170
1796820000,64820000,1861640000,20,106,126
2450020000,49980000,2500000000,26,108,134
2378550000,121450000,2500000000,27,126,153
2246430000,253570000,2500000000,24,123,147
1968680000,531320000,2500000000,26,124,150
2475620000,24380000,2500000000,31,109,140
2477440000,22560000,2500000000,31,103,134
2316170000,183830000,2500000000,31,121,152
2219120000,280880000,2500000000,31,122,153
2436390000,63610000,2500000000,36,112,148
2437580000,62420000,2500000000,35,120,155
2445590000,54410000,2500000000,39,118,157
2434000000,66000000,2500000000,34,106,140
2483160000,16840000,2500000000,30,94,124
2451070000,48930000,2500000000,25,94,119
2446500000,53500000,2500000000,32,95,127
2406450000,93550000,2500000000,25,91,116
2410080000,89920000,2500000000,35,109,144
2437810000,62190000,2500000000,35,97,132
2125260000,374740000,2500000000,33,109,142
2008840000,215390000,2224230000,14,106,120
2265690000,198020000,2463710000,14,117,131
2093090000,406910000,2500000000,30,135,165
2137560000,349270000,2486830000,29,130,159
1895660000,604340000,2500000000,32,134,166
2306630000,193370000,2500000000,25,119,144
2399620000,100380000,2500000000,23,108,131
2206370000,293630000,2500000000,19,111,130
1808300000,691700000,2500000000,22,120,142
1953830000,546170000,2500000000,25,131,156
2425990000,74010000,2500000000,26,119,145
2169110000,330890000,2500000000,29,128,157
2498640000,1360000,2500000000,33,96,129
2480100000,19900000,2500000000,30,98,128
2485900000,14100000,2500000000,34,92,126
2463550000,36450000,2500000000,32,93,125
2136680000,363320000,2500000000,37,115,152
2429730000,70270000,2500000000,33,99,132
2443480000,2230000,2445710000,17,59,76
2484890000,15110000,2500000000,32,83,115
2435760000,64240000,2500000000,35,99,134
2329870000,170130000,2500000000,26,98,124
2497950000,2050000,2500000000,28,85,113
2107430000,391300000,2498730000,9,78,87
2013390000,320410000,2333800000,8,65,73
2077140000,158620000,2235760000,12,95,107
2189860000,310140000,2500000000,14,91,105
1807750000,692250000,2500000000,10,84,94
1331560000,1168440000,2500000000,11,100,111
1714770000,785230000,2500000000,13,98,111
1453760000,1046240000,2500000000,11,84,95
897120000,1602880000,2500000000,11,105,116
1413290000,1045800000,2459090000,10,101,111
1145020000,1354980000,2500000000,13,97,110
1028790000,1471210000,2500000000,12,101,113
1234760000,1265240000,2500000000,12,106,118
1671690000,828310000,2500000000,11,99,110
1933610000,367170000,2300780000,12,111,123
1198720000,1301280000,2500000000,15,116,131
547110000,1952890000,2500000000,28,130,158
1127940000,1372060000,2500000000,14,94,108
1573990000,840600000,2414590000,9,95,104
1824280000,675720000,2500000000,9,89,98
1715770000,784230000,2500000000,17,120,137
998140000,1501860000,2500000000,13,113,126
1831870000,668130000,2500000000,17,107,124
1673520000,826480000,2500000000,18,119,137
1450770000,1049230000,2500000000,12,104,116
1799050000,700950000,2500000000,18,116,134
736290000,1763710000,2500000000,14,91,105
1932800000,567200000,2500000000,16,108,124
1529460000,752280000,2281740000,8,94,102
1051070000,1448930000,2500000000,16,112,128
238480000,2261520000,2500000000,14,125,139
1269050000,1230950000,2500000000,23,140,163
1959090000,205400000,2164490000,12,110,122
2287350000,212650000,2500000000,20,92,112
1959680000,540320000,2500000000,21,117,138
2127380000,372620000,2500000000,21,103,124
1989140000,510860000,2500000000,22,120,142
1984440000,515560000,2500000000,20,114,134
2251360000,248640000,2500000000,22,101,123
2027530000,472470000,2500000000,24,111,135
2236450000,263550000,2500000000,20,85,105
1935090000,238760000,2173850000,7,70,77
1259010000,1240990000,2500000000,15,109,124
1186510000,1313490000,2500000000,11,99,110
1165570000,1334430000,2500000000,21,123,144
2074110000,425890000,2500000000,22,124,146
1547620000,735700000,2283320000,9,83,92
1057680000,1442320000,2500000000,9,103,112
1358180000,192280000,1550460000,5,63,68
1399500000,907890000,2307390000,11,96,107
2324520000,175480000,2500000000,20,104,124
2047660000,452340000,2500000000,23,135,158
2195660000,304340000,2500000000,18,131,149
1833020000,666980000,2500000000,23,144,167
2364210000,135790000,2500000000,20,127,147
1832640000,667360000,2500000000,23,117,140
2259500000,240500000,2500000000,24,119,143
1622110000,877890000,2500000000,20,120,140
1966460000,533540000,2500000000,22,119,141
2211220000,288780000,2500000000,21,108,129
2194050000,305950000,2500000000,19,95,114
2254380000,245620000,2500000000,21,105,126
1972970000,527030000,2500000000,19,104,123
1503640000,996360000,2500000000,17,113,130
1689610000,810390000,2500000000,17,108,125
390320000,2109680000,2500000000,9,94,103
1219650000,1280350000,2500000000,14,117,131
410360000,2089640000,2500000000,9,80,89
555910000,1944090000,2500000000,10,100,110
730950000,1769050000,2500000000,13,110,123
1900530000,599470000,2500000000,18,129,147
1894420000,605580000,2500000000,14,108,122
2024450000,475550000,2500000000,13,108,121
2126010000,373990000,2500000000,13,95,108
1683000000,817000000,2500000000,17,114,131
2080640000,419360000,2500000000,15,119,134
1159170000,1340830000,2500000000,16,126,142
1847030000,652970000,2500000000,12,97,109
1607910000,892090000,2500000000,21,113,134
1576020000,923980000,2500000000,18,121,139
1028000000,1472000000,2500000000,18,133,151
1246210000,1253790000,2500000000,23,137,160
2231910000,268090000,2500000000,20,107,127
1620770000,879230000,2500000000,17,107,124
1654870000,845130000,2500000000,18,107,125
1104410000,1395590000,2500000000,19,123,142
844750000,1655250000,2500000000,9,91,100
1542850000,941790000,2484640000,9,79,88
262440000,2237560000,2500000000,6,75,81
483830000,2016170000,2500000000,4,66,70
2336270000,163730000,2500000000,11,79,90
2123690000,376310000,2500000000,15,107,122
1653790000,846210000,2500000000,13,96,109
2016900000,483100000,2500000000,9,75,84
1314530000,1185470000,2500000000,16,112,128
1130600000,1369400000,2500000000,11,103,114
1516980000,983020000,2500000000,18,112,130
1193410000,1306590000,2500000000,22,128,150
1620260000,879740000,2500000000,18,120,138
1203440000,1296560000,2500000000,17,127,144
1026300000,1473700000,2500000000,13,113,126
1152580000,1347420000,2500000000,22,132,154
1100930000,1399070000,2500000000,16,118,134
961150000,1538850000,2500000000,21,145,166
842960000,1657040000,2500000000,14,114,128
510560000,1989440000,2500000000,11,120,131
816840000,1683160000,2500000000,10,107,117
764270000,1735730000,2500000000,19,139,158
2045570000,454430000,2500000000,19,104,123
2277900000,222100000,2500000000,18,101,119
1260430000,1239570000,2500000000,12,101,113
1840690000,659310000,2500000000,10,78,88
891610000,1608390000,2500000000,13,106,119
1502440000,997560000,2500000000,18,113,131
770570000,1729430000,2500000000,20,120,140
955000000,1545000000,2500000000,14,118,132
549820000,1950180000,2500000000,20,135,155
1236170000,1263830000,2500000000,19,131,150
1814830000,685170000,2500000000,24,129,153
1176330000,1323670000,2500000000,27,144,171
1051870000,1448130000,2500000000,23,130,153
1698250000,405030000,2103280000,19,124,143
561560000,1938440000,2500000000,13,118,131
822920000,1677080000,2500000000,18,127,145
660610000,1839390000,2500000000,16,123,139
892570000,1607430000,2500000000,18,118,136
1217210000,1282790000,2500000000,21,138,159
742090000,1757910000,2500000000,18,134,152
1082400000,1417600000,2500000000,24,141,165
1719960000,780040000,2500000000,22,137,159
1512010000,987990000,2500000000,23,132,155
1309960000,1190040000,2500000000,22,137,159
1293860000,1206140000,2500000000,22,138,160
1120730000,1379270000,2500000000,21,139,160
573400000,1926600000,2500000000,17,129,146
418780000,2081220000,2500000000,16,127,143
926910000,1573090000,2500000000,17,125,142
1164450000,1335550000,2500000000,17,130,147
1129460000,1370540000,2500000000,16,130,146
923590000,1576410000,2500000000,15,126,141
1317910000,1182090000,2500000000,19,135,154
740370000,1759630000,2500000000,19,141,160
478950000,2021050000,2500000000,18,132,150
950770000,1549230000,2500000000,22,141,163
407850000,2092150000,2500000000,19,138,157
993510000,1506490000,2500000000,21,128,149
2125560000,183640000,2309200000,21,128,149
1545380000,954620000,2500000000,27,138,165
1389640000,452040000,1841680000,13,116,129
1140820000,1359180000,2500000000,16,109,125
719460000,1780540000,2500000000,20,117,137
1434260000,1065740000,2500000000,19,118,137
1022530000,1477470000,2500000000,19,117,136
1093360000,1406640000,2500000000,24,138,162
1560010000,939990000,2500000000,27,144,171
1012040000,1487960000,2500000000,21,139,160
1259860000,1240140000,2500000000,28,154,182
624940000,1875060000,2500000000,19,139,158
1368770000,1131230000,2500000000,20,132,152
715540000,1784460000,2500000000,16,134,150
951370000,1548630000,2500000000,20,136,156
913410000,1586590000,2500000000,19,135,154
1312340000,1187660000,2500000000,21,139,160
1026360000,1473640000,2500000000,22,142,164
1368990000,1131010000,2500000000,21,138,159
1428340000,1071660000,2500000000,19,139,158
1231440000,1268560000,2500000000,17,127,144
1593250000,906750000,2500000000,16,132,148
1423280000,1076720000,2500000000,18,139,157
1109660000,1390340000,2500000000,22,140,162
992870000,1507130000,2500000000,19,137,156
901610000,1598390000,2500000000,24,149,173
850750000,1649250000,2500000000,21,154,175
1254790000,1245210000,2500000000,20,131,151
579030000,1920970000,2500000000,22,141,163
1849510000,650490000,2500000000,24,152,176
1225300000,1274700000,2500000000,21,154,175
1290440000,90080000,1380520000,14,125,139
1599650000,688370000,2288020000,21,140,161
1285050000,1214950000,2500000000,17,123,140
1307500000,1192500000,2500000000,19,116,135
598710000,1901290000,2500000000,14,123,137
1451830000,1048170000,2500000000,20,121,141
1079510000,1420490000,2500000000,17,132,149
1079890000,1420110000,2500000000,22,138,160
1089770000,1410230000,2500000000,16,130,146
778780000,1721220000,2500000000,22,136,158
724170000,1775830000,2500000000,19,141,160
860000000,1640000000,2500000000,21,141,162
984910000,1515090000,2500000000,25,148,173
924810000,1575190000,2500000000,21,144,165
1329000000,1171000000,2500000000,19,133,152
1524040000,975960000,2500000000,21,139,160
724670000,1775330000,2500000000,19,140,159
1138590000,1361410000,2500000000,19,139,158
1505980000,994020000,2500000000,17,134,151
1376770000,1123230000,2500000000,21,134,155
1029580000,1470420000,2500000000,18,143,161
989480000,1510520000,2500000000,19,142,161
1072040000,1427960000,2500000000,19,144,163
1361570000,1138430000,2500000000,18,141,159
1665030000,834970000,2500000000,21,143,164
1328200000,1171800000,2500000000,18,139,157
912160000,1587840000,2500000000,17,129,146
907650000,1592350000,2500000000,21,139,160
1203980000,1296020000,2500000000,15,126,141
1540680000,959320000,2500000000,18,128,146
1158600000,1341400000,2500000000,20,135,155
1782230000,633310000,2415540000,22,136,158
1350300000,1149700000,2500000000,19,132,151
559720000,1940280000,2500000000,19,129,148
594640000,1905360000,2500000000,22,141,163
1074200000,1425800000,2500000000,21,153,174
451180000,2048820000,2500000000,23,147,170
1274270000,1225730000,2500000000,18,130,148
485890000,2014110000,2500000000,26,153,179
821390000,1678610000,2500000000,23,146,169
1024430000,1475570000,2500000000,28,150,178
1290350000,1209650000,2500000000,20,134,154
1175280000,1324720000,2500000000,21,134,155
840890000,1659110000,2500000000,21,136,157
1165780000,1334220000,2500000000,25,147,172
623190000,1876810000,2500000000,20,144,164
504430000,1995570000,2500000000,19,122,141
819420000,1680580000,2500000000,19,144,163
831160000,1668840000,2500000000,18,141,159
555970000,1944030000,2500000000,20,151,171
640470000,1859530000,2500000000,20,140,160
486920000,2013080000,2500000000,18,146,164
805470000,1694530000,2500000000,20,146,166
881270000,1618730000,2500000000,17,148,165
791770000,1708230000,2500000000,17,140,157
613080000,1886920000,2500000000,17,138,155
575090000,1924910000,2500000000,17,126,143
1596530000,903470000,2500000000,20,124,144
1292270000,1207730000,2500000000,17,136,153
1699740000,800260000,2500000000,21,139,160
804330000,1695670000,2500000000,22,141,163
622790000,1877210000,2500000000,18,128,146
170630000,2329370000,2500000000,15,133,148
1870440000,618850000,2489290000,16,118,134
1771160000,728840000,2500000000,26,130,156
1248810000,1251190000,2500000000,27,135,162
2059210000,440790000,2500000000,29,126,155
1913810000,279730000,2193540000,25,131,156
2260790000,239210000,2500000000,21,121,142
2183920000,316080000,2500000000,22,123,145
1210140000,1289860000,2500000000,22,127,149
1978120000,521880000,2500000000,20,121,141
2174080000,325920000,2500000000,21,117,138
2288640000,211360000,2500000000,19,117,136
2451130000,48870000,2500000000,20,104,124
2317130000,182870000,2500000000,21,113,134
2483980000,16020000,2500000000,25,102,127
2481110000,18890000,2500000000,23,101,124
2489500000,10500000,2500000000,34,115,149
2495240000,4760000,2500000000,34,90,124
2485620000,14380000,2500000000,35,96,131
2351230000,148770000,2500000000,20,126,146
1744230000,755770000,2500000000,24,136,160
2332720000,167280000,2500000000,21,125,146
1984490000,515510000,2500000000,33,139,172
2344740000,155260000,2500000000,22,123,145
2306520000,193480000,2500000000,23,128,151
2241060000,258940000,2500000000,19,116,135
2330770000,169230000,2500000000,19,123,142
1317730000,1182270000,2500000000,21,131,152
1892600000,607400000,2500000000,20,121,141
1959490000,540510000,2500000000,23,132,155
2146820000,353180000,2500000000,20,117,137
2137800000,362200000,2500000000,24,120,144
2263920000,236080000,2500000000,23,118,141
2141810000,358190000,2500000000,24,121,145
2219570000,280430000,2500000000,24,123,147
2438010000,61990000,2500000000,22,103,125
2309900000,190100000,2500000000,21,114,135
2480010000,19990000,2500000000,19,108,127
2442590000,57410000,2500000000,20,107,127
2459150000,40850000,2500000000,24,103,127
2459750000,40250000,2500000000,24,101,125
2403750000,96250000,2500000000,28,115,143
2492820000,7180000,2500000000,30,96,126
2495650000,4350000,2500000000,24,99,123
2478750000,21250000,2500000000,25,101,126
2498920000,1080000,2500000000,24,99,123
2498740000,1260000,2500000000,31,98,129
2484630000,15370000,2500000000,31,100,131
2340680000,159320000,2500000000,28,105,133
2481550000,18450000,2500000000,25,99,124
2432880000,67120000,2500000000,33,106,139
2431050000,68950000,2500000000,20,123,143
2262400000,237530000,2499930000,31,134,165
1979340000,519230000,2498570000,32,141,173
2331070000,168930000,2500000000,18,116,134
2441350000,58650000,2500000000,19,120,139
2373490000,126510000,2500000000,28,129,157
2330830000,169170000,2500000000,28,129,157
1317530000,1182470000,2500000000,22,125,147
2299420000,200580000,2500000000,20,116,136
2040470000,459530000,2500000000,32,130,162
1520910000,979090000,2500000000,25,126,151
2149290000,350710000,2500000000,20,120,140
1670560000,829440000,2500000000,21,121,142
1987580000,512420000,2500000000,20,122,142
2266740000,233260000,2500000000,23,118,141
2304470000,195530000,2500000000,22,120,142
2076750000,423250000,2500000000,20,122,142
1668330000,831670000,2500000000,22,132,154
2453700000,46300000,2500000000,25,108,133
2330560000,169440000,2500000000,25,114,139
2323360000,176640000,2500000000,23,109,132
2459650000,40350000,2500000000,27,109,136
2457320000,42680000,2500000000,26,119,145
2392780000,107220000,2500000000,26,115,141
2274320000,225680000,2500000000,26,118,144
2474420000,25580000,2500000000,26,100,126
2476310000,23690000,2500000000,25,108,133
2464860000,35140000,2500000000,25,105,130
2428110000,71890000,2500000000,25,107,132
2450760000,49240000,2500000000,27,100,127
2468020000,31980000,2500000000,27,102,129
2467280000,32720000,2500000000,27,107,134
2447520000,52480000,2500000000,29,109,138
2377600000,107040000,2484640000,24,129,153
1966250000,533750000,2500000000,20,122,142
1909150000,590850000,2500000000,28,127,155
1577000000,923000000,2500000000,27,127,154
2307010000,122470000,2429480000,29,125,154
1958710000,541290000,2500000000,23,130,153
1300790000,1199210000,2500000000,21,128,149
2181360000,47000000,2228360000,29,126,155
2319980000,180020000,2500000000,32,132,164
2405540000,94460000,2500000000,30,116,146
2386070000,74460000,2460530000,27,122,149
2391050000,108950000,2500000000,27,117,144
2261780000,238220000,2500000000,34,135,169
2488600000,11400000,2500000000,28,106,134
2398620000,101380000,2500000000,26,109,135
2478900000,21100000,2500000000,22,84,106
2486140000,13860000,2500000000,29,89,118
2464570000,35430000,2500000000,25,86,111
2468600000,31400000,2500000000,27,75,102
2464820000,35180000,2500000000,30,85,115
2490690000,9310000,2500000000,31,89,120
2496630000,3370000,2500000000,32,90,122
2495220000,4780000,2500000000,32,90,122
2496260000,3740000,2500000000,33,94,127
2495750000,4250000,2500000000,15,64,79
2494380000,5620000,2500000000,29,80,109
2497750000,2250000,2500000000,32,84,116
2498850000,1150000,2500000000,27,77,104
2449040000,50960000,2500000000,36,98,134
2473310000,26690000,2500000000,39,106,145
2313360000,8180000,2321540000,27,92,119
2470700000,29300000,2500000000,33,90,123
2494610000,5390000,2500000000,34,82,116
2494020000,5980000,2500000000,35,97,132
2477480000,22520000,2500000000,30,92,122
2475520000,24480000,2500000000,32,100,132
2481920000,18080000,2500000000,31,103,134
2492790000,7210000,2500000000,34,97,131
2496470000,3530000,2500000000,33,97,130
2496650000,3350000,2500000000,34,100,134
2496050000,3950000,2500000000,34,99,133
2500000000,0,2500000000,29,76,105
2499530000,470000,2500000000,30,86,116
2500000000,0,2500000000,32,92,124
2495200000,4800000,2500000000,34,99,133
2496770000,3230000,2500000000,25,68,93
2488870000,11130000,2500000000,31,79,110
2482060000,17940000,2500000000,30,81,111
2493370000,6630000,2500000000,31,77,108
2477390000,22610000,2500000000,30,82,112
2495590000,4410000,2500000000,28,101,129
2490840000,9160000,2500000000,28,106,134
2481690000,18310000,2500000000,29,100,129
2499380000,620000,2500000000,30,74,104
2499700000,300000,2500000000,32,93,125
2488140000,11860000,2500000000,16,64,80
2338690000,161310000,2500000000,10,68,78
2131540000,368460000,2500000000,17,113,130
2057780000,442220000,2500000000,16,125,141
1893460000,606540000,2500000000,22,128,150
2343810000,156190000,2500000000,21,121,142
2152750000,347250000,2500000000,7,80,87
1756860000,743140000,2500000000,6,64,70
2034600000,465400000,2500000000,15,86,101
1753580000,746420000,2500000000,12,74,86
1842080000,657920000,2500000000,15,117,132
1937510000,562490000,2500000000,15,95,110
2360430000,139570000,2500000000,19,101,120
1933620000,566380000,2500000000,15,94,109
2299340000,200660000,2500000000,17,118,135
1037830000,1462170000,2500000000,15,120,135
1749740000,750260000,2500000000,17,107,124
2190730000,309270000,2500000000,15,99,114
2015250000,41470000,2056720000,6,51,57
2247880000,252120000,2500000000,9,71,80
1877300000,622700000,2500000000,17,96,113
2130870000,369130000,2500000000,15,95,110
1740860000,759140000,2500000000,6,76,82
2358650000,141350000,2500000000,14,69,83
2002190000,497810000,2500000000,24,117,141
2222240000,277760000,2500000000,12,84,96
1536920000,963080000,2500000000,14,97,111
2048400000,451600000,2500000000,8,73,81
445590000,2054410000,2500000000,10,89,99
1298380000,1201620000,2500000000,15,116,131
2108670000,342090000,2450760000,8,98,106
2051200000,448800000,2500000000,11,75,86
2079080000,420920000,2500000000,13,79,92
2351890000,148110000,2500000000,17,116,133
1172370000,1327630000,2500000000,16,106,122
653760000,1846240000,2500000000,18,136,154
975000000,1525000000,2500000000,14,105,119
2437410000,62590000,2500000000,19,108,127
594500000,1905500000,2500000000,13,115,128
796180000,1703820000,2500000000,23,121,144
670550000,1829450000,2500000000,11,91,102
78450000,2421550000,2500000000,17,114,131
465560000,2034440000,2500000000,15,121,136
479490000,2020510000,2500000000,18,121,139
708160000,1791840000,2500000000,15,120,135
797550000,1702450000,2500000000,15,126,141
695610000,1804390000,2500000000,11,122,133
1040840000,1459160000,2500000000,22,136,158
371970000,2128030000,2500000000,22,131,153
661820000,1838180000,2500000000,16,117,133
798450000,1701550000,2500000000,15,120,135
1273300000,1226700000,2500000000,12,98,110
1994920000,505080000,2500000000,11,101,112
425590000,2074410000,2500000000,18,122,140
361290000,2138710000,2500000000,17,122,139
340420000,2159580000,2500000000,20,133,153
456230000,2043770000,2500000000,24,144,168
87110000,2412890000,2500000000,13,113,126
233880000,2266120000,2500000000,23,143,166
402300000,2097700000,2500000000,20,126,146
415040000,2084960000,2500000000,20,135,155
124070000,2375930000,2500000000,13,111,124
175110000,2324890000,2500000000,13,115,128
288450000,2211550000,2500000000,14,116,130
558800000,1941200000,2500000000,21,136,157
1835670000,664330000,2500000000,24,140,164
1636380000,863620000,2500000000,29,152,181
1780390000,719610000,2500000000,16,110,126
1760100000,739900000,2500000000,27,148,175
1342790000,1157210000,2500000000,12,93,105
940160000,1559840000,2500000000,24,137,161
1932920000,567080000,2500000000,10,102,112
2235320000,264680000,2500000000,12,100,112
431740000,2068260000,2500000000,15,103,118
300340000,2199660000,2500000000,9,96,105
1124640000,1375360000,2500000000,13,99,112
1577420000,922580000,2500000000,14,93,107
359810000,2140190000,2500000000,17,121,138
219980000,2280020000,2500000000,13,104,117
859590000,1640410000,2500000000,16,115,131
1420030000,1079970000,2500000000,12,97,109
719650000,1780350000,2500000000,18,128,146
319830000,2180170000,2500000000,13,118,131
1014270000,1485730000,2500000000,14,114,128
474770000,2025230000,2500000000,16,108,124
1300720000,1199280000,2500000000,24,153,177
1581650000,918350000,2500000000,15,116,131
1731490000,768510000,2500000000,23,123,146
710880000,1789120000,2500000000,19,117,136
1649450000,850550000,2500000000,24,159,183
1288400000,1211600000,2500000000,16,123,139
2058820000,441180000,2500000000,15,112,127
1799650000,700350000,2500000000,27,143,170
2186390000,313610000,2500000000,26,146,172
2004600000,495400000,2500000000,20,132,152
1066790000,1433210000,2500000000,25,145,170
504530000,1995470000,2500000000,15,109,124
1825100000,674900000,2500000000,10,83,93
803140000,1696860000,2500000000,8,85,93
2139080000,360920000,2500000000,16,80,96
1659450000,840550000,2500000000,14,96,110
1723940000,776060000,2500000000,9,79,88
1403680000,1096320000,2500000000,18,89,107
451450000,2048550000,2500000000,15,100,115
2026600000,473400000,2500000000,18,125,143
1200450000,1299550000,2500000000,18,125,143
2238330000,261670000,2500000000,21,130,151
1727790000,772210000,2500000000,17,134,151
1761640000,738360000,2500000000,24,121,145
532150000,1967850000,2500000000,14,104,118
775290000,1724710000,2500000000,20,121,141
1683940000,816060000,2500000000,19,106,125
906270000,1593730000,2500000000,19,136,155
793750000,1706250000,2500000000,28,145,173
1018200000,1481800000,2500000000,20,145,165
1044900000,1455100000,2500000000,24,148,172
660970000,1839030000,2500000000,16,136,152
1346040000,1153960000,2500000000,18,139,157
880490000,1619510000,2500000000,16,139,155
891480000,1608520000,2500000000,18,141,159
803420000,1696580000,2500000000,17,139,156
607350000,1892650000,2500000000,20,143,163
309240000,2190760000,2500000000,19,144,163
714370000,1785630000,2500000000,19,142,161
945270000,1554730000,2500000000,19,133,152
430460000,2069540000,2500000000,19,134,153
776290000,1723710000,2500000000,18,141,159
800670000,1699330000,2500000000,20,148,168
1271680000,1228320000,2500000000,19,139,158
992350000,1507650000,2500000000,19,140,159
496270000,2003730000,2500000000,18,139,157
601330000,1898670000,2500000000,21,141,162
1963650000,507680000,2471330000,22,137,159
1309140000,1190860000,2500000000,20,136,156
1509950000,990050000,2500000000,24,149,173
1642180000,857820000,2500000000,16,112,128
657620000,1842380000,2500000000,23,147,170
1747400000,752600000,2500000000,21,132,153
1142000000,1358000000,2500000000,19,140,159
1996200000,503800000,2500000000,25,137,162
1122220000,1377780000,2500000000,16,145,161
1700760000,799240000,2500000000,25,142,167
1711760000,788240000,2500000000,25,117,142
1963020000,536980000,2500000000,27,138,165
428670000,2071330000,2500000000,18,136,154
974020000,1525980000,2500000000,21,129,150
310250000,2189750000,2500000000,19,141,160
1135210000,1364790000,2500000000,21,135,156
988810000,1511190000,2500000000,18,137,155
