Natural,Human_dominated,Area_Total,natural_sp,human_dominated_sp,Sp_Total
1220670000,1279330000,2500000000,25,131,156
913050000,1586950000,2500000000,25,132,157
1066520000,1433480000,2500000000,26,132,158
2247670000,252330000,2500000000,17,116,133
932710000,1567290000,2500000000,11,109,120
1617970000,882030000,2500000000,16,111,127
502870000,1997130000,2500000000,14,122,136
2196200000,303800000,2500000000,10,108,118
2428520000,71480000,2500000000,19,117,136
913900000,1586100000,2500000000,21,137,158
1740950000,759050000,2500000000,18,129,147
334560000,2165440000,2500000000,11,116,127
1968790000,531210000,2500000000,24,109,133
2331910000,168090000,2500000000,21,119,140
2293810000,206190000,2500000000,22,104,126
2365620000,134380000,2500000000,22,119,141
1395810000,1104190000,2500000000,23,124,147
896120000,1603880000,2500000000,27,123,150
896300000,1603700000,2500000000,19,123,142
1195920000,1304080000,2500000000,31,135,166
2161970000,295030000,2457000000,11,100,111
1212640000,1287360000,2500000000,14,133,147
2388920000,111080000,2500000000,13,113,126
676090000,1823910000,2500000000,11,107,118
2341810000,158190000,2500000000,9,108,117
1694790000,805210000,2500000000,26,135,161
87340000,2412660000,2500000000,11,113,124
1952500000,547500000,2500000000,24,127,151
69250000,2430750000,2500000000,13,114,127
2102560000,397440000,2500000000,21,109,130
2323180000,176820000,2500000000,24,121,145
2334710000,165290000,2500000000,20,97,117
2304360000,195640000,2500000000,22,105,127
1007700000,1492300000,2500000000,20,132,152
1445500000,1054500000,2500000000,23,121,144
1132230000,1367770000,2500000000,27,131,158
2247930000,252070000,2500000000,22,111,133
1896860000,603140000,2500000000,13,96,109
1486480000,1013520000,2500000000,9,95,104
1417010000,1082990000,2500000000,11,108,119
1928930000,571070000,2500000000,17,115,132
1137820000,1362180000,2500000000,14,107,121
1679990000,820010000,2500000000,14,106,120
1017250000,1482750000,2500000000,13,100,113
157960000,2342040000,2500000000,12,116,128
1538360000,961640000,2500000000,13,110,123
82860000,2417140000,2500000000,10,97,107
1065790000,1434210000,2500000000,17,126,143
2246000000,254000000,2500000000,23,116,139
384770000,2115230000,2500000000,16,125,141
1900940000,599060000,2500000000,22,119,141
566910000,1933090000,2500000000,10,106,116
2301790000,198210000,2500000000,22,110,132
2108530000,391470000,2500000000,23,106,129
1995460000,504540000,2500000000,22,112,134
1552940000,947060000,2500000000,25,120,145
2282400000,217600000,2500000000,16,89,105
1960670000,539330000,2500000000,22,129,151
2199580000,300420000,2500000000,22,99,121
1545250000,869910000,2415160000,9,95,104
827460000,1672540000,2500000000,12,105,117
1143580000,1356420000,2500000000,10,98,108
1994960000,505040000,2500000000,13,99,112
1567320000,932680000,2500000000,12,103,115
63850000,2436150000,2500000000,7,83,90
309590000,2190410000,2500000000,18,122,140
1126820000,1373180000,2500000000,25,125,150
218220000,2281780000,2500000000,7,83,90
2234450000,265550000,2500000000,23,111,134
2220740000,279260000,2500000000,26,122,148
1850710000,649290000,2500000000,22,107,129
2290270000,209730000,2500000000,22,97,119
1188410000,1311590000,2500000000,12,114,126
1074990000,1425010000,2500000000,11,118,129
1204570000,1295430000,2500000000,11,119,130
1288020000,1211980000,2500000000,11,110,121
341050000,2158950000,2500000000,11,126,137
750560000,1749440000,2500000000,11,127,138
874530000,1625470000,2500000000,10,108,118
883090000,1616910000,2500000000,10,118,128
634170000,1865830000,2500000000,20,137,157
409580000,2090420000,2500000000,14,128,142
430470000,2069530000,2500000000,9,124,133
477390000,2022610000,2500000000,8,115,123
442780000,2057220000,2500000000,20,135,155
395990000,2104010000,2500000000,17,139,156
218420000,2281580000,2500000000,16,136,152
577790000,1922210000,2500000000,12,133,145
1453370000,1046630000,2500000000,18,126,144
988460000,1511540000,2500000000,18,128,146
1081630000,1418370000,2500000000,17,130,147
1618750000,881250000,2500000000,15,121,136
1409190000,1090810000,2500000000,18,132,150
1170700000,1329300000,2500000000,20,141,161
913220000,1586780000,2500000000,15,132,147
533010000,1966990000,2500000000,16,133,149
1012130000,1487870000,2500000000,11,117,128
1059280000,1440720000,2500000000,13,130,143
1167320000,1332680000,2500000000,13,122,135
744420000,1755580000,2500000000,13,127,140
875080000,1624920000,2500000000,16,129,145
890720000,1609280000,2500000000,15,128,143
1518010000,981990000,2500000000,11,110,121
1320210000,1179790000,2500000000,10,109,119
1331030000,1168970000,2500000000,11,107,118
1167150000,1332850000,2500000000,12,114,126
413920000,2086080000,2500000000,11,126,137
308640000,2191360000,2500000000,12,118,130
454440000,2045560000,2500000000,15,128,143
752310000,1747690000,2500000000,13,126,139
378620000,2121380000,2500000000,13,132,145
400640000,2099360000,2500000000,11,125,136
334060000,2165940000,2500000000,15,133,148
388020000,2111980000,2500000000,13,132,145
498680000,2001320000,2500000000,15,133,148
1897910000,602090000,2500000000,19,127,146
609330000,1890670000,2500000000,18,141,159
