"Class","Order","Family","Species","Count"
"Aves","Strigiformes","Strigidae","Strix nebulosa",369
"Aves","Strigiformes","Strigidae","Strix uralensis",791
"Aves","Strigiformes","Strigidae","Surnia ulula",685
"Aves","Strigiformes","Tytonidae","Tyto alba",2540
"Aves","Suliformes","Phalacrocoracidae","Gulosus aristotelis",214
"Aves","Suliformes","Phalacrocoracidae","Microcarbo pygmaeus",101
"Aves","Suliformes","Phalacrocoracidae","Microcarbo pygmeus",40
"Aves","Suliformes","Phalacrocoracidae","Phalacrocorax carbo",1195
"Aves","Suliformes","Sulidae","Morus bassanus",39
"Aves",NA,NA,"Phylloscopus sibilatrix",1476
