"cell50x50","occ_ebba1","SR_ebba1","occ_ebba2","SR_ebba2","delta_SR"
"33UWU3",166,166,160,160,-6
"33UWU4",159,159,159,159,0
"33UWV1",147,147,162,162,15
"33UWV2",161,161,160,160,-1
"33UWV3",142,142,152,152,10
"33UWV4",147,147,162,162,15
"33UXA1",NA,113,NA,147,34
"33UXA2",157,157,161,161,4
"33UXA3",158,158,162,162,4
"33UXA4",152,152,150,150,-2
"33UXP1",148,148,166,166,18
"33UXP2",165,165,172,172,7
"33UXP3",176,176,158,158,-18
"33UXP4",171,171,166,166,-5
"33UXQ1",149,149,156,156,7
"33UXQ2",180,180,179,179,-1
"33UXQ3",170,170,181,181,11
"33UXQ4",178,178,178,178,0
"33UXR1",156,156,169,169,13
"33UXR2",156,156,165,165,9
"33UXR3",158,158,176,176,18
"33UXR4",174,174,170,170,-4
"33UXS1",164,164,165,165,1
"33UXS2",141,141,169,169,28
"33UXS3",164,164,166,166,2
"33UXS4",161,161,161,161,0
"33UXT1",173,173,167,167,-6
"33UXT2",162,162,165,165,3
"33UXT3",164,164,162,162,-2
"33UXT4",167,167,166,166,-1
"33UXU1",165,165,165,165,0
"33UXU2",158,158,159,159,1
"33UXU3",157,157,157,157,0
"33UXU4",143,143,155,155,12
"33UXV1",145,145,151,151,6
"33UXV2",154,154,158,158,4
"33UXV3",161,161,157,157,-4
"33UXV4",165,165,155,155,-10
"33UYP1",147,147,150,150,3
"33UYP2",148,148,153,153,5
"33VUC1",NA,NA,NA,68,NA
"33VUC2",134,134,156,156,22
"33VUC3",157,157,173,173,16
"33VUC4",163,163,161,161,-2
"33VUD1",156,156,164,164,8
"33VUD2",156,156,166,166,10
"33VUD3",143,143,150,150,7
"33VUD4",146,146,150,150,4
"33VUE3",150,150,168,168,18
"33VUE4",142,142,153,153,11
"33VUF3",139,139,157,157,18
"33VUF4",137,137,154,154,17
"33VUG3",125,125,133,133,8
"33VUG4",135,135,150,150,15
"33VUH3",128,128,134,134,6
"33VUH4",125,125,135,135,10
"33VUJ3",NA,131,NA,135,4
"33VUJ4",150,150,144,144,-6
"33VUK3",NA,131,NA,153,22
"33VUK4",NA,134,NA,148,14
"33VUL3",125,125,117,117,-8
"33VUL4",132,132,135,135,3
"33VVC1",147,147,150,150,3
"33VVC2",161,161,164,164,3
"33VVC3",147,147,154,154,7
"33VVC4",173,173,179,179,6
"33VVD1",146,146,150,150,4
"33VVD2",152,152,153,153,1
"33VVD3",136,136,154,154,18
"33VVD4",143,143,152,152,9
"33VVE1",153,153,167,167,14
"33VVE2",142,142,161,161,19
"33VVE3",156,156,164,164,8
"33VVE4",138,138,162,162,24
"33VVF1",145,145,163,163,18
"33VVF2",142,142,156,156,14
"33VVF3",146,146,168,168,22
"33VVF4",148,148,162,162,14
"33VVG1",126,126,124,124,-2
"33VVG2",136,136,147,147,11
"33VVG3",128,128,146,146,18
"33VVG4",128,128,141,141,13
"33VVH1",128,128,135,135,7
"33VVH2",126,126,143,143,17
"33VVH3",144,144,157,157,13
"33VVH4",NA,136,NA,155,19
"33VVJ1",127,127,109,109,-18
"33VVJ2",124,124,110,110,-14
"33VVJ3",127,127,120,120,-7
"33VVJ4",124,124,110,110,-14
"33VVK1",130,130,117,117,-13
"33VVK2",132,132,131,131,-1
"33VVK3",134,134,133,133,-1
"33VVK4",125,125,128,128,3
"33VVL1",NA,121,NA,90,-31
"33VVL2",140,140,146,146,6
"33VVL3",NA,120,NA,95,-25
"33VVL4",NA,130,NA,159,29
"33VWC1",144,144,140,140,-4
"33VWC2",166,166,184,184,18
"33VWC3",174,174,187,187,13
"33VWD1",135,135,147,147,12
"33VWD2",140,140,147,147,7
"33VWD3",158,158,164,164,6
"33VWD4",158,158,161,161,3
"33VWE1",148,148,166,166,18
"33VWE2",137,137,153,153,16
"33VWE3",163,163,169,169,6
"33VWE4",NA,151,NA,171,20
"33VWF1",152,152,169,169,17
"33VWF2",141,141,155,155,14
"33VWF3",143,143,164,164,21
"33VWF4",143,143,163,163,20
"33VWG1",142,142,161,161,19
"33VWG2",143,143,153,153,10
"33VWG3",143,143,159,159,16
"33VWG4",155,155,171,171,16
"33VWH1",134,134,138,138,4
"33VWH2",NA,134,NA,164,30
"33VWH3",140,140,154,154,14
"33VWH4",133,133,154,154,21
"33VWJ1",137,137,129,129,-8
"33VWJ2",146,146,147,147,1
"33VWJ3",142,142,150,150,8
"33VWJ4",145,145,153,153,8
"33VWK1",127,127,117,117,-10
"33VWK2",134,134,129,129,-5
"33VWK3",131,131,124,124,-7
"33VWK4",133,133,137,137,4
"33VWL1",128,128,134,134,6
"33VWL2",130,130,131,131,1
"33VWL3",135,135,104,104,-31
"33VWL4",139,139,119,119,-20
"33VXD2",153,153,167,167,14
"33VXE4",NA,NA,NA,31,NA
"33VXF1",143,143,164,164,21
"33VXF2",156,156,177,177,21
"33VXF3",155,155,160,160,5
"33VXF4",155,155,166,166,11
"33VXG1",154,154,170,170,16
"33VXG2",150,150,170,170,20
"33VXH1",156,156,152,152,-4
"33VXH2",165,165,178,178,13
"33VXJ1",147,147,167,167,20
"33VXJ2",150,150,164,164,14
"33VXK1",145,145,156,156,11
"33VXK2",170,170,174,174,4
"33VXL1",135,135,100,100,-35
"33VXL2",136,136,143,143,7
"33WUM3",107,107,111,111,4
"33WUM4",119,119,115,115,-4
"33WUN3",111,111,102,102,-9
"33WUN4",102,102,100,100,-2
"33WUP3",NA,NA,NA,68,NA
"33WUP4",115,115,125,125,10
"33WUQ4",NA,NA,NA,28,NA
"33WVM1",121,121,116,116,-5
"33WVM2",123,123,119,119,-4
"33WVM3",123,123,112,112,-11
"33WVM4",128,128,132,132,4
"33WVN1",80,80,91,91,11
"33WVN2",NA,136,NA,95,-41
"33WVN3",110,110,96,96,-14
"33WVN4",117,117,116,116,-1
"33WVP1",104,104,110,110,6
"33WVP2",135,135,134,134,-1
"33WVP3",146,146,123,123,-23
"33WVP4",NA,117,NA,103,-14
"33WVQ1",NA,NA,NA,20,NA
"33WVQ2",119,119,124,124,5
"33WVQ3",123,123,121,121,-2
"33WVQ4",116,116,118,118,2
"33WVR1",NA,NA,NA,110,NA
"33WVR2",NA,NA,NA,74,NA
"33WVR3",NA,NA,NA,121,NA
"33WVR4",NA,59,NA,38,-21
"33WVS4",NA,NA,NA,93,NA
"33WWM1",133,133,119,119,-14
"33WWM2",123,123,116,116,-7
"33WWM3",133,133,136,136,3
"33WWM4",135,135,126,126,-9
"33WWN1",132,132,108,108,-24
"33WWN2",131,131,120,120,-11
"33WWN3",135,135,109,109,-26
"33WWN4",134,134,124,124,-10
"33WWP1",106,106,88,88,-18
"33WWP2",117,117,118,118,1
"33WWP3",125,125,100,100,-25
"33WWP4",NA,134,NA,139,5
"33WWQ1",NA,89,NA,127,38
"33WWQ2",133,133,130,130,-3
"33WWQ3",NA,80,NA,68,-12
"33WWQ4",NA,103,NA,54,-49
"33WWR1",93,93,102,102,9
"33WWR2",110,110,93,93,-17
"33WWR3",111,111,114,114,3
"33WWR4",NA,103,NA,52,-51
"33WWS1",NA,NA,NA,113,NA
"33WWS2",NA,NA,NA,107,NA
"33WWS3",108,108,91,91,-17
"33WWS4",112,112,122,122,10
"33WWT4",NA,NA,NA,68,NA
"33WXM1",130,130,112,112,-18
"33WXM2",135,135,119,119,-16
"33WXN1",NA,131,NA,134,3
"33WXN2",130,130,112,112,-18
"33WXP1",NA,132,NA,64,-68
"33WXP2",NA,124,NA,108,-16
"33WXQ1",105,105,100,100,-5
"33WXQ2",126,126,89,89,-37
"33WXR1",NA,77,NA,92,15
"33WXR2",NA,91,NA,82,-9
"33WXS2",80,80,82,82,2
"33XVF3",NA,NA,NA,16,NA
"33XVG1",NA,NA,NA,12,NA
"33XVG3",NA,NA,NA,24,NA
"33XVG4",NA,NA,NA,25,NA
"33XVH1",NA,NA,NA,28,NA
"33XVH2",NA,NA,NA,23,NA
"33XVH3",NA,NA,NA,3,NA
"33XVH4",NA,NA,NA,15,NA
"33XVJ1",NA,NA,NA,21,NA
"33XVJ2",NA,NA,NA,18,NA
"33XVJ3",NA,NA,NA,14,NA
"33XVJ4",NA,NA,NA,23,NA
"33XWE1",NA,NA,NA,11,NA
"33XWF1",NA,NA,NA,13,NA
"33XWF2",NA,NA,NA,15,NA
"33XWF3",NA,NA,NA,6,NA
"33XWF4",NA,NA,NA,5,NA
"33XWG1",NA,NA,NA,37,NA
"33XWG2",NA,NA,NA,19,NA
"33XWG3",NA,NA,NA,8,NA
"33XWG4",NA,NA,NA,10,NA
"33XWH1",NA,NA,NA,5,NA
"33XWH2",NA,NA,NA,27,NA
"33XWH3",NA,NA,NA,10,NA
"33XWH4",NA,NA,NA,1,NA
"33XWJ1",NA,NA,NA,13,NA
"33XWJ2",NA,NA,NA,9,NA
"33XWJ3",NA,NA,NA,11,NA
"33XWJ4",NA,NA,NA,15,NA
"33XWK3",NA,NA,NA,10,NA
"33XWK4",NA,NA,NA,15,NA
"33XXG1",NA,NA,NA,12,NA
"33XXG2",NA,NA,NA,16,NA
"33XXH1",NA,NA,NA,10,NA
"33XXH2",NA,NA,NA,7,NA
"33XXJ1",NA,NA,NA,8,NA
"33XXJ2",NA,NA,NA,14,NA
"33XXK1",NA,NA,NA,29,NA
"34SBK4",NA,58,NA,63,5
"34SCJ3",NA,NA,NA,77,NA
"34SCK4",NA,51,NA,79,28
"34SDG3",NA,NA,NA,61,NA
"34SDG4",NA,NA,NA,1,NA
"34SDH2",NA,NA,NA,35,NA
"34SDH3",78,78,85,85,7
"34SDH4",NA,NA,NA,65,NA
"34SDJ1",131,131,128,128,-3
"34SDJ2",NA,56,NA,38,-18
"34SDJ3",142,142,106,106,-36
"34SDJ4",150,150,114,114,-36
"34SDK2",NA,71,NA,141,70
"34SDK4",143,143,120,120,-23
"34SEF1",NA,NA,NA,3,NA
"34SEF3",87,87,72,72,-15
"34SEG1",70,70,72,72,2
"34SEG2",NA,NA,NA,10,NA
"34SEG3",101,101,90,90,-11
"34SEG4",86,86,70,70,-16
"34SEH1",133,133,113,113,-20
"34SEH2",110,110,100,100,-10
"34SEH3",120,120,90,90,-30
"34SEH4",109,109,110,110,1
"34SEJ1",NA,130,NA,89,-41
"34SEJ2",135,135,103,103,-32
"34SEJ3",135,135,110,110,-25
"34SEJ4",NA,118,NA,83,-35
"34SEK2",NA,141,NA,83,-58
"34SEK4",125,125,96,96,-29
"34SFE3",NA,NA,NA,3,NA
"34SFF1",114,114,96,96,-18
"34SFF2",57,57,51,51,-6
"34SFF3",80,80,65,65,-15
"34SFF4",NA,46,NA,53,7
"34SFG1",113,113,109,109,-4
"34SFG2",110,110,99,99,-11
"34SFG3",82,82,73,73,-9
"34SFG4",83,83,74,74,-9
"34SFH1",141,141,137,137,-4
"34SFH2",96,96,104,104,8
"34SFH3",111,111,81,81,-30
"34SFH4",81,81,81,81,0
"34SFJ1",100,100,85,85,-15
"34SFJ2",131,131,135,135,4
"34SFJ3",107,107,122,122,15
"34SFJ4",NA,105,NA,64,-41
"34SFK2",NA,163,NA,113,-50
"34SFK4",NA,86,NA,47,-39
"34SGD3",NA,NA,NA,28,NA
"34SGE1",NA,NA,NA,40,NA
"34SGE2",NA,NA,NA,73,NA
"34SGE3",NA,NA,NA,3,NA
"34SGE4",NA,NA,NA,87,NA
"34SGF1",NA,NA,NA,3,NA
"34SGF3",NA,NA,NA,3,NA
"34SGF4",NA,NA,NA,3,NA
"34SGG1",NA,72,NA,90,18
"34SGG2",NA,28,NA,59,31
"34SGG4",NA,NA,NA,1,NA
"34SGH1",86,86,75,75,-11
"34SGH2",NA,88,NA,116,28
"34SGJ1",NA,NA,NA,2,NA
"34SGJ2",NA,74,NA,33,-41
"34SGK2",NA,110,NA,58,-52
"34TBK3",NA,69,NA,66,-3
"34TBL4",NA,NA,NA,29,NA
"34TBN3",92,92,103,103,11
"34TBN4",133,133,112,112,-21
"34TBP3",NA,62,NA,115,53
"34TBP4",NA,40,NA,86,46
"34TBQ3",123,123,118,118,-5
"34TBQ4",NA,78,NA,78,0
"34TBR3",157,157,132,132,-25
"34TBR4",121,121,126,126,5
"34TCK3",NA,NA,NA,142,NA
"34TCL3",NA,16,NA,101,85
"34TCL4",NA,25,NA,116,91
"34TCM1",NA,86,NA,131,45
"34TCM3",NA,52,NA,165,113
"34TCM4",NA,87,NA,147,60
"34TCN1",NA,49,NA,128,79
"34TCN2",NA,44,NA,130,86
"34TCN3",128,128,122,122,-6
"34TCN4",NA,56,NA,149,93
"34TCP1",NA,53,NA,92,39
"34TCP2",NA,77,NA,82,5
"34TCP3",NA,102,NA,127,25
"34TCP4",NA,79,NA,125,46
"34TCQ1",NA,91,NA,123,32
"34TCQ2",NA,59,NA,98,39
"34TCQ3",128,128,134,134,6
"34TCQ4",NA,69,NA,121,52
"34TCR1",146,146,152,152,6
"34TCR2",102,102,121,121,19
"34TCR3",133,133,120,120,-13
"34TCR4",136,136,141,141,5
"34TCS1",141,141,156,156,15
"34TCS2",136,136,137,137,1
"34TCS3",141,141,150,150,9
"34TCS4",134,134,141,141,7
"34TCT1",160,160,156,156,-4
"34TCT2",155,155,163,163,8
"34TCT3",134,134,148,148,14
"34TCT4",137,137,155,155,18
"34TDK1",NA,11,NA,133,122
"34TDK3",NA,103,NA,145,42
"34TDL1",NA,30,NA,142,112
"34TDL2",NA,NA,NA,143,NA
"34TDL3",NA,75,NA,152,77
"34TDL4",NA,136,NA,166,30
"34TDM1",NA,NA,NA,144,NA
"34TDM2",NA,NA,NA,131,NA
"34TDM3",NA,112,NA,165,53
"34TDM4",NA,100,NA,158,58
"34TDN1",NA,29,NA,131,102
"34TDN2",NA,54,NA,144,90
"34TDN3",NA,84,NA,114,30
"34TDN4",NA,20,NA,64,44
"34TDP1",NA,87,NA,119,32
"34TDP2",NA,95,NA,123,28
"34TDP3",111,111,103,103,-8
"34TDP4",112,112,113,113,1
"34TDQ1",143,143,142,142,-1
"34TDQ2",NA,94,NA,117,23
"34TDQ3",141,141,151,151,10
"34TDQ4",NA,41,NA,128,87
"34TDR1",154,154,140,140,-14
"34TDR2",171,171,171,171,0
"34TDR3",127,127,124,124,-3
"34TDR4",168,168,133,133,-35
"34TDS1",147,147,157,157,10
"34TDS2",156,156,166,166,10
"34TDS3",124,124,129,129,5
"34TDS4",128,128,150,150,22
"34TDT1",132,132,140,140,8
"34TDT2",NA,140,NA,143,3
"34TDT3",160,160,162,162,2
"34TDT4",NA,115,NA,148,33
"34TEK1",165,165,141,141,-24
"34TEK3",NA,142,NA,87,-55
"34TEL1",NA,70,NA,143,73
"34TEL2",184,184,187,187,3
"34TEL3",128,128,144,144,16
"34TEL4",177,177,147,147,-30
"34TEM1",NA,109,NA,136,27
"34TEM2",NA,89,NA,139,50
"34TEM3",NA,60,NA,141,81
"34TEM4",NA,98,NA,143,45
"34TEN1",NA,97,NA,121,24
"34TEN2",NA,31,NA,125,94
"34TEN3",NA,73,NA,125,52
"34TEN4",NA,28,NA,122,94
"34TEP1",105,105,116,116,11
"34TEP2",NA,68,NA,109,41
"34TEP3",NA,99,NA,125,26
"34TEP4",NA,91,NA,118,27
"34TEQ1",163,163,169,169,6
"34TEQ2",NA,94,NA,116,22
"34TEQ3",114,114,114,114,0
"34TEQ4",113,113,122,122,9
"34TER1",119,119,126,126,7
"34TER2",105,105,125,125,20
"34TER3",112,112,112,112,0
"34TER4",107,107,109,109,2
"34TES1",140,140,153,153,13
"34TES2",118,118,131,131,13
"34TES3",131,131,135,135,4
"34TES4",110,110,118,118,8
"34TET1",147,147,165,165,18
"34TET2",132,132,155,155,23
"34TET3",129,129,143,143,14
"34TET4",124,124,145,145,21
"34TFK1",177,177,143,143,-34
"34TFK3",131,131,129,129,-2
"34TFL1",147,147,143,143,-4
"34TFL2",137,137,117,117,-20
"34TFL3",184,184,190,190,6
"34TFL4",141,141,119,119,-22
"34TFM1",128,128,152,152,24
"34TFM2",NA,61,NA,137,76
"34TFM3",174,174,168,168,-6
"34TFM4",176,176,159,159,-17
"34TFN1",NA,86,NA,153,67
"34TFN2",NA,112,NA,146,34
"34TFN3",153,153,171,171,18
"34TFN4",172,172,171,171,-1
"34TFP1",NA,93,NA,141,48
"34TFP2",NA,94,NA,152,58
"34TFP3",124,124,136,136,12
"34TFP4",NA,88,NA,142,54
"34TFQ1",95,95,103,103,8
"34TFQ2",NA,89,NA,154,65
"34TFQ3",NA,81,NA,116,35
"34TFQ4",93,93,105,105,12
"34TFR1",NA,97,NA,123,26
"34TFR2",97,97,112,112,15
"34TFR3",NA,102,NA,148,46
"34TFR4",NA,81,NA,125,44
"34TFS1",111,111,127,127,16
"34TFS2",90,90,101,101,11
"34TFS3",NA,116,NA,154,38
"34TFS4",109,109,126,126,17
"34TFT1",116,116,126,126,10
"34TFT2",NA,93,NA,130,37
"34TFT3",NA,64,NA,125,61
"34TFT4",NA,76,NA,108,32
"34TGK1",NA,144,NA,98,-46
"34TGL1",144,144,153,153,9
"34TGL2",144,144,110,110,-34
"34TGM1",NA,109,NA,145,36
"34TGM2",153,153,163,163,10
"34TGN1",152,152,139,139,-13
"34TGN2",147,147,156,156,9
"34TGP1",119,119,149,149,30
"34TGP2",NA,107,NA,137,30
"34TGQ1",NA,70,NA,99,29
"34TGQ2",NA,78,NA,110,32
"34TGR1",NA,116,NA,147,31
"34TGR2",NA,74,NA,110,36
"34TGS1",NA,124,NA,150,26
"34TGS2",144,144,142,142,-2
"34TGT1",127,127,116,116,-11
"34TGT2",NA,85,NA,128,43
"34UCA1",155,155,166,166,11
"34UCA2",175,175,180,180,5
"34UCA3",167,167,158,158,-9
"34UCA4",175,175,175,175,0
"34UCB1",154,154,141,141,-13
"34UCB2",158,158,171,171,13
"34UCB3",157,157,146,146,-11
"34UCB4",160,160,152,152,-8
"34UCC1",156,156,163,163,7
"34UCC2",164,164,158,158,-6
"34UCC3",165,165,152,152,-13
"34UCC4",162,162,155,155,-7
"34UCD1",152,152,153,153,1
"34UCD2",154,154,159,159,5
"34UCD3",161,161,167,167,6
"34UCD4",169,169,168,168,-1
"34UCE1",159,159,151,151,-8
"34UCE2",159,159,158,158,-1
"34UCE3",159,159,165,165,6
"34UCE4",164,164,168,168,4
"34UCF1",161,161,159,159,-2
"34UCF2",158,158,167,167,9
"34UCF3",NA,NA,NA,83,NA
"34UCF4",175,175,163,163,-12
"34UCU1",130,130,140,140,10
"34UCU2",173,173,154,154,-19
"34UCU3",156,156,147,147,-9
"34UCU4",162,162,154,154,-8
"34UCV1",164,164,150,150,-14
"34UCV2",169,169,164,164,-5
"34UCV3",144,144,149,149,5
"34UCV4",167,167,152,152,-15
"34UDA1",156,156,145,145,-11
"34UDA2",152,152,158,158,6
"34UDA3",163,163,165,165,2
"34UDA4",158,158,154,154,-4
"34UDB1",156,156,158,158,2
"34UDB2",158,158,161,161,3
"34UDB3",162,162,160,160,-2
"34UDB4",168,168,162,162,-6
"34UDC1",159,159,156,156,-3
"34UDC2",163,163,155,155,-8
"34UDC3",157,157,169,169,12
"34UDC4",162,162,156,156,-6
"34UDD1",150,150,160,160,10
"34UDD2",166,166,159,159,-7
"34UDD3",142,142,150,150,8
"34UDD4",164,164,161,161,-3
"34UDE1",157,157,158,158,1
"34UDE2",153,153,155,155,2
"34UDE3",170,170,165,165,-5
"34UDE4",164,164,159,159,-5
"34UDF1",169,169,161,161,-8
"34UDF2",162,162,164,164,2
"34UDF3",182,182,160,160,-22
"34UDF4",169,169,162,162,-7
"34UDG4",123,123,123,123,0
"34UDU1",167,167,152,152,-15
"34UDU2",145,145,144,144,-1
"34UDU3",167,167,151,151,-16
"34UDU4",136,136,158,158,22
"34UDV1",140,140,161,161,21
"34UDV2",139,139,141,141,2
"34UDV3",161,161,148,148,-13
"34UDV4",155,155,142,142,-13
"34UEA1",160,160,157,157,-3
"34UEA2",152,152,151,151,-1
"34UEA3",164,164,165,165,1
"34UEA4",152,152,146,146,-6
"34UEB1",160,160,159,159,-1
"34UEB2",160,160,157,157,-3
"34UEB3",168,168,167,167,-1
"34UEB4",177,177,157,157,-20
"34UEC1",164,164,170,170,6
"34UEC2",167,167,168,168,1
"34UEC3",157,157,164,164,7
"34UEC4",165,165,167,167,2
"34UED1",160,160,165,165,5
"34UED2",166,166,174,174,8
"34UED3",171,171,171,171,0
"34UED4",164,164,157,157,-7
"34UEE1",172,172,170,170,-2
"34UEE2",160,160,162,162,2
"34UEE3",163,163,166,166,3
"34UEE4",181,181,174,174,-7
"34UEF1",165,165,169,169,4
"34UEF2",159,159,162,162,3
"34UEF3",143,143,154,154,11
"34UEF4",168,168,167,167,-1
"34UEG1",169,169,173,173,4
"34UEG2",187,187,189,189,2
"34UEG3",173,173,158,158,-15
"34UEG4",158,158,179,179,21
"34UEU1",157,157,159,159,2
"34UEU2",162,162,159,159,-3
"34UEU3",172,172,170,170,-2
"34UEU4",140,140,147,147,7
"34UEV1",134,134,139,139,5
"34UEV2",142,142,140,140,-2
"34UEV3",156,156,141,141,-15
"34UEV4",170,170,156,156,-14
"34UFA1",161,161,169,169,8
"34UFA2",171,171,155,155,-16
"34UFA3",184,184,180,180,-4
"34UFA4",190,190,162,162,-28
"34UFB1",160,160,168,168,8
"34UFB2",162,162,170,170,8
"34UFB3",186,186,180,180,-6
"34UFB4",181,181,169,169,-12
"34UFC1",163,163,164,164,1
"34UFC2",181,181,169,169,-12
"34UFC3",166,166,180,180,14
"34UFC4",192,192,182,182,-10
"34UFD1",170,170,173,173,3
"34UFD2",160,160,166,166,6
"34UFD3",188,188,178,178,-10
"34UFD4",180,180,183,183,3
"34UFE1",171,171,165,165,-6
"34UFE2",184,184,182,182,-2
"34UFE3",175,175,183,183,8
"34UFE4",165,165,176,176,11
"34UFF1",167,167,150,150,-17
"34UFF2",169,169,167,167,-2
"34UFF3",157,157,174,174,17
"34UFF4",179,179,173,173,-6
"34UFG1",157,157,164,164,7
"34UFG2",NA,140,NA,179,39
"34UFG3",137,137,136,136,-1
"34UFG4",133,133,138,138,5
"34UFU1",147,147,148,148,1
"34UFU2",148,148,155,155,7
"34UFU3",NA,NA,NA,146,NA
"34UFU4",141,141,148,148,7
"34UFV1",160,160,138,138,-22
"34UFV2",133,133,134,134,1
"34UFV3",NA,NA,NA,165,NA
"34UFV4",NA,NA,NA,157,NA
"34UGU1",NA,NA,NA,114,NA
"34UGU2",138,138,132,132,-6
"34VCJ1",NA,NA,NA,173,NA
"34VCJ2",NA,NA,NA,165,NA
"34VCK3",NA,NA,NA,60,NA
"34VCK4",NA,NA,NA,167,NA
"34VCL3",152,152,156,156,4
"34VCL4",NA,NA,NA,89,NA
"34VCM3",161,161,171,171,10
"34VCM4",164,164,176,176,12
"34VCQ3",NA,139,NA,159,20
"34VCQ4",NA,NA,NA,109,NA
"34VCR3",135,135,124,124,-11
"34VCR4",NA,150,NA,178,28
"34VDH3",NA,26,NA,95,69
"34VDH4",NA,43,NA,116,73
"34VDK1",NA,NA,NA,58,NA
"34VDK2",NA,NA,NA,62,NA
"34VDM1",NA,NA,NA,166,NA
"34VDM2",NA,NA,NA,63,NA
"34VDM3",NA,NA,NA,156,NA
"34VDM4",NA,NA,NA,143,NA
"34VDN2",NA,NA,NA,83,NA
"34VDN4",NA,NA,NA,103,NA
"34VDQ3",NA,NA,NA,99,NA
"34VDR1",161,161,165,165,4
"34VDR2",153,153,151,151,-2
"34VDR3",167,167,174,174,7
"34VDR4",NA,NA,NA,71,NA
"34VEH1",165,165,180,180,15
"34VEH2",180,180,175,175,-5
"34VEH3",157,157,162,162,5
"34VEH4",169,169,148,148,-21
"34VEJ1",NA,121,NA,156,35
"34VEJ2",149,149,173,173,24
"34VEJ3",NA,138,NA,173,35
"34VEJ4",153,153,162,162,9
"34VEK1",NA,NA,NA,96,NA
"34VEK3",NA,NA,NA,168,NA
"34VEK4",133,133,159,159,26
"34VEL3",NA,NA,NA,24,NA
"34VEL4",NA,NA,NA,153,NA
"34VEM1",NA,NA,NA,163,NA
"34VEM2",NA,NA,NA,124,NA
"34VEM3",178,178,178,178,0
"34VEM4",NA,NA,NA,146,NA
"34VEN1",173,173,183,183,10
"34VEN2",172,172,186,186,14
"34VEN3",165,165,182,182,17
"34VEN4",167,167,181,181,14
"34VEP1",189,189,198,198,9
"34VEP2",189,189,197,197,8
"34VEP3",148,148,170,170,22
"34VEP4",164,164,179,179,15
"34VEQ1",184,184,189,189,5
"34VEQ2",180,180,195,195,15
"34VEQ3",151,151,168,168,17
"34VEQ4",146,146,168,168,22
"34VER2",166,166,185,185,19
"34VER3",168,168,189,189,21
"34VER4",161,161,192,192,31
"34VFH1",143,143,160,160,17
"34VFH2",152,152,147,147,-5
"34VFH3",154,154,159,159,5
"34VFH4",NA,116,NA,141,25
"34VFJ1",NA,124,NA,166,42
"34VFJ2",174,174,180,180,6
"34VFJ4",173,173,171,171,-2
"34VFK1",169,169,161,161,-8
"34VFK2",NA,NA,NA,90,NA
"34VFK3",185,185,194,194,9
"34VFK4",149,149,164,164,15
"34VFL1",136,136,136,136,0
"34VFL2",180,180,181,181,1
"34VFL3",163,163,179,179,16
"34VFL4",180,180,182,182,2
"34VFM1",177,177,182,182,5
"34VFM2",172,172,175,175,3
"34VFN1",163,163,169,169,6
"34VFN2",158,158,166,166,8
"34VFP1",152,152,169,169,17
"34VFP2",162,162,185,185,23
"34VFQ1",157,157,170,170,13
"34VFQ2",151,151,170,170,19
"34VFR1",169,169,185,185,16
"34VFR2",158,158,172,172,14
"34VXH2",NA,NA,NA,144,NA
"34WCS3",135,135,135,135,0
"34WCS4",133,133,115,115,-18
"34WCT3",128,128,116,116,-12
"34WCT4",NA,131,NA,129,-2
"34WCU3",NA,133,NA,59,-74
"34WCU4",NA,125,NA,78,-47
"34WCV4",NA,133,NA,65,-68
"34WDA1",NA,115,NA,120,5
"34WDA2",NA,112,NA,97,-15
"34WDA3",122,122,77,77,-45
"34WDA4",NA,130,NA,131,1
"34WDB1",125,125,123,123,-2
"34WDB2",101,101,90,90,-11
"34WDB3",112,112,122,122,10
"34WDB4",89,89,88,88,-1
"34WDC1",NA,NA,NA,74,NA
"34WDC2",113,113,131,131,18
"34WDC3",79,79,70,70,-9
"34WDC4",95,95,82,82,-13
"34WDS1",138,138,127,127,-11
"34WDS2",134,134,125,125,-9
"34WDS3",143,143,149,149,6
"34WDS4",150,150,155,155,5
"34WDT1",130,130,127,127,-3
"34WDT2",135,135,145,145,10
"34WDT3",NA,133,NA,134,1
"34WDT4",135,135,114,114,-21
"34WDU1",NA,121,NA,107,-14
"34WDU2",125,125,88,88,-37
"34WDU3",NA,122,NA,133,11
"34WDU4",128,128,126,126,-2
"34WDV1",NA,130,NA,84,-46
"34WDV2",123,123,112,112,-11
"34WDV3",128,128,116,116,-12
"34WDV4",NA,120,NA,128,8
"34WEA1",125,125,87,87,-38
"34WEA2",115,115,109,109,-6
"34WEA3",NA,123,NA,138,15
"34WEA4",118,118,87,87,-31
"34WEB1",NA,101,NA,79,-22
"34WEB2",112,112,113,113,1
"34WEB3",94,94,77,77,-17
"34WEB4",100,100,96,96,-4
"34WEC1",NA,92,NA,77,-15
"34WEC2",NA,107,NA,78,-29
"34WEC3",NA,96,NA,126,30
"34WEC4",69,69,81,81,12
"34WED2",NA,67,NA,35,-32
"34WED3",NA,NA,NA,38,NA
"34WED4",NA,78,NA,76,-2
"34WES1",143,143,149,149,6
"34WES2",146,146,155,155,9
"34WET1",NA,155,NA,171,16
"34WET2",NA,151,NA,167,16
"34WET3",151,151,160,160,9
"34WEU1",NA,128,NA,96,-32
"34WEU2",NA,141,NA,158,17
"34WEU3",NA,130,NA,109,-21
"34WEU4",148,148,142,142,-6
"34WEV1",118,118,95,95,-23
"34WEV2",NA,119,NA,96,-23
