"cell50x50","occ_ebba1","SR_ebba1","occ_ebba2","SR_ebba2","delta_SR"
"31TGL1",161,161,162,162,1
"31TGL2",157,157,154,154,-3
"31TGM1",155,155,164,164,9
"31TGM2",152,152,166,166,14
"31TGN1",140,140,146,146,6
"31TGN2",141,141,158,158,17
"31UCP1",132,132,120,120,-12
"31UCP2",131,131,132,132,1
"31UCP3",130,130,123,123,-7
"31UCP4",125,125,127,127,2
"31UCQ1",159,159,150,150,-9
"31UCQ2",124,124,118,118,-6
"31UCQ3",137,137,143,143,6
"31UCQ4",122,122,122,122,0
"31UCR2",108,108,111,111,3
"31UCR4",139,139,127,127,-12
"31UCS1",140,140,135,135,-5
"31UCS2",143,143,129,129,-14
"31UCS3",142,142,134,134,-8
"31UCS4",NA,89,NA,107,18
"31UCT1",137,137,134,134,-3
"31UCT2",132,132,134,134,2
"31UCT3",153,153,143,143,-10
"31UCT4",104,104,113,113,9
"31UCU1",NA,83,NA,138,55
"31UCU2",152,152,153,153,1
"31UCU3",142,142,139,139,-3
"31UCU4",155,155,132,132,-23
"31UCV2",NA,76,NA,99,23
"31UDP1",127,127,144,144,17
"31UDP2",135,135,141,141,6
"31UDP3",140,140,151,151,11
"31UDP4",138,138,139,139,1
"31UDQ1",122,122,121,121,-1
"31UDQ2",NA,113,NA,149,36
"31UDQ3",142,142,145,145,3
"31UDQ4",NA,120,NA,152,32
"31UDR1",169,169,163,163,-6
"31UDR2",139,139,127,127,-12
"31UDR3",127,127,126,126,-1
"31UDR4",132,132,139,139,7
"31UDS2",153,153,153,153,0
"31UDS3",NA,112,NA,141,29
"31UDS4",138,138,153,153,15
"31UDU1",NA,NA,NA,59,NA
"31UDU2",123,123,123,123,0
"31UEP1",132,132,148,148,16
"31UEP2",152,152,142,142,-10
"31UEP3",135,135,140,140,5
"31UEP4",135,135,145,145,10
"31UEQ1",150,150,149,149,-1
"31UEQ2",115,115,131,131,16
"31UEQ3",149,149,142,142,-7
"31UEQ4",142,142,138,138,-4
"31UER1",142,142,148,148,6
"31UER2",130,130,137,137,7
"31UER3",130,130,144,144,14
"31UER4",138,138,148,148,10
"31UES1",149,149,163,163,14
"31UES2",124,124,141,141,17
"31UES3",153,153,172,172,19
"31UES4",NA,114,NA,136,22
"31UET2",NA,108,NA,143,35
"31UET3",145,145,147,147,2
"31UET4",154,154,171,171,17
"31UFP1",149,149,159,159,10
"31UFP2",130,130,137,137,7
"31UFP3",138,138,133,133,-5
"31UFP4",117,117,123,123,6
"31UFQ1",154,154,154,154,0
"31UFQ2",150,150,161,161,11
"31UFQ3",150,150,152,152,2
"31UFQ4",150,150,156,156,6
"31UFR1",118,118,134,134,16
"31UFR2",147,147,144,144,-3
"31UFR3",124,124,127,127,3
"31UFR4",133,133,137,137,4
"31UFS1",136,136,151,151,15
"31UFS2",NA,120,NA,152,32
"31UFS3",154,154,168,168,14
"31UFS4",147,147,161,161,14
"31UFT1",155,155,167,167,12
"31UFT2",162,162,171,171,9
"31UFT3",159,159,175,175,16
"31UFT4",155,155,170,170,15
"31UFU1",144,144,149,149,5
"31UFU2",155,155,158,158,3
"31UFU3",150,150,163,163,13
"31UFU4",176,176,180,180,4
"31UFV2",NA,NA,NA,132,NA
"31UFV4",139,139,157,157,18
"31UGP1",143,143,139,139,-4
"31UGP2",131,131,137,137,6
"31VFE3",157,157,131,131,-26
"31VFF1",156,156,134,134,-22
"31VFF2",99,99,99,99,0
"31VFF3",152,152,137,137,-15
"31VFF4",174,174,167,167,-7
"31VFG1",138,138,136,136,-2
"31VFG2",147,147,137,137,-10
"31VFH1",135,135,129,129,-6
"31VFH2",134,134,139,139,5
"31VFJ1",156,156,119,119,-37
"31VFJ2",142,142,130,130,-12
"31VFK2",157,157,117,117,-40
"32SMJ1",NA,NA,NA,18,NA
"32SMJ2",NA,NA,NA,75,NA
"32SMJ3",NA,NA,NA,97,NA
"32SMJ4",NA,NA,NA,100,NA
"32SMK2",NA,NA,NA,46,NA
"32SMK4",NA,NA,NA,112,NA
"32SNJ1",NA,NA,NA,86,NA
"32SNJ2",NA,NA,NA,111,NA
"32SNJ4",NA,NA,NA,21,NA
"32SNK2",NA,NA,NA,78,NA
"32SNK4",NA,NA,NA,83,NA
"32SQF3",NA,NA,NA,52,NA
"32TKN3",125,125,133,133,8
"32TKP3",162,162,160,160,-2
"32TKP4",144,144,136,136,-8
"32TKQ3",138,138,130,130,-8
"32TKQ4",145,145,153,153,8
"32TKR3",147,147,150,150,3
"32TKR4",127,127,151,151,24
"32TLN1",NA,87,NA,59,-28
"32TLP1",142,142,138,138,-4
"32TLP2",145,145,143,143,-2
"32TLP3",140,140,134,134,-6
"32TLP4",104,104,119,119,15
"32TLQ1",138,138,130,130,-8
"32TLQ2",135,135,126,126,-9
"32TLQ3",157,157,152,152,-5
"32TLQ4",134,134,145,145,11
"32TLR1",141,141,142,142,1
"32TLR2",127,127,131,131,4
"32TLR3",134,134,132,132,-2
"32TLR4",151,151,131,131,-20
"32TLS1",176,176,174,174,-2
"32TLS2",169,169,167,167,-2
"32TLS3",155,155,157,157,2
"32TLS4",159,159,151,151,-8
"32TLT1",155,155,147,147,-8
"32TLT2",158,158,143,143,-15
"32TLT3",158,158,164,164,6
"32TLT4",160,160,166,166,6
"32TMK1",NA,NA,NA,67,NA
"32TMK3",NA,NA,NA,88,NA
"32TML1",NA,NA,NA,5,NA
"32TML2",NA,NA,NA,83,NA
"32TML3",NA,NA,NA,35,NA
"32TML4",NA,NA,NA,76,NA
"32TMM3",NA,NA,NA,89,NA
"32TMM4",NA,NA,NA,82,NA
"32TMN4",NA,NA,NA,69,NA
"32TMP1",133,133,128,128,-5
"32TMP3",NA,NA,NA,41,NA
"32TMQ1",120,120,116,116,-4
"32TMQ2",127,127,110,110,-17
"32TMQ3",136,136,129,129,-7
"32TMQ4",118,118,112,112,-6
"32TMR1",137,137,123,123,-14
"32TMR2",158,158,154,154,-4
"32TMR3",147,147,155,155,8
"32TMR4",127,127,131,131,4
"32TMS1",134,134,147,147,13
"32TMS2",141,141,137,137,-4
"32TMS3",127,127,136,136,9
"32TMS4",142,142,155,155,13
"32TMT1",149,149,149,149,0
"32TMT2",152,152,156,156,4
"32TMT3",145,145,151,151,6
"32TMT4",169,169,169,169,0
"32TNK1",NA,NA,NA,78,NA
"32TNK3",NA,NA,NA,87,NA
"32TNL1",NA,NA,NA,81,NA
"32TNL2",NA,NA,NA,95,NA
"32TNL4",NA,NA,NA,87,NA
"32TNM1",NA,NA,NA,88,NA
"32TNM2",NA,NA,NA,94,NA
"32TNN1",NA,NA,NA,70,NA
"32TNN2",NA,NA,NA,87,NA
"32TNN3",NA,NA,NA,45,NA
"32TNN4",NA,NA,NA,65,NA
"32TNP1",NA,78,NA,40,-38
"32TNP3",112,112,132,132,20
"32TNP4",NA,NA,NA,38,NA
"32TNQ1",147,147,154,154,7
"32TNQ2",126,126,115,115,-11
"32TNQ3",118,118,140,140,22
"32TNQ4",117,117,114,114,-3
"32TNR1",162,162,158,158,-4
"32TNR2",124,124,123,123,-1
"32TNR3",152,152,156,156,4
"32TNR4",128,128,123,123,-5
"32TNS1",131,131,136,136,5
"32TNS2",146,146,149,149,3
"32TNS3",118,118,126,126,8
"32TNS4",128,128,148,148,20
"32TNT1",154,154,161,161,7
"32TNT2",145,145,154,154,9
"32TNT3",159,159,160,160,1
"32TNT4",134,134,135,135,1
"32TPM1",NA,NA,NA,27,NA
"32TPM3",NA,58,NA,87,29
"32TPN1",110,110,107,107,-3
"32TPN2",NA,63,NA,80,17
"32TPN3",104,104,103,103,-1
"32TPN4",119,119,120,120,1
"32TPP1",132,132,157,157,25
"32TPP2",121,121,128,128,7
"32TPP3",120,120,129,129,9
"32TPP4",113,113,107,107,-6
"32TPQ1",129,129,125,125,-4
"32TPQ2",123,123,135,135,12
"32TPQ3",108,108,117,117,9
"32TPQ4",143,143,141,141,-2
"32TPR1",140,140,139,139,-1
"32TPR2",142,142,138,138,-4
"32TPR3",142,142,143,143,1
"32TPR4",117,117,118,118,1
"32TPS1",133,133,140,140,7
"32TPS2",NA,123,NA,118,-5
"32TPS3",130,130,140,140,10
"32TPS4",135,135,145,145,10
"32TPT1",146,146,148,148,2
"32TPT2",105,105,125,125,20
"32TPT3",152,152,152,152,0
"32TPT4",122,122,135,135,13
"32TQM1",104,104,122,122,18
"32TQN1",117,117,117,117,0
"32TQN2",108,108,120,120,12
"32TQP1",112,112,110,110,-2
"32TQP2",115,115,127,127,12
"32TQQ1",90,90,104,104,14
"32TQQ2",141,141,133,133,-8
"32TQR1",151,151,139,139,-12
"32TQR2",91,91,99,99,8
"32TQS1",135,135,131,131,-4
"32TQS2",149,149,141,141,-8
"32TQT1",130,130,153,153,23
"32TQT2",120,120,112,112,-8
"32ULA1",127,127,132,132,5
"32ULA2",129,129,126,126,-3
"32ULA3",131,131,132,132,1
"32ULA4",122,122,122,122,0
"32ULB1",137,137,155,155,18
"32ULB2",139,139,156,156,17
"32ULB3",119,119,137,137,18
"32ULB4",129,129,146,146,17
"32ULC1",157,157,173,173,16
"32ULC2",142,142,159,159,17
"32ULC3",133,133,146,146,13
"32ULC4",123,123,139,139,16
"32ULD1",156,156,177,177,21
"32ULD2",156,156,176,176,20
"32ULD3",153,153,163,163,10
"32ULD4",145,145,151,151,6
"32ULE2",144,144,173,173,29
"32ULE3",NA,NA,NA,127,NA
"32ULE4",146,146,162,162,16
"32ULU1",148,148,154,154,6
"32ULU2",137,137,132,132,-5
"32ULU3",151,151,142,142,-9
"32ULU4",162,162,162,162,0
"32ULV1",148,148,149,149,1
"32ULV2",151,151,157,157,6
"32ULV3",128,128,124,124,-4
"32ULV4",144,144,143,143,-1
"32UMA1",136,136,130,130,-6
"32UMA2",141,141,146,146,5
"32UMA3",146,146,160,160,14
"32UMA4",143,143,158,158,15
"32UMB1",122,122,126,126,4
"32UMB2",120,120,133,133,13
"32UMB3",118,118,133,133,15
"32UMB4",127,127,142,142,15
"32UMC1",137,137,147,147,10
"32UMC2",131,131,144,144,13
"32UMC3",143,143,148,148,5
"32UMC4",139,139,143,143,4
"32UMD1",145,145,154,154,9
"32UMD2",136,136,157,157,21
"32UMD3",148,148,156,156,8
"32UMD4",145,145,155,155,10
"32UME1",NA,105,NA,129,24
"32UME2",148,148,155,155,7
"32UME3",146,146,163,163,17
"32UME4",159,159,161,161,2
"32UMF2",NA,NA,NA,49,NA
"32UMF3",160,160,174,174,14
"32UMF4",NA,98,NA,152,54
"32UMG1",108,108,125,125,17
"32UMG3",149,149,163,163,14
"32UMG4",161,161,160,160,-1
"32UMU1",160,160,158,158,-2
"32UMU2",136,136,144,144,8
"32UMU3",118,118,135,135,17
"32UMU4",130,130,129,129,-1
"32UMV1",125,125,134,134,9
"32UMV2",149,149,156,156,7
"32UMV3",152,152,163,163,11
"32UMV4",130,130,147,147,17
"32UNA1",132,132,133,133,1
"32UNA2",143,143,132,132,-11
"32UNA3",133,133,140,140,7
"32UNA4",150,150,148,148,-2
"32UNB1",120,120,142,142,22
"32UNB2",111,111,126,126,15
"32UNB3",139,139,144,144,5
"32UNB4",144,144,147,147,3
"32UNC1",131,131,141,141,10
"32UNC2",133,133,135,135,2
"32UNC3",154,154,153,153,-1
"32UNC4",143,143,147,147,4
"32UND1",144,144,150,150,6
"32UND2",155,155,164,164,9
"32UND3",143,143,152,152,9
"32UND4",150,150,165,165,15
"32UNE1",156,156,162,162,6
"32UNE2",159,159,164,164,5
"32UNE3",154,154,156,156,2
"32UNE4",170,170,165,165,-5
"32UNF1",153,153,154,154,1
"32UNF2",139,139,166,166,27
"32UNF3",150,150,158,158,8
"32UNF4",158,158,166,166,8
"32UNG1",137,137,149,149,12
"32UNG2",138,138,155,155,17
"32UNG3",139,139,152,152,13
"32UNG4",NA,NA,NA,153,NA
"32UNU1",121,121,133,133,12
"32UNU2",133,133,148,148,15
"32UNU3",140,140,154,154,14
"32UNU4",134,134,145,145,11
"32UNV1",115,115,124,124,9
"32UNV2",116,116,131,131,15
"32UNV3",129,129,128,128,-1
"32UNV4",126,126,133,133,7
"32UPA1",143,143,152,152,9
"32UPA2",151,151,161,161,10
"32UPA3",137,137,135,135,-2
"32UPA4",145,145,147,147,2
"32UPB1",141,141,153,153,12
"32UPB2",147,147,146,146,-1
"32UPB3",141,141,162,162,21
"32UPB4",139,139,147,147,8
"32UPC1",152,152,152,152,0
"32UPC2",149,149,157,157,8
"32UPC3",153,153,167,167,14
"32UPC4",165,165,169,169,4
"32UPD1",155,155,157,157,2
"32UPD2",167,167,160,160,-7
"32UPD3",163,163,167,167,4
"32UPD4",162,162,169,169,7
"32UPE1",155,155,166,166,11
"32UPE2",168,168,170,170,2
"32UPE3",173,173,172,172,-1
"32UPE4",134,134,159,159,25
"32UPF1",NA,NA,NA,141,NA
"32UPF2",154,154,163,163,9
"32UPF3",NA,NA,NA,150,NA
"32UPF4",121,121,132,132,11
"32UPG1",NA,NA,NA,148,NA
"32UPG2",NA,NA,NA,151,NA
"32UPG3",NA,NA,NA,147,NA
"32UPG4",NA,NA,NA,151,NA
"32UPU1",146,146,140,140,-6
"32UPU2",138,138,149,149,11
"32UPU3",135,135,136,136,1
"32UPU4",150,150,161,161,11
"32UPV1",136,136,139,139,3
"32UPV2",153,153,157,157,4
"32UPV3",141,141,146,146,5
"32UPV4",157,157,155,155,-2
"32UQU1",141,141,150,150,9
"32UQU2",142,142,151,151,9
"32VJH3",NA,NA,NA,1,NA
"32VLK3",148,148,136,136,-12
"32VLK4",160,160,147,147,-13
"32VLL3",NA,112,NA,74,-38
"32VLL4",120,120,120,120,0
"32VLM3",119,119,99,99,-20
"32VLM4",118,118,102,102,-16
"32VLN3",122,122,127,127,5
"32VLN4",126,126,106,106,-20
"32VLP3",123,123,102,102,-21
"32VLP4",NA,112,NA,89,-23
"32VLQ3",125,125,93,93,-32
"32VLQ4",146,146,115,115,-31
"32VMH1",NA,82,NA,107,25
"32VMH2",106,106,127,127,21
"32VMH3",142,142,155,155,13
"32VMH4",136,136,143,143,7
"32VMJ4",NA,NA,NA,149,NA
"32VMK1",141,141,138,138,-3
"32VMK2",150,150,140,140,-10
"32VMK3",148,148,153,153,5
"32VMK4",100,100,87,87,-13
"32VML1",135,135,108,108,-27
"32VML2",129,129,100,100,-29
"32VML3",126,126,121,121,-5
"32VML4",126,126,115,115,-11
"32VMM1",NA,71,NA,82,11
"32VMM2",132,132,111,111,-21
"32VMM3",NA,134,NA,99,-35
"32VMM4",137,137,124,124,-13
"32VMN1",113,113,108,108,-5
"32VMN2",NA,101,NA,75,-26
"32VMN3",140,140,108,108,-32
"32VMN4",140,140,130,130,-10
"32VMP1",NA,119,NA,80,-39
"32VMP2",NA,106,NA,72,-34
"32VMP3",145,145,106,106,-39
"32VMP4",NA,115,NA,88,-27
"32VMQ1",150,150,132,132,-18
"32VMQ2",133,133,121,121,-12
"32VMQ3",147,147,142,142,-5
"32VMQ4",134,134,100,100,-34
"32VMR2",NA,NA,NA,84,NA
"32VMR3",NA,NA,NA,102,NA
"32VMR4",139,139,134,134,-5
"32VNH1",128,128,150,150,22
"32VNH2",126,126,146,146,20
"32VNH3",132,132,149,149,17
"32VNH4",137,137,150,150,13
"32VNJ1",NA,NA,NA,101,NA
"32VNJ2",144,144,160,160,16
"32VNJ3",NA,NA,NA,153,NA
"32VNJ4",134,134,156,156,22
"32VNK1",64,64,60,60,-4
"32VNK4",NA,NA,NA,93,NA
"32VNL1",158,158,147,147,-11
"32VNL2",151,151,151,151,0
"32VNL3",171,171,165,165,-6
"32VNL4",126,126,127,127,1
"32VNM1",135,135,108,108,-27
"32VNM2",154,154,147,147,-7
"32VNM3",148,148,152,152,4
"32VNM4",151,151,157,157,6
"32VNN1",141,141,120,120,-21
"32VNN2",135,135,113,113,-22
"32VNN3",153,153,158,158,5
"32VNN4",154,154,141,141,-13
"32VNP1",149,149,127,127,-22
"32VNP2",156,156,145,145,-11
"32VNP3",NA,105,NA,102,-3
"32VNP4",158,158,125,125,-33
"32VNQ1",141,141,144,144,3
"32VNQ2",124,124,134,134,10
"32VNQ3",120,120,135,135,15
"32VNQ4",128,128,135,135,7
"32VNR1",117,117,134,134,17
"32VNR2",145,145,157,157,12
"32VNR3",133,133,134,134,1
"32VNR4",143,143,163,163,20
"32VPH1",120,120,121,121,1
"32VPH2",131,131,133,133,2
"32VPH3",NA,NA,NA,83,NA
"32VPH4",NA,NA,NA,145,NA
"32VPJ1",NA,NA,NA,106,NA
"32VPJ2",NA,NA,NA,99,NA
"32VPK3",166,166,171,171,5
"32VPK4",160,160,167,167,7
"32VPL1",167,167,163,163,-4
"32VPL2",145,145,157,157,12
"32VPL3",132,132,131,131,-1
"32VPL4",131,131,139,139,8
"32VPM1",143,143,145,145,2
"32VPM2",157,157,158,158,1
"32VPN1",146,146,146,146,0
"32VPN2",158,158,160,160,2
"32VPP1",130,130,130,130,0
"32VPP2",129,129,126,126,-3
"32VPQ1",127,127,124,124,-3
"32VPQ2",125,125,134,134,9
"32VPR1",153,153,163,163,10
"32VPR2",133,133,145,145,12
"32WLT4",NA,NA,NA,1,NA
"32WMS2",NA,NA,NA,1,NA
"32WMT2",NA,NA,NA,1,NA
"32WNS2",NA,60,NA,79,19
"32WNS3",76,76,85,85,9
"32WNS4",116,116,121,121,5
"32WNT4",NA,NA,NA,86,NA
"32WPS1",135,135,114,114,-21
"32WPS2",125,125,132,132,7
"32WPT1",NA,NA,NA,91,NA
"32WPT2",113,113,94,94,-19
"32WPU2",NA,NA,NA,31,NA
"32WUQ3",NA,NA,NA,73,NA
"32WUR4",NA,NA,NA,11,NA
"33STB3",NA,NA,NA,79,NA
"33STC4",NA,NA,NA,98,NA
"33STV4",NA,NA,NA,14,NA
"33SUB1",NA,NA,NA,95,NA
"33SUB2",NA,NA,NA,56,NA
"33SUB3",NA,NA,NA,88,NA
"33SUB4",NA,NA,NA,76,NA
"33SUC1",NA,NA,NA,16,NA
"33SUC2",NA,NA,NA,85,NA
"33SUC4",NA,NA,NA,69,NA
"33SUV1",NA,NA,NA,18,NA
"33SVA1",NA,NA,NA,44,NA
"33SVA3",NA,NA,NA,70,NA
"33SVB1",NA,NA,NA,95,NA
"33SVB2",NA,NA,NA,97,NA
"33SVB3",NA,NA,NA,96,NA
"33SVB4",NA,NA,NA,82,NA
"33SVC1",NA,NA,NA,11,NA
"33SVC2",NA,NA,NA,64,NA
"33SVC3",NA,NA,NA,34,NA
"33SVC4",NA,NA,NA,73,NA
"33SVV1",NA,NA,NA,38,NA
"33SWA1",NA,NA,NA,83,NA
"33SWB1",NA,NA,NA,84,NA
"33SWB2",NA,NA,NA,93,NA
"33SWC1",NA,NA,NA,15,NA
"33SWC2",NA,NA,NA,91,NA
"33SWC3",NA,54,NA,56,2
"33SWC4",87,87,106,106,19
"33SWD3",73,73,82,82,9
"33SWD4",NA,23,NA,51,28
"33SWE2",107,107,83,83,-24
"33SWE4",105,105,108,108,3
"33SXC1",94,94,77,77,-17
"33SXC2",NA,9,NA,59,50
"33SXD1",111,111,124,124,13
"33SXD2",111,111,111,111,0
"33SXD3",NA,64,NA,92,28
"33SXD4",95,95,105,105,10
"33SXE2",NA,94,NA,125,31
"33SYE2",NA,NA,NA,17,NA
"33TTF3",NA,NA,NA,27,NA
"33TTG3",116,116,112,112,-4
"33TTG4",111,111,109,109,-2
"33TTH3",110,110,111,111,1
"33TTH4",114,114,103,103,-11
"33TTJ3",118,118,126,126,8
"33TTJ4",110,110,109,109,-1
"33TTK3",124,124,131,131,7
"33TTK4",132,132,136,136,4
"33TTL3",159,159,135,135,-24
"33TTL4",108,108,119,119,11
"33TUF1",105,105,86,86,-19
"33TUF2",NA,NA,NA,22,NA
"33TUF3",98,98,86,86,-12
"33TUF4",NA,NA,NA,23,NA
"33TUG1",137,137,115,115,-22
"33TUG2",126,126,107,107,-19
"33TUG3",124,124,122,122,-2
"33TUG4",137,137,118,118,-19
"33TUH1",116,116,120,120,4
"33TUH2",134,134,116,116,-18
"33TUH3",105,105,119,119,14
"33TUH4",124,124,116,116,-8
"33TUJ1",102,102,104,104,2
"33TUJ2",128,128,121,121,-7
"33TUJ4",NA,83,NA,116,33
"33TUK3",NA,58,NA,61,3
"33TUL1",141,141,145,145,4
"33TUL2",NA,60,NA,87,27
"33TUL3",163,163,170,170,7
"33TUL4",122,122,133,133,11
"33TUM1",113,113,123,123,10
"33TUM2",139,139,158,158,19
"33TUM3",125,125,142,142,17
"33TUM4",143,143,152,152,9
"33TUN1",135,135,136,136,1
"33TUN2",124,124,130,130,6
"33TUN3",136,136,140,140,4
"33TUN4",106,106,123,123,17
"33TVE1",NA,61,NA,35,-26
"33TVE3",77,77,82,82,5
"33TVF1",124,124,125,125,1
"33TVF2",NA,90,NA,111,21
"33TVF3",NA,107,NA,130,23
"33TVF4",110,110,107,107,-3
"33TVG1",144,144,123,123,-21
"33TVG2",146,146,116,116,-30
"33TVG3",92,92,98,98,6
"33TVG4",112,112,119,119,7
"33TVH1",68,68,78,78,10
"33TVH2",107,107,78,78,-29
"33TVJ3",NA,NA,NA,16,NA
"33TVK1",NA,82,NA,92,10
"33TVK2",NA,NA,NA,41,NA
"33TVK3",125,125,120,120,-5
"33TVK4",NA,103,NA,84,-19
"33TVL1",159,159,174,174,15
"33TVL2",151,151,174,174,23
"33TVL3",169,169,174,174,5
"33TVL4",148,148,140,140,-8
"33TVM1",141,141,149,149,8
"33TVM2",144,144,146,146,2
"33TVM3",141,141,146,146,5
"33TVM4",142,142,164,164,22
"33TVN1",130,130,134,134,4
"33TVN2",115,115,116,116,1
"33TVN3",127,127,136,136,9
"33TVN4",124,124,136,136,12
"33TWE1",130,130,120,120,-10
"33TWE3",125,125,121,121,-4
"33TWF1",103,103,91,91,-12
"33TWF2",131,131,118,118,-13
"33TWF3",89,89,101,101,12
"33TWF4",110,110,99,99,-11
"33TWG1",NA,NA,NA,27,NA
"33TWG2",123,123,104,104,-19
"33TWG3",NA,NA,NA,1,NA
"33TWG4",147,147,109,109,-38
"33TWH3",NA,NA,NA,47,NA
"33TWJ1",122,122,114,114,-8
"33TWJ2",NA,NA,NA,18,NA
"33TWJ3",122,122,123,123,1
"33TWJ4",NA,80,NA,85,5
"33TWK1",109,109,110,110,1
"33TWK2",NA,135,NA,169,34
"33TWK3",NA,71,NA,116,45
"33TWK4",NA,83,NA,118,35
"33TWL1",133,133,153,153,20
"33TWL2",137,137,137,137,0
"33TWL3",145,145,138,138,-7
"33TWL4",110,110,115,115,5
"33TWM1",135,135,150,150,15
"33TWM2",140,140,158,158,18
"33TWM3",152,152,155,155,3
"33TWM4",161,161,166,166,5
"33TWN1",128,128,126,126,-2
"33TWN2",125,125,140,140,15
"33TWN3",126,126,138,138,12
"33TWN4",143,143,144,144,1
"33TXE1",100,100,116,116,16
"33TXE3",88,88,87,87,-1
"33TXF1",NA,52,NA,63,11
"33TXF2",81,81,95,95,14
"33TXF3",NA,34,NA,43,9
"33TXF4",70,70,85,85,15
"33TXG1",NA,NA,NA,3,NA
"33TXH1",NA,NA,NA,71,NA
"33TXH2",NA,NA,NA,24,NA
"33TXH3",90,90,105,105,15
"33TXH4",NA,NA,NA,51,NA
"33TXJ1",NA,115,NA,151,36
"33TXJ2",122,122,120,120,-2
"33TXJ3",NA,88,NA,147,59
"33TXJ4",NA,89,NA,143,54
"33TXK1",109,109,115,115,6
"33TXK2",84,84,98,98,14
"33TXK3",129,129,131,131,2
"33TXK4",NA,88,NA,120,32
"33TXL1",115,115,118,118,3
"33TXL2",132,132,135,135,3
"33TXL3",152,152,130,130,-22
"33TXL4",140,140,130,130,-10
"33TXM1",144,144,143,143,-1
"33TXM2",128,128,137,137,9
"33TXM3",155,155,160,160,5
"33TXM4",135,135,137,137,2
"33TXN1",167,167,175,175,8
"33TXN2",129,129,145,145,16
"33TXN3",132,132,156,156,24
"33TXN4",118,118,135,135,17
"33TYE1",NA,56,NA,61,5
"33TYF2",NA,55,NA,59,4
"33TYH1",123,123,145,145,22
"33TYH2",NA,69,NA,81,12
"33TYJ1",NA,55,NA,97,42
"33TYJ2",119,119,135,135,16
"33TYK1",113,113,95,95,-18
"33TYK2",89,89,95,95,6
"33TYL1",119,119,132,132,13
"33TYL2",134,134,138,138,4
"33TYM1",142,142,145,145,3
"33TYM2",133,133,131,131,-2
"33TYN1",156,156,159,159,3
"33TYN2",152,152,148,148,-4
"33UUA1",NA,NA,NA,137,NA
"33UUA2",154,154,155,155,1
"33UUA3",NA,NA,NA,110,NA
"33UUA4",172,172,178,178,6
"33UUB1",NA,NA,NA,151,NA
"33UUB2",NA,NA,NA,144,NA
"33UUB3",153,153,168,168,15
"33UUB4",143,143,133,133,-10
"33UUP1",132,132,135,135,3
"33UUP2",146,146,157,157,11
"33UUP3",140,140,144,144,4
"33UUP4",136,136,146,146,10
"33UUQ1",160,160,168,168,8
"33UUQ2",153,153,159,159,6
"33UUQ3",166,166,153,153,-13
"33UUQ4",160,160,139,139,-21
"33UUR1",156,156,167,167,11
"33UUR2",160,160,163,163,3
"33UUR3",161,161,174,174,13
"33UUR4",160,160,157,157,-3
"33UUS1",NA,138,NA,175,37
"33UUS2",146,146,159,159,13
"33UUS3",143,143,158,158,15
"33UUS4",142,142,151,151,9
"33UUT1",148,148,154,154,6
"33UUT2",159,159,174,174,15
"33UUT3",146,146,160,160,14
"33UUT4",141,141,165,165,24
"33UUU1",NA,121,NA,165,44
"33UUU2",NA,112,NA,174,62
"33UUU3",156,156,159,159,3
"33UUU4",160,160,168,168,8
"33UUV1",151,151,158,158,7
"33UUV2",164,164,160,160,-4
"33UUV3",158,158,167,167,9
"33UUV4",150,150,166,166,16
"33UVA2",149,149,141,141,-8
"33UVA3",NA,NA,NA,91,NA
"33UVB1",165,165,170,170,5
"33UVB2",129,129,131,131,2
"33UVB4",NA,NA,NA,140,NA
"33UVP1",127,127,143,143,16
"33UVP2",138,138,155,155,17
"33UVP3",138,138,139,139,1
"33UVP4",137,137,148,148,11
"33UVQ1",163,163,177,177,14
"33UVQ2",174,174,187,187,13
"33UVQ3",160,160,160,160,0
"33UVQ4",183,183,183,183,0
"33UVR1",158,158,167,167,9
"33UVR2",152,152,163,163,11
"33UVR3",151,151,163,163,12
"33UVR4",156,156,159,159,3
"33UVS1",154,154,162,162,8
"33UVS2",160,160,163,163,3
"33UVS3",164,164,171,171,7
"33UVS4",159,159,159,159,0
"33UVT1",159,159,161,161,2
"33UVT2",144,144,172,172,28
"33UVT3",148,148,166,166,18
"33UVT4",157,157,167,167,10
"33UVU1",164,164,175,175,11
"33UVU2",157,157,169,169,12
"33UVU3",175,175,166,166,-9
"33UVU4",176,176,179,179,3
"33UVV1",152,152,176,176,24
"33UVV2",165,165,167,167,2
"33UVV3",178,178,165,165,-13
"33UVV4",177,177,171,171,-6
"33UWA1",NA,NA,NA,105,NA
"33UWA2",139,139,142,142,3
"33UWA4",163,163,158,158,-5
"33UWB2",NA,NA,NA,116,NA
"33UWP1",141,141,154,154,13
"33UWP2",136,136,145,145,9
"33UWP3",137,137,150,150,13
"33UWP4",142,142,149,149,7
"33UWQ1",149,149,160,160,11
"33UWQ2",161,161,156,156,-5
"33UWQ3",146,146,164,164,18
"33UWQ4",158,158,169,169,11
"33UWR1",161,161,173,173,12
"33UWR2",163,163,169,169,6
"33UWR3",173,173,167,167,-6
"33UWR4",165,165,169,169,4
"33UWS1",152,152,156,156,4
"33UWS2",160,160,163,163,3
"33UWS3",160,160,163,163,3
"33UWS4",159,159,166,166,7
"33UWT1",152,152,157,157,5
"33UWT2",155,155,153,153,-2
"33UWT3",163,163,152,152,-11
"33UWT4",163,163,162,162,-1
"33UWU1",164,164,158,158,-6
"33UWU2",160,160,167,167,7
