"Forest","Agriculture","Other","Area_Total","natural_sp","human_dominated_sp","Sp_Total"
685710000,806860000,1007430000,2.5e+09,41,98,139
967030000,633440000,899530000,2.5e+09,38,89,127
108460000,282770000,1991250000,2382480000,42,111,153
3.3e+07,130950000,2.264e+09,2427950000,43,109,152
0,15670000,1463900000,1479570000,23,72,95
765180000,261830000,1472990000,2.5e+09,39,109,148
349260000,597940000,1552800000,2.5e+09,45,125,170
661800000,139270000,1698930000,2.5e+09,38,96,134
518910000,214960000,1766130000,2.5e+09,39,104,143
609790000,86350000,1803860000,2.5e+09,39,92,131
1154460000,431960000,913580000,2.5e+09,41,102,143
698210000,270610000,1531180000,2.5e+09,36,94,130
193330000,88850000,2217820000,2.5e+09,42,110,152
554400000,127030000,1818570000,2.5e+09,35,103,138
640000,19720000,1742450000,1762810000,43,110,153
428420000,252430000,1819150000,2.5e+09,35,86,121
985620000,500350000,1014030000,2.5e+09,39,119,158
1297450000,574060000,628490000,2.5e+09,37,103,140
403780000,91210000,2005010000,2.5e+09,37,97,134
885740000,441360000,1172900000,2.5e+09,38,103,141
975480000,236230000,1288290000,2.5e+09,31,92,123
1228220000,71980000,1199800000,2.5e+09,32,106,138
802800000,214440000,1482760000,2.5e+09,34,107,141
1150230000,123590000,1226180000,2.5e+09,31,105,136
68270000,37900000,1793650000,1899820000,25,75,100
811470000,34750000,1653780000,2.5e+09,35,99,134
607580000,63370000,1829050000,2.5e+09,35,96,131
674390000,1239160000,586450000,2.5e+09,38,115,153
924310000,1016870000,558820000,2.5e+09,33,97,130
658470000,68480000,1773050000,2.5e+09,37,100,137
547130000,51070000,1901800000,2.5e+09,31,92,123
566490000,110760000,1822750000,2.5e+09,32,98,130
658250000,307660000,1534090000,2.5e+09,37,110,147
648910000,1282890000,568200000,2.5e+09,51,121,172
979300000,219240000,1301460000,2.5e+09,46,119,165
702720000,729960000,1067320000,2.5e+09,44,107,151
730830000,166630000,1602540000,2.5e+09,40,115,155
1213880000,658020000,628100000,2.5e+09,46,105,151
974330000,654020000,871650000,2.5e+09,47,107,154
836480000,1177890000,485630000,2.5e+09,46,108,154
966290000,993740000,539970000,2.5e+09,48,108,156
945450000,242290000,1312260000,2.5e+09,32,97,129
540690000,1794640000,164670000,2.5e+09,32,84,116
1071490000,1169080000,259430000,2.5e+09,33,90,123
208420000,2096040000,195540000,2.5e+09,34,98,132
935500000,470460000,1094040000,2.5e+09,28,86,114
1063900000,86870000,1349230000,2.5e+09,34,99,133
397640000,1747120000,355240000,2.5e+09,41,113,154
1136500000,491590000,871910000,2.5e+09,38,105,143
194110000,1986570000,319320000,2.5e+09,33,90,123
787970000,60590000,1651440000,2.5e+09,40,90,130
662560000,70860000,1766580000,2.5e+09,34,103,137
413860000,11880000,2074260000,2.5e+09,37,86,123
1290410000,59780000,1149810000,2.5e+09,35,103,138
1322210000,644120000,533670000,2.5e+09,47,98,145
802090000,1107680000,590230000,2.5e+09,48,100,148
833730000,1194070000,472200000,2.5e+09,48,93,141
718900000,642860000,1138240000,2.5e+09,52,113,165
633040000,239710000,1584250000,2.457e+09,29,79,108
616460000,1637090000,246450000,2.5e+09,37,106,143
1559230000,279470000,661300000,2.5e+09,29,93,122
285200000,1986480000,228320000,2.5e+09,27,87,114
1590510000,654800000,254690000,2.5e+09,28,85,113
1053170000,552140000,894690000,2.5e+09,41,117,158
52900000,1770730000,676370000,2.5e+09,29,91,120
1277210000,399820000,822970000,2.5e+09,37,111,148
49690000,2154720000,295590000,2.5e+09,33,91,124
759180000,39900000,1700920000,2.5e+09,35,92,127
1053810000,92010000,1354180000,2.5e+09,37,105,142
479580000,2e+06,2018420000,2.5e+09,29,85,114
789380000,105240000,1605380000,2.5e+09,32,92,124
485610000,1.082e+09,932390000,2.5e+09,47,103,150
909120000,226340000,1364540000,2.5e+09,40,101,141
802060000,192800000,1505140000,2.5e+09,47,108,155
861340000,24890000,1613770000,2.5e+09,38,92,130
494860000,538850000,1466290000,2.5e+09,27,79,106
1207500000,964320000,328180000,2.5e+09,25,75,100
394610000,1067080000,1038310000,2.5e+09,32,83,115
1557750000,601810000,340440000,2.5e+09,35,93,128
569700000,1305830000,624470000,2.5e+09,29,88,117
1351520000,835750000,312730000,2.5e+09,31,85,116
886470000,1406740000,206790000,2.5e+09,30,79,109
114490000,2142240000,243270000,2.5e+09,32,93,125
803950000,1406940000,289110000,2.5e+09,26,93,119
35610000,2312270000,152120000,2.5e+09,30,74,104
484980000,1650710000,364310000,2.5e+09,32,107,139
1449110000,232330000,818560000,2.5e+09,34,102,136
90820000,1850150000,559030000,2.5e+09,38,100,138
1405460000,492890000,601650000,2.5e+09,34,104,138
216260000,1934910000,348830000,2.5e+09,30,83,113
564340000,81130000,1854530000,2.5e+09,32,97,129
1084080000,204220000,1211700000,2.5e+09,32,94,126
1522080000,409200000,568720000,2.5e+09,36,95,131
935430000,158390000,1406180000,2.5e+09,41,101,142
837530000,27260000,1635210000,2.5e+09,28,73,101
1238390000,101830000,1159780000,2.5e+09,42,106,148
852720000,69940000,1577340000,2.5e+09,33,85,118
200090000,888320000,1326750000,2415160000,24,76,100
561490000,1606090000,332420000,2.5e+09,30,83,113
682090000,1413310000,404600000,2.5e+09,23,81,104
1472740000,819490000,207770000,2.5e+09,26,82,108
1292030000,918490000,289480000,2.5e+09,30,85,115
11460000,2318450000,170090000,2.5e+09,21,65,86
72590000,2212650000,214760000,2.5e+09,37,100,137
807140000,1238870000,453990000,2.5e+09,38,109,147
104700000,2081430000,313870000,2.5e+09,25,66,91
1172300000,82050000,1245650000,2.5e+09,32,99,131
1371270000,265140000,863590000,2.5e+09,38,107,145
1475620000,42920000,981460000,2.5e+09,37,89,126
703450000,14270000,1782280000,2.5e+09,32,84,116
1035150000,343460000,1121390000,2.5e+09,38,85,123
898490000,973760000,627750000,2.5e+09,38,87,125
1120720000,1023250000,356030000,2.5e+09,38,89,127
1169780000,838360000,491860000,2.5e+09,37,81,118
255060000,1471790000,773150000,2.5e+09,40,93,133
630120000,1133510000,736370000,2.5e+09,40,95,135
659260000,693590000,1147150000,2.5e+09,37,78,115
768660000,735560000,995780000,2.5e+09,38,87,125
213850000,1154890000,1131260000,2.5e+09,46,107,153
260290000,1301050000,938660000,2.5e+09,41,97,138
244690000,1860950000,394360000,2.5e+09,37,92,129
374290000,1137200000,988510000,2.5e+09,36,83,119
256100000,713140000,1530760000,2.5e+09,41,111,152
205380000,617290000,1677330000,2.5e+09,45,107,152
146680000,1822910000,530410000,2.5e+09,40,109,149
336700000,1754690000,408610000,2.5e+09,40,101,141
14340000,4.42e+08,2043660000,2.5e+09,38,102,140
21410000,684620000,1793970000,2.5e+09,40,102,142
979240000,809170000,711590000,2.5e+09,44,100,144
1468660000,434310000,597030000,2.5e+09,39,94,133
1346700000,775110000,378190000,2.5e+09,45,102,147
1054230000,1030350000,415420000,2.5e+09,44,114,158
751020000,1047250000,701730000,2.5e+09,44,100,144
458810000,1247540000,793650000,2.5e+09,46,101,147
845030000,967420000,687550000,2.5e+09,36,88,124
975840000,835210000,688950000,2.5e+09,41,99,140
1105220000,909850000,484930000,2.5e+09,40,92,132
622670000,1521290000,356040000,2.5e+09,41,96,137
841310000,1085870000,572820000,2.5e+09,43,99,142
778450000,1093490000,628060000,2.5e+09,45,94,139
1432060000,515910000,552030000,2.5e+09,38,80,118
1233960000,308930000,957110000,2.5e+09,37,79,116
1270860000,760970000,468170000,2.5e+09,37,77,114
1109370000,798120000,592510000,2.5e+09,39,84,123
293310000,1884650000,322040000,2.5e+09,41,92,133
244440000,1.787e+09,468560000,2.5e+09,40,87,127
339810000,1667660000,492530000,2.5e+09,43,96,139
648670000,1368260000,483070000,2.5e+09,43,92,135
230750000,1513510000,755740000,2.5e+09,42,99,141
286230000,2028670000,185100000,2.5e+09,40,92,132
206640000,1233890000,1059470000,2.5e+09,41,103,144
169820000,1838430000,491750000,2.5e+09,43,98,141
112550000,521400000,1866050000,2.5e+09,43,101,144
23150000,294870000,2181980000,2.5e+09,40,102,142
158280000,399440000,1942280000,2.5e+09,44,111,155
29990000,659080000,1810930000,2.5e+09,43,113,156
33090000,4960000,1469240000,1507290000,31,73,104
174560000,1808910000,516530000,2.5e+09,42,103,145
29450000,961180000,1509370000,2.5e+09,44,113,157
967660000,9.34e+08,598340000,2.5e+09,48,108,156
1346090000,539680000,614230000,2.5e+09,42,90,132
1169920000,912170000,417910000,2.5e+09,38,76,114
1057760000,815930000,626310000,2.5e+09,43,83,126
1275230000,919680000,305090000,2.5e+09,35,86,121
1094300000,976420000,429280000,2.5e+09,42,103,145
857340000,990300000,652360000,2.5e+09,46,102,148
904080000,1080010000,515910000,2.5e+09,42,84,126
1191280000,6.31e+08,677720000,2.5e+09,41,91,132
1378510000,766010000,355480000,2.5e+09,41,98,139
1063980000,992740000,443280000,2.5e+09,40,89,129
541680000,1691070000,267250000,2.5e+09,45,101,146
947420000,1151850000,400730000,2.5e+09,36,80,116
1064460000,869980000,565560000,2.5e+09,35,72,107
9.66e+08,1278350000,255650000,2.5e+09,41,94,135
983990000,908950000,607060000,2.5e+09,43,97,140
746580000,1463550000,289870000,2.5e+09,39,88,127
977570000,1213720000,308710000,2.5e+09,40,89,129
520090000,1597020000,382890000,2.5e+09,47,103,150
887370000,1267930000,344700000,2.5e+09,41,98,139
413780000,1277330000,808890000,2.5e+09,44,96,140
479550000,1432540000,587910000,2.5e+09,47,104,151
1177440000,895180000,427380000,2.5e+09,41,98,139
835050000,1134070000,530880000,2.5e+09,46,100,146
142940000,942050000,1415010000,2.5e+09,44,108,152
219810000,1118490000,1161690000,2499990000,47,108,155
287800000,1417270000,794930000,2.5e+09,45,105,150
438130000,1034210000,1027660000,2.5e+09,48,118,166
132260000,1432780000,934960000,2.5e+09,43,106,149
141430000,694400000,1664170000,2.5e+09,41,94,135
28540000,538160000,1933300000,2.5e+09,44,102,146
158360000,1146350000,1195290000,2.5e+09,46,108,154
194500000,1885860000,419640000,2.5e+09,42,91,133
49460000,1721830000,728710000,2.5e+09,41,93,134
63860000,781160000,1654980000,2.5e+09,41,94,135
881520000,1019990000,598490000,2.5e+09,41,76,117
902030000,1108710000,489260000,2.5e+09,42,87,129
755640000,1285760000,458600000,2.5e+09,45,91,136
643510000,907530000,948960000,2.5e+09,43,87,130
919680000,1310580000,269740000,2.5e+09,38,73,111
752510000,1198790000,548700000,2.5e+09,37,75,112
513570000,1784010000,202420000,2.5e+09,41,84,125
851290000,995160000,653550000,2.5e+09,41,81,122
950030000,1235890000,314080000,2.5e+09,43,96,139
980960000,1258630000,260410000,2.5e+09,45,102,147
1076710000,1035460000,387830000,2.5e+09,43,90,133
1016560000,1022850000,460590000,2.5e+09,41,100,141
389080000,1868290000,242630000,2.5e+09,44,93,137
1171940000,879710000,448350000,2.5e+09,43,100,143
309900000,1938340000,251760000,2.5e+09,40,97,137
1046930000,1165400000,287670000,2.5e+09,42,93,135
372180000,1780540000,347280000,2.5e+09,47,101,148
1331540000,883590000,284870000,2.5e+09,44,101,145
234180000,1852650000,413170000,2.5e+09,49,100,149
232550000,1994020000,273430000,2.5e+09,49,112,161
752360000,1461770000,285870000,2.5e+09,47,104,151
646420000,1391810000,461770000,2.5e+09,53,110,163
663810000,1255600000,580590000,2.5e+09,49,110,159
676350000,1258740000,564910000,2.5e+09,49,109,158
191790000,1416260000,891950000,2.5e+09,46,105,151
619570000,1375910000,504520000,2.5e+09,51,113,164
309510000,1456060000,734430000,2.5e+09,51,118,169
665640000,1283240000,551120000,2.5e+09,44,86,130
85290000,764910000,1649800000,2.5e+09,44,106,150
12250000,80870000,2406880000,2.5e+09,38,79,117
644390000,1376570000,479040000,2.5e+09,46,96,142
621630000,779030000,1099340000,2.5e+09,44,90,134
507150000,1691080000,301770000,2.5e+09,41,90,131
733990000,739820000,1026190000,2.5e+09,47,99,146
696440000,1340210000,463350000,2.5e+09,39,93,132
708500000,1321960000,469540000,2.5e+09,46,103,149
1076330000,1006730000,416940000,2.5e+09,40,97,137
860230000,1379490000,260280000,2.5e+09,49,104,153
413070000,1822890000,264040000,2.5e+09,46,91,137
722130000,831580000,946290000,2.5e+09,46,92,138
1268330000,118920000,1112750000,2.5e+09,37,107,144
313450000,63830000,1737320000,2114600000,42,114,156
211710000,25770000,2262520000,2.5e+09,31,85,116
265740000,30500000,2203760000,2.5e+09,31,84,115
385040000,1.9e+07,2095960000,2.5e+09,28,86,114
607490000,70410000,1822100000,2.5e+09,32,86,118
672600000,110440000,1716960000,2.5e+09,34,88,122
720630000,129260000,1650110000,2.5e+09,30,89,119
43040000,85050000,2177820000,2305910000,36,85,121
655260000,146810000,1697930000,2.5e+09,38,104,142
9210000,68240000,1435250000,1512700000,29,73,102
111180000,1462330000,926490000,2.5e+09,41,97,138
241270000,1854450000,404280000,2.5e+09,40,92,132
2011630000,135500000,352870000,2.5e+09,37,100,137
575250000,52410000,1637120000,2264780000,43,103,146
1438550000,116900000,944550000,2.5e+09,42,102,144
38960000,5160000,1054830000,1098950000,28,68,96
1149330000,35780000,1314890000,2.5e+09,34,97,131
1088300000,23810000,1387890000,2.5e+09,33,92,125
1731270000,57200000,711530000,2.5e+09,34,88,122
2032020000,28910000,439070000,2.5e+09,34,88,122
572300000,21830000,1905870000,2.5e+09,33,95,128
1169340000,51710000,1278950000,2.5e+09,34,99,133
585020000,46890000,1868090000,2.5e+09,29,80,109
412060000,82080000,2005860000,2.5e+09,33,103,136
1110360000,127600000,1262040000,2.5e+09,33,103,136
433660000,98060000,1968280000,2.5e+09,40,101,141
690410000,271270000,1538320000,2.5e+09,38,108,146
619180000,99070000,1781750000,2.5e+09,37,92,129
810170000,146080000,1543750000,2.5e+09,39,104,143
273170000,50900000,2175930000,2.5e+09,34,96,130
549150000,95740000,1855110000,2.5e+09,38,97,135
159940000,1805690000,534370000,2.5e+09,36,88,124
449800000,1680670000,369530000,2.5e+09,37,85,122
218090000,1363860000,918050000,2.5e+09,39,89,128
184510000,1380580000,934910000,2.5e+09,41,92,133
110990000,1194890000,1194120000,2.5e+09,40,100,140
102910000,1316530000,1080560000,2.5e+09,38,92,130
24990000,910000,1034390000,1060290000,18,42,60
1855630000,221910000,422460000,2.5e+09,41,113,154
1176130000,61870000,1249810000,2487810000,39,108,147
785700000,554830000,1159470000,2.5e+09,47,120,167
82740000,71320000,1707580000,1861640000,37,85,122
1706260000,95650000,698090000,2.5e+09,37,94,131
1877630000,176150000,446220000,2.5e+09,43,107,150
1578250000,329080000,592670000,2.5e+09,41,103,144
1312090000,385010000,802900000,2.5e+09,43,104,147
1053120000,138540000,1308340000,2.5e+09,36,101,137
1535340000,94140000,870520000,2.5e+09,33,98,131
1293550000,361330000,845120000,2.5e+09,39,110,149
1399750000,360550000,739700000,2.5e+09,41,109,150
566170000,115730000,1818100000,2.5e+09,41,104,145
1141650000,137060000,1221290000,2.5e+09,38,114,152
1085970000,116910000,1297120000,2.5e+09,40,114,154
650890000,153010000,1696100000,2.5e+09,37,100,137
372150000,86710000,2041140000,2.5e+09,28,92,120
755270000,150440000,1594290000,2.5e+09,29,87,116
716500000,99690000,1683810000,2.5e+09,32,92,124
168180000,182210000,2149610000,2.5e+09,32,81,113
881070000,236120000,1382810000,2.5e+09,37,104,141
784490000,196080000,1519430000,2.5e+09,34,95,129
731730000,375600000,1392670000,2.5e+09,38,101,139
47840000,221750000,1954640000,2224230000,35,81,116
55250000,212250000,2196210000,2463710000,37,90,127
1129600000,408510000,961890000,2.5e+09,46,116,162
496090000,269210000,1721530000,2486830000,45,111,156
1362860000,600150000,536990000,2.5e+09,45,118,163
911910000,197120000,1390970000,2.5e+09,43,98,141
1881600000,148060000,470340000,2.5e+09,35,93,128
1774540000,329790000,395670000,2.5e+09,35,92,127
1380440000,704200000,415360000,2.5e+09,39,100,139
1553380000,572680000,373940000,2.5e+09,43,110,153
1489450000,115140000,895410000,2.5e+09,36,106,142
1362850000,404240000,732910000,2.5e+09,43,111,154
985140000,39260000,1475600000,2.5e+09,33,93,126
1493380000,29810000,976810000,2.5e+09,30,95,125
547770000,93740000,1858490000,2.5e+09,30,93,123
956190000,115510000,1428300000,2.5e+09,33,88,121
579040000,488130000,1432830000,2.5e+09,39,110,149
587990000,146840000,1765170000,2.5e+09,34,95,129
53310000,14980000,2377420000,2445710000,20,52,72
443900000,49290000,2006810000,2.5e+09,30,82,112
722750000,184070000,1593180000,2.5e+09,35,96,131
1052420000,233750000,1213830000,2.5e+09,31,90,121
242230000,53230000,2204540000,2.5e+09,31,82,113
338740000,430840000,1729150000,2498730000,24,63,87
558710000,338280000,1436810000,2333800000,19,54,73
264100000,252860000,1718800000,2235760000,25,78,103
1064400000,429150000,1006450000,2.5e+09,23,78,101
794990000,809590000,895420000,2.5e+09,23,67,90
833900000,1211450000,454650000,2.5e+09,29,82,111
1350550000,836960000,312490000,2.5e+09,27,84,111
191690000,1072380000,1235930000,2.5e+09,25,70,95
451330000,1775850000,272820000,2.5e+09,30,82,112
68380000,733310000,1657400000,2459090000,29,78,107
666930000,1424240000,408830000,2.5e+09,29,77,106
704870000,1613740000,181390000,2.5e+09,30,84,114
480060000,1582430000,437510000,2.5e+09,30,84,114
1221240000,879470000,399290000,2.5e+09,27,79,106
18720000,346510000,1935550000,2300780000,33,87,120
36890000,1217400000,1245710000,2.5e+09,39,90,129
344090000,1809060000,346850000,2.5e+09,42,113,155
6e+06,1147850000,1346150000,2.5e+09,30,74,104
73940000,767340000,1573310000,2414590000,27,74,101
326580000,748190000,1425230000,2.5e+09,20,74,94
1122880000,994850000,382270000,2.5e+09,32,101,133
573730000,1505110000,421160000,2.5e+09,31,91,122
613740000,699040000,1187220000,2.5e+09,29,91,120
990120000,980020000,529860000,2.5e+09,31,102,133
899910000,1175470000,424620000,2.5e+09,24,88,112
1185460000,792410000,522130000,2.5e+09,32,98,130
318660000,1831790000,349550000,2.5e+09,23,82,105
1126370000,693520000,680110000,2.5e+09,29,95,124
45470000,733090000,1503180000,2281740000,25,73,98
642320000,1508500000,349180000,2.5e+09,29,95,124
32410000,2080950000,386640000,2.5e+09,41,96,137
269080000,1.125e+09,1105920000,2.5e+09,43,116,159
163320000,294860000,1706310000,2164490000,29,89,118
1384340000,61130000,1054530000,2.5e+09,29,80,109
1326560000,528250000,645190000,2.5e+09,36,99,135
1556350000,133570000,810080000,2.5e+09,33,88,121
1320670000,561140000,618190000,2.5e+09,34,105,139
1435280000,27850000,1036870000,2.5e+09,38,93,131
790910000,18640000,1690450000,2.5e+09,33,87,120
1440540000,15140000,1044320000,2.5e+09,40,92,132
1029010000,7900000,1463090000,2.5e+09,30,72,102
47090000,221370000,1905390000,2173850000,16,57,73
742610000,1296450000,460940000,2.5e+09,31,89,120
782390000,1180500000,537110000,2.5e+09,27,79,106
475190000,1434510000,590300000,2.5e+09,34,106,140
1189600000,525870000,784530000,2.5e+09,36,106,142
52710000,720500000,1510110000,2283320000,22,70,92
444480000,1770640000,284880000,2.5e+09,26,82,108
11790000,182630000,1356040000,1550460000,16,52,68
57420000,899590000,1350380000,2307390000,24,79,103
388400000,131720000,1979880000,2.5e+09,30,91,121
1580920000,483830000,435250000,2.5e+09,37,118,155
1369790000,540300000,589910000,2.5e+09,40,107,147
1647020000,496550000,356430000,2.5e+09,49,116,165
1817530000,71630000,610840000,2.5e+09,38,106,144
1484560000,336610000,678830000,2.5e+09,37,100,137
1661640000,321400000,516960000,2.5e+09,40,100,140
1396820000,644850000,458330000,2.5e+09,39,98,137
1599750000,477510000,422740000,2.5e+09,34,104,138
1467270000,20930000,1011800000,2.5e+09,35,91,126
1342730000,58450000,1098820000,2.5e+09,31,80,111
1828320000,6700000,664980000,2.5e+09,35,88,123
1582320000,216890000,700790000,2.5e+09,34,86,120
961620000,1077960000,460420000,2.5e+09,31,95,126
1135760000,877040000,487200000,2.5e+09,31,90,121
224830000,2106940000,168230000,2.5e+09,24,75,99
782150000,1364950000,352900000,2.5e+09,33,94,127
7720000,2010190000,482090000,2.5e+09,22,63,85
403880000,1936990000,159130000,2.5e+09,30,80,110
51410000,1741410000,707180000,2.5e+09,31,88,119
426820000,582430000,1490750000,2.5e+09,38,105,143
1.21e+08,458690000,1920310000,2.5e+09,30,88,118
4.33e+08,551640000,1515360000,2.5e+09,27,91,118
1663290000,2.83e+08,553710000,2.5e+09,32,73,105
1378660000,910360000,210980000,2.5e+09,37,92,129
1462770000,623880000,413350000,2.5e+09,44,89,133
715600000,1149360000,635040000,2.5e+09,44,97,141
1019260000,949540000,531200000,2.5e+09,28,78,106
1384560000,661670000,453770000,2.5e+09,41,90,131
1260210000,908490000,331300000,2.5e+09,39,97,136
795630000,1507300000,197070000,2.5e+09,46,102,148
835040000,1272270000,392690000,2.5e+09,51,106,157
1906750000,42220000,551030000,2.5e+09,36,88,124
1500950000,373980000,625070000,2.5e+09,37,84,121
1529900000,520150000,449950000,2.5e+09,36,86,122
997770000,1292530000,209700000,2.5e+09,44,95,139
386210000,1733650000,380140000,2.5e+09,28,72,100
67380000,810720000,1606540000,2484640000,23,65,88
152490000,1969450000,378060000,2.5e+09,25,56,81
189410000,1900740000,409850000,2.5e+09,22,48,70
445680000,289630000,1764690000,2.5e+09,22,64,86
634780000,448820000,1416400000,2.5e+09,29,89,118
1079590000,1087590000,332820000,2.5e+09,35,70,105
1629980000,328970000,541050000,2.5e+09,22,58,80
893110000,1476290000,130600000,2.5e+09,40,85,125
691840000,1386110000,422050000,2.5e+09,34,77,111
7.98e+08,1039400000,662600000,2.5e+09,40,88,128
891540000,1242970000,365490000,2.5e+09,46,102,148
1152230000,919150000,428620000,2.5e+09,47,89,136
1026270000,1097670000,376060000,2.5e+09,44,96,140
641340000,1366070000,492590000,2.5e+09,42,82,124
620770000,1009200000,870030000,2.5e+09,46,105,151
889520000,1256440000,354040000,2.5e+09,38,93,131
630480000,1345450000,524070000,2.5e+09,54,109,163
735330000,1485160000,279510000,2.5e+09,38,87,125
307740000,1714920000,477340000,2.5e+09,42,86,128
639070000,1398610000,462320000,2.5e+09,36,78,114
560870000,1416850000,522280000,2.5e+09,49,106,155
327360000,600320000,1572320000,2.5e+09,28,91,119
955290000,320260000,1224450000,2.5e+09,24,91,115
805290000,1455850000,238860000,2.5e+09,35,74,109
1476570000,564260000,459170000,2.5e+09,26,59,85
668050000,1506210000,325740000,2.5e+09,36,79,115
1101400000,1090920000,307680000,2.5e+09,43,87,130
429420000,1624920000,445660000,2.5e+09,41,97,138
770370000,1301200000,428430000,2.5e+09,40,89,129
400910000,1755300000,343790000,2.5e+09,50,102,152
740630000,962160000,797210000,2.5e+09,46,102,148
287830000,4.51e+08,1761170000,2.5e+09,46,104,150
238330000,1041340000,1220330000,2.5e+09,51,117,168
78040000,1141280000,1280680000,2.5e+09,41,108,149
2500000,347710000,1753070000,2103280000,38,101,139
462810000,1839250000,197940000,2.5e+09,40,88,128
630830000,1011090000,858080000,2.5e+09,47,95,142
551650000,1623700000,324650000,2.5e+09,42,94,136
802430000,709150000,988420000,2.5e+09,41,91,132
1096310000,1015470000,388220000,2.5e+09,48,108,156
647160000,1515040000,337800000,2.5e+09,43,106,149
820950000,1173220000,505830000,2.5e+09,50,112,162
1529540000,216080000,754380000,2.5e+09,48,108,156
1233960000,607760000,658280000,2.5e+09,48,104,152
1105570000,870890000,523540000,2.5e+09,50,106,156
684710000,972890000,842400000,2.5e+09,47,110,157
917230000,1281200000,301570000,2.5e+09,47,109,156
421060000,1669120000,409820000,2.5e+09,45,97,142
270660000,1960760000,268580000,2.5e+09,44,95,139
685850000,1216160000,597990000,2.5e+09,43,95,138
1048590000,1083770000,367640000,2.5e+09,48,96,144
960260000,1035590000,504150000,2.5e+09,47,95,142
798090000,1330970000,370940000,2.5e+09,43,94,137
1135490000,833530000,530980000,2.5e+09,48,104,152
577550000,802270000,1120180000,2.5e+09,47,109,156
367360000,1532350000,600290000,2.5e+09,45,102,147
623710000,1281760000,594530000,2.5e+09,48,112,160
323810000,1627330000,548860000,2.5e+09,45,109,154
780930000,1225410000,493660000,2.5e+09,46,100,146
89860000,122690000,2096650000,2309200000,44,101,145
424040000,838960000,1.237e+09,2.5e+09,46,115,161
17340000,402440000,1421900000,1841680000,37,88,125
984990000,847490000,667520000,2.5e+09,40,83,123
579430000,1431470000,489100000,2.5e+09,47,87,134
1233250000,908710000,358040000,2.5e+09,42,92,134
877040000,1055840000,567120000,2.5e+09,43,90,133
748530000,1358980000,392490000,2.5e+09,48,111,159
1159600000,675490000,664910000,2.5e+09,52,118,170
721890000,1501070000,277040000,2.5e+09,45,111,156
952120000,1071670000,476210000,2.5e+09,54,125,179
401740000,1808710000,289550000,2.5e+09,47,107,154
1131070000,1028600000,340330000,2.5e+09,45,103,148
514880000,1659470000,325650000,2.5e+09,46,101,147
686550000,1364310000,449140000,2.5e+09,47,105,152
759730000,1253020000,487250000,2.5e+09,48,102,150
975520000,826410000,698070000,2.5e+09,46,110,156
713860000,1272320000,513820000,2.5e+09,49,111,160
1044210000,792180000,663610000,2.5e+09,45,110,155
1245900000,768780000,485320000,2.5e+09,49,106,155
844830000,1011590000,643580000,2.5e+09,45,95,140
1417930000,728060000,354010000,2.5e+09,45,99,144
1166060000,742350000,591590000,2.5e+09,46,107,153
954360000,1083980000,461660000,2.5e+09,49,111,160
902660000,1085680000,511660000,2.5e+09,48,105,153
707290000,1409890000,382820000,2.5e+09,51,120,171
771820000,1320860000,407320000,2.5e+09,51,121,172
396810000,798920000,1304270000,2.5e+09,44,104,148
470720000,1504650000,524630000,2.5e+09,50,111,161
481450000,414930000,1603620000,2.5e+09,52,122,174
940360000,802930000,756710000,2.5e+09,52,121,173
26910000,48260000,1305350000,1380520000,40,95,135
303340000,547180000,1437500000,2288020000,48,111,159
1175990000,1144690000,179320000,2.5e+09,44,93,137
1219550000,875910000,404540000,2.5e+09,43,89,132
508650000,1785710000,205640000,2.5e+09,44,89,133
1347340000,594400000,558260000,2.5e+09,44,94,138
744350000,1508520000,247130000,2.5e+09,44,101,145
846560000,1434700000,218740000,2.5e+09,46,111,157
778450000,1453120000,268430000,2.5e+09,45,97,142
645430000,1686730000,167840000,2.5e+09,45,109,154
552820000,1673560000,273620000,2.5e+09,49,108,157
625080000,1659810000,215110000,2.5e+09,48,111,159
736290000,1346200000,417510000,2.5e+09,51,118,169
649810000,1464810000,385380000,2.5e+09,48,113,161
1085010000,1115300000,299690000,2.5e+09,46,102,148
905390000,842290000,752320000,2.5e+09,46,110,156
606260000,1598190000,295550000,2.5e+09,48,108,156
913200000,1129700000,457100000,2.5e+09,44,111,155
1393090000,820680000,286230000,2.5e+09,48,100,148
1151740000,1010470000,337790000,2.5e+09,45,106,151
902510000,1176980000,420510000,2.5e+09,46,113,159
846610000,1254360000,399030000,2.5e+09,49,110,159
945420000,1242350000,312230000,2.5e+09,46,114,160
1232260000,850810000,416930000,2.5e+09,47,109,156
1491740000,638410000,369850000,2.5e+09,49,113,162
1191390000,1104440000,204170000,2.5e+09,48,107,155
748540000,1274120000,477340000,2.5e+09,43,100,143
711220000,1414790000,373990000,2.5e+09,47,110,157
1061200000,1163840000,274960000,2.5e+09,42,96,138
1221180000,927480000,351340000,2.5e+09,44,99,143
1036530000,1126700000,336770000,2.5e+09,47,106,153
447120000,467760000,1500660000,2415540000,43,111,154
1116890000,1135980000,247130000,2.5e+09,42,106,148
440050000,1820730000,239220000,2.5e+09,44,100,144
358990000,1586850000,554160000,2.5e+09,53,108,161
920690000,1328590000,250720000,2.5e+09,54,118,172
282480000,1784560000,432960000,2.5e+09,52,115,167
1047340000,1145170000,307490000,2.5e+09,42,103,145
335840000,1891350000,272810000,2.5e+09,55,121,176
604300000,1546570000,349130000,2.5e+09,49,117,166
